# %ECSV 1.0
# ---
# datatype:
# - {name: H, datatype: float64}
# - {name: H+, datatype: float64}
# - {name: C+, datatype: float64}
# - {name: C+2, datatype: float64}
# - {name: C+3, datatype: float64}
# - {name: N+, datatype: float64}
# - {name: N+2, datatype: float64}
# - {name: N+4, datatype: float64}
# - {name: O, datatype: float64}
# - {name: O+2, datatype: float64}
# - {name: O+5, datatype: float64}
# - {name: O+6, datatype: float64}
# - {name: P+, datatype: float64}
# - {name: Si+, datatype: float64}
# - {name: Si+2, datatype: float64}
# - {name: Si+3, datatype: float64}
# - {name: Si+4, datatype: float64}
# - {name: log_nH, datatype: float64}
# - {name: log_Te, datatype: float64}
# - {name: parameters, datatype: string, subtype: 'float64[1]'}
# schema: astropy-2.0
H H+ C+ C+2 C+3 N+ N+2 N+4 O O+2 O+5 O+6 P+ Si+ Si+2 Si+3 Si+4 log_nH log_Te parameters
28840300000000.0 1.37661e+18 1327830000.0 232645000000.0 1047440000000.0 94772800.0 35463800000.0 1113900000000.0 6078.8 90692400000.0 15187100000000.0 30082900000000.0 43829.5 661666.0 37054000.0 206993000.0 28213900000.0 -5.0 4.576 [-5.0]
28840300000000.0 1.30251e+18 1446290000.0 246811000000.0 1068810000000.0 103842000.0 37929600000.0 1106710000000.0 6807.15 97476000000.0 14574900000000.0 27442200000000.0 51989.3 792375.0 43335600.0 234071000.0 30203100000.0 -4.98 4.571 [-4.98]
28840300000000.0 1.23265e+18 1573540000.0 261502000000.0 1089280000000.0 113706000.0 40528800000.0 1097950000000.0 7623.27 104652000000.0 13958000000000.0 24988000000000.0 61558.8 946965.0 50596200.0 264256000.0 32284300000.0 -4.96 4.566 [-4.96]
28840300000000.0 1.16677e+18 1710100000.0 276717000000.0 1108800000000.0 124422000.0 43263700000.0 1087650000000.0 8537.26 112227000000.0 13338800000000.0 22711400000000.0 72761.6 1129420.0 58974100.0 297848000.0 34457600000.0 -4.94 4.562 [-4.94]
28840300000000.0 1.10462e+18 1856490000.0 292454000000.0 1127340000000.0 136047000.0 46136600000.0 1075820000000.0 9560.33 120205000000.0 12719900000000.0 20603800000000.0 85853.9 1344350.0 68625300.0 335171000.0 36722900000.0 -4.92 4.557 [-4.92]
28840300000000.0 1.04595e+18 2013220000.0 308707000000.0 1144830000000.0 148639000.0 49148100000.0 1062490000000.0 10704.3 128586000000.0 12103700000000.0 18656600000000.0 101124.0 1596980.0 79724300.0 376572000.0 39079300000.0 -4.9 4.552 [-4.9]
28840300000000.0 9.90566e+17 2180920000.0 325474000000.0 1161260000000.0 162266000.0 52299900000.0 1047690000000.0 11983.9 137377000000.0 11492400000000.0 16861300000000.0 118909.0 1893410.0 92468800.0 422422000.0 41525900000.0 -4.88 4.548 [-4.88]
28840300000000.0 9.38253e+17 2360120000.0 342745000000.0 1176580000000.0 176985000.0 55591100000.0 1031460000000.0 13413.6 146572000000.0 10888400000000.0 15209600000000.0 139584.0 2240480.0 107078000.0 473117000.0 44060900000.0 -4.86 4.543 [-4.86]
28840300000000.0 8.88852e+17 2551570000.0 360515000000.0 1190760000000.0 192879000.0 59023000000.0 1013850000000.0 15012.8 156176000000.0 10293700000000.0 13693600000000.0 163588.0 2646080.0 123797000.0 529059000.0 46681600000.0 -4.84 4.539 [-4.84]
28840300000000.0 8.42171e+17 2755800000.0 378771000000.0 1203750000000.0 210004000.0 62592200000.0 994901000000.0 16799.1 166180000000.0 9710380000000.0 12305100000000.0 191402.0 3119120.0 142899000.0 590702000.0 49385400000.0 -4.82 4.534 [-4.82]
28840300000000.0 7.98033e+17 2973240000.0 397489000000.0 1215540000000.0 228402000.0 66292800000.0 974674000000.0 18790.9 176568000000.0 9140160000000.0 11035800000000.0 223557.0 3669660.0 164689000.0 658535000.0 52169400000.0 -4.8 4.53 [-4.8]
