H	H+	C+	C+2	C+3	N+	N+2	N+4	O	O+2	O+5	O+6	P+	Si+	Si+2	Si+3	Si+4
1.23048e+18	5.64511e+21	2.30279e+16	7.65692e+18	2.17419e+18	5.21677e+15	1.60310e+18	2.95689e+17	7.84077e+12	1.65929e+19	2.61885e+18	3.06026e+18	3.05869e+13	6.64856e+15	6.99461e+16	7.13047e+17	4.84688e+17
1.23046e+18	5.37620e+21	2.29884e+16	7.30767e+18	2.08223e+18	5.22659e+15	1.53004e+18	2.89689e+17	8.32038e+12	1.58143e+19	2.50928e+18	2.83690e+18	3.15976e+13	6.99425e+15	7.00950e+16	6.83652e+17	4.52923e+17
1.23027e+18	5.12018e+21	2.29546e+16	6.97842e+18	1.99450e+18	5.23733e+15	1.46127e+18	2.83714e+17	8.82458e+12	1.50770e+19	2.40060e+18	2.62262e+18	3.26190e+13	7.35019e+15	7.02018e+16	6.55390e+17	4.23462e+17
1.23029e+18	4.87824e+21	2.29283e+16	6.66625e+18	1.91237e+18	5.24985e+15	1.39588e+18	2.77664e+17	9.36843e+12	1.43804e+19	2.29499e+18	2.42454e+18	3.36630e+13	7.72509e+15	7.02824e+16	6.28079e+17	3.96306e+17
1.23038e+18	4.64710e+21	2.29176e+16	6.37135e+18	1.83577e+18	5.26407e+15	1.33430e+18	2.71649e+17	9.94988e+12	1.37244e+19	2.18873e+18	2.23052e+18	3.47607e+13	8.11393e+15	7.03512e+16	6.01651e+17	3.71305e+17
1.23028e+18	4.42845e+21	2.29060e+16	6.09272e+18	1.76102e+18	5.28048e+15	1.27605e+18	2.65524e+17	1.05690e+13	1.31005e+19	2.08677e+18	2.05337e+18	3.58473e+13	8.51945e+15	7.03741e+16	5.76312e+17	3.47985e+17
1.23045e+18	4.21996e+21	2.29104e+16	5.82906e+18	1.69178e+18	5.30013e+15	1.22116e+18	2.59328e+17	1.12400e+13	1.25133e+19	1.98436e+18	1.88346e+18	3.69919e+13	8.94449e+15	7.03970e+16	5.51792e+17	3.26524e+17
1.23029e+18	4.02167e+21	2.29110e+16	5.57895e+18	1.62439e+18	5.31619e+15	1.16891e+18	2.53030e+17	1.19302e+13	1.19521e+19	1.88507e+18	1.72602e+18	3.81055e+13	9.36916e+15	7.03110e+16	5.28192e+17	3.06588e+17
1.23027e+18	3.83367e+21	2.29191e+16	5.34024e+18	1.56048e+18	5.33343e+15	1.11919e+18	2.46641e+17	1.26748e+13	1.14183e+19	1.78979e+18	1.58202e+18	3.92666e+13	9.80894e+15	7.02122e+16	5.05266e+17	2.88157e+17
1.23049e+18	3.65434e+21	2.29417e+16	5.11557e+18	1.49978e+18	5.35295e+15	1.07234e+18	2.40146e+17	1.34718e+13	1.09148e+19	1.69471e+18	1.44440e+18	4.04470e+13	1.02648e+16	7.00696e+16	4.83297e+17	2.71098e+17
