# %ECSV 1.0
# ---
# datatype:
# - {name: H, datatype: float64}
# - {name: H+, datatype: float64}
# - {name: C+, datatype: float64}
# - {name: C+2, datatype: float64}
# - {name: C+3, datatype: float64}
# - {name: N+, datatype: float64}
# - {name: N+2, datatype: float64}
# - {name: N+4, datatype: float64}
# - {name: O, datatype: float64}
# - {name: O+2, datatype: float64}
# - {name: O+5, datatype: float64}
# - {name: O+6, datatype: float64}
# - {name: P+, datatype: float64}
# - {name: Si+, datatype: float64}
# - {name: Si+2, datatype: float64}
# - {name: Si+3, datatype: float64}
# - {name: Si+4, datatype: float64}
# - {name: log_nH, datatype: float64}
# - {name: log_NHi, datatype: float64}
# - {name: parameters, datatype: string, subtype: 'float64[2]'}
# schema: astropy-2.0
H H+ C+ C+2 C+3 N+ N+2 N+4 O O+2 O+5 O+6 P+ Si+ Si+2 Si+3 Si+4 log_nH log_NHi parameters
10000000000000.0 4.83434e+17 452050000.0 79777700000.0 361879000000.0 32236400.0 12142800000.0 387174000000.0 2055.16 30977700000.0 5316710000000.0 10642500000000.0 14658.1 220778.0 12434000.0 69973700.0 9650980000.0 -5.0 13.0 [-5.0,13.0]
100000000000000.0 4.83672e+18 4495030000.0 795323000000.0 3626150000000.0 319800000.0 120897000000.0 3876660000000.0 20398.1 309987000000.0 53228800000000.0 106439000000000.0 145860.0 2206970.0 124390000.0 701262000.0 96677100000.0 -5.0 14.0 [-5.0,14.0]
1000000000000000.0 4.85292e+19 44110300000.0 7946640000000.0 36811400000000.0 3083200000.0 1197100000000.0 39118200000000.0 195110.0 3146190000000.0 538884000000000.0 1059660000000000.0 1417110.0 22075000.0 1250540000.0 7138220000.0 978753000000.0 -5.0 15.0 [-5.0,15.0]
9999980000000000.0 5.00332e+20 446869000000.0 87145200000000.0 414512000000000.0 28914500000.0 12650200000000.0 417558000000000.0 1799600.0 37570600000000.0 5782730000000000.0 1.04138e+16 13038900.0 228849000.0 13254500000.0 79409000000.0 10536300000000.0 -5.0 16.0 [-5.0,16.0]
1e+17 6.76275e+21 46195500000000.0 8505730000000000.0 1.5824e+16 4856810000000.0 1890630000000000.0 4945900000000000.0 4220370000.0 6.41325e+16 4.44227e+16 7.7049e+16 5567270000.0 305048000000.0 16013000000000.0 38133700000000.0 747903000000000.0 -5.0 17.0 [-5.0,17.0]
1.00012e+18 2.06829e+22 324776000000000.0 1.04427e+17 2.02348e+17 21031100000000.0 1.51643e+16 9752300000000000.0 22760900000.0 5.70277e+17 5.54123e+16 8.3134e+16 361015000000.0 28796500000000.0 1628340000000000.0 5896180000000000.0 2.64031e+16 -5.0 18.0 [-5.0,18.0]
10000000000000.0 1.26039e+17 2790410000.0 245733000000.0 427597000000.0 235267000.0 45305500000.0 201488000000.0 32775.3 126071000000.0 1012900000000.0 612172000000.0 627431.0 11252200.0 387991000.0 960406000.0 34216500000.0 -4.5 13.0 [-4.5,13.0]
100000000000000.0 1.26114e+18 27764300000.0 2450610000000.0 4284910000000.0 2337330000.0 451537000000.0 2017250000000.0 326183.0 1262640000000.0 10137200000000.0 6122470000000.0 6245520.0 112410000.0 3879410000.0 9621550000.0 342625000000.0 -4.5 14.0 [-4.5,14.0]
1000000000000000.0 1.26635e+19 272596000000.0 24455100000000.0 43417000000000.0 22676600000.0 4487690000000.0 20304900000000.0 3156660.0 12810300000000.0 101801000000000.0 61213600000000.0 60768100.0 1118770000.0 38819700000.0 97567200000.0 3457190000000.0 -4.5 15.0 [-4.5,15.0]
9999980000000000.0 1.30605e+20 2730640000000.0 262791000000000.0 478395000000000.0 213384000000.0 46883800000000.0 209508000000000.0 29903200.0 148676000000000.0 1035580000000000.0 599246000000000.0 561321000.0 11294300000.0 400450000000.0 1057900000000.0 36472500000000.0 -4.5 16.0 [-4.5,16.0]
1e+17 1.63895e+21 114150000000000.0 9921320000000000.0 8211540000000000.0 9533550000000.0 1895610000000000.0 1577880000000000.0 5499470000.0 2.29999e+16 6031980000000000.0 3450060000000000.0 24112800000.0 724019000000.0 23258500000000.0 31730200000000.0 609372000000000.0 -4.5 17.0 [-4.5,17.0]
1.00003e+18 5.73457e+21 551907000000000.0 6.08085e+16 4.44017e+16 48003300000000.0 1.18156e+16 2774340000000000.0 110953000000.0 1.92217e+17 7021420000000000.0 3763600000000000.0 915865000000.0 71841400000000.0 2291070000000000.0 3103370000000000.0 5920630000000000.0 -4.5 18.0 [-4.5,18.0]
10000000000000.0 3.40325e+16 8146570000.0 331646000000.0 224309000000.0 757468000.0 64473800000.0 31973700000.0 540693.0 225664000000.0 60779700000.0 12425000000.0 8582520.0 167341000.0 4267970000.0 4938440000.0 42558600000.0 -4.0 13.0 [-4.0,13.0]
100000000000000.0 3.4051e+17 81206800000.0 3311290000000.0 2249140000000.0 7541920000.0 643492000000.0 320222000000.0 5392460.0 2260090000000.0 607972000000.0 124227000000.0 85576600.0 1671630000.0 42656800000.0 49447000000.0 425920000000.0 -4.0 14.0 [-4.0,14.0]
1000000000000000.0 3.42133e+18 802161000000.0 33102800000000.0 22781900000000.0 73869700000.0 6423880000000.0 3223280000000.0 52754600.0 22907900000000.0 6090540000000.0 1241510000000.0 839984000.0 16618100000.0 425592000000.0 499381000000.0 4284500000000.0 -4.0 15.0 [-4.0,15.0]
9999990000000000.0 3.53212e+19 7931820000000.0 344467000000000.0 241745000000000.0 704177000000.0 66516400000000.0 32659700000000.0 506020000.0 257463000000000.0 60528900000000.0 12245200000000.0 7964540000.0 165376000000.0 4295700000000.0 5269510000000.0 44419800000000.0 -4.0 16.0 [-4.0,16.0]
1.00004e+17 4.16777e+20 137586000000000.0 6007920000000000.0 2384660000000000.0 12540300000000.0 1235560000000000.0 209525000000000.0 14032500000.0 9094820000000000.0 333624000000000.0 68588600000000.0 128609000000.0 2991490000000.0 75435500000000.0 70272200000000.0 526736000000000.0 -4.0 17.0 [-4.0,17.0]
1.0002e+18 1.59821e+21 704532000000000.0 2.83605e+16 8179370000000000.0 87338600000000.0 6559720000000000.0 372994000000000.0 724014000000.0 6.17261e+16 390029000000000.0 77698100000000.0 1582030000000.0 76094700000000.0 1515990000000000.0 954020000000000.0 1561860000000000.0 -4.0 18.0 [-4.0,18.0]
10000000000000.0 9394440000000000.0 11051200000.0 179515000000.0 43464500000.0 1508150000.0 41001200000.0 1816300000.0 9289210.0 213132000000.0 1505340000.0 108099000.0 26319200.0 581618000.0 10740800000.0 6013560000.0 10865500000.0 -3.5 13.0 [-3.5,13.0]
100000000000000.0 9.4013e+16 110425000000.0 1795200000000.0 436132000000.0 15054300000.0 409913000000.0 18207000000.0 92662800.0 2133630000000.0 15060500000.0 1081420000.0 263038000.0 5815330000.0 107410000000.0 60205600000.0 108776000000.0 -3.5 14.0 [-3.5,14.0]
999999000000000.0 9.4544e+17 1101310000000.0 18022300000000.0 4420840000000.0 149033000000.0 4111760000000.0 183824000000.0 907882000.0 21531100000000.0 151000000000.0 10839300000.0 2620790000.0 58130500000.0 1075210000000.0 607303000000.0 1096450000000.0 -3.5 15.0 [-3.5,15.0]
1e+16 9.77391e+18 11029700000000.0 186162000000000.0 46402100000000.0 1445820000000.0 42444700000000.0 1879690000000.0 8459420000.0 230431000000000.0 1498980000000.0 107397000000.0 26067300000.0 584993000000.0 10905600000000.0 6349040000000.0 11444300000000.0 -3.5 16.0 [-3.5,16.0]
9.99998e+16 1.08883e+20 124400000000000.0 2248180000000000.0 395808000000000.0 16076500000000.0 534997000000000.0 13397700000000.0 97528100000.0 3591630000000000.0 9015810000000.0 629623000000.0 290103000000.0 6672410000000.0 127693000000000.0 70267100000000.0 122528000000000.0 -3.5 17.0 [-3.5,17.0]
1.00002e+18 4.42842e+20 714450000000000.0 9790680000000000.0 1042530000000000.0 147922000000000.0 2429830000000000.0 26302700000000.0 5060150000000.0 1.81943e+16 11305000000000.0 778131000000.0 1842170000000.0 68363100000000.0 754420000000000.0 294928000000000.0 275534000000000.0 -3.5 18.0 [-3.5,18.0]
10000000000000.0 2611910000000000.0 10121800000.0 56170900000.0 3687040000.0 2603000000.0 13756200000.0 46607000.0 96025600.0 89974300000.0 12239900.0 297574.0 23721900.0 672925000.0 5772010000.0 1506170000.0 528483000.0 -3.0 13.0 [-3.0,13.0]
100000000000000.0 2.61412e+16 101252000000.0 562138000000.0 36990100000.0 26019700000.0 137677000000.0 467237000.0 958537000.0 900831000000.0 122609000.0 2981060.0 237339000.0 6731360000.0 57762600000.0 15079700000.0 5293440000.0 -3.0 14.0 [-3.0,14.0]
999999000000000.0 2.6296e+17 1015250000000.0 5654780000000.0 374857000000.0 259491000000.0 1385940000000.0 4730900000.0 9458710000.0 9087780000000.0 1239540000.0 30148000.0 2382260000.0 67462500000.0 580633000000.0 152052000000.0 53517800000.0 -3.0 15.0 [-3.0,15.0]
9999970000000000.0 2.71586e+18 10316500000000.0 58469800000000.0 3955150000000.0 2564190000000.0 14389100000000.0 49793000000.0 88563500000.0 95441000000000.0 12890200000.0 313500000.0 24354200000.0 683787000000.0 5976140000000.0 1588280000000.0 566676000000.0 -3.0 16.0 [-3.0,16.0]
1.00001e+17 2.91507e+19 107273000000000.0 636611000000000.0 37043300000000.0 25268700000000.0 158812000000000.0 463767000000.0 786258000000.0 1100510000000000.0 100551000000.0 2405930000.0 258542000000.0 7176810000000.0 64091900000000.0 17184600000000.0 6130900000000.0 -3.0 17.0 [-3.0,17.0]
1.00002e+18 1.22358e+20 607763000000000.0 2611700000000000.0 83248100000000.0 215582000000000.0 589546000000000.0 1044690000000.0 23741700000000.0 4106710000000000.0 142241000000.0 3454140000.0 1323300000000.0 62440900000000.0 264902000000000.0 57486000000000.0 14480400000000.0 -3.0 18.0 [-3.0,18.0]
10000000000000.0 744510000000000.0 7393490000.0 12724300000.0 145988000.0 2992180000.0 2054850000.0 631547.0 380698000.0 12481800000.0 24375.7 0.0 12589000.0 678438000.0 1603840000.0 148924000.0 13128500.0 -2.5 13.0 [-2.5,13.0]
100000000000000.0 7451190000000000.0 73981200000.0 127356000000.0 1463730000.0 29933100000.0 20577400000.0 6329320.0 3805000000.0 125042000000.0 244462.0 0.0 125980000.0 6786350000.0 16054100000.0 1491050000.0 131514000.0 -2.5 14.0 [-2.5,14.0]
999999000000000.0 7.49111e+16 742977000000.0 1280950000000.0 14816300000.0 300116000000.0 207630000000.0 64136100.0 37929900000.0 1264610000000.0 2488630.0 0.0 1265990000.0 68002600000.0 161566000000.0 15025100000.0 1330010000.0 -2.5 15.0 [-2.5,15.0]
1e+16 7.70923e+17 7597330000000.0 13219200000000.0 156763000000.0 3039860000000.0 2182070000000.0 687967000.0 371936000000.0 13496300000000.0 27311000.0 0.0 13000400000.0 687956000000.0 1671230000000.0 156604000000.0 14115400000.0 -2.5 16.0 [-2.5,16.0]
1e+17 8.05913e+18 78939200000000.0 138582000000000.0 1609790000000.0 30996400000000.0 23547800000000.0 7476470000.0 3564540000000.0 152659000000000.0 278801000.0 0.0 136286000000.0 7102980000000.0 17525700000000.0 1651980000000.0 151837000000.0 -2.5 17.0 [-2.5,17.0]
1.00003e+18 3.45469e+19 412183000000000.0 538713000000000.0 3689010000000.0 169725000000000.0 67024400000000.0 16494200000.0 48310000000000.0 439088000000000.0 414379000.0 0.0 642768000000.0 49231300000000.0 60408300000000.0 5155880000000.0 361161000000.0 -2.5 18.0 [-2.5,18.0]
10000000000000.0 221931000000000.0 4047410000.0 2153300000.0 3376650.0 1424660000.0 109967000.0 3984.94 559711000.0 623932000.0 0.0 0.0 5105940.0 477471000.0 265740000.0 7648410.0 233749.0 -2.0 13.0 [-2.0,13.0]
100000000000000.0 2220980000000000.0 40501400000.0 21550900000.0 33831400.0 14256000000.0 1101310000.0 39932.2 5596810000.0 6250350000.0 0.0 0.0 51095100.0 4776960000.0 2660480000.0 76574900.0 2341610.0 -2.0 14.0 [-2.0,14.0]
999999000000000.0 2.2315e+16 406772000000.0 216573000000.0 341787000.0 143158000000.0 11110200000.0 404311.0 55953500000.0 63139200000.0 0.0 0.0 513247000.0 47915100000.0 26794000000.0 771276000.0 23673400.0 -2.0 15.0 [-2.0,15.0]
9999970000000000.0 2.28748e+17 4160820000000.0 2222490000000.0 3589070000.0 1463140000000.0 116426000000.0 4319380.0 558631000000.0 668839000000.0 0.0 0.0 5255400000.0 486979000000.0 277932000000.0 8010000000.0 250613000.0 -2.0 16.0 [-2.0,16.0]
1e+17 2.35045e+18 42936200000000.0 22579800000000.0 36986600000.0 14982600000000.0 1197730000000.0 45404200.0 5578410000000.0 7188450000000.0 0.0 0.0 54127300000.0 4991840000000.0 2858680000000.0 82520300000.0 2632720000.0 -2.0 17.0 [-2.0,17.0]
1.00001e+18 1.03047e+19 215367000000000.0 86621300000000.0 91719100000.0 69646700000000.0 3054770000000.0 92442700.0 57133300000000.0 19067000000000.0 0.0 0.0 256758000000.0 27791600000000.0 8554330000000.0 256009000000.0 6130320000.0 -2.0 18.0 [-2.0,18.0]
10000000000000.0 71416300000000.0 1827040000.0 316852000.0 73055.2 507379000.0 4665280.0 0.0 583750000.0 25476300.0 0.0 0.0 1983920.0 231303000.0 31722200.0 354009.0 4445.7 -1.5 13.0 [-1.5,13.0]
100000000000000.0 714641000000000.0 18281500000.0 3170580000.0 731519.0 5076760000.0 46708500.0 0.0 5837560000.0 255120000.0 0.0 0.0 19850800.0 2314220000.0 317572000.0 3543550.0 44521.7 -1.5 14.0 [-1.5,14.0]
999999000000000.0 7176220000000000.0 183495000000.0 31823700000.0 7371920.0 50950400000.0 470363000.0 0.0 58380700000.0 2572250000.0 0.0 0.0 199236000.0 23217200000.0 3196920000.0 35648300.0 449219.0 -1.5 15.0 [-1.5,15.0]
9999970000000000.0 7.33028e+16 1870000000000.0 323951000000.0 76460500.0 518794000000.0 4865250000.0 0.0 584074000000.0 26821300000.0 0.0 0.0 2030200000.0 236078000000.0 33036000000.0 367420000.0 4700270.0 -1.5 16.0 [-1.5,16.0]
1e+17 7.45387e+17 19049300000000.0 3212980000000.0 770215000.0 5231940000000.0 48086300000.0 0.0 5845940000000.0 275464000000.0 0.0 0.0 20635800000.0 2398630000000.0 332428000000.0 3730210000.0 48174000.0 -1.5 17.0 [-1.5,17.0]
1e+18 3.4602e+18 103480000000000.0 13811900000000.0 2274480000.0 25616800000000.0 132049000000.0 0.0 56836000000000.0 777892000000.0 0.0 0.0 109800000000.0 13399200000000.0 1017330000000.0 13512900000.0 133623000.0 -1.5 18.0 [-1.5,18.0]
10000000000000.0 25993100000000.0 857514000.0 53360200.0 2548.9 197982000.0 267503.0 0.0 569130000.0 1345210.0 0.0 0.0 907014.0 111885000.0 4323280.0 24166.1 171.593 -1.0 13.0 [-1.0,13.0]
