# %ECSV 1.0
# ---
# datatype:
# - {name: H, datatype: float64}
# - {name: H+, datatype: float64}
# - {name: C+, datatype: float64}
# - {name: C+2, datatype: float64}
# - {name: C+3, datatype: float64}
# - {name: N+2, datatype: float64}
# - {name: N+4, datatype: float64}
# - {name: O, datatype: float64}
# - {name: O+2, datatype: float64}
# - {name: O+5, datatype: float64}
# - {name: O+6, datatype: float64}
# - {name: Si+, datatype: float64}
# - {name: Si+2, datatype: float64}
# - {name: Si+3, datatype: float64}
# - {name: Si+4, datatype: float64}
# - {name: log_nH, datatype: float64}
# - {name: log_Z, datatype: float64}
# - {name: parameters, datatype: string, subtype: 'float64[2]'}
# schema: astropy-2.0
H H+ C+ C+2 C+3 N+2 N+4 O O+2 O+5 O+6 Si+ Si+2 Si+3 Si+4 log_nH log_Z parameters
30903000000000.0 1.67981e+18 26961500.0 3045510000.0 11284000000.0 675192000.0 12072800000.0 449.791 2168920000.0 157592000000.0 355427000000.0 8789.88 472203.0 2008260.0 308588000.0 -5.0 -3.0 [-5.0,-3.0]
30903000000000.0 1.67754e+18 33883100.0 3832950000.0 14206000000.0 848080000.0 15194200000.0 561.512 2720290000.0 198310000000.0 446763000000.0 11082.5 594910.0 2531830.0 388606000.0 -5.0 -2.9 [-5.0,-2.9]
30903000000000.0 1.67469e+18 42562900.0 4823660000.0 17884800000.0 1064630000.0 19121200000.0 699.506 3408660000.0 249521000000.0 561347000000.0 13978.4 749652.0 3193090.0 489415000.0 -5.0 -2.8 [-5.0,-2.8]
30903000000000.0 1.67301e+18 47694400.0 5411070000.0 20067400000.0 1192530000.0 21449600000.0 780.002 3814040000.0 279877000000.0 629120000000.0 15701.5 841590.0 3586500.0 549259000.0 -5.0 -2.75 [-5.0,-2.75]
30903000000000.0 1.66674e+18 67040700.0 7637140000.0 28348000000.0 1673890000.0 30273500000.0 1076.38 5332000000.0 394862000000.0 884845000000.0 22270.7 1191250.0 5086260.0 776524000.0 -5.0 -2.6 [-5.0,-2.6]
30903000000000.0 1.66416e+18 75068300.0 8566140000.0 31808100000.0 1873250000.0 33955900000.0 1196.13 5957120000.0 442822000000.0 991046000000.0 25030.6 1337760.0 5716340.0 871594000.0 -5.0 -2.55 [-5.0,-2.55]
30903000000000.0 1.66129e+18 84036000.0 9607710000.0 35690500000.0 2095710000.0 38084900000.0 1327.71 6652260000.0 496583000000.0 1109780000000.0 28137.3 1502420.0 6425650.0 978344000.0 -5.0 -2.5 [-5.0,-2.5]
30903000000000.0 1.65811e+18 94049800.0 10775400000.0 40047100000.0 2343810000.0 42714300000.0 1471.97 7424570000.0 556839000000.0 1242470000000.0 31635.6 1687520.0 7224510.0 1098220000.0 -5.0 -2.45 [-5.0,-2.45]
30903000000000.0 1.65459e+18 105225000.0 12084400000.0 44935900000.0 2620330000.0 47904300000.0 1629.71 8281690000.0 624366000000.0 1390680000000.0 35576.4 1895640.0 8124590.0 1232860000.0 -5.0 -2.4 [-5.0,-2.4]
30903000000000.0 1.6507e+18 117690000.0 13551700000.0 50421800000.0 2928300000.0 53722500000.0 1801.66 9231790000.0 700034000000.0 1556170000000.0 40017.2 2129700.0 9139190.0 1384090000.0 -5.0 -2.35 [-5.0,-2.35]
