H	H+	C+2	C+3	O+6	Si+2	Si+3
1.34896e+14	8.83204e+17	3.60263e+12	4.35601e+12	1.02752e+12	1.77767e+10	3.37687e+10
1.34896e+14	9.76194e+17	4.13343e+12	4.42393e+12	1.19937e+12	1.91634e+10	2.96099e+10
1.34896e+14	1.09058e+18	4.72679e+12	4.54019e+12	1.39738e+12	2.01870e+10	2.61119e+10
1.34896e+14	1.23731e+18	5.39536e+12	4.73808e+12	1.63768e+12	2.08947e+10	2.33211e+10
1.34896e+14	1.43280e+18	6.16985e+12	5.05745e+12	1.94509e+12	2.13812e+10	2.12371e+10
1.34896e+14	1.70033e+18	7.09527e+12	5.54562e+12	2.35503e+12	2.17371e+10	1.98499e+10
1.34896e+14	2.07164e+18	8.22096e+12	6.25865e+12	2.91717e+12	2.20026e+10	1.91756e+10
1.34896e+14	2.58847e+18	9.58131e+12	7.26244e+12	3.70193e+12	2.19101e+10	1.90996e+10
1.34896e+14	3.30404e+18	1.11576e+13	8.63512e+12	4.81073e+12	2.16358e+10	2.00586e+10
1.34896e+14	4.28455e+18	1.28132e+13	1.04693e+13	6.39581e+12	2.10091e+10	2.23605e+10
1.34896e+14	5.61070e+18	1.42001e+13	1.28642e+13	8.69607e+12	1.98599e+10	2.63865e+10
1.34896e+14	7.37935e+18	1.47330e+13	1.58674e+13	1.21077e+13	1.81091e+10	3.24231e+10
1.34896e+14	9.70550e+18	1.38152e+13	1.93023e+13	1.73211e+13	1.58046e+10	4.03533e+10
1.34896e+14	1.27176e+19	1.13379e+13	2.24501e+13	2.55599e+13	1.31004e+10	4.92938e+10
1.34896e+14	1.65679e+19	8.05743e+12	2.42339e+13	3.90579e+13	1.02708e+10	5.76904e+10
1.34896e+14	2.14271e+19	4.99068e+12	2.37408e+13	6.19912e+13	7.66648e+09	6.42375e+10
1.34896e+14	2.74900e+19	2.76559e+12	2.11093e+13	1.02435e+14	5.57154e+09	6.90401e+10
1.34896e+14	3.49862e+19	1.42685e+12	1.74121e+13	1.75846e+14	4.06990e+09	7.36330e+10
1.34896e+14	4.41819e+19	7.13906e+11	1.37355e+13	3.10735e+14	3.06966e+09	7.98938e+10
1.34896e+14	5.53150e+19	3.57012e+11	1.06272e+13	5.58610e+14	2.40828e+09	8.87816e+10
1.34896e+14	6.85260e+19	1.81461e+11	8.18780e+12	1.00544e+15	1.93297e+09	9.93810e+10
1.34896e+14	8.38864e+19	9.45800e+10	6.33879e+12	1.74153e+15	1.53355e+09	1.08314e+11
1.34896e+14	1.01866e+20	5.09923e+10	4.97874e+12	2.76028e+15	1.15689e+09	1.10639e+11
1.34896e+14	1.23099e+20	2.86349e+10	3.99930e+12	3.93661e+15	7.98566e+08	1.01998e+11
1.34896e+14	1.48139e+20	1.68414e+10	3.30752e+12	5.17628e+15	4.89329e+08	8.23977e+10
1.34896e+14	1.77453e+20	1.04358e+10	2.83684e+12	6.47512e+15	2.61905e+08	5.74415e+10
1.34896e+14	2.11546e+20	6.86120e+09	2.54438e+12	7.86911e+15	1.22184e+08	3.45137e+10
1.34896e+14	2.51110e+20	4.81331e+09	2.40065e+12	9.40101e+15	5.00704e+07	1.80263e+10
1.34896e+14	2.96457e+20	3.55204e+09	2.35161e+12	1.10908e+16	1.81490e+07	8.24952e+09
1.34896e+14	3.47772e+20	2.67240e+09	2.31954e+12	1.29459e+16	5.83724e+06	3.32053e+09
1.34896e+14	4.05961e+20	1.96544e+09	2.21150e+12	1.49949e+16	1.67026e+06	1.17967e+09
1.34896e+14	4.72196e+20	1.36643e+09	1.97039e+12	1.72666e+16	4.26221e+05	3.70956e+08
1.34896e+14	5.47516e+20	8.75162e+08	1.59891e+12	1.97587e+16	9.68290e+04	1.03129e+08
1.34896e+14	6.32875e+20	5.08889e+08	1.16480e+12	2.23982e+16	1.97557e+04	2.55754e+07
1.34896e+14	7.28956e+20	2.68851e+08	7.62492e+11	2.49589e+16	3.56104e+03	5.57208e+06
1.34896e+14	8.36987e+20	1.32179e+08	4.58467e+11	2.70123e+16	5.58791e+02	1.05068e+06
1.34896e+14	9.58513e+20	6.24540e+07	2.61033e+11	2.79409e+16	7.25080e+01	1.62867e+05
1.34896e+14	1.09519e+21	2.88244e+07	1.43701e+11	2.71416e+16	7.36679e+00	1.96771e+04
1.34896e+14	1.24851e+21	1.31931e+07	7.80699e+10	2.43396e+16	5.99177e-01	1.89623e+03
1.34896e+14	1.42017e+21	6.10147e+06	4.27502e+10	1.98502e+16	4.35631e-02	1.62839e+02
1.34896e+14	1.61235e+21	2.88289e+06	2.38311e+10	1.46066e+16	3.17331e-03	1.39686e+01
1.34896e+14	1.82762e+21	1.39463e+06	1.35405e+10	9.76839e+15	2.46544e-04	1.27448e+00
1.34896e+14	2.06860e+21	6.90394e+05	7.83800e+09	6.07784e+15	2.10060e-05	1.27189e-01
1.34896e+14	2.33850e+21	3.49256e+05	4.62019e+09	3.63869e+15	1.98316e-06	1.40330e-02
1.34896e+14	2.64088e+21	1.80210e+05	2.77037e+09	2.15797e+15	2.07843e-07	1.71533e-03
1.34896e+14	2.97978e+21	9.46738e+04	1.68783e+09	1.28833e+15	2.40725e-08	2.31314e-04
1.34896e+14	3.35981e+21	5.05954e+04	1.04428e+09	7.83170e+14	3.05660e-09	3.41450e-05
1.34896e+14	3.78615e+21	2.74800e+04	6.55733e+08	4.87201e+14	4.20234e-10	5.44990e-06
1.34896e+14	4.26475e+21	1.51536e+04	4.17571e+08	3.10640e+14	6.16275e-11	9.26542e-07
1.34896e+14	4.80238e+21	8.47534e+03	2.69472e+08	2.03071e+14	9.49903e-12	1.64997e-07
1.34896e+14	5.40674e+21	4.80222e+03	1.76064e+08	1.35989e+14	1.50454e-12	3.02239e-08
1.34896e+14	6.08663e+21	2.75292e+03	1.16335e+08	9.31215e+13	2.06810e-14	5.58745e-09
1.34896e+14	6.85216e+21	1.59428e+03	7.76430e+07	6.50714e+13	3.28171e-15	1.02305e-09
1.34896e+14	4.24047e+17	2.22693e+12	3.22761e+12	1.94223e+11	1.13320e+10	7.15397e+10
1.34896e+14	4.60468e+17	2.18154e+12	3.44747e+12	2.36627e+11	1.08424e+10	6.83304e+10
1.34896e+14	5.00310e+17	2.16351e+12	3.65126e+12	2.88710e+11	1.07285e+10	6.47270e+10
1.34896e+14	5.43944e+17	2.19700e+12	3.82891e+12	3.52672e+11	1.11350e+10	6.06472e+10
1.34896e+14	5.91822e+17	2.30621e+12	3.97228e+12	4.30464e+11	1.21446e+10	5.60615e+10
1.34896e+14	6.44543e+17	2.50886e+12	4.07822e+12	5.23232e+11	1.37179e+10	5.10413e+10
1.34896e+14	7.03038e+17	2.81088e+12	4.15088e+12	6.30993e+11	1.56716e+10	4.57751e+10
1.34896e+14	7.68693e+17	3.20640e+12	4.20177e+12	7.52389e+11	1.77347e+10	4.05462e+10
1.34896e+14	8.44050e+17	3.68221e+12	4.24947e+12	8.86906e+11	1.96355e+10	3.56423e+10
1.34896e+14	9.33440e+17	4.22648e+12	4.31812e+12	1.03720e+12	2.11926e+10	3.12923e+10
1.34896e+14	1.04386e+18	4.83799e+12	4.43653e+12	1.21108e+12	2.23551e+10	2.76348e+10
1.34896e+14	1.18623e+18	5.53233e+12	4.63881e+12	1.42301e+12	2.31758e+10	2.47231e+10
1.34896e+14	1.37688e+18	6.34435e+12	4.96596e+12	1.69521e+12	2.37601e+10	2.25605e+10
1.34896e+14	1.63906e+18	7.32424e+12	5.46697e+12	2.05939e+12	2.42081e+10	2.11418e+10
1.34896e+14	2.00445e+18	8.52700e+12	6.20031e+12	2.56000e+12	2.45621e+10	2.04919e+10
1.34896e+14	2.51472e+18	9.99173e+12	7.23550e+12	3.25998e+12	2.45121e+10	2.04949e+10
1.34896e+14	3.22298e+18	1.17005e+13	8.65604e+12	4.24996e+12	2.42524e+10	2.16399e+10
1.34896e+14	4.19537e+18	1.35059e+13	1.05629e+13	5.66643e+12	2.35792e+10	2.42767e+10
1.34896e+14	5.51248e+18	1.50274e+13	1.30670e+13	7.72489e+12	2.22893e+10	2.88279e+10
1.34896e+14	7.27111e+18	1.56227e+13	1.62260e+13	1.07859e+13	2.02892e+10	3.55876e+10
1.34896e+14	9.58623e+18	1.46389e+13	1.98537e+13	1.54842e+13	1.76389e+10	4.43644e+10
1.34896e+14	1.25862e+19	1.19697e+13	2.31727e+13	2.29542e+13	1.45301e+10	5.40846e+10
1.34896e+14	1.64230e+19	8.45376e+12	2.50200e+13	3.52829e+13	1.12976e+10	6.29638e+10
1.34896e+14	2.12672e+19	5.19598e+12	2.44441e+13	5.64109e+13	8.35486e+09	6.96053e+10
1.34896e+14	2.73130e+19	2.85726e+12	2.16432e+13	9.40491e+13	6.01755e+09	7.42484e+10
1.34896e+14	3.47901e+19	1.46481e+12	1.77811e+13	1.63140e+14	4.36190e+09	7.86589e+10
1.34896e+14	4.39672e+19	7.29675e+11	1.39866e+13	2.91695e+14	3.26958e+09	8.48812e+10
1.34896e+14	5.50850e+19	3.63937e+11	1.08041e+13	5.31499e+14	2.55246e+09	9.39072e+10
1.34896e+14	6.82804e+19	1.84746e+11	8.31917e+12	9.71412e+14	2.03982e+09	1.04703e+11
1.34896e+14	8.36100e+19	9.62343e+10	6.43956e+12	1.70780e+15	1.61096e+09	1.13627e+11
1.34896e+14	1.01543e+20	5.18784e+10	5.05898e+12	2.73576e+15	1.20899e+09	1.15489e+11
1.34896e+14	1.22724e+20	2.91424e+10	4.06611e+12	3.92367e+15	8.29748e+08	1.05877e+11
1.34896e+14	1.47712e+20	1.71515e+10	3.36565e+12	5.17271e+15	5.05432e+08	8.50369e+10
1.34896e+14	1.76970e+20	1.06369e+10	2.88951e+12	6.47911e+15	2.69000e+08	5.89533e+10
1.34896e+14	2.11001e+20	6.99888e+09	2.59389e+12	7.88038e+15	1.24877e+08	3.52506e+10
1.34896e+14	2.50499e+20	4.91235e+09	2.44878e+12	9.42060e+15	5.09646e+07	1.83371e+10
1.34896e+14	2.95774e+20	3.62462e+09	2.39856e+12	1.11205e+16	1.84132e+07	8.36490e+09
1.34896e+14	3.47001e+20	2.72389e+09	2.36324e+12	1.29877e+16	5.90682e+06	3.35836e+09
1.34896e+14	4.05085e+20	1.99901e+09	2.24841e+12	1.50511e+16	1.68661e+06	1.19064e+09
1.34896e+14	4.71199e+20	1.38603e+09	1.99795e+12	1.73397e+16	4.29662e+05	3.73779e+08
1.34896e+14	5.46382e+20	8.85282e+08	1.61686e+12	1.98511e+16	9.74770e+04	1.03774e+08
1.34896e+14	6.31587e+20	5.13419e+08	1.17480e+12	2.25105e+16	1.98675e+04	2.57094e+07
1.34896e+14	7.27489e+20	2.70572e+08	7.67151e+11	2.50874e+16	3.57478e+03	5.59150e+06
1.34896e+14	8.35315e+20	1.32743e+08	4.60303e+11	2.71484e+16	5.61402e+02	1.05518e+06
1.34896e+14	9.56602e+20	6.26152e+07	2.61651e+11	2.80714e+16	7.28472e+01	1.63567e+05
1.34896e+14	1.09301e+21	2.88653e+07	1.43877e+11	2.72533e+16	7.40029e+00	1.97594e+04
1.34896e+14	1.24601e+21	1.32013e+07	7.81028e+10	2.44239e+16	6.01665e-01	1.90343e+03
1.34896e+14	1.41730e+21	6.10162e+06	4.27424e+10	1.99050e+16	4.37120e-02	1.63338e+02
1.34896e+14	1.60906e+21	2.88175e+06	2.38168e+10	1.46361e+16	3.18184e-03	1.40012e+01
1.34896e+14	1.82384e+21	1.39364e+06	1.35282e+10	9.78057e+15	2.47057e-04	1.27667e+00
1.34896e+14	2.06425e+21	6.89743e+05	7.82907e+09	6.08101e+15	2.10400e-05	1.27351e-01
1.34896e+14	2.33349e+21	3.48861e+05	4.61406e+09	3.63825e+15	1.98565e-06	1.40456e-02
1.34896e+14	2.63509e+21	1.79976e+05	2.76625e+09	2.15662e+15	2.08031e-07	1.71627e-03
1.34896e+14	2.97310e+21	9.45391e+04	1.68510e+09	1.28702e+15	2.40906e-08	2.31403e-04
1.34896e+14	3.35208e+21	5.05172e+04	1.04247e+09	7.82130e+14	3.05831e-09	3.41515e-05
1.34896e+14	3.77721e+21	2.74346e+04	6.54520e+08	4.86433e+14	4.20402e-10	5.45004e-06
1.34896e+14	4.25439e+21	1.51269e+04	4.16754e+08	3.10086e+14	6.16425e-11	9.26416e-07
1.34896e+14	4.79036e+21	8.45956e+03	2.68917e+08	2.02672e+14	9.49931e-12	1.64950e-07
1.34896e+14	5.39279e+21	4.79280e+03	1.75683e+08	1.35699e+14	1.50438e-12	3.02110e-08
1.34896e+14	6.07041e+21	2.74724e+03	1.16072e+08	9.29094e+13	2.06778e-14	5.58429e-09
1.34896e+14	6.83330e+21	1.59084e+03	7.74591e+07	6.49136e+13	3.28079e-15	1.02233e-09
1.34896e+14	4.05092e+17	2.25172e+12	3.11252e+12	1.65588e+11	1.22830e+10	7.40954e+10
1.34896e+14	4.39877e+17	2.21167e+12	3.33314e+12	2.01975e+11	1.17899e+10	7.09924e+10
1.34896e+14	4.77928e+17	2.19850e+12	3.53828e+12	2.46736e+11	1.17014e+10	6.74491e+10
1.34896e+14	5.19603e+17	2.23668e+12	3.71746e+12	3.01790e+11	1.21781e+10	6.33704e+10
1.34896e+14	5.65333e+17	2.35091e+12	3.86206e+12	3.68857e+11	1.33138e+10	5.87184e+10
1.34896e+14	6.15699e+17	2.55938e+12	3.96861e+12	4.48984e+11	1.50679e+10	5.35664e+10
1.34896e+14	6.71608e+17	2.86833e+12	4.04128e+12	5.42263e+11	1.72409e+10	4.81171e+10
1.34896e+14	7.34423e+17	3.27211e+12	4.09181e+12	6.47612e+11	1.95359e+10	4.26779e+10
1.34896e+14	8.06658e+17	3.75795e+12	4.13926e+12	7.64718e+11	2.16549e+10	3.75621e+10
1.34896e+14	8.92611e+17	4.31505e+12	4.20836e+12	8.96056e+11	2.34005e+10	3.30196e+10
1.34896e+14	9.99242e+17	4.94421e+12	4.32853e+12	1.04866e+12	2.47178e+10	2.92022e+10
1.34896e+14	1.13743e+18	5.66420e+12	4.53473e+12	1.23549e+12	2.56669e+10	2.61705e+10
1.34896e+14	1.32348e+18	6.51430e+12	4.86903e+12	1.47642e+12	2.63644e+10	2.39319e+10
1.34896e+14	1.58056e+18	7.55021e+12	5.38204e+12	1.79986e+12	2.69205e+10	2.24867e+10
1.34896e+14	1.94029e+18	8.83307e+12	6.13469e+12	2.24552e+12	2.73799e+10	2.18700e+10
1.34896e+14	2.44428e+18	1.04072e+13	7.20020e+12	2.86964e+12	2.73841e+10	2.19657e+10
1.34896e+14	3.14557e+18	1.22560e+13	8.66769e+12	3.75312e+12	2.71473e+10	2.33211e+10
1.34896e+14	4.11020e+18	1.42209e+13	1.06471e+13	5.01820e+12	2.64266e+10	2.63329e+10
1.34896e+14	5.41867e+18	1.58871e+13	1.32622e+13	6.85925e+12	2.49809e+10	3.14689e+10
1.34896e+14	7.16773e+18	1.65499e+13	1.65822e+13	9.60438e+12	2.26996e+10	3.90278e+10
1.34896e+14	9.47231e+18	1.54965e+13	2.04108e+13	1.38368e+13	1.96574e+10	4.87267e+10
1.34896e+14	1.24607e+19	1.26243e+13	2.39078e+13	2.06079e+13	1.60908e+10	5.92719e+10
1.34896e+14	1.62847e+19	8.86067e+12	2.58180e+13	3.18659e+13	1.24064e+10	6.86258e+10
1.34896e+14	2.11145e+19	5.40422e+12	2.51522e+13	5.13263e+13	9.08940e+09	7.53095e+10
1.34896e+14	2.71440e+19	2.94906e+12	2.21752e+13	8.63430e+13	6.48823e+09	7.97280e+10
1.34896e+14	3.46027e+19	1.50241e+12	1.81454e+13	1.51337e+14	4.66721e+09	8.39018e+10
1.34896e+14	4.37621e+19	7.45190e+11	1.42331e+13	2.73773e+14	3.47709e+09	9.00491e+10
1.34896e+14	5.48651e+19	3.70712e+11	1.09769e+13	5.05608e+14	2.70121e+09	9.91887e+10
1.34896e+14	6.80452e+19	1.87963e+11	8.44763e+12	9.38406e+14	2.14943e+09	1.10157e+11
1.34896e+14	8.33471e+19	9.78560e+10	6.53828e+12	1.67478e+15	1.68989e+09	1.19040e+11
1.34896e+14	1.01234e+20	5.27474e+10	5.13764e+12	2.71171e+15	1.26171e+09	1.20394e+11
1.34896e+14	1.22366e+20	2.96407e+10	4.13169e+12	3.91099e+15	8.61030e+08	1.09766e+11
1.34896e+14	1.47304e+20	1.74565e+10	3.42279e+12	5.16916e+15	5.21449e+08	8.76602e+10
1.34896e+14	1.76510e+20	1.08351e+10	2.94138e+12	6.48288e+15	2.75996e+08	6.04430e+10
1.34896e+14	2.10482e+20	7.13466e+09	2.64272e+12	7.89117e+15	1.27516e+08	3.59724e+10
1.34896e+14	2.49915e+20	5.01010e+09	2.49628e+12	9.43938e+15	5.18364e+07	1.86398e+10
1.34896e+14	2.95122e+20	3.69619e+09	2.44485e+12	1.11491e+16	1.86624e+07	8.47365e+09
1.34896e+14	3.46266e+20	2.77453e+09	2.40623e+12	1.30278e+16	5.97413e+06	3.39494e+09
1.34896e+14	4.04248e+20	2.03189e+09	2.28456e+12	1.51051e+16	1.70239e+06	1.20122e+09
1.34896e+14	4.70247e+20	1.40515e+09	2.02482e+12	1.74102e+16	4.32820e+05	3.76364e+08
1.34896e+14	5.45299e+20	8.95107e+08	1.63428e+12	1.99401e+16	9.80667e+04	1.04359e+08
1.34896e+14	6.30357e+20	5.17802e+08	1.18447e+12	2.26186e+16	1.99746e+04	2.58377e+07
1.34896e+14	7.26089e+20	2.72235e+08	7.71649e+11	2.52113e+16	3.59159e+03	5.61563e+06
1.34896e+14	8.33717e+20	1.33287e+08	4.62078e+11	2.72795e+16	5.63908e+02	1.05950e+06
1.34896e+14	9.54777e+20	6.27703e+07	2.62246e+11	2.81969e+16	7.31728e+01	1.64240e+05
1.34896e+14	1.09092e+21	2.89034e+07	1.44040e+11	2.73606e+16	7.43292e+00	1.98397e+04
1.34896e+14	1.24362e+21	1.32091e+07	7.81342e+10	2.45049e+16	6.04060e-01	1.91036e+03
1.34896e+14	1.41457e+21	6.10174e+06	4.27348e+10	1.99576e+16	4.38545e-02	1.63815e+02
1.34896e+14	1.60592e+21	2.88065e+06	2.38030e+10	1.46643e+16	3.19000e-03	1.40324e+01
1.34896e+14	1.82023e+21	1.39270e+06	1.35165e+10	9.79221e+15	2.47548e-04	1.27878e+00
1.34896e+14	2.06009e+21	6.89122e+05	7.82054e+09	6.08403e+15	2.10722e-05	1.27502e-01
1.34896e+14	2.32870e+21	3.48481e+05	4.60820e+09	3.63782e+15	1.98752e-06	1.40541e-02
1.34896e+14	2.62957e+21	1.79754e+05	2.76232e+09	2.15532e+15	2.08225e-07	1.71728e-03
1.34896e+14	2.96672e+21	9.44102e+04	1.68249e+09	1.28577e+15	2.41078e-08	2.31488e-04
1.34896e+14	3.34470e+21	5.04425e+04	1.04073e+09	7.81136e+14	3.05994e-09	3.41577e-05
1.34896e+14	3.76867e+21	2.73911e+04	6.53362e+08	4.85698e+14	4.20559e-10	5.45012e-06
1.34896e+14	4.24449e+21	1.51014e+04	4.15974e+08	3.09556e+14	6.16566e-11	9.26291e-07
1.34896e+14	4.77888e+21	8.44447e+03	2.68387e+08	2.02290e+14	9.49951e-12	1.64904e-07
1.34896e+14	5.37946e+21	4.78378e+03	1.75319e+08	1.35422e+14	1.50421e-12	3.01984e-08
1.34896e+14	6.05492e+21	2.74182e+03	1.15820e+08	9.27064e+13	2.06747e-14	5.58125e-09
1.34896e+14	6.81528e+21	1.58754e+03	7.72833e+07	6.47626e+13	3.27988e-15	1.02163e-09
1.34896e+14	3.86989e+17	2.27355e+12	2.99708e+12	1.41025e+11	1.32939e+10	7.66286e+10
1.34896e+14	4.20211e+17	2.23908e+12	3.21788e+12	1.72213e+11	1.28011e+10	7.36494e+10
1.34896e+14	4.56554e+17	2.23098e+12	3.42386e+12	2.10635e+11	1.27436e+10	7.01825e+10
1.34896e+14	4.96357e+17	2.27398e+12	3.60411e+12	2.57964e+11	1.32992e+10	6.61184e+10
1.34896e+14	5.40036e+17	2.39322e+12	3.74954e+12	3.15717e+11	1.45737e+10	6.14099e+10
1.34896e+14	5.88153e+17	2.60730e+12	3.85639e+12	3.84843e+11	1.65257e+10	5.61316e+10
1.34896e+14	6.41592e+17	2.92278e+12	3.92879e+12	4.65494e+11	1.89381e+10	5.05013e+10
1.34896e+14	7.01695e+17	3.33424e+12	3.97871e+12	5.56822e+11	2.14862e+10	4.48517e+10
1.34896e+14	7.70949e+17	3.82941e+12	4.02568e+12	6.58678e+11	2.38443e+10	3.95233e+10
1.34896e+14	8.53619e+17	4.39865e+12	4.09494e+12	7.73366e+11	2.57974e+10	3.47878e+10
1.34896e+14	9.56632e+17	5.04489e+12	4.21653e+12	9.07221e+11	2.72875e+10	3.08111e+10
1.34896e+14	1.09083e+18	5.79030e+12	4.42613e+12	1.07184e+12	2.83819e+10	2.76610e+10
1.34896e+14	1.27248e+18	6.67888e+12	4.76690e+12	1.28504e+12	2.92099e+10	2.53498e+10
1.34896e+14	1.52468e+18	7.77221e+12	5.29101e+12	1.57220e+12	2.98926e+10	2.38838e+10
1.34896e+14	1.87901e+18	9.13809e+12	6.06184e+12	1.96884e+12	3.04765e+10	2.33101e+10
1.34896e+14	2.37700e+18	1.08268e+13	7.15640e+12	2.52511e+12	3.05489e+10	2.35139e+10
1.34896e+14	3.07164e+18	1.28231e+13	8.66975e+12	3.31318e+12	3.03447e+10	2.51065e+10
1.34896e+14	4.02885e+18	1.49573e+13	1.07213e+13	4.44250e+12	2.95763e+10	2.85372e+10
1.34896e+14	5.32908e+18	1.67784e+13	1.34491e+13	6.08821e+12	2.79584e+10	3.43232e+10
1.34896e+14	7.06900e+18	1.75143e+13	1.69353e+13	8.54893e+12	2.53605e+10	4.27639e+10
1.34896e+14	9.36352e+18	1.63882e+13	2.09730e+13	1.23605e+13	2.18747e+10	5.34654e+10
1.34896e+14	1.23409e+19	1.33016e+13	2.46549e+13	1.84968e+13	1.77912e+10	6.48803e+10
1.34896e+14	1.61527e+19	9.27785e+12	2.66273e+13	2.87755e+13	1.36014e+10	7.46942e+10
1.34896e+14	2.09689e+19	5.61511e+12	2.58642e+13	4.66968e+13	9.87154e+09	8.13593e+10
1.34896e+14	2.69827e+19	3.04087e+12	2.27046e+13	7.92677e+13	6.98388e+09	8.54818e+10
1.34896e+14	3.44238e+19	1.53963e+12	1.85046e+13	1.40384e+14	4.98579e+09	8.93610e+10
1.34896e+14	4.35659e+19	7.60439e+11	1.44747e+13	2.56922e+14	3.69206e+09	9.53942e+10
1.34896e+14	5.46552e+19	3.77379e+11	1.11466e+13	4.80875e+14	2.85444e+09	1.04622e+11
1.34896e+14	6.78211e+19	1.91112e+11	8.57325e+12	9.06444e+14	2.26171e+09	1.15738e+11
1.34896e+14	8.30969e+19	9.94444e+10	6.63490e+12	1.64250e+15	1.77024e+09	1.24546e+11
1.34896e+14	1.00940e+20	5.35991e+10	5.21468e+12	2.68814e+15	1.31496e+09	1.25345e+11
1.34896e+14	1.22024e+20	3.01296e+10	4.19600e+12	3.89857e+15	8.92359e+08	1.13658e+11
1.34896e+14	1.46915e+20	1.77560e+10	3.47891e+12	5.16571e+15	5.37343e+08	9.02624e+10
1.34896e+14	1.76070e+20	1.10300e+10	2.99240e+12	6.48643e+15	2.82894e+08	6.19110e+10
1.34896e+14	2.09985e+20	7.26845e+09	2.69082e+12	7.90148e+15	1.30099e+08	3.66786e+10
1.34896e+14	2.49357e+20	5.10647e+09	2.54310e+12	9.45738e+15	5.26854e+07	1.89345e+10
1.34896e+14	2.94500e+20	3.76670e+09	2.49045e+12	1.11765e+16	1.89099e+07	8.58160e+09
1.34896e+14	3.45563e+20	2.82430e+09	2.44846e+12	1.30664e+16	6.03903e+06	3.43018e+09
1.34896e+14	4.03449e+20	2.06407e+09	2.31993e+12	1.51570e+16	1.71761e+06	1.21142e+09
1.34896e+14	4.69338e+20	1.42378e+09	2.05099e+12	1.74780e+16	4.36001e+05	3.78972e+08
1.34896e+14	5.44265e+20	9.04643e+08	1.65119e+12	2.00259e+16	9.86639e+04	1.04953e+08
1.34896e+14	6.29182e+20	5.22041e+08	1.19382e+12	2.27228e+16	2.00776e+04	2.59609e+07
1.34896e+14	7.24751e+20	2.73841e+08	7.75992e+11	2.53307e+16	3.60785e+03	5.63897e+06
1.34896e+14	8.32192e+20	1.33810e+08	4.63783e+11	2.74058e+16	5.66310e+02	1.06364e+06
1.34896e+14	9.53034e+20	6.29190e+07	2.62816e+11	2.83176e+16	7.34707e+01	1.64853e+05
1.34896e+14	1.08893e+21	2.89409e+07	1.44200e+11	2.74633e+16	7.46424e+00	1.99167e+04
1.34896e+14	1.24134e+21	1.32159e+07	7.81606e+10	2.45826e+16	6.06072e-01	1.91610e+03
1.34896e+14	1.41196e+21	6.10185e+06	4.27275e+10	2.00082e+16	4.39910e-02	1.64272e+02
1.34896e+14	1.60292e+21	2.87958e+06	2.37897e+10	1.46910e+16	3.19778e-03	1.40620e+01
1.34896e+14	1.81678e+21	1.39180e+06	1.35052e+10	9.80335e+15	2.47971e-04	1.28056e+00
1.34896e+14	2.05612e+21	6.88526e+05	7.81237e+09	6.08690e+15	2.11028e-05	1.27646e-01
1.34896e+14	2.32413e+21	3.48114e+05	4.60252e+09	3.63741e+15	1.98975e-06	1.40653e-02
1.34896e+14	2.62429e+21	1.79541e+05	2.75856e+09	2.15408e+15	2.08408e-07	1.71823e-03
1.34896e+14	2.96063e+21	9.42866e+04	1.67999e+09	1.28456e+15	2.41241e-08	2.31567e-04
1.34896e+14	3.33766e+21	5.03710e+04	1.03908e+09	7.80173e+14	3.06149e-09	3.41634e-05
1.34896e+14	3.76051e+21	2.73495e+04	6.52254e+08	4.84996e+14	4.20707e-10	5.45018e-06
1.34896e+14	4.23504e+21	1.50770e+04	4.15227e+08	3.09049e+14	6.16697e-11	9.26166e-07
1.34896e+14	4.76792e+21	8.43003e+03	2.67879e+08	2.01925e+14	9.49964e-12	1.64859e-07
1.34896e+14	5.36673e+21	4.77517e+03	1.74971e+08	1.35158e+14	1.50405e-12	3.01864e-08
1.34896e+14	6.04013e+21	2.73663e+03	1.15579e+08	9.25119e+13	2.06716e-14	5.57830e-09
1.34896e+14	6.79807e+21	1.58440e+03	7.71153e+07	6.46188e+13	3.27901e-15	1.02096e-09
1.34896e+14	3.69700e+17	2.29229e+12	2.88158e+12	1.19980e+11	1.43660e+10	7.91294e+10
1.34896e+14	4.01430e+17	2.26362e+12	3.10201e+12	1.46681e+11	1.38780e+10	7.62917e+10
1.34896e+14	4.36140e+17	2.26078e+12	3.30830e+12	1.79624e+11	1.38578e+10	7.29177e+10
1.34896e+14	4.74156e+17	2.30871e+12	3.48914e+12	2.20265e+11	1.45017e+10	6.88823e+10
1.34896e+14	5.15877e+17	2.43290e+12	3.63502e+12	2.69938e+11	1.59287e+10	6.41276e+10
1.34896e+14	5.61845e+17	2.65237e+12	3.74184e+12	3.29505e+11	1.80966e+10	5.87291e+10
1.34896e+14	6.12927e+17	2.97393e+12	3.81369e+12	3.99161e+11	2.07696e+10	5.29207e+10
1.34896e+14	6.70439e+17	3.39245e+12	3.86278e+12	4.78253e+11	2.35934e+10	4.70613e+10
1.34896e+14	7.36847e+17	3.89619e+12	3.90904e+12	5.66766e+11	2.62127e+10	4.15204e+10
1.34896e+14	8.16383e+17	4.47678e+12	3.97821e+12	6.66843e+11	2.83941e+10	3.65925e+10
1.34896e+14	9.15940e+17	5.13946e+12	4.10086e+12	7.84187e+11	3.00763e+10	3.24578e+10
1.34896e+14	1.04633e+18	5.90994e+12	4.31335e+12	9.29184e+11	3.13350e+10	2.91919e+10
1.34896e+14	1.22376e+18	6.83724e+12	4.65985e+12	1.11777e+12	3.23128e+10	2.68122e+10
