H	H+	C+	C+2	C+3	N+	N+2	N+4	O	O+2	O+5	O+6	P+	Si+	Si+2	Si+3	Si+4
5.88845e+15	6.04365e+20	1.41198e+12	1.21650e+15	2.03609e+16	3.89871e+10	7.77940e+13	2.93017e+16	4.47311e+05	1.73955e+14	7.06988e+17	1.70969e+18	1.47438e+07	7.24903e+08	1.24360e+11	2.50345e+12	5.19153e+14
5.88842e+15	5.66283e+20	1.50366e+12	1.28754e+15	2.09420e+16	4.26719e+10	8.50397e+13	2.96246e+16	5.06131e+05	1.94013e+14	6.87587e+17	1.57005e+18	1.67275e+07	8.40487e+08	1.42675e+11	2.82661e+12	5.51646e+14
5.88843e+15	5.30890e+20	1.60041e+12	1.36160e+15	2.15378e+16	4.67964e+10	9.30613e+13	2.99337e+16	5.76501e+05	2.16744e+14	6.68040e+17	1.44027e+18	1.89990e+07	9.73758e+08	1.63746e+11	3.19676e+12	5.86930e+14
5.88848e+15	4.98111e+20	1.70406e+12	1.43821e+15	2.21331e+16	5.14519e+10	1.01881e+14	3.02112e+16	6.61764e+05	2.42315e+14	6.48189e+17	1.32039e+18	2.16112e+07	1.12666e+09	1.87752e+11	3.61507e+12	6.24493e+14
5.88844e+15	4.67590e+20	1.81373e+12	1.51753e+15	2.27345e+16	5.66601e+10	1.11596e+14	3.04633e+16	7.63794e+05	2.71101e+14	6.28121e+17	1.20915e+18	2.45972e+07	1.30138e+09	2.15096e+11	4.08963e+12	6.64636e+14
5.88842e+15	4.38959e+20	1.92980e+12	1.59956e+15	2.33386e+16	6.25051e+10	1.22327e+14	3.06829e+16	8.86647e+05	3.03541e+14	6.07630e+17	1.10542e+18	2.80135e+07	1.50063e+09	2.46150e+11	4.62602e+12	7.07198e+14
5.88842e+15	4.12303e+20	2.05290e+12	1.68410e+15	2.39457e+16	6.90574e+10	1.34117e+14	3.08720e+16	1.03454e+06	3.39933e+14	5.87009e+17	1.00943e+18	3.19207e+07	1.72729e+09	2.81395e+11	5.23362e+12	7.52565e+14
5.88842e+15	3.87357e+20	2.18398e+12	1.77081e+15	2.45458e+16	7.64157e+10	1.47037e+14	3.10179e+16	1.21350e+06	3.80596e+14	5.66058e+17	9.20480e+17	3.63949e+07	1.98435e+09	3.21162e+11	5.91661e+12	8.00313e+14
5.88842e+15	3.64006e+20	2.32374e+12	1.85985e+15	2.51405e+16	8.46889e+10	1.61203e+14	3.11200e+16	1.43014e+06	4.25933e+14	5.44862e+17	8.38187e+17	4.15074e+07	2.27378e+09	3.65735e+11	6.68088e+12	8.50265e+14
5.88842e+15	3.42181e+20	2.47419e+12	1.95149e+15	2.57276e+16	9.40350e+10	1.76732e+14	3.11774e+16	1.69347e+06	4.76402e+14	5.23515e+17	7.62262e+17	4.73731e+07	2.59969e+09	4.15648e+11	7.53536e+12	9.02474e+14
