WAVE1 WAVE2
1182.755 1184.031
1189.337 1190.781
1192.729 1193.434
1199.278 1200.923
1205.826 1207.438
1213.215 1218.42
1259.09 1260.668
1286.763 1288.509
1315.913 1317.794
1324.04 1324.846
1330.488 1331.63
1332.1 1332.806
1345.265 1346.34
1367.968 1368.841
1387.916 1389.595
1393.088 1395.271
1403.197 1399.738
1526.011 1527.019
1529.538 1530.444
1539.243 1540.049
1547.471 1548.412
1551.165 1550.024
1607.787 1609.03
1670.185 1671.26
1676.533 1677.775
1698.966 1699.806
