WAVE1 WAVE2
1143.766 1145.313
1184.236 1185.185
1189.862 1191.62
1193.061 1194.679
1199.39 1201.113
1206.071 1208.286
1212.892 1218.096
1231.035 1232.019
1259.445 1262.152
1267.215 1268.165
1280.295 1283.6
1284.866 1286.483
1288.558 1289.999
1300.759 1306.912
1334.196 1336.622
1349.245 1350.968
1355.152 1356.277
1422.204 1422.872
1424.173 1424.876
1430.326 1431.873
1465.522 1466.436
1480.5 1481.59
1509.297 1512.602
1526.455 1527.44
1547.692 1548.641
1550.294 1551.173
1670.684 1672.056
