WAVE1 WAVE2
1133.781 1135.863
1142.83 1146.273
1189.914 1191.796
1193.037 1194.438
1199.003 1201.725
1206.129 1207.891
1210.053 1221.944
1259.62 1261.902
1274.193 1288.607
1302.02 1305.863
1321.758 1323.64
1334.13 1336.132
1526.391 1528.192
1547.851 1549.933
1550.533 1552.615
1581.442 1598.579
1608.108 1609.989
1670.366 1672.528
