H	H+	C+	C+2	C+3	O+5	O+6	Si+	Si+2	Si+3
1.58489e+14	1.31196e+19	7.35639e+09	3.00160e+12	2.69465e+13	7.19584e+14	2.11738e+15	1.86612e+06	1.77354e+08	1.99486e+09
1.58489e+14	1.23450e+19	7.94541e+09	3.20373e+12	2.78580e+13	7.04642e+14	1.95763e+15	2.25065e+06	2.10430e+08	2.31377e+09
1.58489e+14	1.16213e+19	8.57161e+09	3.41357e+12	2.87537e+13	6.88798e+14	1.80762e+15	2.70744e+06	2.49097e+08	2.67777e+09
1.58489e+14	1.09452e+19	9.23826e+09	3.63125e+12	2.96314e+13	6.72117e+14	1.66700e+15	3.24908e+06	2.94207e+08	3.09217e+09
1.58489e+14	1.03123e+19	9.94628e+09	3.85665e+12	3.04898e+13	6.54662e+14	1.53520e+15	3.88984e+06	3.46738e+08	3.56341e+09
1.58489e+14	9.72018e+18	1.07003e+10	4.08992e+12	3.13264e+13	6.36507e+14	1.41193e+15	4.64677e+06	4.07786e+08	4.09768e+09
1.58489e+14	9.16556e+18	1.15035e+10	4.33120e+12	3.21395e+13	6.17719e+14	1.29675e+15	5.53924e+06	4.78599e+08	4.70230e+09
1.58489e+14	8.64582e+18	1.23590e+10	4.58040e+12	3.29276e+13	5.98371e+14	1.18927e+15	6.58968e+06	5.60586e+08	5.38509e+09
1.58489e+14	8.15817e+18	1.32695e+10	4.83760e+12	3.36896e+13	5.78534e+14	1.08906e+15	7.82362e+06	6.55344e+08	6.15506e+09
1.58489e+14	7.70085e+18	1.42412e+10	5.10292e+12	3.44234e+13	5.58290e+14	9.95820e+14	9.27147e+06	7.64658e+08	7.02073e+09
1.58489e+14	7.27114e+18	1.52749e+10	5.37611e+12	3.51282e+13	5.37705e+14	9.09109e+14	1.09662e+07	8.90545e+08	7.99328e+09
1.58489e+14	6.86741e+18	1.63771e+10	5.65747e+12	3.58027e+13	5.16870e+14	8.28606e+14	1.29476e+07	1.03527e+09	9.08325e+09
1.58489e+14	6.48786e+18	1.75519e+10	5.94687e+12	3.64456e+13	4.95850e+14	7.53987e+14	1.52599e+07	1.20136e+09	1.03026e+10
1.58489e+14	6.13073e+18	1.88022e+10	6.24399e+12	3.70562e+13	4.74720e+14	6.84911e+14	1.79532e+07	1.39162e+09	1.16645e+10
1.58489e+14	5.79458e+18	2.01338e+10	6.54891e+12	3.76332e+13	4.53557e+14	6.21079e+14	2.10853e+07	1.60919e+09	1.31826e+10
1.58489e+14	5.47803e+18	2.15513e+10	6.86139e+12	3.81757e+13	4.32436e+14	5.62190e+14	2.47214e+07	1.85756e+09	1.48720e+10
1.58489e+14	5.17974e+18	2.30607e+10	7.18169e+12	3.86831e+13	4.11434e+14	5.07938e+14	2.89352e+07	2.14063e+09	1.67490e+10
1.58489e+14	4.89859e+18	2.46673e+10	7.50943e+12	3.91543e+13	3.90617e+14	4.58063e+14	3.38103e+07	2.46265e+09	1.88304e+10
1.58489e+14	4.63344e+18	2.63756e+10	7.84416e+12	3.95887e+13	3.70052e+14	4.12293e+14	3.94400e+07	2.82834e+09	2.11346e+10
1.58489e+14	4.38323e+18	2.81902e+10	8.18548e+12	3.99856e+13	3.49805e+14	3.70358e+14	4.59284e+07	3.24289e+09	2.36818e+10
1.58489e+14	4.14710e+18	3.01196e+10	8.53363e+12	4.03444e+13	3.29938e+14	3.32024e+14	5.33944e+07	3.71199e+09	2.64922e+10
1.58489e+14	3.92413e+18	3.21694e+10	8.88807e+12	4.06642e+13	3.10505e+14	2.97051e+14	6.19695e+07	4.24189e+09	2.95878e+10
1.58489e+14	3.71355e+18	3.43459e+10	9.24842e+12	4.09445e+13	2.91560e+14	2.65214e+14	7.18005e+07	4.83936e+09	3.29916e+10
1.58489e+14	3.51449e+18	3.66516e+10	9.61384e+12	4.11850e+13	2.73147e+14	2.36284e+14	8.30434e+07	5.51173e+09	3.67306e+10
1.58489e+14	3.32637e+18	3.90978e+10	9.98429e+12	4.13850e+13	2.55313e+14	2.10066e+14	9.58843e+07	6.26707e+09	4.08284e+10
1.58489e+14	3.14867e+18	4.16972e+10	1.03598e+13	4.15439e+13	2.38100e+14	1.86368e+14	1.10534e+08	7.11426e+09	4.53086e+10
1.58489e+14	2.98069e+18	4.44550e+10	1.07398e+13	4.16614e+13	2.21538e+14	1.64992e+14	1.27212e+08	8.06266e+09	5.02008e+10
1.58489e+14	2.82188e+18	4.73782e+10	1.11233e+13	4.17372e+13	2.05654e+14	1.45753e+14	1.46163e+08	9.12234e+09	5.55327e+10
1.58489e+14	2.67170e+18	5.04768e+10	1.15100e+13	4.17708e+13	1.90470e+14	1.28481e+14	1.67660e+08	1.03042e+10	6.13336e+10
1.58489e+14	2.52967e+18	5.37605e+10	1.18994e+13	4.17620e+13	1.76000e+14	1.13010e+14	1.92006e+08	1.16200e+10	6.76327e+10
1.58489e+14	2.39536e+18	5.72422e+10	1.22910e+13	4.17105e+13	1.62258e+14	9.91904e+13	2.19540e+08	1.30822e+10	7.44580e+10
1.58489e+14	2.26837e+18	6.09351e+10	1.26845e+13	4.16161e+13	1.49248e+14	8.68762e+13	2.50639e+08	1.47045e+10	8.18373e+10
1.58489e+14	2.14822e+18	6.48457e+10	1.30787e+13	4.14787e+13	1.36968e+14	7.59312e+13	2.85689e+08	1.65006e+10	8.98037e+10
