H	H+	C+	C+2	C+3	N+	N+2	N+4	O	O+2	O+5	O+6	P+	Si+	Si+2	Si+3	Si+4
4.78630e+13	2.31805e+18	2.15161e+09	3.80534e+11	1.73305e+12	1.53252e+08	5.78775e+10	1.85487e+12	9.76843e+03	1.48040e+11	2.54920e+13	5.10672e+13	6.96651e+04	1.05148e+06	5.92836e+07	3.34226e+08	4.61564e+10
4.78630e+13	2.19317e+18	2.34419e+09	4.03824e+11	1.76890e+12	1.67946e+08	6.19157e+10	1.84350e+12	1.09391e+04	1.59154e+11	2.44760e+13	4.66038e+13	8.26692e+04	1.25980e+06	6.93606e+07	3.78088e+08	4.94273e+10
4.78630e+13	2.07546e+18	2.55111e+09	4.27984e+11	1.80327e+12	1.83931e+08	6.61737e+10	1.82952e+12	1.22511e+04	1.70918e+11	2.34513e+13	4.24536e+13	9.79260e+04	1.50628e+06	8.10122e+07	4.27000e+08	5.28509e+10
4.78630e+13	1.96446e+18	2.77322e+09	4.53014e+11	1.83608e+12	2.01301e+08	7.06561e+10	1.81296e+12	1.37207e+04	1.83341e+11	2.24219e+13	3.86021e+13	1.15794e+05	1.79734e+06	9.44619e+07	4.81454e+08	5.64277e+10
4.78630e+13	1.85975e+18	3.01143e+09	4.78915e+11	1.86725e+12	2.20157e+08	7.53674e+10	1.79386e+12	1.53663e+04	1.96435e+11	2.13920e+13	3.50349e+13	1.36686e+05	2.14035e+06	1.09961e+08	5.41974e+08	6.01572e+10
4.78630e+13	1.76093e+18	3.26656e+09	5.05675e+11	1.89673e+12	2.40591e+08	8.03087e+10	1.77226e+12	1.72072e+04	2.10201e+11	2.03657e+13	3.17376e+13	1.61068e+05	2.54378e+06	1.27794e+08	6.09135e+08	6.40388e+10
4.78630e+13	1.66763e+18	3.53959e+09	5.33286e+11	1.92444e+12	2.62710e+08	8.54822e+10	1.74820e+12	1.92665e+04	2.24645e+11	1.93467e+13	2.86963e+13	1.89477e+05	3.01731e+06	1.48277e+08	6.83532e+08	6.80704e+10
4.78630e+13	1.57952e+18	3.83139e+09	5.61737e+11	1.95033e+12	2.86608e+08	9.08869e+10	1.72175e+12	2.15672e+04	2.39760e+11	1.83390e+13	2.58967e+13	2.22511e+05	3.57201e+06	1.71766e+08	7.65828e+08	7.22498e+10
4.78630e+13	1.49630e+18	4.14315e+09	5.91021e+11	1.97433e+12	3.12416e+08	9.65246e+10	1.69299e+12	2.41397e+04	2.55552e+11	1.73461e+13	2.33258e+13	2.60876e+05	4.22055e+06	1.98657e+08	8.56685e+08	7.65728e+10
4.78630e+13	1.41769e+18	4.47589e+09	6.21115e+11	1.99639e+12	3.40240e+08	1.02392e+11	1.66199e+12	2.70149e+04	2.72015e+11	1.63713e+13	2.09699e+13	3.05354e+05	4.97728e+06	2.29392e+08	9.56826e+08	8.10349e+10
4.78630e+13	1.34336e+18	4.83026e+09	6.51986e+11	2.01645e+12	3.70152e+08	1.08480e+11	1.62883e+12	3.02218e+04	2.89119e+11	1.54176e+13	1.88153e+13	3.56798e+05	5.85842e+06	2.64464e+08	1.06706e+09	8.56315e+10
4.78630e+13	1.27307e+18	5.20729e+09	6.83604e+11	2.03446e+12	4.02254e+08	1.14780e+11	1.59363e+12	3.37974e+04	3.06850e+11	1.44880e+13	1.68492e+13	4.16195e+05	6.88237e+06	3.04420e+08	1.18821e+09	9.03564e+10
4.78630e+13	1.20658e+18	5.60790e+09	7.15934e+11	2.05038e+12	4.36640e+08	1.21285e+11	1.55650e+12	3.77818e+04	3.25187e+11	1.35849e+13	1.50591e+13	4.84644e+05	8.06983e+06	3.49863e+08	1.32114e+09	9.52019e+10
4.78630e+13	1.14367e+18	6.03298e+09	7.48936e+11	2.06415e+12	4.73397e+08	1.27981e+11	1.51755e+12	4.22197e+04	3.44104e+11	1.27105e+13	1.34330e+13	5.63375e+05	9.44415e+06	4.01463e+08	1.46676e+09	1.00160e+11
4.78630e+13	1.08413e+18	6.48338e+09	7.82558e+11	2.07574e+12	5.12604e+08	1.34855e+11	1.47693e+12	4.71598e+04	3.63572e+11	1.18669e+13	1.19593e+13	6.53753e+05	1.10314e+07	4.59953e+08	1.62604e+09	1.05221e+11
4.78630e+13	1.02777e+18	6.95996e+09	8.16750e+11	2.08510e+12	5.54338e+08	1.41890e+11	1.43478e+12	5.26573e+04	3.83559e+11	1.10556e+13	1.06266e+13	7.57303e+05	1.28607e+07	5.26143e+08	1.79997e+09	1.10373e+11
4.78630e+13	9.74412e+17	7.46348e+09	8.51450e+11	2.09219e+12	5.98666e+08	1.49069e+11	1.39125e+12	5.87731e+04	4.04030e+11	1.02779e+13	9.42428e+12	8.75712e+05	1.49648e+07	6.00919e+08	1.98960e+09	1.15606e+11
4.78630e+13	9.23881e+17	7.99469e+09	8.86594e+11	2.09698e+12	6.45645e+08	1.56372e+11	1.34652e+12	6.55753e+04	4.24949e+11	9.53480e+12	8.34202e+12	1.01085e+06	1.73796e+07	6.85253e+08	2.19601e+09	1.20906e+11
4.78630e+13	8.76013e+17	8.55409e+09	9.22103e+11	2.09943e+12	6.95311e+08	1.63775e+11	1.30073e+12	7.31376e+04	4.46271e+11	8.82699e+12	7.36998e+12	1.16474e+06	2.01453e+07	7.80200e+08	2.42033e+09	1.26258e+11
4.78630e+13	8.30659e+17	9.14199e+09	9.57888e+11	2.09952e+12	7.47674e+08	1.71251e+11	1.25409e+12	8.15414e+04	4.67950e+11	8.15487e+12	6.49889e+12	1.33960e+06	2.33058e+07	8.86907e+08	2.66375e+09	1.31649e+11
4.78630e+13	7.87696e+17	9.75944e+09	9.93877e+11	2.09722e+12	8.02819e+08	1.78781e+11	1.20675e+12	9.08905e+04	4.89959e+11	7.51857e+12	5.72015e+12	1.53800e+06	2.69102e+07	1.00663e+09	2.92735e+09	1.37059e+11
4.78630e+13	7.46984e+17	1.04065e+10	1.02997e+12	2.09251e+12	8.60733e+08	1.86336e+11	1.15892e+12	1.01287e+05	5.12243e+11	6.91795e+12	5.02546e+12	1.76260e+06	3.10119e+07	1.14070e+09	3.21239e+09	1.42473e+11
