H	H+	C+	C+2	C+3	O+5	O+6	Si+	Si+2	Si+3
1.25892e+16	3.88872e+17	3.13027e+13	2.50998e+13	8.05568e+10	0	0	4.82917e+12	1.86331e+12	1.27283e+11
1.25892e+16	3.79867e+17	3.38094e+13	2.66464e+13	8.39687e+10	0	0	5.35844e+12	1.81887e+12	1.32881e+11
1.25892e+16	3.70497e+17	3.64832e+13	2.82214e+13	8.72046e+10	0	0	5.93473e+12	1.75128e+12	1.38285e+11
1.25892e+16	3.60721e+17	3.93274e+13	2.98079e+13	9.01867e+10	0	0	6.55768e+12	1.65931e+12	1.43431e+11
1.25893e+16	3.50588e+17	4.23501e+13	3.13961e+13	9.28819e+10	0	0	7.22594e+12	1.54411e+12	1.48338e+11
1.25892e+16	3.39859e+17	4.55383e+13	3.29319e+13	9.50653e+10	0	0	7.93145e+12	1.40583e+12	1.52786e+11
1.25892e+16	3.28667e+17	4.89008e+13	3.44055e+13	9.67364e+10	0	0	8.66924e+12	1.24919e+12	1.56879e+11
1.25892e+16	3.16847e+17	5.24200e+13	3.57567e+13	9.76916e+10	0	0	9.42595e+12	1.07828e+12	1.60472e+11
1.25892e+16	3.04396e+17	5.60858e+13	3.69402e+13	9.78271e+10	0	0	1.01864e+13	9.01526e+11	1.63568e+11
1.25893e+16	2.91360e+17	5.98905e+13	3.79115e+13	9.70668e+10	0	0	1.09305e+13	7.32780e+11	1.66187e+11
1.25892e+16	2.78114e+17	6.38606e+13	3.86983e+13	9.56329e+10	0	0	1.16516e+13	5.84824e+11	1.68681e+11
1.25892e+16	2.64825e+17	6.80042e+13	3.93022e+13	9.36230e+10	0	0	1.23436e+13	4.64872e+11	1.71142e+11
1.25893e+16	2.51660e+17	7.23309e+13	3.97359e+13	9.11654e+10	0	0	1.30077e+13	3.74407e+11	1.73629e+11
1.25892e+16	2.38710e+17	7.68363e+13	4.00098e+13	8.83609e+10	0	0	1.36477e+13	3.10542e+11	1.76100e+11
1.25893e+16	2.26063e+17	8.15048e+13	4.01524e+13	8.53384e+10	0	0	1.42702e+13	2.68288e+11	1.78493e+11
1.25893e+16	2.13640e+17	8.62808e+13	4.01510e+13	8.20883e+10	0	0	1.48737e+13	2.41403e+11	1.80549e+11
1.25892e+16	2.01288e+17	9.10636e+13	3.99727e+13	7.85449e+10	0	0	1.54481e+13	2.24317e+11	1.81883e+11
1.25892e+16	1.89145e+17	9.58097e+13	3.96780e+13	7.49039e+10	0	0	1.59994e+13	2.13292e+11	1.82457e+11
1.25893e+16	1.76927e+17	1.00315e+14	3.92024e+13	7.10075e+10	0	0	1.65000e+13	2.04524e+11	1.81661e+11
1.25893e+16	1.64696e+17	1.04446e+14	3.86017e+13	6.70166e+10	0	0	1.69425e+13	1.96106e+11	1.79342e+11
1.25893e+16	1.52582e+17	1.08084e+14	3.79703e+13	6.31533e+10	0	0	1.73256e+13	1.87078e+11	1.75526e+11
1.25893e+16	1.40873e+17	1.11228e+14	3.74729e+13	5.97568e+10	0	0	1.76681e+13	1.77504e+11	1.70654e+11
1.25893e+16	1.29810e+17	1.13934e+14	3.72500e+13	5.70532e+10	0	0	1.79932e+13	1.67769e+11	1.65207e+11
1.25893e+16	1.19590e+17	1.16315e+14	3.74329e+13	5.52218e+10	0	0	1.83290e+13	1.58386e+11	1.59723e+11
1.25893e+16	1.10409e+17	1.18610e+14	3.81249e+13	5.43661e+10	0	0	1.87154e+13	1.49972e+11	1.54759e+11
1.25892e+16	1.02182e+17	1.20909e+14	3.93054e+13	5.43447e+10	0	0	1.91606e+13	1.42511e+11	1.50292e+11
1.25892e+16	9.48700e+16	1.23376e+14	4.09456e+13	5.50323e+10	0	0	1.96809e+13	1.36094e+11	1.46402e+11
1.25893e+16	8.84688e+16	1.26290e+14	4.29862e+13	5.54931e+10	0	0	2.03019e+13	1.30917e+11	1.43775e+11
1.25892e+16	8.27595e+16	1.29658e+14	4.52819e+13	5.60606e+10	0	0	2.10086e+13	1.26583e+11	1.41715e+11
1.25892e+16	7.76423e+16	1.33628e+14	4.76946e+13	5.66672e+10	0	0	2.18029e+13	1.22973e+11	1.40083e+11
1.25893e+16	7.30435e+16	1.38371e+14	5.00859e+13	5.71506e+10	0	0	2.26896e+13	1.20021e+11	1.38888e+11
1.25892e+16	6.88865e+16	1.44019e+14	5.23296e+13	5.73910e+10	0	0	2.36705e+13	1.17625e+11	1.38109e+11
1.25893e+16	6.51209e+16	1.50692e+14	5.43533e+13	5.73561e+10	0	0	2.47522e+13	1.15751e+11	1.37776e+11
1.25893e+16	6.17445e+16	1.58546e+14	5.61739e+13	5.71424e+10	0	0	2.59569e+13	1.14170e+11	1.38068e+11
1.25893e+16	5.87105e+16	1.67611e+14	5.78317e+13	5.68288e+10	0	0	2.72936e+13	1.12973e+11	1.38996e+11
1.25893e+16	5.59620e+16	1.77859e+14	5.93709e+13	5.64721e+10	0	0	2.87653e+13	1.12341e+11	1.40498e+11
1.25893e+16	5.34780e+16	1.89322e+14	6.08824e+13	5.61788e+10	0	0	3.03878e+13	1.12291e+11	1.42628e+11
1.25893e+16	5.12137e+16	2.01990e+14	6.24060e+13	5.59735e+10	0	0	3.21659e+13	1.12750e+11	1.45317e+11
1.25893e+16	4.91624e+16	2.15947e+14	6.40340e+13	5.59458e+10	0	0	3.41218e+13	1.13773e+11	1.48656e+11
1.25893e+16	4.73012e+16	2.31261e+14	6.58117e+13	5.61223e+10	0	0	3.62710e+13	1.15356e+11	1.52655e+11
1.25893e+16	4.55942e+16	2.47976e+14	6.77349e+13	5.64725e+10	0	0	3.86198e+13	1.17434e+11	1.57241e+11
1.25893e+16	4.40635e+16	2.66338e+14	6.99229e+13	5.71134e+10	0	0	4.12133e+13	1.20200e+11	1.62658e+11
1.25893e+16	4.27000e+16	2.86541e+14	7.24262e+13	5.80767e+10	0	0	4.40822e+13	1.23722e+11	1.69002e+11
1.25893e+16	4.14443e+16	3.08568e+14	7.51420e+13	5.92306e+10	0	0	4.72161e+13	1.27788e+11	1.76031e+11
1.25893e+16	4.02903e+16	3.32606e+14	7.80894e+13	6.05865e+10	0	0	5.06424e+13	1.32441e+11	1.83803e+11
