H	H+	C+	C+2	C+3	N+	N+2	N+4	O	O+2	O+5	O+6	P+	Si+	Si+2	Si+3	Si+4	Fe+	Al+
6.16595e+14	1.33737e+19	8.77904e+10	9.37136e+12	2.45335e+13	6.84494e+09	1.59361e+12	1.75721e+13	6.58332e+05	4.29799e+12	1.47551e+14	1.59117e+14	7.87749e+06	1.26624e+08	5.11874e+09	1.80173e+10	1.19301e+12	3.75962e+04	4.08776e+06
6.16595e+14	1.26743e+19	9.42919e+10	9.79155e+12	2.46757e+13	7.40780e+09	1.67906e+12	1.71016e+13	7.35279e+05	4.54175e+12	1.37782e+14	1.41689e+14	9.13840e+06	1.47843e+08	5.86712e+09	1.99926e+10	1.25379e+12	4.53465e+04	4.81384e+06
6.16594e+14	1.20126e+19	1.01160e+11	1.02182e+13	2.47900e+13	8.00639e+09	1.76646e+12	1.66126e+13	8.20971e+05	4.79204e+12	1.28383e+14	1.25924e+14	1.05822e+07	1.72281e+08	6.71426e+09	2.21515e+10	1.31569e+12	5.46371e+04	5.65717e+06
6.16594e+14	1.13863e+19	1.08407e+11	1.06505e+13	2.48760e+13	8.64174e+09	1.85559e+12	1.61071e+13	9.16406e+05	5.04847e+12	1.19368e+14	1.11695e+14	1.22325e+07	2.00371e+08	7.67166e+09	2.45076e+10	1.37856e+12	6.57622e+04	6.63495e+06
6.16594e+14	1.07933e+19	1.16040e+11	1.10875e+13	2.49332e+13	9.31456e+09	1.94619e+12	1.55870e+13	1.02267e+06	5.31054e+12	1.10749e+14	9.88807e+13	1.41150e+07	2.32590e+08	8.75182e+09	2.70747e+10	1.44225e+12	7.90682e+04	7.76657e+06
6.16594e+14	1.02318e+19	1.24065e+11	1.15283e+13	2.49612e+13	1.00253e+10	2.03796e+12	1.50543e+13	1.14096e+06	5.57772e+12	1.02535e+14	8.73672e+13	1.62578e+07	2.69468e+08	9.96837e+09	2.98673e+10	1.50658e+12	9.49634e+04	9.07393e+06
6.16595e+14	9.70008e+18	1.32492e+11	1.19718e+13	2.49597e+13	1.07748e+10	2.13064e+12	1.45113e+13	1.27270e+06	5.84956e+12	9.47316e+13	7.70473e+13	1.86926e+07	3.11588e+08	1.13362e+10	3.28999e+10	1.57137e+12	1.13928e+05	1.05815e+07
6.16595e+14	9.19642e+18	1.41324e+11	1.24167e+13	2.49283e+13	1.15632e+10	2.22388e+12	1.39599e+13	1.41942e+06	6.12547e+12	8.73409e+13	6.78177e+13	2.14534e+07	3.59591e+08	1.28712e+10	3.61876e+10	1.63641e+12	1.36528e+05	1.23170e+07
6.16595e+14	8.71937e+18	1.50568e+11	1.28620e+13	2.48669e+13	1.23910e+10	2.31738e+12	1.34026e+13	1.58291e+06	6.40495e+12	8.03621e+13	5.95824e+13	2.45781e+07	4.14186e+08	1.45910e+10	3.97455e+10	1.70148e+12	1.63425e+05	1.43112e+07
6.16594e+14	8.26744e+18	1.60224e+11	1.33063e+13	2.47753e+13	1.32582e+10	2.41079e+12	1.28415e+13	1.76513e+06	6.68740e+12	7.37918e+13	5.22507e+13	2.81074e+07	4.76142e+08	1.65142e+10	4.35892e+10	1.76635e+12	1.95396e+05	1.65988e+07
