H	H+	C+	C+2	C+3	N+	N+2	N+4	O	O+2	O+5	O+6	P+	Si+	Si+2	Si+3	Si+4
9.33251e+14	2.39531e+19	1.39004e+12	5.84119e+14	4.22143e+15	8.85364e+10	8.46792e+13	3.55600e+15	4.12745e+06	2.43075e+14	3.89033e+16	3.71254e+16	4.00177e+07	1.59942e+09	1.79957e+11	2.43837e+12	1.66163e+14
9.33251e+14	2.24832e+19	1.47874e+12	6.04677e+14	4.27280e+15	9.81803e+10	9.13948e+13	3.48634e+15	5.00482e+06	2.67024e+14	3.65993e+16	3.29493e+16	4.61955e+07	1.81327e+09	2.03745e+11	2.77628e+12	1.76932e+14
9.33253e+14	2.10964e+19	1.57555e+12	6.25471e+14	4.31917e+15	1.09103e+11	9.86036e+13	3.41060e+15	6.08957e+06	2.92936e+14	3.43270e+16	2.91478e+16	5.33689e+07	2.05242e+09	2.30166e+11	3.15716e+12	1.88076e+14
9.33253e+14	1.97868e+19	1.68158e+12	6.46543e+14	4.36020e+15	1.21493e+11	1.06325e+14	3.32874e+15	7.43218e+06	3.20846e+14	3.20933e+16	2.56987e+16	6.17110e+07	2.31972e+09	2.59438e+11	3.58611e+12	1.99575e+14
9.33253e+14	1.85491e+19	1.79836e+12	6.67970e+14	4.39557e+15	1.35582e+11	1.14579e+14	3.24076e+15	9.09581e+06	3.50774e+14	2.99063e+16	2.25795e+16	7.14355e+07	2.61864e+09	2.91802e+11	4.06887e+12	2.11408e+14
9.33253e+14	1.73778e+19	1.92744e+12	6.89873e+14	4.42511e+15	1.51638e+11	1.23397e+14	3.14683e+15	1.11610e+07	3.82804e+14	2.77715e+16	1.97629e+16	8.27929e+07	2.95341e+09	3.27546e+11	4.61218e+12	2.23554e+14
9.33252e+14	1.62675e+19	2.07108e+12	7.12421e+14	4.44859e+15	1.70003e+11	1.32817e+14	3.04705e+15	1.37318e+07	4.17000e+14	2.56931e+16	1.72247e+16	9.60904e+07	3.32933e+09	3.67007e+11	5.22402e+12	2.35992e+14
9.33250e+14	1.52147e+19	2.23196e+12	7.35842e+14	4.46545e+15	1.91054e+11	1.42855e+14	2.94148e+15	1.69342e+07	4.53324e+14	2.36787e+16	1.49462e+16	1.11722e+08	3.75382e+09	4.10610e+11	5.91247e+12	2.48680e+14
9.33251e+14	1.42150e+19	2.41349e+12	7.60431e+14	4.47524e+15	2.15256e+11	1.53536e+14	2.83022e+15	2.09303e+07	4.91742e+14	2.17334e+16	1.29069e+16	1.30176e+08	4.23640e+09	4.58889e+11	6.68732e+12	2.61577e+14
9.33250e+14	1.32606e+19	2.61978e+12	7.86479e+14	4.47732e+15	2.43207e+11	1.64896e+14	2.71290e+15	2.59394e+07	5.32255e+14	1.98561e+16	1.10817e+16	1.52042e+08	4.78815e+09	5.12493e+11	7.56335e+12	2.74679e+14
9.33250e+14	1.23484e+19	2.85699e+12	8.14603e+14	4.47099e+15	2.75620e+11	1.76962e+14	2.58958e+15	3.22325e+07	5.74751e+14	1.80513e+16	9.45465e+15	1.78135e+08	5.42769e+09	5.72441e+11	8.55476e+12	2.87932e+14
9.33250e+14	1.14757e+19	3.13335e+12	8.45623e+14	4.45527e+15	3.13370e+11	1.89749e+14	2.46041e+15	4.01578e+07	6.19016e+14	1.63245e+16	8.01068e+15	2.09540e+08	6.18248e+09	6.40218e+11	9.67765e+12	3.01259e+14
9.33253e+14	1.06362e+19	3.45981e+12	8.80502e+14	4.42868e+15	3.57555e+11	2.03258e+14	2.32495e+15	5.01919e+07	6.64780e+14	1.46735e+16	6.73139e+15	2.47707e+08	7.09180e+09	7.18031e+11	1.09563e+13	3.14617e+14
9.33256e+14	9.82568e+18	3.85222e+12	9.20702e+14	4.38953e+15	4.09546e+11	2.17498e+14	2.18307e+15	6.29553e+07	7.11629e+14	1.31010e+16	5.60265e+15	2.94700e+08	8.21868e+09	8.09379e+11	1.24188e+13	3.27914e+14
9.33253e+14	9.03291e+18	4.33605e+12	9.68452e+14	4.33479e+15	4.71462e+11	2.32491e+14	2.03330e+15	7.94044e+07	7.59041e+14	1.15971e+16	4.60361e+15	3.53659e+08	9.66483e+09	9.19965e+11	1.41153e+13	3.41122e+14
9.33251e+14	8.24976e+18	4.94970e+12	1.02685e+15	4.25955e+15	5.45820e+11	2.48115e+14	1.87466e+15	1.00845e+08	8.05716e+14	1.01584e+16	3.72117e+15	4.29525e+08	1.16070e+10	1.05921e+12	1.61059e+13	3.54116e+14
