# %ECSV 1.0
# ---
# datatype:
# - {name: H, datatype: float64}
# - {name: H+, datatype: float64}
# - {name: C+, datatype: float64}
# - {name: C+2, datatype: float64}
# - {name: C+3, datatype: float64}
# - {name: N+, datatype: float64}
# - {name: N+2, datatype: float64}
# - {name: N+4, datatype: float64}
# - {name: O, datatype: float64}
# - {name: O+2, datatype: float64}
# - {name: O+5, datatype: float64}
# - {name: O+6, datatype: float64}
# - {name: P+, datatype: float64}
# - {name: Si+, datatype: float64}
# - {name: Si+2, datatype: float64}
# - {name: Si+3, datatype: float64}
# - {name: Si+4, datatype: float64}
# - {name: log_nH, datatype: float64}
# - {name: parameters, datatype: string, subtype: 'float64[1]'}
# schema: astropy-2.0
H H+ C+ C+2 C+3 N+ N+2 N+4 O O+2 O+5 O+6 P+ Si+ Si+2 Si+3 Si+4 log_nH parameters
933254000000000.0 1.90524e+17 40171700000000.0 395577000000000.0 70045100000000.0 9034180000000.0 84495100000000.0 3561090000000.0 249925000000.0 579823000000000.0 537334000000.0 10109800000.0 97285100000.0 13540800000000.0 11537600000000.0 25419800000000.0 10922100000000.0 -3.82 [-3.82]
933254000000000.0 1.80038e+17 39753300000000.0 375500000000000.0 63553500000000.0 9225890000000.0 80672600000000.0 3075960000000.0 275579000000.0 555432000000000.0 440144000000.0 7900880000.0 97323400000.0 13909300000000.0 11020800000000.0 23682300000000.0 9524330000000.0 -3.8 [-3.8]
933253000000000.0 1.70162e+17 39334400000000.0 356355000000000.0 57612200000000.0 9413060000000.0 76950000000000.0 2655290000000.0 303364000000.0 531283000000000.0 360107000000.0 6168290000.0 97186700000.0 14238600000000.0 10493900000000.0 22013300000000.0 8284680000000.0 -3.78 [-3.78]
933253000000000.0 1.60865e+17 38916400000000.0 338117000000000.0 52181100000000.0 9595210000000.0 73333100000000.0 2290980000000.0 333383000000.0 507456000000000.0 294303000000.0 4811450000.0 96886000000.0 14526100000000.0 9961820000000.0 20417800000000.0 7189420000000.0 -3.76 [-3.76]
933254000000000.0 1.52115e+17 38500600000000.0 320753000000000.0 47219900000000.0 9772010000000.0 69824500000000.0 1975710000000.0 365743000000.0 484018000000000.0 240266000000.0 3750020000.0 96433100000.0 14770200000000.0 9428750000000.0 18898700000000.0 6224890000000.0 -3.74 [-3.74]
933254000000000.0 1.43879e+17 38088500000000.0 304231000000000.0 42691900000000.0 9943140000000.0 66427000000000.0 1703100000000.0 400546000000.0 461031000000000.0 195950000000.0 2920630000.0 95840800000.0 14969700000000.0 8898880000000.0 17458200000000.0 5378290000000.0 -3.72 [-3.72]
933254000000000.0 1.36129e+17 37681700000000.0 288519000000000.0 38563000000000.0 10108300000000.0 63142600000000.0 1467540000000.0 437889000000.0 438555000000000.0 159653000000.0 2273240000.0 95121900000.0 15124200000000.0 8376040000000.0 16097600000000.0 4637570000000.0 -3.7 [-3.7]
933254000000000.0 1.28839e+17 37281800000000.0 273590000000000.0 34801900000000.0 10267200000000.0 59973800000000.0 1264180000000.0 477851000000.0 416646000000000.0 129968000000.0 1768530000.0 94290300000.0 15233800000000.0 7863870000000.0 14817600000000.0 3991640000000.0 -3.68 [-3.68]
933254000000000.0 1.2198e+17 36888800000000.0 259405000000000.0 31378800000000.0 10419500000000.0 56919600000000.0 1088660000000.0 520528000000.0 395339000000000.0 105708000000.0 1375230000.0 93355600000.0 15299300000000.0 7365040000000.0 13617300000000.0 3429800000000.0 -3.66 [-3.66]
933254000000000.0 1.15528e+17 36503500000000.0 245934000000000.0 28266800000000.0 10565000000000.0 53980300000000.0 937277000000.0 565991000000.0 374676000000000.0 85908400000.0 1069040000.0 92329900000.0 15322100000000.0 6882180000000.0 12495700000000.0 2942510000000.0 -3.64 [-3.64]
933253000000000.0 1.09458e+17 36126700000000.0 233146000000000.0 25440100000000.0 10703300000000.0 51155500000000.0 806757000000.0 614308000000.0 354685000000000.0 69764600000.0 830806000.0 91224400000.0 15303900000000.0 6417370000000.0 11450900000000.0 2520950000000.0 -3.62 [-3.62]
933254000000000.0 1.03751e+17 35759300000000.0 221017000000000.0 22876600000000.0 10834300000000.0 48445800000000.0 694337000000.0 665507000000.0 335405000000000.0 56621800000.0 645654000.0 90050800000.0 15247000000000.0 5972570000000.0 10481200000000.0 2157320000000.0 -3.6 [-3.6]
933254000000000.0 9.83849e+16 35401200000000.0 209514000000000.0 20553800000000.0 10957600000000.0 45848700000000.0 597512000000.0 719643000000.0 316848000000000.0 45928800000.0 501774000.0 88817900000.0 15154100000000.0 5548800000000.0 9583250000000.0 1844270000000.0 -3.58 [-3.58]
933254000000000.0 9.3338e+16 35052300000000.0 198606000000000.0 18451700000000.0 11073000000000.0 43362500000000.0 514146000000.0 776742000000.0 299026000000000.0 37236300000.0 390003000.0 87534100000.0 15027900000000.0 5146870000000.0 8754010000000.0 1575300000000.0 -3.56 [-3.56]
933254000000000.0 8.85912e+16 34712500000000.0 188265000000000.0 16551200000000.0 11180500000000.0 40984600000000.0 442382000000.0 836829000000.0 281946000000000.0 30175000000.0 303187000.0 86207200000.0 14871400000000.0 4767130000000.0 7989920000000.0 1344600000000.0 -3.54 [-3.54]
933254000000000.0 8.41254e+16 34381100000000.0 178463000000000.0 14835000000000.0 11279700000000.0 38712300000000.0 380613000000.0 899910000000.0 265607000000000.0 24442400000.0 235760000.0 84843800000.0 14687700000000.0 4409660000000.0 7287310000000.0 1147040000000.0 -3.52 [-3.52]
933254000000000.0 7.99254e+16 34057900000000.0 169175000000000.0 13287400000000.0 11370500000000.0 36543700000000.0 327477000000.0 965970000000.0 250011000000000.0 19792800000.0 183407000.0 83450800000.0 14480000000000.0 4074390000000.0 6642710000000.0 978134000000.0 -3.5 [-3.5]
933254000000000.0 7.597e+16 33742000000000.0 160367000000000.0 11892200000000.0 11452700000000.0 34473800000000.0 281728000000.0 1035030000000.0 235136000000000.0 16020600000.0 142721000.0 82032400000.0 14251100000000.0 3760570000000.0 6051740000000.0 833787000000.0 -3.48 [-3.48]
933254000000000.0 7.22449e+16 33432600000000.0 152017000000000.0 10636000000000.0 11526200000000.0 32499800000000.0 242353000000.0 1107060000000.0 220974000000000.0 12962400000.0 111104000.0 80593300000.0 14003900000000.0 3467660000000.0 5510870000000.0 710578000000.0 -3.46 [-3.46]
