H	H+	C+	C+2	C+3	N+	N+2	N+4	O	O+2	O+5	O+6	P+	Si+	Si+2	Si+3	Si+4	Fe+	Al+
4.07380e+14	7.02051e+18	9.69865e+11	3.08222e+14	1.81930e+15	7.79863e+10	5.58421e+13	1.25785e+15	6.35606e+06	1.72946e+14	1.10862e+16	7.87112e+15	4.39385e+07	1.50503e+09	1.54422e+11	2.02163e+12	9.45758e+13	1.17286e+06	1.61611e+08
4.07380e+14	6.57388e+18	1.03997e+12	3.17917e+14	1.82787e+15	8.71763e+10	5.99861e+13	1.21739e+15	7.79921e+06	1.88007e+14	1.02517e+16	6.86025e+15	5.09187e+07	1.69624e+09	1.73030e+11	2.28929e+12	9.97983e+13	1.45729e+06	1.84511e+08
4.07380e+14	6.15031e+18	1.11821e+12	3.27928e+14	1.83367e+15	9.76807e+10	6.43918e+13	1.17469e+15	9.59265e+06	2.03972e+14	9.44322e+15	5.95290e+15	5.91034e+07	1.91174e+09	1.93564e+11	2.59030e+12	1.05118e+14	1.81031e+06	2.09685e+08
4.07380e+14	5.74779e+18	1.20610e+12	3.38357e+14	1.83653e+15	1.09724e+11	6.90687e+13	1.12975e+15	1.18262e+07	2.20829e+14	8.66251e+15	5.14047e+15	6.87328e+07	2.15583e+09	2.16246e+11	2.92916e+12	1.10521e+14	2.24879e+06	2.37104e+08
4.07380e+14	5.36507e+18	1.30577e+12	3.49385e+14	1.83619e+15	1.23577e+11	7.40237e+13	1.08263e+15	1.46117e+07	2.38540e+14	7.91159e+15	4.41589e+15	8.01243e+07	2.43511e+09	2.41397e+11	3.31044e+12	1.15981e+14	2.79381e+06	2.66711e+08
4.07379e+14	4.99831e+18	1.41969e+12	3.61161e+14	1.83237e+15	1.39597e+11	7.92756e+13	1.03311e+15	1.81061e+07	2.57102e+14	7.18875e+15	3.76839e+15	9.36510e+07	2.75659e+09	2.69386e+11	3.74245e+12	1.21505e+14	3.47384e+06	2.98168e+08
4.07380e+14	4.64764e+18	1.55179e+12	3.74066e+14	1.82470e+15	1.58185e+11	8.48226e+13	9.81348e+14	2.24932e+07	2.76399e+14	6.49740e+15	3.19412e+15	1.09867e+08	3.13422e+09	3.00885e+11	4.23090e+12	1.27044e+14	4.32302e+06	3.31273e+08
4.07380e+14	4.31097e+18	1.70701e+12	3.88489e+14	1.81262e+15	1.79850e+11	9.06655e+13	9.27274e+14	2.80224e+07	2.96310e+14	5.83764e+15	2.68615e+15	1.29486e+08	3.58671e+09	3.36827e+11	4.78510e+12	1.32570e+14	5.38704e+06	3.65610e+08
4.07380e+14	3.98609e+18	1.89244e+12	4.04999e+14	1.79540e+15	2.05250e+11	9.68035e+13	8.70772e+14	3.50296e+07	3.16664e+14	5.20909e+15	2.23795e+15	1.53504e+08	4.14307e+09	3.78664e+11	5.41699e+12	1.38050e+14	6.72746e+06	4.00763e+08
4.07379e+14	3.66831e+18	2.11960e+12	4.24471e+14	1.77183e+15	2.35400e+11	1.03252e+14	8.11251e+14	4.40310e+07	3.37270e+14	4.60793e+15	1.84085e+15	1.83440e+08	4.85066e+09	4.28814e+11	6.14822e+12	1.43473e+14	8.43642e+06	4.36176e+08
