    WAVE    FLUX    ERROR   CONT
    1299.456840    6.51565e-15    5.50955e-16    7.46589e-15
    1299.486750    7.78224e-15    5.86288e-16    7.46579e-15
    1299.516660    7.59147e-15    5.80090e-16    7.46569e-15
    1299.546570    8.65638e-15    6.12267e-16    7.46558e-15
    1299.576480    7.95939e-15    5.95630e-16    7.46546e-15
    1299.606390    6.80949e-15    5.54135e-16    7.46534e-15
    1299.636300    6.70993e-15    5.47817e-16    7.46522e-15
    1299.666210    6.22122e-15    5.36145e-16    7.46508e-15
    1299.696120    6.89300e-15    5.58036e-16    7.46495e-15
    1299.726030    6.25165e-15    5.29421e-16    7.46480e-15
    1299.755940    7.09042e-15    5.64316e-16    7.46465e-15
    1299.785850    5.57506e-15    5.10169e-16    7.46449e-15
    1299.815760    5.38805e-15    5.02734e-16    7.46432e-15
    1299.845670    6.21726e-15    5.36017e-16    7.46415e-15
    1299.875580    6.28228e-15    5.36453e-16    7.46397e-15
    1299.905490    6.70745e-15    5.65061e-16    7.46379e-15
    1299.935400    7.56816e-15    5.92645e-16    7.46360e-15
    1299.965310    6.70206e-15    5.54032e-16    7.46340e-15
    1299.995220    7.73080e-15    5.90967e-16    7.46319e-15
    1300.025130    7.80569e-15    5.89790e-16    7.46298e-15
    1300.055040    5.74667e-15    5.12407e-16    7.46276e-15
    1300.084950    6.40882e-15    5.42046e-16    7.46254e-15
    1300.114860    6.55793e-15    5.62988e-16    7.46230e-15
    1300.144770    6.74780e-15    5.54262e-16    7.46206e-15
    1300.174680    6.26412e-15    5.43707e-16    7.46182e-15
    1300.204590    6.55612e-15    5.47766e-16    7.46156e-15
    1300.234500    7.40867e-15    5.74040e-16    7.46130e-15
    1300.264410    6.51562e-15    5.51191e-16    7.46103e-15
    1300.294320    7.07219e-15    5.66277e-16    7.46075e-15
    1300.324230    6.14764e-15    5.44592e-16    7.46047e-15
    1300.354140    7.34663e-15    5.86068e-16    7.46017e-15
    1300.384050    6.46104e-15    5.47366e-16    7.45987e-15
    1300.413960    7.46489e-15    5.74518e-16    7.45957e-15
    1300.443870    6.77834e-15    5.58265e-16    7.45925e-15
    1300.473780    6.35674e-15    5.41622e-16    7.45893e-15
    1300.503690    6.27150e-15    5.35948e-16    7.45859e-15
    1300.533600    6.56902e-15    5.45795e-16    7.45825e-15
    1300.563510    6.98489e-15    5.46662e-16    7.45791e-15
    1300.593420    7.34876e-15    5.60783e-16    7.45755e-15
    1300.623330    6.01018e-15    5.12790e-16    7.45719e-15
    1300.653240    5.50179e-15    4.92779e-16    7.45681e-15
    1300.683150    4.61935e-15    4.66605e-16    7.45643e-15
    1300.713060    5.62784e-15    5.14805e-16    7.45604e-15
    1300.742970    4.22018e-15    4.63688e-16    7.45564e-15
    1300.772880    4.33686e-15    4.39050e-16    7.45523e-15
    1300.802790    4.07485e-15    4.26056e-16    7.45482e-15
    1300.832700    5.61521e-15    4.90892e-16    7.45439e-15
    1300.862610    5.66809e-15    5.03745e-16    7.45396e-15
    1300.892520    6.76117e-15    5.54124e-16    7.45351e-15
    1300.922430    7.02917e-15    5.56494e-16    7.45306e-15
    1300.952340    6.56843e-15    5.30751e-16    7.45260e-15
    1300.982250    6.19682e-15    5.37482e-16    7.45213e-15
    1301.012160    8.22753e-15    5.87437e-16    7.45165e-15
    1301.042070    7.20144e-15    5.75253e-16    7.45115e-15
    1301.071980    7.29337e-15    5.64171e-16    7.45065e-15
    1301.101890    7.37759e-15    5.73685e-16    7.45014e-15
    1301.131800    7.66545e-15    5.68736e-16    7.44962e-15
    1301.161710    6.94382e-15    5.64214e-16    7.44909e-15
    1301.191620    6.23501e-15    5.39264e-16    7.44855e-15
    1301.221530    6.68195e-15    5.35905e-16    7.44800e-15
    1301.251440    7.76394e-15    6.01976e-16    7.44744e-15
    1301.281350    6.50416e-15    5.56500e-16    7.44687e-15
    1301.311260    6.01884e-15    5.19213e-16    7.44629e-15
    1301.341170    7.08483e-15    5.57844e-16    7.44569e-15
    1301.371080    6.41742e-15    5.33270e-16    7.44509e-15
    1301.400990    5.68139e-15    4.98220e-16    7.44448e-15
    1301.430900    6.82780e-15    5.50014e-16    7.44385e-15
    1301.460810    6.93209e-15    5.54953e-16    7.44321e-15
    1301.490720    6.43582e-15    5.29952e-16    7.44257e-15
    1301.520630    7.54763e-15    5.79613e-16    7.44191e-15
    1301.550540    7.44086e-15    5.73256e-16    7.44123e-15
    1301.580450    7.08129e-15    5.67076e-16    7.44055e-15
    1301.610360    8.56819e-15    6.22220e-16    7.43986e-15
    1301.640270    8.88108e-15    6.36821e-16    7.43915e-15
    1301.670180    9.26288e-15    6.43842e-16    7.43843e-15
    1301.700090    8.91120e-15    6.39753e-16    7.43770e-15
    1301.730000    7.07006e-15    6.12447e-16    7.43696e-15
    1301.759910    7.26996e-15    6.34561e-16    7.43620e-15
    1301.789820    5.76761e-15    5.96354e-16    7.43544e-15
    1301.819730    4.62303e-15    5.79681e-16    7.43465e-15
    1301.849640    4.72694e-15    5.73240e-16    7.43386e-15
    1301.879550    2.84247e-15    4.99351e-16    7.43305e-15
    1301.909460    2.22424e-15    5.23341e-16    7.43223e-15
    1301.939370    1.13234e-15    4.74905e-16    7.43140e-15
    1301.969280    1.10491e-15    4.89618e-16    7.43055e-15
    1301.999190    1.36624e-15    4.82599e-16    7.42969e-15
    1302.029100    1.21772e-15    4.84730e-16    7.42882e-15
    1302.059010    8.76684e-16    4.82965e-16    7.42793e-15
    1302.088920    1.14715e-15    4.63527e-16    7.42703e-15
    1302.118830    9.15199e-16    4.59292e-16    7.42611e-15
    1302.148740    1.49454e-15    4.79254e-16    7.42518e-15
    1302.178650    2.01310e-15    5.13632e-16    7.42424e-15
    1302.208560    4.19630e-15    5.64554e-16    7.42328e-15
    1302.238470    4.99355e-15    6.19366e-16    7.42230e-15
    1302.268380    6.50787e-15    6.22572e-16    7.42131e-15
    1302.298290    8.16267e-15    6.93214e-16    7.42031e-15
    1302.328200    7.56767e-15    6.45699e-16    7.41929e-15
    1302.358110    7.28543e-15    6.52935e-16    7.41825e-15
    1302.388020    8.17576e-15    6.68857e-16    7.41720e-15
    1302.417930    8.51610e-15    6.87628e-16    7.41613e-15
    1302.447840    9.03635e-15    6.91370e-16    7.41505e-15
    1302.477750    8.19663e-15    6.76035e-16    7.41395e-15
    1302.507660    8.94821e-15    6.86063e-16    7.41283e-15
    1302.537570    6.96336e-15    6.72782e-16    7.41170e-15
    1302.567480    7.81779e-15    6.36179e-16    7.41055e-15
    1302.597390    7.50440e-15    6.50932e-16    7.40938e-15
    1302.627300    8.39634e-15    6.55720e-16    7.40819e-15
    1302.657210    7.75323e-15    6.11844e-16    7.40699e-15
    1302.687120    7.02543e-15    6.08681e-16    7.40577e-15
    1302.717030    7.37211e-15    5.96382e-16    7.40453e-15
    1302.746940    7.84240e-15    6.13302e-16    7.40328e-15
    1302.776850    9.43886e-15    6.73444e-16    7.40200e-15
    1302.806760    7.59837e-15    5.98666e-16    7.40071e-15
    1302.836670    8.13762e-15    6.12430e-16    7.39940e-15
    1302.866580    6.81615e-15    5.67962e-16    7.39807e-15
    1302.896490    7.14901e-15    5.97224e-16    7.39672e-15
    1302.926400    6.98107e-15    5.45542e-16    7.39535e-15
    1302.956310    7.07549e-15    5.49358e-16    7.39396e-15
    1302.986220    6.16284e-15    5.05296e-16    7.39255e-15
    1303.016130    6.19370e-15    5.03458e-16    7.39113e-15
    1303.046040    7.39997e-15    5.51163e-16    7.38968e-15
    1303.075950    7.47898e-15    5.62325e-16    7.38821e-15
    1303.105860    8.49701e-15    5.88901e-16    7.38672e-15
    1303.135770    6.12561e-15    5.09696e-16    7.38521e-15
    1303.165680    6.60808e-15    5.26039e-16    7.38367e-15
    1303.195590    6.72355e-15    5.20255e-16    7.38212e-15
    1303.225500    6.20257e-15    5.02431e-16    7.38055e-15
    1303.255410    6.97804e-15    5.42057e-16    7.37895e-15
    1303.285320    7.21017e-15    5.50287e-16    7.37733e-15
    1303.315230    8.36329e-15    5.82740e-16    7.37570e-15
    1303.345140    7.97722e-15    5.70863e-16    7.37404e-15
    1303.375050    8.22443e-15    5.97328e-16    7.37236e-15
    1303.404960    6.52603e-15    5.46855e-16    7.37067e-15
    1303.434870    7.19067e-15    5.50352e-16    7.36895e-15
    1303.464780    8.47686e-15    5.92439e-16    7.36721e-15
    1303.494690    7.33699e-15    5.60330e-16    7.36546e-15
    1303.524600    7.48084e-15    5.69071e-16    7.36369e-15
    1303.554510    6.59581e-15    5.27945e-16    7.36190e-15
    1303.584420    6.55362e-15    5.64761e-16    7.36009e-15
    1303.614330    6.74069e-15    5.56460e-16    7.35827e-15
    1303.644240    7.25888e-15    5.52278e-16    7.35643e-15
    1303.674150    7.69095e-15    5.74996e-16    7.35457e-15
    1303.704060    7.75778e-15    5.64025e-16    7.35269e-15
    1303.733970    7.63963e-15    5.72015e-16    7.35080e-15
    1303.763880    7.35924e-15    5.63036e-16    7.34889e-15
    1303.793790    6.72544e-15    5.56204e-16    7.34696e-15
    1303.823700    7.19857e-15    5.43008e-16    7.34502e-15
    1303.853610    7.13851e-15    5.72136e-16    7.34307e-15
    1303.883520    6.44606e-15    5.20544e-16    7.34110e-15
    1303.913430    5.49942e-15    4.93796e-16    7.33911e-15
    1303.943340    5.26515e-15    4.67298e-16    7.33711e-15
    1303.973250    5.95830e-15    5.24064e-16    7.33509e-15
    1304.003160    5.66464e-15    4.90065e-16    7.33306e-15
    1304.033070    5.00016e-15    4.67220e-16    7.33102e-15
    1304.062980    4.95957e-15    4.68157e-16    7.32896e-15
    1304.092890    3.84931e-15    4.14055e-16    7.32689e-15
    1304.122800    3.58627e-15    4.19473e-16    7.32481e-15
    1304.152710    2.55425e-15    3.83560e-16    7.32271e-15
    1304.182620    2.06011e-15    3.75717e-16    7.32060e-15
    1304.212530    1.17630e-15    3.44528e-16    7.31847e-15
    1304.242440    8.34057e-16    3.44469e-16    7.31634e-15
    1304.272350    5.77866e-16    3.79433e-16    7.31419e-15
    1304.302260    8.42607e-16    4.24700e-16    7.31203e-15
    1304.332170    5.94330e-16    4.06479e-16    7.30986e-15
    1304.362080    8.10244e-16    4.60347e-16    7.30768e-15
    1304.391990    5.70582e-16    4.78214e-16    7.30548e-15
    1304.421900    1.67896e-15    5.13773e-16    7.30328e-15
    1304.451810    1.74248e-15    5.41834e-16    7.30106e-15
    1304.481720    3.63040e-15    6.03383e-16    7.29884e-15
    1304.511630    2.96439e-15    6.05963e-16    7.29660e-15
    1304.541540    4.41077e-15    6.35961e-16    7.29435e-15
    1304.571450    3.80580e-15    6.32703e-16    7.29209e-15
    1304.601360    3.38900e-15    5.77124e-16    7.28983e-15
    1304.631270    2.61900e-15    5.77913e-16    7.28755e-15
    1304.661180    5.20828e-15    6.69120e-16    7.28526e-15
    1304.691090    4.58366e-15    6.52904e-16    7.28297e-15
    1304.721000    5.92638e-15    6.96281e-16    7.28066e-15
    1304.750910    6.94638e-15    7.20114e-16    7.27835e-15
    1304.780820    8.62948e-15    1.05470e-15    7.27603e-15
    1304.810730    8.62992e-15    1.18302e-15    7.27370e-15
    1304.840640    1.13544e-14    1.26049e-15    7.27136e-15
    1304.870550    1.12039e-14    1.18722e-15    7.26901e-15
    1304.900460    9.93728e-15    1.19566e-15    7.26666e-15
    1304.930370    9.98852e-15    1.19776e-15    7.26430e-15
    1304.960280    1.26698e-14    1.23463e-15    7.26193e-15
    1304.990190    1.20606e-14    1.21640e-15    7.25955e-15
    1305.020100    1.08503e-14    1.16199e-15    7.25717e-15
    1305.050010    1.20948e-14    1.15766e-15    7.25478e-15
    1305.079920    8.99282e-15    1.10037e-15    7.25238e-15
    1305.109830    1.02185e-14    1.09355e-15    7.24997e-15
    1305.139740    9.55828e-15    1.07289e-15    7.24756e-15
    1305.169650    1.10384e-14    1.08908e-15    7.24515e-15
    1305.199560    1.02382e-14    1.04473e-15    7.24273e-15
    1305.229470    1.01745e-14    1.03517e-15    7.24030e-15
    1305.259380    1.01591e-14    1.07534e-15    7.23786e-15
    1305.289290    8.95130e-15    1.03043e-15    7.23543e-15
    1305.319200    1.07398e-14    1.02065e-15    7.23298e-15
    1305.349110    9.12580e-15    9.44582e-16    7.23053e-15
    1305.379020    1.10153e-14    9.88415e-16    7.22808e-15
    1305.408930    8.15729e-15    9.15216e-16    7.22562e-15
    1305.438840    9.95598e-15    9.60392e-16    7.22316e-15
    1305.468750    9.68264e-15    9.73344e-16    7.22069e-15
    1305.498660    7.06383e-15    9.07076e-16    7.21822e-15
    1305.528570    9.94239e-15    9.81067e-16    7.21574e-15
    1305.558480    8.83794e-15    8.65265e-16    7.21326e-15
    1305.588390    7.51271e-15    6.71479e-16    7.21078e-15
    1305.618300    8.67438e-15    7.16562e-16    7.20829e-15
    1305.648210    8.73422e-15    7.19121e-16    7.20580e-15
    1305.678120    8.72804e-15    7.41175e-16    7.20331e-15
    1305.708030    9.25095e-15    7.66223e-16    7.20081e-15
    1305.737940    9.01201e-15    7.48522e-16    7.19832e-15
    1305.767850    8.66725e-15    7.43723e-16    7.19581e-15
    1305.797760    8.95469e-15    7.60432e-16    7.19331e-15
    1305.827670    7.66963e-15    7.34113e-16    7.19081e-15
    1305.857580    9.54719e-15    7.59272e-16    7.18830e-15
    1305.887490    8.66805e-15    7.68727e-16    7.18579e-15
    1305.917400    8.89175e-15    7.48659e-16    7.18328e-15
    1305.947310    1.02718e-14    8.16188e-16    7.18076e-15
    1305.977220    7.53055e-15    7.47536e-16    7.17825e-15
    1306.007130    7.15553e-15    6.90259e-16    7.17573e-15
    1306.037040    8.63160e-15    7.80438e-16    7.17322e-15
    1306.066950    1.00759e-14    7.78114e-16    7.17070e-15
    1306.096860    9.68505e-15    7.53557e-16    7.16818e-15
    1306.126770    8.76276e-15    7.44043e-16    7.16566e-15
    1306.156680    9.44636e-15    7.71256e-16    7.16314e-15
    1306.186590    9.31712e-15    7.54818e-16    7.16062e-15
    1306.216500    1.01077e-14    7.60739e-16    7.15811e-15
    1306.246410    9.29168e-15    7.42908e-16    7.15559e-15
    1306.276320    9.26775e-15    7.29531e-16    7.15307e-15
    1306.306230    8.95781e-15    6.96863e-16    7.15055e-15
    1306.336140    8.66737e-15    7.09675e-16    7.14803e-15
    1306.366050    1.01896e-14    7.35683e-16    7.14551e-15
    1306.395960    8.76254e-15    6.90481e-16    7.14300e-15
    1306.425870    7.60626e-15    6.62670e-16    7.14048e-15
    1306.455780    8.45531e-15    6.64008e-16    7.13797e-15
    1306.485690    8.85185e-15    6.68071e-16    7.13546e-15
    1306.515600    9.52130e-15    6.70727e-16    7.13295e-15
    1306.545510    8.79753e-15    6.43482e-16    7.13044e-15
    1306.575420    8.50851e-15    6.27996e-16    7.12793e-15
    1306.605330    7.22062e-15    5.94277e-16    7.12543e-15
    1306.635240    8.48422e-15    6.26600e-16    7.12293e-15
    1306.665150    9.70510e-15    6.64112e-16    7.12043e-15
    1306.695060    7.36789e-15    5.80553e-16    7.11793e-15
    1306.724970    8.02368e-15    6.03294e-16    7.11544e-15
    1306.754880    7.59405e-15    5.91235e-16    7.11295e-15
    1306.784790    6.52688e-15    5.53678e-16    7.11046e-15
    1306.814700    6.17972e-15    5.48817e-16    7.10798e-15
    1306.844610    6.73690e-15    5.64858e-16    7.10550e-15
    1306.874520    8.17084e-15    6.12187e-16    7.10302e-15
    1306.904430    6.61996e-15    5.52128e-16    7.10055e-15
    1306.934340    7.36623e-15    5.85245e-16    7.09808e-15
    1306.964250    6.46103e-15    5.53730e-16    7.09561e-15
    1306.994160    7.60732e-15    5.85823e-16    7.09316e-15
    1307.024070    6.55080e-15    5.45834e-16    7.09070e-15
    1307.053980    7.40668e-15    5.91562e-16    7.08825e-15
    1307.083890    8.41903e-15    6.17512e-16    7.08580e-15
    1307.113800    6.86943e-15    5.78758e-16    7.08336e-15
    1307.143710    6.44725e-15    5.57899e-16    7.08093e-15
    1307.173620    6.31755e-15    5.32841e-16    7.07850e-15
    1307.203530    7.58145e-15    5.83486e-16    7.07608e-15
    1307.233440    6.10416e-15    5.61884e-16    7.07366e-15
    1307.263350    5.93467e-15    5.24229e-16    7.07125e-15
    1307.293260    7.01251e-15    5.72851e-16    7.06884e-15
    1307.323170    6.37893e-15    5.50879e-16    7.06644e-15
    1307.353080    7.00601e-15    5.52609e-16    7.06405e-15
    1307.382990    7.31993e-15    5.78994e-16    7.06166e-15
    1307.412900    6.70351e-15    5.57592e-16    7.05929e-15
    1307.442810    6.62174e-15    5.62751e-16    7.05691e-15
    1307.472720    7.22217e-15    5.73341e-16    7.05455e-15
    1307.502630    7.90843e-15    6.02376e-16    7.05219e-15
    1307.532540    7.79362e-15    5.96419e-16    7.04985e-15
    1307.562450    7.75105e-15    5.97845e-16    7.04751e-15
    1307.592360    7.87856e-15    5.93441e-16    7.04517e-15
    1307.622270    7.36946e-15    5.71883e-16    7.04285e-15
    1307.652180    6.76883e-15    5.68793e-16    7.04053e-15
    1307.682090    7.27428e-15    5.87318e-16    7.03823e-15
    1307.712000    6.34665e-15    5.51095e-16    7.03593e-15
    1307.741910    5.66802e-15    5.14053e-16    7.03364e-15
    1307.771820    7.24261e-15    5.67241e-16    7.03136e-15
    1307.801730    6.24361e-15    5.49597e-16    7.02909e-15
    1307.831640    5.69206e-15    5.22708e-16    7.02683e-15
    1307.861550    6.31376e-15    5.35861e-16    7.02458e-15
    1307.891460    6.92122e-15    5.43059e-16    7.02234e-15
    1307.921370    7.38389e-15    5.50187e-16    7.02011e-15
    1307.951280    7.40897e-15    5.62666e-16    7.01789e-15
    1307.981190    6.78738e-15    5.37508e-16    7.01569e-15
    1308.011100    6.79496e-15    5.38927e-16    7.01349e-15
    1308.041010    7.23251e-15    5.53057e-16    7.01130e-15
    1308.070920    6.69146e-15    5.34590e-16    7.00913e-15
    1308.100830    7.20601e-15    5.51702e-16    7.00697e-15
    1308.130740    7.69526e-15    5.72390e-16    7.00482e-15
    1308.160650    7.39953e-15    5.55955e-16    7.00268e-15
    1308.190560    6.72917e-15    5.30392e-16    7.00055e-15
    1308.220470    5.50946e-15    5.01206e-16    6.99844e-15
    1308.250380    7.29143e-15    5.62487e-16    6.99634e-15
    1308.280290    6.59983e-15    5.32787e-16    6.99425e-15
    1308.310200    7.43697e-15    5.63872e-16    6.99218e-15
    1308.340110    7.64421e-15    5.78512e-16    6.99012e-15
    1308.370020    7.36727e-15    5.54676e-16    6.98807e-15
    1308.399930    7.62494e-15    5.72574e-16    6.98603e-15
    1308.429840    7.43397e-15    5.67205e-16    6.98402e-15
    1308.459750    7.49606e-15    5.80687e-16    6.98201e-15
    1308.489660    7.81766e-15    5.69929e-16    6.98002e-15
    1308.519570    6.63676e-15    5.50682e-16    6.97805e-15
    1308.549480    6.93895e-15    5.40774e-16    6.97609e-15
    1308.579390    7.35707e-15    5.61798e-16    6.97414e-15
    1308.609300    7.27414e-15    5.56326e-16    6.97221e-15
    1308.639210    7.32776e-15    5.65934e-16    6.97030e-15
    1308.669120    6.74145e-15    5.49392e-16    6.96840e-15
    1308.699030    6.05345e-15    5.18956e-16    6.96652e-15
    1308.728940    8.13349e-15    5.83597e-16    6.96466e-15
    1308.758850    6.61136e-15    5.37971e-16    6.96281e-15
    1308.788760    7.84697e-15    5.83586e-16    6.96098e-15
    1308.818670    6.84372e-15    5.43775e-16    6.95917e-15
    1308.848580    6.64714e-15    5.32328e-16    6.95738e-15
    1308.878490    7.21913e-15    5.57920e-16    6.95560e-15
    1308.908400    7.11407e-15    5.52334e-16    6.95384e-15
    1308.938310    6.58810e-15    5.33808e-16    6.95210e-15
    1308.968220    7.30387e-15    5.55207e-16    6.95038e-15
    1308.998130    7.01254e-15    5.49653e-16    6.94868e-15
    1309.028040    6.63242e-15    5.43941e-16    6.94700e-15
    1309.057950    7.63072e-15    5.63600e-16    6.94534e-15
    1309.087860    6.67865e-15    5.39685e-16    6.94370e-15
    1309.117770    6.37846e-15    5.25224e-16    6.94207e-15
    1309.147680    6.89797e-15    5.41215e-16    6.94047e-15
    1309.177590    6.23941e-15    5.23759e-16    6.93889e-15
    1309.207500    8.38383e-15    5.91896e-16    6.93733e-15
    1309.237410    7.95888e-15    5.81331e-16    6.93578e-15
    1309.267320    7.92988e-15    5.74665e-16    6.93426e-15
    1309.297230    7.33342e-15    5.65116e-16    6.93275e-15
    1309.327140    7.14826e-15    5.54096e-16    6.93127e-15
    1309.357050    6.89173e-15    5.38443e-16    6.92981e-15
    1309.386960    6.70799e-15    5.54186e-16    6.92836e-15
    1309.416870    7.29757e-15    5.52785e-16    6.92693e-15
    1309.446780    6.72763e-15    5.34174e-16    6.92553e-15
    1309.476690    6.75980e-15    5.34256e-16    6.92414e-15
    1309.506600    6.88942e-15    5.35696e-16    6.92277e-15
    1309.536510    6.69713e-15    5.31353e-16    6.92142e-15
    1309.566420    6.69734e-15    5.31390e-16    6.92009e-15
    1309.596330    6.15681e-15    5.07477e-16    6.91878e-15
    1309.626240    7.32815e-15    5.54311e-16    6.91749e-15
    1309.656150    5.80267e-15    4.88814e-16    6.91622e-15
    1309.686060    7.20649e-15    5.48724e-16    6.91497e-15
    1309.715970    6.05199e-15    5.13687e-16    6.91374e-15
    1309.745880    7.42534e-15    5.61369e-16    6.91252e-15
    1309.775790    7.52440e-15    5.65522e-16    6.91133e-15
    1309.805700    7.69978e-15    5.66869e-16    6.91015e-15
    1309.835610    6.88204e-15    5.43115e-16    6.90900e-15
    1309.865520    6.32549e-15    5.27241e-16    6.90786e-15
    1309.895430    6.76130e-15    5.37465e-16    6.90675e-15
    1309.925340    6.83401e-15    5.40345e-16    6.90565e-15
    1309.955250    7.34858e-15    5.62894e-16    6.90457e-15
    1309.985160    7.36766e-15    5.61571e-16    6.90351e-15
    1310.015070    7.05435e-15    5.50396e-16    6.90247e-15
    1310.044980    6.55502e-15    5.44752e-16    6.90145e-15
    1310.074890    6.91805e-15    5.44789e-16    6.90045e-15
    1310.104800    6.63651e-15    5.33309e-16    6.89947e-15
    1310.134710    5.30749e-15    4.97053e-16    6.89851e-15
    1310.164620    6.26760e-15    5.28970e-16    6.89757e-15
    1310.194530    7.00671e-15    5.44866e-16    6.89664e-15
    1310.224440    7.22990e-15    5.54777e-16    6.89574e-15
    1310.254350    6.46648e-15    5.34858e-16    6.89486e-15
    1310.284260    7.43997e-15    5.60417e-16    6.89400e-15
    1310.314170    7.19729e-15    5.56258e-16    6.89315e-15
    1310.344080    6.27516e-15    5.23193e-16    6.89233e-15
    1310.373990    6.57730e-15    5.43589e-16    6.89153e-15
    1310.403900    6.07478e-15    5.17195e-16    6.89074e-15
    1310.433810    6.11248e-15    5.15767e-16    6.88998e-15
    1310.463720    5.73369e-15    5.06600e-16    6.88923e-15
    1310.493630    6.49203e-15    5.32139e-16    6.88851e-15
    1310.523540    5.52245e-15    5.17295e-16    6.88781e-15
    1310.553450    6.33192e-15    5.32174e-16    6.88712e-15
    1310.583360    7.13834e-15    5.49438e-16    6.88646e-15
    1310.613270    6.39141e-15    5.30732e-16    6.88582e-15
    1310.643180    5.86905e-15    5.08240e-16    6.88520e-15
    1310.673090    6.73929e-15    5.36925e-16    6.88460e-15
    1310.703000    6.08518e-15    5.02975e-16    6.88402e-15
    1310.732910    4.99866e-15    4.73070e-16    6.88346e-15
    1310.762820    4.31232e-15    4.43771e-16    6.88292e-15
    1310.792730    3.05985e-15    3.90220e-16    6.88240e-15
    1310.822640    1.49798e-15    2.75026e-16    6.88190e-15
    1310.852550    8.54473e-16    2.33594e-16    6.88143e-15
    1310.882460    5.14371e-16    1.72732e-16    6.88098e-15
    1310.912370    7.75448e-16    2.31124e-16    6.88054e-15
    1310.942280    9.01000e-16    2.37519e-16    6.88013e-15
    1310.972190    1.05627e-15    2.65141e-16    6.87974e-15
    1311.002100    2.11589e-15    3.26381e-16    6.87937e-15
    1311.032010    3.04476e-15    3.96682e-16    6.87903e-15
    1311.061920    5.28957e-15    4.81424e-16    6.87871e-15
    1311.091830    5.90538e-15    5.06754e-16    6.87840e-15
    1311.121740    7.06013e-15    5.42020e-16    6.87812e-15
    1311.151650    6.81254e-15    5.42930e-16    6.87787e-15
    1311.181560    7.57578e-15    5.60046e-16    6.87763e-15
    1311.211470    5.77457e-15    5.23812e-16    6.87742e-15
    1311.241380    5.41060e-15    4.89992e-16    6.87723e-15
    1311.271290    7.89141e-15    5.74938e-16    6.87707e-15
    1311.301200    7.78944e-15    5.68147e-16    6.87692e-15
    1311.331110    6.30196e-15    5.29811e-16    6.87680e-15
    1311.361020    6.50042e-15    5.34174e-16    6.87671e-15
    1311.390930    5.92353e-15    5.16435e-16    6.87664e-15
    1311.420840    7.58595e-15    5.66865e-16    6.87659e-15
    1311.450750    7.27379e-15    5.47243e-16    6.87656e-15
    1311.480660    6.52761e-15    5.29909e-16    6.87656e-15
    1311.510570    6.33322e-15    5.26940e-16    6.87659e-15
    1311.540480    6.15666e-15    5.16508e-16    6.87663e-15
    1311.570390    5.31895e-15    5.22511e-16    6.87671e-15
    1311.600300    6.15216e-15    5.15032e-16    6.87680e-15
    1311.630210    6.26247e-15    5.15029e-16    6.87693e-15
    1311.660120    6.01476e-15    5.13487e-16    6.87707e-15
    1311.690030    6.49508e-15    5.25586e-16    6.87725e-15
    1311.719940    6.47948e-15    5.28590e-16    6.87745e-15
    1311.749850    7.31622e-15    5.61568e-16    6.87767e-15
    1311.779760    6.90999e-15    5.53174e-16    6.87792e-15
    1311.809670    7.31359e-15    5.55975e-16    6.87820e-15
    1311.839580    8.15789e-15    5.94025e-16    6.87850e-15
    1311.869490    7.35223e-15    5.67196e-16    6.87883e-15
    1311.899400    6.79564e-15    5.43313e-16    6.87918e-15
    1311.929310    7.23973e-15    5.51838e-16    6.87956e-15
    1311.959220    7.29067e-15    5.60280e-16    6.87997e-15
    1311.989130    6.62809e-15    5.30201e-16    6.88040e-15
    1312.019040    6.90525e-15    5.49077e-16    6.88086e-15
    1312.048950    6.83658e-15    5.44838e-16    6.88133e-15
    1312.078860    7.07920e-15    5.57581e-16    6.88184e-15
    1312.108770    6.45664e-15    5.47916e-16    6.88236e-15
    1312.138680    7.97365e-15    5.83190e-16    6.88291e-15
    1312.168590    6.20627e-15    5.28214e-16    6.88349e-15
    1312.198500    7.21886e-15    5.61258e-16    6.88408e-15
    1312.228410    6.58618e-15    5.47173e-16    6.88470e-15
    1312.258320    7.25416e-15    5.57180e-16    6.88534e-15
    1312.288230    7.29582e-15    5.57195e-16    6.88600e-15
    1312.318140    6.47909e-15    5.20816e-16    6.88669e-15
    1312.348050    7.52186e-15    5.66954e-16    6.88739e-15
    1312.377960    6.61105e-15    5.32425e-16    6.88811e-15
    1312.407870    7.04419e-15    5.53491e-16    6.88886e-15
    1312.437780    6.90000e-15    5.50658e-16    6.88962e-15
    1312.467690    6.83060e-15    5.50763e-16    6.89041e-15
    1312.497600    7.14403e-15    5.61881e-16    6.89122e-15
    1312.527510    6.82504e-15    5.40750e-16    6.89204e-15
    1312.557420    5.83907e-15    5.24572e-16    6.89288e-15
    1312.587330    6.33655e-15    5.29066e-16    6.89375e-15
    1312.617240    6.29035e-15    5.22591e-16    6.89463e-15
    1312.647150    5.50136e-15    4.97893e-16    6.89553e-15
    1312.677060    6.14939e-15    5.33586e-16    6.89644e-15
    1312.706970    6.29055e-15    5.25309e-16    6.89738e-15
    1312.736880    7.01058e-15    5.55935e-16    6.89833e-15
    1312.766790    7.11145e-15    5.47409e-16    6.89930e-15
    1312.796700    7.44012e-15    5.60384e-16    6.90029e-15
    1312.826610    8.30749e-15    5.89672e-16    6.90129e-15
    1312.856520    6.72698e-15    5.34992e-16    6.90231e-15
    1312.886430    6.38889e-15    5.29370e-16    6.90335e-15
