    WAVE    FLUX    ERROR   CONT
    1527.894740    8.55988e-15    5.00623e-16    8.59738e-15
    1527.931430    8.87591e-15    5.13019e-16    8.59567e-15
    1527.968120    7.57746e-15    4.73154e-16    8.59397e-15
    1528.004810    8.63375e-15    4.99289e-16    8.59226e-15
    1528.041500    8.91462e-15    5.06021e-16    8.59056e-15
    1528.078190    8.46155e-15    4.87691e-16    8.58886e-15
    1528.114880    8.39218e-15    5.00131e-16    8.58717e-15
    1528.151570    8.77883e-15    5.01513e-16    8.58548e-15
    1528.188260    8.19089e-15    4.97815e-16    8.58378e-15
    1528.224950    8.13884e-15    4.95119e-16    8.58209e-15
    1528.261640    8.73584e-15    5.01585e-16    8.58041e-15
    1528.298330    8.32385e-15    4.89960e-16    8.57872e-15
    1528.335020    9.25074e-15    5.17415e-16    8.57704e-15
    1528.371710    8.32636e-15    4.99311e-16    8.57536e-15
    1528.408400    9.38132e-15    5.25131e-16    8.57367e-15
    1528.445090    8.35973e-15    4.97648e-16    8.57200e-15
    1528.481780    8.57285e-15    5.05543e-16    8.57032e-15
    1528.518470    9.01367e-15    5.10723e-16    8.56864e-15
    1528.555160    7.87980e-15    4.77343e-16    8.56697e-15
    1528.591850    7.90554e-15    4.90971e-16    8.56529e-15
    1528.628540    7.61170e-15    4.79885e-16    8.56362e-15
    1528.665230    8.89636e-15    5.08891e-16    8.56194e-15
    1528.701920    8.86095e-15    5.05923e-16    8.56027e-15
    1528.738610    8.78542e-15    5.05974e-16    8.55860e-15
    1528.775300    9.92722e-15    5.38635e-16    8.55693e-15
    1528.811990    8.35912e-15    4.99956e-16    8.55526e-15
    1528.848680    9.02481e-15    5.15295e-16    8.55359e-15
    1528.885370    8.29246e-15    4.89156e-16    8.55192e-15
    1528.922060    7.77019e-15    4.84451e-16    8.55025e-15
    1528.958750    7.96791e-15    4.82923e-16    8.54857e-15
    1528.995440    8.01326e-15    4.87750e-16    8.54690e-15
    1529.032130    8.56543e-15    5.01934e-16    8.54523e-15
    1529.068820    8.52285e-15    4.95003e-16    8.54356e-15
    1529.105510    8.97817e-15    5.11262e-16    8.54189e-15
    1529.142200    9.04279e-15    5.12113e-16    8.54022e-15
    1529.178890    8.24098e-15    4.88910e-16    8.53854e-15
    1529.215580    9.19167e-15    5.10716e-16    8.53687e-15
    1529.252270    8.64153e-15    5.07728e-16    8.53519e-15
    1529.288960    8.10033e-15    4.85908e-16    8.53352e-15
    1529.325650    8.91773e-15    5.09413e-16    8.53184e-15
    1529.362340    8.50335e-15    4.96320e-16    8.53016e-15
    1529.399030    7.83557e-15    4.77252e-16    8.52848e-15
    1529.435720    8.99965e-15    5.07312e-16    8.52680e-15
    1529.472410    8.45587e-15    5.05080e-16    8.52512e-15
    1529.509100    8.30034e-15    4.95034e-16    8.52344e-15
    1529.545790    8.82883e-15    5.08308e-16    8.52175e-15
    1529.582480    9.23880e-15    5.15967e-16    8.52006e-15
    1529.619170    7.99663e-15    4.90966e-16    8.51837e-15
    1529.655860    8.89434e-15    5.10459e-16    8.51669e-15
    1529.692550    8.73143e-15    5.03628e-16    8.51499e-15
    1529.729240    7.81961e-15    4.80767e-16    8.51330e-15
    1529.765930    8.75251e-15    5.02221e-16    8.51161e-15
    1529.802620    8.10918e-15    4.83321e-16    8.50992e-15
    1529.839310    6.86432e-15    4.56892e-16    8.50822e-15
    1529.876000    8.09864e-15    4.95414e-16    8.50653e-15
    1529.912690    7.69294e-15    4.77037e-16    8.50484e-15
    1529.949380    8.31711e-15    4.91597e-16    8.50314e-15
    1529.986070    8.17494e-15    4.93255e-16    8.50145e-15
    1530.022760    8.25849e-15    4.94881e-16    8.49975e-15
    1530.059450    7.23073e-15    4.75678e-16    8.49806e-15
    1530.096140    7.82596e-15    4.85482e-16    8.49636e-15
    1530.132830    9.02409e-15    5.12153e-16    8.49466e-15
    1530.169520    7.72410e-15    4.80754e-16    8.49297e-15
    1530.206210    7.04938e-15    4.66839e-16    8.49127e-15
    1530.242900    8.13080e-15    4.93726e-16    8.48958e-15
    1530.279590    8.84048e-15    5.10906e-16    8.48789e-15
    1530.316280    8.00969e-15    4.83467e-16    8.48619e-15
    1530.352970    7.45662e-15    4.77041e-16    8.48450e-15
    1530.389660    8.74100e-15    5.06508e-16    8.48281e-15
    1530.426350    8.56401e-15    4.98009e-16    8.48112e-15
    1530.463040    7.96889e-15    4.81307e-16    8.47943e-15
    1530.499730    8.48173e-15    5.02843e-16    8.47774e-15
    1530.536420    8.95903e-15    5.07571e-16    8.47605e-15
    1530.573110    7.18719e-15    4.60730e-16    8.47437e-15
    1530.609800    8.35766e-15    5.00733e-16    8.47268e-15
    1530.646490    8.16778e-15    4.86237e-16    8.47100e-15
    1530.683180    9.07347e-15    5.10241e-16    8.46932e-15
    1530.719870    7.87827e-15    4.78552e-16    8.46764e-15
    1530.756560    7.93935e-15    4.80991e-16    8.46596e-15
    1530.793250    8.75626e-15    5.07143e-16    8.46428e-15
    1530.829940    8.46985e-15    4.94746e-16    8.46261e-15
    1530.866630    8.25244e-15    5.06515e-16    8.46094e-15
    1530.903320    8.92330e-15    5.22056e-16    8.45927e-15
    1530.940010    9.79794e-15    5.38409e-16    8.45760e-15
    1530.976700    8.51621e-15    4.96026e-16    8.45594e-15
    1531.013390    8.57200e-15    4.95469e-16    8.45427e-15
    1531.050080    9.17512e-15    5.22096e-16    8.45261e-15
    1531.086770    8.77168e-15    5.10624e-16    8.45096e-15
    1531.123460    8.32938e-15    4.96087e-16    8.44930e-15
    1531.160150    8.72388e-15    5.08218e-16    8.44765e-15
    1531.196840    8.02931e-15    4.95504e-16    8.44600e-15
    1531.233530    8.39070e-15    5.01830e-16    8.44436e-15
    1531.270220    7.95474e-15    4.80770e-16    8.44272e-15
    1531.306910    7.17997e-15    4.58994e-16    8.44108e-15
    1531.343600    8.44105e-15    4.94898e-16    8.43944e-15
    1531.380290    8.64240e-15    5.00628e-16    8.43781e-15
    1531.416980    7.96551e-15    4.86344e-16    8.43618e-15
    1531.453670    8.52760e-15    5.01562e-16    8.43456e-15
    1531.490360    7.22940e-15    4.74149e-16    8.43294e-15
    1531.527050    8.83497e-15    5.11079e-16    8.43132e-15
    1531.563740    7.70450e-15    4.84175e-16    8.42971e-15
    1531.600430    9.02984e-15    5.16592e-16    8.42810e-15
    1531.637120    8.29689e-15    4.93194e-16    8.42650e-15
    1531.673810    8.32325e-15    4.95647e-16    8.42490e-15
    1531.710500    8.65627e-15    5.06768e-16    8.42331e-15
    1531.747190    8.78898e-15    5.07613e-16    8.42172e-15
    1531.783880    8.71667e-15    5.04561e-16    8.42014e-15
    1531.820570    8.21624e-15    4.91951e-16    8.41856e-15
    1531.857260    8.27145e-15    4.96025e-16    8.41698e-15
    1531.893950    8.01409e-15    4.92075e-16    8.41542e-15
    1531.930640    7.01511e-15    4.56250e-16    8.41385e-15
    1531.967330    8.29137e-15    5.00980e-16    8.41229e-15
    1532.004020    7.79813e-15    4.97853e-16    8.41074e-15
    1532.040710    8.59625e-15    5.07415e-16    8.40920e-15
    1532.077400    8.13213e-15    4.93228e-16    8.40765e-15
    1532.114090    8.37325e-15    4.98100e-16    8.40612e-15
    1532.150780    7.59710e-15    4.77036e-16    8.40459e-15
    1532.187470    8.63380e-15    5.08503e-16    8.40307e-15
    1532.224160    8.61255e-15    5.01493e-16    8.40155e-15
    1532.260850    7.71861e-15    4.81373e-16    8.40004e-15
    1532.297540    8.89922e-15    5.14907e-16    8.39854e-15
    1532.334230    7.80899e-15    4.79029e-16    8.39705e-15
    1532.370920    7.50512e-15    4.73478e-16    8.39556e-15
    1532.407610    8.21237e-15    4.90066e-16    8.39408e-15
    1532.444300    8.46843e-15    5.01564e-16    8.39260e-15
    1532.480990    8.32878e-15    4.89523e-16    8.39113e-15
    1532.517680    8.06293e-15    4.87766e-16    8.38967e-15
    1532.554370    8.91165e-15    5.16576e-16    8.38822e-15
    1532.591060    8.50049e-15    4.97794e-16    8.38678e-15
    1532.627750    7.66463e-15    4.78060e-16    8.38534e-15
    1532.664440    8.86123e-15    5.04806e-16    8.38392e-15
    1532.701130    7.14466e-15    4.65793e-16    8.38250e-15
    1532.737820    7.63288e-15    4.81670e-16    8.38108e-15
    1532.774510    8.36834e-15    5.03108e-16    8.37968e-15
    1532.811200    7.30364e-15    4.62608e-16    8.37829e-15
    1532.847890    8.57997e-15    5.08698e-16    8.37690e-15
    1532.884580    8.79793e-15    5.09074e-16    8.37553e-15
    1532.921270    8.48934e-15    4.97360e-16    8.37416e-15
    1532.957960    8.38140e-15    5.01194e-16    8.37280e-15
    1532.994650    9.05110e-15    5.09686e-16    8.37146e-15
    1533.031340    7.42899e-15    4.71744e-16    8.37012e-15
    1533.068030    7.68033e-15    4.73380e-16    8.36879e-15
    1533.104720    8.64226e-15    4.99902e-16    8.36747e-15
    1533.141410    9.16881e-15    5.13041e-16    8.36617e-15
    1533.178100    8.74940e-15    5.06270e-16    8.36487e-15
    1533.214790    8.18174e-15    4.89821e-16    8.36358e-15
    1533.251480    8.70196e-15    5.16856e-16    8.36230e-15
    1533.288170    7.86053e-15    4.81506e-16    8.36103e-15
    1533.324860    8.36737e-15    5.02228e-16    8.35977e-15
    1533.361550    7.99335e-15    4.92626e-16    8.35852e-15
    1533.398240    8.64967e-15    5.08787e-16    8.35728e-15
    1533.434930    7.65509e-15    4.92873e-16    8.35605e-15
    1533.471620    8.43738e-15    5.07371e-16    8.35483e-15
    1533.508310    7.75903e-15    4.78146e-16    8.35361e-15
    1533.545000    7.64714e-15    4.79872e-16    8.35241e-15
    1533.581690    8.51944e-15    4.98018e-16    8.35121e-15
    1533.618380    7.70435e-15    4.85836e-16    8.35002e-15
    1533.655070    8.51081e-15    4.96535e-16    8.34884e-15
    1533.691760    8.66605e-15    5.14107e-16    8.34767e-15
    1533.728450    9.03541e-15    5.13384e-16    8.34650e-15
    1533.765140    8.10598e-15    4.88604e-16    8.34534e-15
    1533.801830    8.37700e-15    5.06450e-16    8.34419e-15
    1533.838520    8.85065e-15    5.07331e-16    8.34305e-15
    1533.875210    8.77268e-15    5.09763e-16    8.34192e-15
    1533.911900    7.72804e-15    4.78900e-16    8.34079e-15
    1533.948590    9.07867e-15    5.20857e-16    8.33967e-15
    1533.985280    8.40025e-15    4.98016e-16    8.33856e-15
    1534.021970    8.89909e-15    5.13222e-16    8.33745e-15
    1534.058660    8.70452e-15    5.06976e-16    8.33635e-15
    1534.095350    7.80682e-15    4.77595e-16    8.33526e-15
    1534.132040    8.37857e-15    4.95055e-16    8.33417e-15
    1534.168730    7.92532e-15    4.94323e-16    8.33309e-15
    1534.205420    7.88460e-15    4.85323e-16    8.33202e-15
    1534.242110    8.59031e-15    5.04166e-16    8.33096e-15
    1534.278800    8.05378e-15    4.92905e-16    8.32990e-15
    1534.315490    8.66402e-15    5.09876e-16    8.32884e-15
    1534.352180    9.55856e-15    5.30922e-16    8.32780e-15
    1534.388870    7.99598e-15    4.85681e-16    8.32676e-15
    1534.425560    7.60110e-15    4.80757e-16    8.32572e-15
    1534.462250    7.74200e-15    4.94922e-16    8.32469e-15
    1534.498940    9.13982e-15    5.15787e-16    8.32367e-15
    1534.535630    8.57347e-15    5.14307e-16    8.32265e-15
    1534.572320    7.63247e-15    4.78520e-16    8.32164e-15
    1534.609010    8.28218e-15    4.98456e-16    8.32063e-15
    1534.645700    8.23683e-15    4.88698e-16    8.31963e-15
    1534.682390    7.49115e-15    4.72764e-16    8.31864e-15
    1534.719080    7.57952e-15    4.85514e-16    8.31764e-15
    1534.755770    7.84886e-15    4.88919e-16    8.31666e-15
    1534.792460    7.82529e-15    4.82319e-16    8.31568e-15
    1534.829150    8.36038e-15    4.94839e-16    8.31470e-15
    1534.865840    7.81206e-15    4.84975e-16    8.31373e-15
    1534.902530    6.88679e-15    4.52139e-16    8.31277e-15
    1534.939220    8.24915e-15    4.87617e-16    8.31181e-15
    1534.975910    8.21302e-15    4.95120e-16    8.31085e-15
    1535.012600    7.86981e-15    4.78528e-16    8.30990e-15
    1535.049290    6.94169e-15    4.68278e-16    8.30895e-15
    1535.085980    8.08795e-15    4.90408e-16    8.30801e-15
    1535.122670    8.37007e-15    5.09176e-16    8.30708e-15
    1535.159360    8.21193e-15    4.97942e-16    8.30614e-15
    1535.196050    8.65176e-15    5.06124e-16    8.30521e-15
    1535.232740    8.62087e-15    5.11803e-16    8.30429e-15
    1535.269430    8.79141e-15    5.04681e-16    8.30337e-15
    1535.306120    8.57435e-15    5.03928e-16    8.30245e-15
    1535.342810    9.69933e-15    5.40642e-16    8.30154e-15
    1535.379500    8.40003e-15    4.98390e-16    8.30063e-15
    1535.416190    8.38097e-15    4.99299e-16    8.29973e-15
    1535.452880    9.45630e-15    5.27139e-16    8.29883e-15
    1535.489570    8.39588e-15    5.01067e-16    8.29793e-15
    1535.526260    9.03099e-15    5.13203e-16    8.29704e-15
    1535.562950    7.63774e-15    4.94656e-16    8.29615e-15
    1535.599640    8.16198e-15    4.94744e-16    8.29526e-15
    1535.636330    8.28752e-15    4.98922e-16    8.29438e-15
    1535.673020    7.28941e-15    4.75547e-16    8.29350e-15
    1535.709710    7.47957e-15    4.80728e-16    8.29263e-15
    1535.746400    8.17578e-15    4.99947e-16    8.29176e-15
    1535.783090    7.42169e-15    4.73168e-16    8.29089e-15
    1535.819780    8.39138e-15    4.99317e-16    8.29002e-15
    1535.856470    8.33874e-15    5.03445e-16    8.28916e-15
    1535.893160    9.01211e-15    5.14766e-16    8.28830e-15
    1535.929850    8.68992e-15    5.09175e-16    8.28745e-15
    1535.966540    8.33667e-15    5.05058e-16    8.28660e-15
    1536.003230    8.56044e-15    5.04323e-16    8.28575e-15
    1536.039920    7.86017e-15    4.88743e-16    8.28490e-15
    1536.076610    7.51059e-15    4.77821e-16    8.28406e-15
    1536.113300    7.73036e-15    4.86379e-16    8.28322e-15
    1536.149990    7.97878e-15    4.90649e-16    8.28238e-15
    1536.186680    8.57760e-15    5.07945e-16    8.28154e-15
    1536.223370    8.37447e-15    4.97428e-16    8.28071e-15
    1536.260060    7.42983e-15    4.75602e-16    8.27988e-15
    1536.296750    8.15526e-15    4.96751e-16    8.27906e-15
    1536.333440    7.76185e-15    4.81738e-16    8.27823e-15
    1536.370130    8.16269e-15    4.96909e-16    8.27741e-15
    1536.406820    7.79497e-15    4.84442e-16    8.27659e-15
    1536.443510    8.31905e-15    5.02786e-16    8.27577e-15
    1536.480200    8.18652e-15    4.97134e-16    8.27496e-15
    1536.516890    7.73456e-15    4.83780e-16    8.27415e-15
    1536.553580    7.65878e-15    4.83886e-16    8.27334e-15
    1536.590270    8.63557e-15    5.11194e-16    8.27253e-15
    1536.626960    8.99301e-15    5.21617e-16    8.27173e-15
    1536.663650    8.15281e-15    4.93345e-16    8.27092e-15
    1536.700340    8.47495e-15    5.02514e-16    8.27012e-15
    1536.737030    7.42922e-15    4.83383e-16    8.26932e-15
    1536.773720    8.05622e-15    4.92730e-16    8.26853e-15
    1536.810410    8.65445e-15    5.10051e-16    8.26773e-15
    1536.847100    8.03751e-15    4.92043e-16    8.26694e-15
    1536.883790    8.15012e-15    4.92960e-16    8.26615e-15
    1536.920480    8.20367e-15    5.00482e-16    8.26536e-15
    1536.957170    8.34199e-15    4.98928e-16    8.26458e-15
    1536.993860    8.12320e-15    4.94018e-16    8.26379e-15
    1537.030550    8.02633e-15    4.92427e-16    8.26301e-15
    1537.067240    7.74542e-15    4.80625e-16    8.26223e-15
    1537.103930    7.42502e-15    4.72928e-16    8.26145e-15
    1537.140620    7.47466e-15    4.74723e-16    8.26067e-15
    1537.177310    8.20960e-15    4.99388e-16    8.25989e-15
    1537.214000    7.03418e-15    4.58942e-16    8.25912e-15
    1537.250690    7.62993e-15    4.80138e-16    8.25835e-15
    1537.287380    8.02298e-15    4.92117e-16    8.25758e-15
    1537.324070    8.05860e-15    4.94698e-16    8.25681e-15
    1537.360760    8.28539e-15    4.98104e-16    8.25604e-15
    1537.397450    8.12227e-15    4.94010e-16    8.25527e-15
    1537.434140    8.30599e-15    4.99903e-16    8.25451e-15
    1537.470830    7.80288e-15    4.83995e-16    8.25374e-15
    1537.507520    8.44525e-15    5.09910e-16    8.25298e-15
    1537.544210    8.27165e-15    5.01788e-16    8.25222e-15
    1537.580900    9.21823e-15    5.25272e-16    8.25146e-15
    1537.617590    9.83704e-15    5.39360e-16    8.25070e-15
    1537.654280    9.12390e-15    5.23050e-16    8.24995e-15
    1537.690970    8.15056e-15    4.98810e-16    8.24919e-15
    1537.727660    8.84978e-15    5.13624e-16    8.24844e-15
    1537.764350    8.22176e-15    4.99774e-16    8.24768e-15
    1537.801040    6.61271e-15    4.53718e-16    8.24693e-15
    1537.837730    8.03559e-15    4.95754e-16    8.24618e-15
    1537.874420    8.01326e-15    4.92460e-16    8.24543e-15
    1537.911110    7.98950e-15    4.91710e-16    8.24468e-15
    1537.947800    8.09819e-15    4.93470e-16    8.24393e-15
    1537.984490    9.20976e-15    5.26150e-16    8.24319e-15
    1538.021180    8.10501e-15    4.96141e-16    8.24244e-15
    1538.057870    8.48277e-15    5.09454e-16    8.24170e-15
    1538.094560    8.01198e-15    4.97121e-16    8.24095e-15
    1538.131250    8.43624e-15    5.04684e-16    8.24021e-15
    1538.167940    8.33005e-15    5.03944e-16    8.23947e-15
    1538.204630    7.47259e-15    4.84966e-16    8.23873e-15
    1538.241320    7.67563e-15    4.84455e-16    8.23799e-15
    1538.278010    8.68130e-15    5.25406e-16    8.23725e-15
    1538.314700    7.91047e-15    4.84381e-16    8.23651e-15
    1538.351390    8.94878e-15    5.24996e-16    8.23577e-15
    1538.388080    8.41085e-15    4.99381e-16    8.23503e-15
    1538.424770    8.37621e-15    5.01081e-16    8.23429e-15
    1538.461460    8.08694e-15    4.94731e-16    8.23356e-15
    1538.498150    8.31407e-15    5.03179e-16    8.23282e-15
    1538.534840    7.48134e-15    4.85297e-16    8.23209e-15
    1538.571530    8.01031e-15    4.93330e-16    8.23135e-15
    1538.608220    8.30799e-15    4.94538e-16    8.23062e-15
    1538.644910    8.07023e-15    4.91280e-16    8.22988e-15
    1538.681600    7.41637e-15    4.71912e-16    8.22915e-15
    1538.718290    7.55702e-15    4.75970e-16    8.22842e-15
    1538.754980    7.99117e-15    4.95953e-16    8.22769e-15
    1538.791670    7.15108e-15    4.84412e-16    8.22696e-15
    1538.828360    6.94214e-15    4.64755e-16    8.22622e-15
    1538.865050    7.51570e-15    4.87172e-16    8.22549e-15
    1538.901740    7.64747e-15    4.84802e-16    8.22476e-15
    1538.938430    8.25393e-15    4.98501e-16    8.22403e-15
    1538.975120    8.39648e-15    5.16793e-16    8.22330e-15
    1539.011810    8.21380e-15    5.02014e-16    8.22257e-15
    1539.048500    8.04227e-15    4.95368e-16    8.22184e-15
    1539.085190    8.35697e-15    5.03024e-16    8.22111e-15
    1539.121880    7.68531e-15    4.85235e-16    8.22038e-15
    1539.158570    7.79857e-15    4.87915e-16    8.21966e-15
    1539.195260    9.01021e-15    5.23775e-16    8.21893e-15
    1539.231950    7.95370e-15    4.95785e-16    8.21820e-15
    1539.268640    7.69196e-15    4.82090e-16    8.21747e-15
    1539.305330    9.06431e-15    5.13246e-16    8.21674e-15
    1539.342020    8.43962e-15    5.10859e-16    8.21601e-15
    1539.378710    8.36648e-15    5.13409e-16    8.21528e-15
    1539.415400    8.94522e-15    5.15959e-16    8.21456e-15
    1539.452090    7.82988e-15    4.90933e-16    8.21383e-15
    1539.488780    8.52366e-15    5.03727e-16    8.21310e-15
    1539.525470    8.23549e-15    5.05458e-16    8.21237e-15
    1539.562160    7.92329e-15    4.87710e-16    8.21164e-15
    1539.598850    8.07009e-15    4.92102e-16    8.21091e-15
    1539.635540    8.11133e-15    5.04885e-16    8.21018e-15
    1539.672230    8.48435e-15    5.01622e-16    8.20945e-15
    1539.708920    8.24295e-15    5.08619e-16    8.20873e-15
    1539.745610    7.55626e-15    4.82256e-16    8.20800e-15
    1539.782300    7.80951e-15    4.88410e-16    8.20727e-15
    1539.818990    7.88689e-15    4.90239e-16    8.20654e-15
    1539.855680    7.83886e-15    4.96328e-16    8.20581e-15
    1539.892370    7.76118e-15    4.86072e-16    8.20507e-15
    1539.929060    8.09940e-15    4.99039e-16    8.20434e-15
    1539.965750    8.77440e-15    5.17467e-16    8.20361e-15
    1540.002440    8.48748e-15    5.09288e-16    8.20288e-15
    1540.039130    8.08503e-15    4.95027e-16    8.20215e-15
    1540.075820    7.48700e-15    4.80324e-16    8.20142e-15
    1540.112510    7.88232e-15    4.91753e-16    8.20068e-15
    1540.149200    8.63363e-15    5.03541e-16    8.19995e-15
    1540.185890    7.38933e-15    4.75052e-16    8.19921e-15
    1540.222580    7.74537e-15    4.83951e-16    8.19848e-15
    1540.259270    8.64646e-15    5.15463e-16    8.19774e-15
    1540.295960    8.58320e-15    5.07260e-16    8.19701e-15
    1540.332650    8.07573e-15    4.94825e-16    8.19627e-15
    1540.369340    8.93159e-15    5.15120e-16    8.19553e-15
    1540.406030    7.93463e-15    4.94133e-16    8.19480e-15
    1540.442720    8.20178e-15    5.06125e-16    8.19406e-15
    1540.479410    7.29014e-15    4.72279e-16    8.19332e-15
    1540.516100    9.02382e-15    5.24488e-16    8.19258e-15
    1540.552790    8.26949e-15    5.13064e-16    8.19184e-15
    1540.589480    8.02245e-15    4.97103e-16    8.19109e-15
    1540.626170    7.86138e-15    4.94633e-16    8.19035e-15
    1540.662860    8.17860e-15    4.98996e-16    8.18961e-15
    1540.699550    7.43533e-15    4.79035e-16    8.18886e-15
    1540.736240    7.72239e-15    4.95728e-16    8.18812e-15
    1540.772930    8.26740e-15    4.96703e-16    8.18737e-15
    1540.809620    8.96628e-15    5.23545e-16    8.18663e-15
    1540.846310    7.36684e-15    4.73087e-16    8.18588e-15
    1540.883000    7.77389e-15    4.97765e-16    8.18513e-15
    1540.919690    8.49893e-15    5.13924e-16    8.18438e-15
    1540.956380    8.14925e-15    5.07319e-16    8.18363e-15
    1540.993070    8.61001e-15    5.11607e-16    8.18287e-15
    1541.029760    8.28053e-15    5.03270e-16    8.18212e-15
    1541.066450    7.81586e-15    4.93692e-16    8.18136e-15
    1541.103140    9.41088e-15    5.38525e-16    8.18061e-15
    1541.139830    8.65937e-15    5.10637e-16    8.17985e-15
    1541.176520    6.92971e-15    4.67675e-16    8.17909e-15
    1541.213210    8.58809e-15    5.13231e-16    8.17833e-15
    1541.249900    8.46404e-15    5.06429e-16    8.17757e-15
    1541.286590    7.54137e-15    4.82200e-16    8.17681e-15
    1541.323280    8.38399e-15    5.03748e-16    8.17605e-15
    1541.359970    8.66880e-15    5.13163e-16    8.17528e-15
    1541.396660    7.49847e-15    4.80142e-16    8.17452e-15
    1541.433350    7.77046e-15    4.85781e-16    8.17375e-15
    1541.470040    7.85397e-15    4.98377e-16    8.17298e-15
    1541.506730    7.64103e-15    4.88334e-16    8.17221e-15
    1541.543420    7.73736e-15    4.86196e-16    8.17144e-15
    1541.580110    8.08360e-15    5.00354e-16    8.17067e-15
    1541.616800    7.20978e-15    4.83791e-16    8.16990e-15
    1541.653490    7.82267e-15    4.89044e-16    8.16913e-15
    1541.690180    8.48013e-15    5.07336e-16    8.16835e-15
    1541.726870    8.81229e-15    5.24921e-16    8.16758e-15
    1541.763560    8.51150e-15    5.18212e-16    8.16680e-15
    1541.800250    8.83934e-15    5.18990e-16    8.16602e-15
    1541.836940    8.79050e-15    5.21548e-16    8.16524e-15
    1541.873630    8.72399e-15    5.16662e-16    8.16447e-15
    1541.910320    8.18590e-15    5.10043e-16    8.16369e-15
    1541.947010    7.06385e-15    4.82330e-16    8.16290e-15
    1541.983700    8.15948e-15    4.99112e-16    8.16212e-15
    1542.020390    7.99300e-15    4.93999e-16    8.16134e-15
    1542.057080    7.65564e-15    4.81676e-16    8.16056e-15
    1542.093770    7.90653e-15    4.94142e-16    8.15977e-15
    1542.130460    7.53587e-15    4.80973e-16    8.15899e-15
    1542.167150    7.43200e-15    4.84599e-16    8.15820e-15
    1542.203840    8.42695e-15    5.07334e-16    8.15741e-15
    1542.240530    7.76747e-15    4.87443e-16    8.15663e-15
    1542.277220    8.07849e-15    5.03244e-16    8.15584e-15
    1542.313910    7.78272e-15    4.94652e-16    8.15505e-15
    1542.350600    9.16300e-15    5.30173e-16    8.15426e-15
    1542.387290    7.98301e-15    4.93944e-16    8.15347e-15
    1542.423980    8.17333e-15    5.00120e-16    8.15267e-15
    1542.460670    7.86768e-15    4.95851e-16    8.15188e-15
    1542.497360    8.58743e-15    5.14779e-16    8.15109e-15
    1542.534050    8.49344e-15    5.14866e-16    8.15030e-15
    1542.570740    8.47805e-15    5.12419e-16    8.14950e-15
    1542.607430    8.48027e-15    5.10994e-16    8.14870e-15
    1542.644120    8.59180e-15    5.13152e-16    8.14791e-15
    1542.680810    8.51968e-15    5.10988e-16    8.14711e-15
    1542.717500    7.45928e-15    4.81361e-16    8.14631e-15
    1542.754190    8.18496e-15    4.99342e-16    8.14552e-15
    1542.790880    9.00339e-15    5.25063e-16    8.14472e-15
    1542.827570    8.78397e-15    5.20160e-16    8.14392e-15
    1542.864260    7.54599e-15    5.04240e-16    8.14312e-15
    1542.900950    8.04187e-15    4.96914e-16    8.14232e-15
    1542.937640    8.56200e-15    5.09807e-16    8.14151e-15
    1542.974330    7.49715e-15    4.88899e-16    8.14071e-15
    1543.011020    7.91846e-15    5.00587e-16    8.13991e-15
    1543.047710    8.14568e-15    4.92877e-16    8.13911e-15
    1543.084400    8.43746e-15    5.08758e-16    8.13830e-15
    1543.121090    7.93842e-15    4.88449e-16    8.13750e-15
    1543.157780    8.49297e-15    5.08097e-16    8.13669e-15
    1543.194470    8.35913e-15    5.20718e-16    8.13588e-15
    1543.231160    7.03822e-15    4.76788e-16    8.13508e-15
    1543.267850    8.00581e-15    4.96101e-16    8.13427e-15
    1543.304540    7.62375e-15    4.93296e-16    8.13346e-15
    1543.341230    7.58399e-15    4.97753e-16    8.13265e-15
    1543.377920    7.79053e-15    4.90095e-16    8.13185e-15
    1543.414610    8.80592e-15    5.21672e-16    8.13104e-15
    1543.451300    7.71786e-15    4.94541e-16    8.13023e-15
    1543.487990    7.25464e-15    4.80011e-16    8.12942e-15
    1543.524680    8.03133e-15    5.00085e-16    8.12860e-15
    1543.561370    8.32293e-15    5.10332e-16    8.12779e-15
    1543.598060    7.22550e-15    4.74186e-16    8.12698e-15
    1543.634750    8.07994e-15    4.94875e-16    8.12617e-15
    1543.671440    8.18885e-15    5.03866e-16    8.12535e-15
    1543.708130    7.30032e-15    4.81734e-16    8.12454e-15
    1543.744820    8.14178e-15    5.01436e-16    8.12373e-15
    1543.781510    7.68472e-15    4.88242e-16    8.12291e-15
    1543.818200    6.79102e-15    4.61540e-16    8.12210e-15
    1543.854890    8.92812e-15    5.25598e-16    8.12128e-15
    1543.891580    8.19320e-15    5.03516e-16    8.12046e-15
    1543.928270    7.15682e-15    4.78595e-16    8.11965e-15
    1543.964960    9.18612e-15    5.35777e-16    8.11883e-15
    1544.001650    7.85434e-15    5.03769e-16    8.11801e-15
    1544.038340    8.00471e-15    4.97740e-16    8.11719e-15
    1544.075030    8.24290e-15    5.04825e-16    8.11638e-15
    1544.111720    8.10569e-15    5.02314e-16    8.11556e-15
    1544.148410    7.79723e-15    4.95334e-16    8.11474e-15
    1544.185100    7.77581e-15    4.90054e-16    8.11392e-15
    1544.221790    8.39628e-15    5.12088e-16    8.11310e-15
    1544.258480    7.42150e-15    4.81154e-16    8.11228e-15
    1544.295170    8.46231e-15    5.13112e-16    8.11145e-15
    1544.331860    7.01457e-15    4.82215e-16    8.11063e-15
    1544.368550    7.40821e-15    4.82307e-16    8.10981e-15
