H	H+	C+	C+2	C+3	N+	N+2	N+4	O	O+2	O+5	O+6	P+	Si+	Si+2	Si+3	Si+4
3.38856e+17	1.42200e+22	1.50114e+14	5.14787e+16	1.05567e+17	1.11156e+13	7.67158e+15	8.11462e+15	8.42384e+09	3.14485e+17	5.20448e+16	8.04367e+16	1.09771e+11	8.00013e+12	5.84409e+14	2.24768e+15	1.36429e+16
3.38845e+17	1.34913e+22	1.55259e+14	5.07758e+16	9.99383e+16	1.16010e+13	7.66956e+15	7.82141e+15	8.77357e+09	3.02047e+17	4.88214e+16	7.23469e+16	1.14727e+11	8.47195e+12	6.00435e+14	2.21421e+15	1.29501e+16
3.38876e+17	1.28013e+22	1.60517e+14	5.00902e+16	9.46392e+16	1.20936e+13	7.66626e+15	7.53209e+15	9.12402e+09	2.90109e+17	4.57279e+16	6.49647e+16	1.19834e+11	8.95962e+12	6.16331e+14	2.17987e+15	1.22918e+16
3.38869e+17	1.21462e+22	1.65882e+14	4.94087e+16	8.96186e+16	1.25946e+13	7.65936e+15	7.24576e+15	9.48346e+09	2.78581e+17	4.27627e+16	5.82436e+16	1.25083e+11	9.46142e+12	6.31886e+14	2.14365e+15	1.16628e+16
3.38852e+17	1.15234e+22	1.71281e+14	4.87188e+16	8.48629e+16	1.31019e+13	7.64854e+15	6.96288e+15	9.85329e+09	2.67433e+17	3.99256e+16	5.21334e+16	1.30384e+11	9.96800e+12	6.46734e+14	2.10595e+15	1.10613e+16
3.38878e+17	1.09338e+22	1.76829e+14	4.80478e+16	8.03839e+16	1.36217e+13	7.63632e+15	6.68403e+15	1.02328e+10	2.56755e+17	3.72168e+16	4.65899e+16	1.35882e+11	1.04903e+13	6.61430e+14	2.06764e+15	1.04916e+16
3.38868e+17	1.03741e+22	1.82436e+14	4.73770e+16	7.61367e+16	1.41455e+13	7.61994e+15	6.40955e+15	1.06240e+10	2.46440e+17	3.46379e+16	4.15720e+16	1.41502e+11	1.10214e+13	6.75534e+14	2.02759e+15	9.94834e+15
3.38853e+17	9.84165e+21	1.88043e+14	4.66979e+16	7.21126e+16	1.46712e+13	7.59920e+15	6.13945e+15	1.10250e+10	2.36472e+17	3.21859e+16	3.70298e+16	1.47176e+11	1.15528e+13	6.88783e+14	1.98631e+15	9.43023e+15
3.38844e+17	9.33699e+21	1.93715e+14	4.60279e+16	6.83083e+16	1.51994e+13	7.57543e+15	5.87421e+15	1.14358e+10	2.26893e+17	2.98599e+16	3.29329e+16	1.53028e+11	1.20942e+13	7.01587e+14	1.94410e+15	8.93909e+15
3.38871e+17	8.85975e+21	1.99502e+14	4.53710e+16	6.47209e+16	1.57415e+13	7.54978e+15	5.61464e+15	1.18685e+10	2.17714e+17	2.76594e+16	2.92464e+16	1.59068e+11	1.26440e+13	7.13952e+14	1.90148e+15	8.47516e+15
3.38856e+17	8.40561e+21	2.05266e+14	4.47030e+16	6.13129e+16	1.62851e+13	7.51913e+15	5.36005e+15	1.23177e+10	2.08838e+17	2.55796e+16	2.59299e+16	1.65165e+11	1.31888e+13	7.25282e+14	1.85759e+15	8.03318e+15
3.38850e+17	7.97509e+21	2.11055e+14	4.40389e+16	5.80875e+16	1.68314e+13	7.48504e+15	5.11127e+15	1.27853e+10	2.00303e+17	2.36195e+16	2.29550e+16	1.71428e+11	1.37365e+13	7.35959e+14	1.81305e+15	7.61489e+15
3.38874e+17	7.56694e+21	2.16879e+14	4.33810e+16	5.50329e+16	1.73801e+13	7.44776e+15	4.86794e+15	1.32760e+10	1.92112e+17	2.17738e+16	2.02874e+16	1.77889e+11	1.42881e+13	7.46020e+14	1.76791e+15	7.21962e+15
3.38865e+17	7.18003e+21	2.22686e+14	4.27195e+16	5.21419e+16	1.79352e+13	7.40678e+15	4.63186e+15	1.37922e+10	1.84229e+17	2.00449e+16	1.79072e+16	1.84469e+11	1.48334e+13	7.55190e+14	1.72243e+15	6.84583e+15
3.38854e+17	6.81260e+21	2.28479e+14	4.20534e+16	4.93965e+16	1.84946e+13	7.36187e+15	4.40139e+15	1.43387e+10	1.76640e+17	1.84229e+16	1.57816e+16	1.91166e+11	1.53696e+13	7.63351e+14	1.67641e+15	6.49180e+15
3.38846e+17	6.46456e+21	2.34334e+14	4.13915e+16	4.67943e+16	1.90664e+13	7.31396e+15	4.17740e+15	1.49238e+10	1.69360e+17	1.69065e+16	1.38885e+16	1.98088e+11	1.59051e+13	7.70851e+14	1.63016e+15	6.15800e+15
3.38877e+17	6.13506e+21	2.40188e+14	4.07335e+16	4.43299e+16	1.96425e+13	7.26328e+15	3.96032e+15	1.55468e+10	1.62381e+17	1.54921e+16	1.22049e+16	2.05233e+11	1.64365e+13	7.77630e+14	1.58395e+15	5.84379e+15
3.38870e+17	5.82153e+21	2.45883e+14	4.00643e+16	4.19850e+16	2.02068e+13	7.20728e+15	3.74990e+15	1.61928e+10	1.55639e+17	1.41749e+16	1.07091e+16	2.12480e+11	1.69521e+13	7.83262e+14	1.53727e+15	5.54626e+15
3.38850e+17	5.52417e+21	2.51617e+14	3.93913e+16	3.97569e+16	2.07889e+13	7.14800e+15	3.54602e+15	1.68961e+10	1.49164e+17	1.29502e+16	9.38415e+15	2.19894e+11	1.74530e+13	7.87908e+14	1.49067e+15	5.26551e+15
3.38851e+17	5.24261e+21	2.57270e+14	3.87201e+16	3.76452e+16	2.13679e+13	7.08566e+15	3.34958e+15	1.76373e+10	1.42955e+17	1.18152e+16	8.21230e+15	2.27545e+11	1.79454e+13	7.91815e+14	1.44436e+15	5.00168e+15
3.38847e+17	4.97554e+21	2.62929e+14	3.80462e+16	3.56378e+16	2.19597e+13	7.01984e+15	3.15998e+15	1.84358e+10	1.36992e+17	1.07641e+16	7.17747e+15	2.35419e+11	1.84248e+13	7.94859e+14	1.39828e+15	4.75319e+15
3.38845e+17	4.72242e+21	2.68522e+14	3.73710e+16	3.37308e+16	2.25538e+13	6.95084e+15	2.97752e+15	1.92912e+10	1.31273e+17	9.79245e+15	6.26451e+15	2.43533e+11	1.88906e+13	7.97072e+14	1.35254e+15	4.51951e+15
3.38874e+17	4.48226e+21	2.73970e+14	3.66928e+16	3.19201e+16	2.31406e+13	6.87850e+15	2.80208e+15	2.01962e+10	1.25783e+17	8.89562e+15	5.45979e+15	2.51870e+11	1.93393e+13	7.98439e+14	1.30748e+15	4.29978e+15
3.38845e+17	4.25437e+21	2.79376e+14	3.60073e+16	3.01956e+16	2.37387e+13	6.80232e+15	2.63386e+15	2.11708e+10	1.20498e+17	8.07059e+15	4.75343e+15	2.60388e+11	1.97653e+13	7.98752e+14	1.26265e+15	4.09244e+15
3.38865e+17	4.03825e+21	2.84750e+14	3.53204e+16	2.85571e+16	2.43485e+13	6.72338e+15	2.47238e+15	2.22258e+10	1.15437e+17	7.31169e+15	4.13302e+15	2.69186e+11	2.01745e+13	7.98339e+14	1.21874e+15	3.89775e+15
3.38860e+17	3.83332e+21	2.90003e+14	3.46304e+16	2.69988e+16	2.49563e+13	6.64131e+15	2.31797e+15	2.33502e+10	1.10579e+17	6.61551e+15	3.58934e+15	2.78235e+11	2.05640e+13	7.97102e+14	1.17550e+15	3.71459e+15
3.38872e+17	3.63923e+21	2.95194e+14	3.39413e+16	2.55184e+16	2.55691e+13	6.55666e+15	2.17067e+15	2.45573e+10	1.05926e+17	5.97830e+15	3.11360e+15	2.87632e+11	2.09404e+13	7.95293e+14	1.13315e+15	3.54263e+15
3.38868e+17	3.45450e+21	3.00164e+14	3.32417e+16	2.41076e+16	2.61751e+13	6.46779e+15	2.02990e+15	2.58446e+10	1.01441e+17	5.39537e+15	2.69765e+15	2.97174e+11	2.12864e+13	7.92434e+14	1.09152e+15	3.38027e+15
3.38847e+17	3.27965e+21	3.05033e+14	3.25444e+16	2.27677e+16	2.67801e+13	6.37684e+15	1.89605e+15	2.72181e+10	9.71486e+16	4.86286e+15	2.33458e+15	3.07079e+11	2.16184e+13	7.89078e+14	1.05094e+15	3.22784e+15
3.38845e+17	3.11376e+21	3.09933e+14	3.18446e+16	2.14925e+16	2.74096e+13	6.28335e+15	1.76858e+15	2.87180e+10	9.30327e+16	4.37744e+15	2.01823e+15	3.17295e+11	2.19283e+13	7.85029e+14	1.01141e+15	3.08420e+15
3.38871e+17	2.95619e+21	3.14588e+14	3.11412e+16	2.02802e+16	2.80258e+13	6.18695e+15	1.64750e+15	3.03144e+10	8.90802e+16	3.93570e+15	1.74276e+15	3.27782e+11	2.22160e+13	7.80339e+14	9.73049e+14	2.94887e+15
3.38844e+17	2.80682e+21	3.19160e+14	3.04375e+16	1.91272e+16	2.86473e+13	6.08811e+15	1.53287e+15	3.20256e+10	8.52891e+16	3.53461e+15	1.50336e+15	3.38609e+11	2.24851e+13	7.75096e+14	9.35648e+14	2.82123e+15
3.38848e+17	2.66516e+21	3.23583e+14	2.97334e+16	1.80324e+16	2.92690e+13	5.98710e+15	1.42446e+15	3.38633e+10	8.16546e+16	3.17067e+15	1.29550e+15	3.49777e+11	2.27347e+13	7.69366e+14	8.99559e+14	2.70087e+15
3.38853e+17	2.53043e+21	3.27741e+14	2.90259e+16	1.69913e+16	2.98761e+13	5.88346e+15	1.32184e+15	3.58246e+10	7.81642e+16	2.84044e+15	1.11485e+15	3.61198e+11	2.29615e+13	7.63093e+14	8.64707e+14	2.58702e+15
3.38854e+17	2.40269e+21	3.31920e+14	2.83196e+16	1.60014e+16	3.05070e+13	5.77784e+15	1.22502e+15	3.79521e+10	7.48164e+16	2.54198e+15	9.58591e+14	3.73016e+11	2.31710e+13	7.56408e+14	8.30988e+14	2.47922e+15
3.38877e+17	2.28119e+21	3.35868e+14	2.76100e+16	1.50600e+16	3.11256e+13	5.66938e+15	1.13373e+15	4.02150e+10	7.15915e+16	2.27123e+15	8.23010e+14	3.85101e+11	2.33572e+13	7.49123e+14	7.98214e+14	2.37686e+15
3.38853e+17	2.16605e+21	3.39614e+14	2.69036e+16	1.41681e+16	3.17402e+13	5.55985e+15	1.04800e+15	4.26485e+10	6.85113e+16	2.02802e+15	7.06226e+14	3.97531e+11	2.35285e+13	7.41690e+14	7.67062e+14	2.27994e+15
3.38871e+17	2.05714e+21	3.43297e+14	2.62054e+16	1.33239e+16	3.23629e+13	5.44985e+15	9.67670e+14	4.52700e+10	6.55730e+16	1.80891e+15	6.05337e+14	4.10455e+11	2.36917e+13	7.34204e+14	7.37318e+14	2.18825e+15
3.38845e+17	1.95347e+21	3.46793e+14	2.55062e+16	1.25205e+16	3.29816e+13	5.33764e+15	8.92145e+14	4.80816e+10	6.27476e+16	1.61159e+15	5.18279e+14	4.23726e+11	2.38396e+13	7.26448e+14	7.08670e+14	2.10063e+15
3.38858e+17	1.85504e+21	3.50045e+14	2.48098e+16	1.17599e+16	3.35894e+13	5.22432e+15	8.21427e+14	5.10973e+10	6.00393e+16	1.43412e+15	4.43184e+14	4.37268e+11	2.39695e+13	7.18452e+14	6.81467e+14	2.01695e+15
3.38873e+17	1.76163e+21	3.53209e+14	2.41179e+16	1.10388e+16	3.42091e+13	5.10982e+15	7.55360e+14	5.43527e+10	5.74433e+16	1.27495e+15	3.78618e+14	4.51240e+11	2.40910e+13	7.10384e+14	6.55392e+14	1.93698e+15
3.38847e+17	1.67294e+21	3.56141e+14	2.34306e+16	1.03557e+16	3.48141e+13	4.99436e+15	6.93695e+14	5.78245e+10	5.49549e+16	1.13212e+15	3.23078e+14	4.65512e+11	2.41995e+13	7.02190e+14	6.30487e+14	1.86029e+15
3.38864e+17	1.58879e+21	3.59003e+14	2.27498e+16	9.70935e+15	3.54303e+13	4.87848e+15	6.36337e+14	6.15816e+10	5.25736e+16	1.00407e+15	2.75323e+14	4.80187e+11	2.42986e+13	6.93978e+14	6.06929e+14	1.78658e+15
3.38868e+17	1.50869e+21	3.61634e+14	2.20721e+16	9.09679e+15	3.60408e+13	4.76120e+15	5.83073e+14	6.56176e+10	5.02850e+16	8.89198e+14	2.34320e+14	4.95126e+11	2.43868e+13	6.85662e+14	5.84377e+14	1.71550e+15
3.38851e+17	1.43281e+21	3.64111e+14	2.14036e+16	8.51849e+15	3.66466e+13	4.64391e+15	5.33779e+14	6.99434e+10	4.80976e+16	7.86536e+14	1.99215e+14	5.10475e+11	2.44717e+13	6.77478e+14	5.62977e+14	1.64703e+15
3.38864e+17	1.36057e+21	3.66350e+14	2.07400e+16	7.97147e+15	3.72442e+13	4.52592e+15	4.88078e+14	7.46008e+10	4.59968e+16	6.94931e+14	1.69122e+14	5.26004e+11	2.45447e+13	6.69202e+14	5.42721e+14	1.58061e+15
3.38849e+17	1.29204e+21	3.68433e+14	2.00858e+16	7.45481e+15	3.78371e+13	4.40796e+15	4.45835e+14	7.95949e+10	4.39871e+16	6.13392e+14	1.43404e+14	5.41885e+11	2.46152e+13	6.61055e+14	5.23451e+14	1.51633e+15
3.38854e+17	1.22707e+21	3.70416e+14	1.94421e+16	6.96796e+15	3.84368e+13	4.29052e+15	4.06882e+14	8.49805e+10	4.20659e+16	5.40969e+14	1.21477e+14	5.58147e+11	2.46868e+13	6.53128e+14	5.05223e+14	1.45396e+15
3.38866e+17	1.16524e+21	3.72272e+14	1.88055e+16	6.50780e+15	3.90418e+13	4.17282e+15	3.70919e+14	9.07951e+10	4.02199e+16	4.76625e+14	1.02779e+14	5.74596e+11	2.47500e+13	6.45154e+14	4.87878e+14	1.39310e+15
3.38851e+17	1.10664e+21	3.73908e+14	1.81801e+16	6.07526e+15	3.96346e+13	4.05582e+15	3.37870e+14	9.70085e+10	3.84540e+16	4.19624e+14	8.68811e+13	5.91243e+11	2.48111e+13	6.37320e+14	4.71431e+14	1.33392e+15
3.38867e+17	1.05086e+21	3.75369e+14	1.75635e+16	5.66711e+15	4.02264e+13	3.93913e+15	3.07405e+14	1.03725e+11	3.67607e+16	3.69012e+14	7.33291e+13	6.08048e+11	2.48703e+13	6.29586e+14	4.55855e+14	1.27601e+15
