#depth	Te	cC/dT	dt/dr	d^2T/dr^2
1.30463e+25	1.3331e+04	2.18e-37	-4.24e-22	-4.20e-47
1.40646e+25	1.2884e+04	1.74e-37	-4.75e-22	-5.37e-47
1.49429e+25	1.2442e+04	1.30e-37	-5.42e-22	-8.28e-47
1.56941e+25	1.2031e+04	9.00e-38	-5.98e-22	-8.07e-47
1.63401e+25	1.1623e+04	4.96e-38	-6.76e-22	-1.30e-46
1.68999e+25	1.1232e+04	1.07e-38	-7.57e-22	-1.56e-46
1.73803e+25	1.0850e+04	-2.78e-38	-8.59e-22	-2.30e-46
1.77923e+25	1.0480e+04	-6.54e-38	-9.75e-22	-3.05e-46
1.81429e+25	1.0119e+04	-1.03e-37	-1.12e-21	-4.51e-46
1.84396e+25	9.7686e+03	-1.40e-37	-1.29e-21	-6.39e-46
1.86883e+25	9.4348e+03	-1.76e-37	-1.47e-21	-7.93e-46
1.88976e+25	9.0995e+03	-2.13e-37	-1.75e-21	-1.42e-45
1.90719e+25	8.7770e+03	-2.49e-37	-2.06e-21	-2.02e-45
1.92139e+25	8.5362e+03	-2.77e-37	-1.89e-21	1.38e-45
1.93457e+25	8.3949e+03	-2.93e-37	-1.04e-21	6.22e-45
1.95019e+25	8.2007e+03	-3.15e-37	-1.10e-21	-3.38e-46
1.97020e+25	7.9261e+03	-3.47e-37	-1.23e-21	-5.71e-46
1.99107e+25	7.7276e+03	-3.71e-37	-1.02e-21	1.05e-45
2.01206e+25	7.4597e+03	-4.05e-37	-1.18e-21	-7.04e-46
2.03282e+25	7.2524e+03	-4.32e-37	-1.10e-21	4.62e-46
2.05218e+25	7.0072e+03	-4.66e-37	-1.24e-21	-7.04e-46
2.07060e+25	6.8006e+03	-4.95e-37	-1.22e-21	1.26e-46
2.08749e+25	6.5981e+03	-5.25e-37	-1.21e-21	5.25e-47
2.10409e+25	6.3651e+03	-5.61e-37	-1.42e-21	-1.30e-45
2.11902e+25	6.2093e+03	-5.86e-37	-1.16e-21	1.94e-45
2.13378e+25	5.9413e+03	-6.31e-37	-1.67e-21	-3.16e-45
2.14717e+25	5.8309e+03	-6.51e-37	-1.03e-21	5.93e-45
2.15947e+25	5.5910e+03	-6.94e-37	-1.73e-21	-4.98e-45
2.17128e+25	5.4743e+03	-7.16e-37	-1.20e-21	5.40e-45
2.18246e+25	5.2287e+03	-7.64e-37	-1.94e-21	-5.88e-45
2.19282e+25	5.1472e+03	-7.81e-37	-1.01e-21	1.16e-44
2.20210e+25	4.9282e+03	-8.26e-37	-2.09e-21	-1.03e-44
2.21089e+25	4.8824e+03	-8.37e-37	-6.47e-22	2.03e-44
2.21904e+25	4.6687e+03	-8.84e-37	-2.32e-21	-1.82e-44
2.22666e+25	4.6285e+03	-8.94e-37	-6.66e-22	2.74e-44
2.23360e+25	4.4535e+03	-9.35e-37	-2.23e-21	-1.99e-44
2.24053e+25	4.3824e+03	-9.52e-37	-1.19e-21	1.74e-44
2.24742e+25	4.2173e+03	-9.93e-37	-2.12e-21	-1.20e-44
2.25430e+25	4.1759e+03	-1.00e-36	-6.94e-22	2.39e-44
2.26116e+25	4.0132e+03	-1.05e-36	-2.10e-21	-1.81e-44
2.26791e+25	3.9796e+03	-1.06e-36	-5.85e-22	2.63e-44
2.27451e+25	3.8359e+03	-1.10e-36	-1.92e-21	-1.79e-44
2.28123e+25	3.7844e+03	-1.11e-36	-8.62e-22	1.78e-44
2.28811e+25	3.6589e+03	-1.15e-36	-1.61e-21	-9.67e-45
2.29540e+25	3.5983e+03	-1.16e-36	-8.92e-22	1.06e-44
2.30322e+25	3.4782e+03	-1.20e-36	-1.36e-21	-5.26e-45
2.31148e+25	3.4169e+03	-1.22e-36	-7.98e-22	7.28e-45
2.32032e+25	3.3014e+03	-1.26e-36	-1.16e-21	-3.58e-45
2.32960e+25	3.2437e+03	-1.28e-36	-6.73e-22	5.63e-45
2.33946e+25	3.1326e+03	-1.31e-36	-9.97e-22	-2.91e-45
2.34974e+25	3.0819e+03	-1.33e-36	-5.38e-22	4.87e-45
2.36058e+25	2.9789e+03	-1.36e-36	-8.41e-22	-2.47e-45
2.37228e+25	2.9200e+03	-1.38e-36	-5.29e-22	2.80e-45
2.38292e+25	2.8701e+03	-1.40e-36	-4.91e-22	3.73e-46
2.39459e+25	2.7823e+03	-1.43e-36	-6.66e-22	-1.32e-45
2.40718e+25	2.7307e+03	-1.45e-36	-4.30e-22	1.96e-45
2.42098e+25	2.6450e+03	-1.48e-36	-5.49e-22	-7.63e-46
2.43588e+25	2.5910e+03	-1.50e-36	-3.81e-22	1.19e-45
2.44944e+25	2.5483e+03	-1.52e-36	-3.30e-22	3.91e-46
2.46429e+25	2.4726e+03	-1.54e-36	-4.51e-22	-7.20e-46
2.48033e+25	2.4289e+03	-1.56e-36	-2.86e-22	1.08e-45
2.49791e+25	2.3520e+03	-1.59e-36	-3.87e-22	-5.12e-46
2.51688e+25	2.3042e+03	-1.61e-36	-2.64e-22	6.81e-46
2.53415e+25	2.2655e+03	-1.62e-36	-2.35e-22	1.80e-46
2.55307e+25	2.1993e+03	-1.64e-36	-3.10e-22	-3.52e-46
2.57350e+25	2.1589e+03	-1.66e-36	-2.07e-22	5.27e-46
2.59588e+25	2.0930e+03	-1.68e-36	-2.61e-22	-2.10e-46
2.62004e+25	2.0524e+03	-1.69e-36	-1.76e-22	3.66e-46
2.64652e+25	1.9880e+03	-1.71e-36	-2.15e-22	-1.30e-46
2.67511e+25	1.9486e+03	-1.72e-36	-1.44e-22	2.60e-46
2.70112e+25	1.9172e+03	-1.73e-36	-1.27e-22	7.13e-47
2.72963e+25	1.8642e+03	-1.74e-36	-1.64e-22	-1.17e-46
2.76040e+25	1.8345e+03	-1.74e-36	-1.01e-22	2.15e-46
2.79412e+25	1.7854e+03	-1.75e-36	-1.29e-22	-7.24e-47
2.83053e+25	1.7611e+03	-1.75e-36	-6.99e-23	1.70e-46
2.87042e+25	1.7197e+03	-1.75e-36	-9.19e-23	-4.87e-47
2.91349e+25	1.7003e+03	-1.75e-36	-4.74e-23	1.08e-46
2.95419e+25	1.6978e+03	-1.75e-36	-6.12e-24	1.02e-46
3.00060e+25	1.6789e+03	-1.75e-36	-3.60e-23	-5.70e-47
3.04969e+25	1.7145e+03	-1.75e-36	7.79e-23	2.49e-46
3.09180e+25	1.7612e+03	-1.74e-36	1.21e-22	1.12e-46
3.12996e+25	1.8109e+03	-1.72e-36	1.32e-22	2.79e-47
3.16949e+25	1.8754e+03	-1.70e-36	1.56e-22	5.94e-47
3.20812e+25	1.9812e+03	-1.66e-36	2.94e-22	3.82e-46
3.23624e+25	2.1350e+03	-1.61e-36	7.60e-22	2.31e-45
3.25142e+25	2.2517e+03	-1.57e-36	1.15e-21	3.88e-45
3.25941e+25	2.3196e+03	-1.54e-36	1.16e-21	1.04e-46
3.26534e+25	2.3395e+03	-1.53e-36	3.32e-22	-1.38e-44
3.27224e+25	2.3610e+03	-1.52e-36	2.76e-22	-7.16e-46
3.28122e+25	2.4008e+03	-1.50e-36	3.92e-22	1.14e-45
3.29289e+25	2.4479e+03	-1.48e-36	3.57e-22	-2.62e-46
3.30805e+25	2.5172e+03	-1.45e-36	4.04e-22	2.75e-46
3.32597e+25	2.6333e+03	-1.40e-36	6.21e-22	1.16e-45
3.34166e+25	2.8196e+03	-1.33e-36	1.47e-21	6.64e-45
3.35120e+25	2.9827e+03	-1.27e-36	2.57e-21	1.73e-44
3.35612e+25	3.0729e+03	-1.24e-36	2.59e-21	5.79e-46
3.35964e+25	3.0991e+03	-1.23e-36	7.36e-22	-5.19e-44
3.36374e+25	3.1451e+03	-1.21e-36	9.94e-22	5.57e-45
3.36907e+25	3.1737e+03	-1.20e-36	4.75e-22	-8.62e-45
3.37600e+25	3.2500e+03	-1.17e-36	9.75e-22	6.38e-45
3.38491e+25	3.3397e+03	-1.13e-36	8.96e-22	-7.88e-46
3.39551e+25	3.4813e+03	-1.08e-36	1.27e-21	3.32e-45
3.40522e+25	3.6929e+03	-1.01e-36	2.57e-21	1.58e-44
3.41150e+25	3.8636e+03	-9.59e-37	3.95e-21	3.22e-44
3.41513e+25	3.9623e+03	-9.27e-37	3.37e-21	-2.00e-44
3.41836e+25	3.9978e+03	-9.15e-37	1.00e-21	-6.70e-44
3.42242e+25	4.0361e+03	-9.00e-37	8.35e-22	-3.68e-45
3.42769e+25	4.1301e+03	-8.69e-37	1.58e-21	1.24e-44
3.43455e+25	4.2174e+03	-8.38e-37	1.12e-21	-5.84e-45
3.44347e+25	4.3363e+03	-7.97e-37	1.18e-21	5.46e-46
3.45402e+25	4.5047e+03	-7.41e-37	1.53e-21	3.15e-45
3.46396e+25	4.7095e+03	-6.76e-37	2.31e-21	8.90e-45
3.47144e+25	4.8663e+03	-6.27e-37	2.57e-21	4.17e-45
3.47733e+25	4.9569e+03	-5.98e-37	1.59e-21	-1.71e-44
3.48387e+25	4.9996e+03	-5.80e-37	5.78e-22	-1.38e-44
3.49236e+25	5.1029e+03	-5.45e-37	1.08e-21	5.18e-45
3.50341e+25	5.2021e+03	-5.08e-37	7.95e-22	-2.25e-45
3.51776e+25	5.3225e+03	-4.64e-37	7.42e-22	-3.26e-46
3.53643e+25	5.4622e+03	-4.11e-37	6.62e-22	-3.79e-46
3.55936e+25	5.6271e+03	-3.48e-37	6.66e-22	1.75e-47
3.58440e+25	5.7924e+03	-2.85e-37	6.52e-22	-5.50e-47
3.61039e+25	5.9249e+03	-2.31e-37	4.97e-22	-5.82e-46
3.64103e+25	6.0170e+03	-1.86e-37	2.66e-22	-6.69e-46
3.68085e+25	6.0718e+03	-1.47e-37	1.22e-22	-3.20e-46
3.73263e+25	6.1257e+03	-1.06e-37	9.22e-23	-5.02e-47
3.79993e+25	6.1217e+03	-7.86e-38	-5.35e-24	-1.28e-46
3.88743e+25	6.0212e+03	-7.72e-38	-1.02e-22	-9.73e-47
4.00117e+25	5.8009e+03	-1.12e-37	-1.71e-22	-5.43e-47
4.11625e+25	5.5687e+03	-1.60e-37	-2.29e-22	-5.64e-47
4.20358e+25	5.3397e+03	-2.18e-37	-3.13e-22	-1.16e-46
4.26568e+25	5.1467e+03	-2.72e-37	-3.77e-22	-1.26e-46
4.31170e+25	4.9570e+03	-3.26e-37	-4.64e-22	-2.11e-46
4.34818e+25	4.7723e+03	-3.80e-37	-5.76e-22	-3.51e-46
4.37663e+25	4.6009e+03	-4.31e-37	-6.90e-22	-4.57e-46
4.39906e+25	4.4284e+03	-4.82e-37	-8.62e-22	-8.62e-46
4.41677e+25	4.2610e+03	-5.33e-37	-1.09e-21	-1.45e-45
4.43036e+25	4.0995e+03	-5.81e-37	-1.37e-21	-2.43e-45
4.44073e+25	3.9241e+03	-6.34e-37	-1.96e-21	-6.53e-45
4.44821e+25	3.8370e+03	-6.60e-37	-1.45e-21	8.48e-45
4.45513e+25	3.2735e+03	-8.25e-37	-7.21e-21	-7.37e-44
4.46100e+25	3.4795e+03	-7.65e-37	5.27e-21	3.19e-43
4.46549e+25	3.0659e+03	-8.85e-37	-8.14e-21	-2.64e-43
4.47134e+25	2.9016e+03	-9.32e-37	-2.49e-21	8.55e-44
4.47765e+25	2.8045e+03	-9.60e-37	-1.62e-21	1.45e-44
4.48339e+25	2.7344e+03	-9.80e-37	-1.28e-21	6.12e-45
4.48862e+25	2.6733e+03	-9.98e-37	-1.23e-21	1.09e-45
4.49337e+25	2.6250e+03	-1.01e-36	-1.07e-21	3.54e-45
4.49858e+25	2.5434e+03	-1.03e-36	-1.39e-21	-5.43e-45
4.50421e+25	2.4993e+03	-1.05e-36	-8.22e-22	1.05e-44
4.51037e+25	2.4157e+03	-1.07e-36	-1.20e-21	-5.42e-45
4.51703e+25	2.3708e+03	-1.08e-36	-7.09e-22	7.74e-45
4.52432e+25	2.2932e+03	-1.11e-36	-9.41e-22	-2.81e-45
4.53219e+25	2.2498e+03	-1.12e-36	-5.78e-22	4.83e-45
4.54082e+25	2.1762e+03	-1.14e-36	-7.55e-22	-1.81e-45
4.55013e+25	2.1338e+03	-1.15e-36	-4.78e-22	3.13e-45
4.56034e+25	2.0632e+03	-1.17e-36	-6.13e-22	-1.17e-45
4.57136e+25	2.0212e+03	-1.18e-36	-3.99e-22	2.03e-45
4.58138e+25	1.9870e+03	-1.19e-36	-3.58e-22	4.28e-46
4.59237e+25	1.9329e+03	-1.21e-36	-4.36e-22	-6.27e-46
4.60423e+25	1.9000e+03	-1.22e-36	-2.91e-22	1.28e-45
4.61723e+25	1.8456e+03	-1.23e-36	-3.70e-22	-5.38e-46
4.63126e+25	1.8114e+03	-1.24e-36	-2.56e-22	8.53e-46
4.64664e+25	1.7564e+03	-1.25e-36	-3.16e-22	-3.47e-46
4.66324e+25	1.7195e+03	-1.26e-36	-2.33e-22	5.28e-46
4.67834e+25	1.6890e+03	-1.27e-36	-2.12e-22	1.45e-46
4.69490e+25	1.6398e+03	-1.28e-36	-2.63e-22	-2.73e-46
4.71277e+25	1.6080e+03	-1.28e-36	-1.87e-22	4.48e-46
4.73235e+25	1.5586e+03	-1.29e-36	-2.23e-22	-1.64e-46
4.75349e+25	1.5257e+03	-1.29e-36	-1.63e-22	2.99e-46
4.77273e+25	1.4979e+03	-1.30e-36	-1.52e-22	6.00e-47
4.79381e+25	1.4542e+03	-1.30e-36	-1.83e-22	-1.31e-46
4.81656e+25	1.4252e+03	-1.30e-36	-1.34e-22	2.28e-46
4.83727e+25	1.4004e+03	-1.31e-36	-1.25e-22	4.34e-47
4.85997e+25	1.3622e+03	-1.31e-36	-1.49e-22	-9.28e-47
4.88447e+25	1.3363e+03	-1.31e-36	-1.11e-22	1.64e-46
4.91131e+25	1.2977e+03	-1.30e-36	-1.27e-22	-5.35e-47
4.94030e+25	1.2710e+03	-1.30e-36	-9.68e-23	1.10e-46
4.96667e+25	1.2483e+03	-1.30e-36	-9.01e-23	2.66e-47
4.99557e+25	1.2149e+03	-1.29e-36	-1.02e-22	-3.73e-47
5.02677e+25	1.1913e+03	-1.28e-36	-7.93e-23	7.73e-47
5.06097e+25	1.1579e+03	-1.27e-36	-8.66e-23	-1.87e-47
5.09788e+25	1.1337e+03	-1.27e-36	-6.87e-23	5.09e-47
5.13146e+25	1.1134e+03	-1.26e-36	-6.36e-23	1.59e-47
5.16827e+25	1.0847e+03	-1.24e-36	-6.90e-23	-1.31e-47
5.20801e+25	1.0636e+03	-1.23e-36	-5.56e-23	3.56e-47
5.25155e+25	1.0351e+03	-1.21e-36	-5.80e-23	-4.96e-48
5.29856e+25	1.0136e+03	-1.20e-36	-4.79e-23	2.25e-47
5.34133e+25	9.9544e+02	-1.19e-36	-4.46e-23	8.20e-48
5.38821e+25	9.7000e+02	-1.17e-36	-4.80e-23	-6.49e-48
5.43881e+25	9.5082e+02	-1.15e-36	-3.98e-23	1.71e-47
5.48486e+25	9.3476e+02	-1.13e-36	-3.66e-23	7.26e-48
5.53533e+25	9.1324e+02	-1.11e-36	-3.77e-23	-2.02e-48
5.58981e+25	8.9676e+02	-1.09e-36	-3.17e-23	1.16e-47
5.64950e+25	8.7556e+02	-1.07e-36	-3.14e-23	4.87e-49
5.71395e+25	8.5904e+02	-1.05e-36	-2.69e-23	7.35e-48
5.78457e+25	8.3852e+02	-1.02e-36	-2.57e-23	1.50e-48
5.86081e+25	8.2232e+02	-9.98e-37	-2.23e-23	4.66e-48
5.94436e+25	8.0283e+02	-9.68e-37	-2.06e-23	1.78e-48
6.03455e+25	7.8732e+02	-9.44e-37	-1.80e-23	3.01e-48
6.13338e+25	7.6926e+02	-9.13e-37	-1.62e-23	1.68e-48
6.24008e+25	7.5495e+02	-8.90e-37	-1.41e-23	2.06e-48
6.35700e+25	7.3873e+02	-8.61e-37	-1.23e-23	1.36e-48
6.48323e+25	7.2614e+02	-8.40e-37	-1.05e-23	1.50e-48
6.62155e+25	7.1244e+02	-8.16e-37	-8.76e-24	1.10e-48
6.80136e+25	6.9836e+02	-7.94e-37	-6.93e-24	9.01e-49
6.99548e+25	6.8904e+02	-7.88e-37	-5.04e-24	1.02e-48
7.19949e+25	6.8138e+02	-7.88e-37	-3.44e-24	7.19e-49
7.40301e+25	6.7940e+02	-8.08e-37	-1.07e-24	1.28e-48
7.57112e+25	6.7962e+02	-8.31e-37	1.41e-25	7.98e-49
7.71098e+25	6.8163e+02	-8.56e-37	1.58e-24	1.13e-48
7.82868e+25	6.8496e+02	-8.83e-37	3.09e-24	1.40e-48
7.92873e+25	6.8766e+02	-9.05e-37	2.93e-24	-1.74e-49
8.01443e+25	6.9060e+02	-9.26e-37	3.71e-24	9.84e-49
8.08829e+25	6.9363e+02	-9.45e-37	4.42e-24	1.04e-48
8.15230e+25	6.9656e+02	-9.63e-37	4.92e-24	8.46e-49
8.20802e+25	6.9935e+02	-9.79e-37	5.38e-24	8.86e-49
8.25673e+25	7.0163e+02	-9.93e-37	5.01e-24	-8.31e-49
8.29943e+25	7.0456e+02	-1.01e-36	7.33e-24	5.81e-48
8.33701e+25	7.0666e+02	-1.02e-36	5.98e-24	-3.83e-48
8.37015e+25	7.0862e+02	-1.03e-36	6.32e-24	1.09e-48
8.39945e+25	7.1052e+02	-1.04e-36	6.89e-24	2.10e-48
8.42617e+25	7.1227e+02	-1.05e-36	6.74e-24	-5.83e-49
8.45195e+25	7.1380e+02	-1.06e-36	5.99e-24	-2.95e-48
8.47741e+25	7.1557e+02	-1.06e-36	6.99e-24	3.98e-48
8.50256e+25	7.1714e+02	-1.07e-36	6.27e-24	-2.89e-48
8.52740e+25	7.1887e+02	-1.08e-36	7.01e-24	2.99e-48
8.55194e+25	7.2047e+02	-1.09e-36	6.57e-24	-1.79e-48
8.57618e+25	7.2225e+02	-1.10e-36	7.39e-24	3.41e-48
8.60014e+25	7.2388e+02	-1.10e-36	6.82e-24	-2.41e-48
8.62381e+25	7.2573e+02	-1.11e-36	7.86e-24	4.43e-48
8.63894e+25	7.2788e+02	-1.12e-36	3.19e-23	3.56e-46
8.63894e+25	7.2788e+02	-1.12e-36	3.19e-23	0.00e+00
1.26557e+22	1.7716e+04	7.15e-37
7.59343e+22	1.7356e+04	6.77e-37	-3.55e-21
1.99930e+23	1.7197e+04	6.65e-37	-1.09e-21	1.68e-44
5.10248e+23	1.6765e+04	6.21e-37	-9.10e-22	3.77e-46
1.02352e+24	1.6570e+04	6.01e-37	-3.53e-22	1.01e-45
1.65908e+24	1.6355e+04	5.78e-37	-2.99e-22	7.50e-47
2.48530e+24	1.6070e+04	5.46e-37	-3.06e-22	-7.41e-48
3.55938e+24	1.5699e+04	5.05e-37	-3.05e-22	8.50e-49
4.93885e+24	1.5209e+04	4.51e-37	-3.17e-22	-7.96e-48
6.43048e+24	1.4748e+04	3.99e-37	-3.21e-22	-2.45e-48
7.83954e+24	1.4258e+04	3.44e-37	-3.55e-22	-2.52e-47
9.13106e+24	1.3788e+04	2.92e-37	-3.91e-22	-2.93e-47
1.02621e+25	1.3325e+04	2.41e-37	-4.37e-22	-4.38e-47
1.12487e+25	1.2876e+04	1.93e-37	-4.91e-22	-5.84e-47
1.20998e+25	1.2443e+04	1.45e-37	-5.50e-22	-7.59e-47
1.28328e+25	1.2015e+04	9.87e-38	-6.31e-22	-1.19e-46
1.34577e+25	1.1620e+04	5.55e-38	-6.92e-22	-1.07e-46
1.39954e+25	1.1223e+04	1.19e-38	-7.87e-22	-1.89e-46
1.44612e+25	1.0846e+04	-3.01e-38	-8.82e-22	-2.22e-46
1.48594e+25	1.0474e+04	-7.19e-38	-1.01e-21	-3.43e-46
1.51995e+25	1.0117e+04	-1.13e-37	-1.15e-21	-4.39e-46
1.54877e+25	9.7651e+03	-1.53e-37	-1.33e-21	-6.88e-46
1.57305e+25	9.4355e+03	-1.92e-37	-1.49e-21	-7.52e-46
1.59356e+25	9.0982e+03	-2.33e-37	-1.78e-21	-1.51e-45
1.61070e+25	8.7840e+03	-2.72e-37	-2.05e-21	-1.75e-45
1.62480e+25	8.5357e+03	-3.04e-37	-1.93e-21	9.17e-46
1.63786e+25	8.3937e+03	-3.22e-37	-1.07e-21	6.49e-45
1.65312e+25	8.1942e+03	-3.46e-37	-1.16e-21	-5.05e-46
1.67236e+25	7.9228e+03	-3.81e-37	-1.28e-21	-5.66e-46
1.69228e+25	7.7281e+03	-4.07e-37	-1.05e-21	1.24e-45
1.71266e+25	7.4443e+03	-4.47e-37	-1.28e-21	-1.06e-45
1.73244e+25	7.2606e+03	-4.73e-37	-1.05e-21	1.31e-45
1.75149e+25	6.9760e+03	-5.16e-37	-1.38e-21	-1.56e-45
1.76943e+25	6.8168e+03	-5.41e-37	-1.05e-21	2.17e-45
1.78679e+25	6.5179e+03	-5.90e-37	-1.53e-21	-2.48e-45
1.80293e+25	6.3924e+03	-6.11e-37	-9.83e-22	4.29e-45
1.81762e+25	6.1172e+03	-6.60e-37	-1.66e-21	-4.07e-45
1.83146e+25	6.0058e+03	-6.81e-37	-1.01e-21	5.89e-45
1.84419e+25	5.7473e+03	-7.30e-37	-1.80e-21	-5.49e-45
1.85618e+25	5.6523e+03	-7.49e-37	-9.89e-22	8.41e-45
1.86722e+25	5.4085e+03	-7.99e-37	-1.95e-21	-7.73e-45
1.87761e+25	5.3224e+03	-8.18e-37	-1.04e-21	1.11e-44
1.88716e+25	5.1162e+03	-8.64e-37	-1.91e-21	-8.09e-45
1.89658e+25	5.0114e+03	-8.88e-37	-1.30e-21	7.54e-45
1.90582e+25	4.7926e+03	-9.40e-37	-2.09e-21	-7.56e-45
1.91448e+25	4.7299e+03	-9.56e-37	-9.14e-22	1.72e-44
1.92237e+25	4.5397e+03	-1.00e-36	-2.13e-21	-1.36e-44
1.93003e+25	4.4746e+03	-1.02e-36	-1.02e-21	1.74e-44
1.93738e+25	4.2963e+03	-1.07e-36	-2.15e-21	-1.36e-44
1.94454e+25	4.2551e+03	-1.08e-36	-6.86e-22	2.43e-44
1.95144e+25	4.0891e+03	-1.13e-36	-2.13e-21	-1.85e-44
1.95823e+25	4.0525e+03	-1.14e-36	-6.34e-22	2.59e-44
1.96486e+25	3.8985e+03	-1.18e-36	-2.05e-21	-1.89e-44
1.97146e+25	3.8633e+03	-1.20e-36	-6.18e-22	2.52e-44
1.97801e+25	3.7316e+03	-1.24e-36	-1.78e-21	-1.57e-44
1.98486e+25	3.6707e+03	-1.26e-36	-9.68e-22	1.29e-44
1.99210e+25	3.5533e+03	-1.29e-36	-1.44e-21	-5.71e-45
1.99990e+25	3.4859e+03	-1.32e-36	-9.07e-22	7.12e-45
2.00844e+25	3.3631e+03	-1.36e-36	-1.27e-21	-3.79e-45
2.01723e+25	3.3151e+03	-1.38e-36	-6.04e-22	8.42e-45
2.02635e+25	3.2036e+03	-1.42e-36	-1.08e-21	-4.63e-45
2.03595e+25	3.1480e+03	-1.44e-36	-6.26e-22	5.12e-45
2.04617e+25	3.0415e+03	-1.48e-36	-9.22e-22	-2.56e-45
2.05689e+25	2.9906e+03	-1.50e-36	-5.15e-22	4.11e-45
2.06828e+25	2.8909e+03	-1.53e-36	-7.74e-22	-2.02e-45
2.08057e+25	2.8332e+03	-1.56e-36	-4.92e-22	2.41e-45
2.09175e+25	2.7851e+03	-1.58e-36	-4.51e-22	3.85e-46
2.10401e+25	2.7012e+03	-1.61e-36	-6.06e-22	-1.12e-45
2.11724e+25	2.6508e+03	-1.63e-36	-4.00e-22	1.64e-45
2.13174e+25	2.5659e+03	-1.66e-36	-5.18e-22	-7.19e-46
2.14740e+25	2.5149e+03	-1.68e-36	-3.42e-22	1.17e-45
2.16164e+25	2.4725e+03	-1.70e-36	-3.12e-22	2.21e-46
2.17725e+25	2.3994e+03	-1.73e-36	-4.14e-22	-5.78e-46
2.19410e+25	2.3561e+03	-1.75e-36	-2.70e-22	9.02e-46
2.21257e+25	2.2814e+03	-1.77e-36	-3.58e-22	-4.22e-46
2.23250e+25	2.2369e+03	-1.79e-36	-2.34e-22	6.48e-46
2.25435e+25	2.1644e+03	-1.82e-36	-2.94e-22	-2.39e-46
2.27793e+25	2.1201e+03	-1.83e-36	-1.97e-22	4.29e-46
2.29939e+25	2.0840e+03	-1.85e-36	-1.77e-22	9.99e-47
2.32291e+25	2.0228e+03	-1.86e-36	-2.30e-22	-2.01e-46
2.34830e+25	1.9870e+03	-1.88e-36	-1.48e-22	3.39e-46
2.37612e+25	1.9286e+03	-1.89e-36	-1.86e-22	-1.19e-46
2.40615e+25	1.8958e+03	-1.90e-36	-1.15e-22	2.48e-46
2.43906e+25	1.8423e+03	-1.91e-36	-1.44e-22	-7.87e-47
2.47460e+25	1.8156e+03	-1.92e-36	-7.87e-23	1.93e-46
2.51353e+25	1.7708e+03	-1.92e-36	-1.02e-22	-5.28e-47
2.55556e+25	1.7530e+03	-1.92e-36	-4.43e-23	1.44e-46
2.59500e+25	1.7355e+03	-1.92e-36	-4.52e-23	-2.32e-48
2.63963e+25	1.7181e+03	-1.92e-36	-3.44e-23	2.14e-47
2.68673e+25	1.7647e+03	-1.91e-36	1.07e-22	3.23e-46
2.72697e+25	1.8148e+03	-1.90e-36	1.36e-22	8.02e-47
2.76349e+25	1.8653e+03	-1.88e-36	1.39e-22	8.22e-48
2.80173e+25	1.9309e+03	-1.85e-36	1.63e-22	5.97e-47
2.83958e+25	2.0428e+03	-1.81e-36	3.15e-22	4.28e-46
2.86705e+25	2.2098e+03	-1.74e-36	8.59e-22	2.80e-45
2.88164e+25	2.3327e+03	-1.69e-36	1.26e-21	4.16e-45
2.88927e+25	2.4047e+03	-1.66e-36	1.30e-21	6.67e-46
2.89481e+25	2.4255e+03	-1.65e-36	3.75e-22	-1.67e-44
2.90119e+25	2.4473e+03	-1.64e-36	3.02e-22	-1.01e-45
2.90948e+25	2.4716e+03	-1.62e-36	2.59e-22	-4.56e-46
2.92026e+25	2.5325e+03	-1.59e-36	5.00e-22	1.98e-45
2.93395e+25	2.6030e+03	-1.56e-36	4.64e-22	-2.38e-46
2.94997e+25	2.7103e+03	-1.51e-36	6.37e-22	1.03e-45
2.96477e+25	2.8824e+03	-1.43e-36	1.35e-21	5.58e-45
2.97435e+25	3.0533e+03	-1.37e-36	2.67e-21	2.06e-44
2.97927e+25	3.1474e+03	-1.33e-36	2.74e-21	2.08e-45
2.98272e+25	3.1778e+03	-1.32e-36	8.83e-22	-5.38e-44
2.98668e+25	3.2093e+03	-1.31e-36	7.02e-22	-4.05e-45
2.99184e+25	3.2674e+03	-1.28e-36	9.97e-22	5.07e-45
2.99854e+25	3.3251e+03	-1.26e-36	7.61e-22	-3.12e-45
3.00726e+25	3.4165e+03	-1.22e-36	9.28e-22	1.70e-45
3.01770e+25	3.5556e+03	-1.16e-36	1.26e-21	3.00e-45
3.02746e+25	3.7673e+03	-1.09e-36	2.50e-21	1.47e-44
3.03395e+25	3.9437e+03	-1.03e-36	3.90e-21	3.10e-44
3.03773e+25	4.0391e+03	-9.94e-37	3.15e-21	-2.49e-44
3.04117e+25	4.0747e+03	-9.79e-37	9.23e-22	-5.78e-44
3.04560e+25	4.1417e+03	-9.54e-37	1.34e-21	8.31e-45
3.05135e+25	4.1796e+03	-9.37e-37	5.82e-22	-1.16e-44
3.05883e+25	4.3191e+03	-8.87e-37	1.65e-21	1.26e-44
3.06699e+25	4.4633e+03	-8.35e-37	1.84e-21	2.36e-45
3.07456e+25	4.5982e+03	-7.87e-37	1.85e-21	1.87e-46
3.08193e+25	4.7116e+03	-7.45e-37	1.52e-21	-4.41e-45
3.09031e+25	4.8183e+03	-7.05e-37	1.15e-21	-4.01e-45
3.10099e+25	4.9314e+03	-6.61e-37	9.36e-22	-1.75e-45
3.11489e+25	5.0718e+03	-6.06e-37	8.94e-22	-2.65e-46
