H	H+	C+	C+2	C+3	N+2	N+4	O	O+2	O+5	O+6	Si+	Si+2	Si+3	Si+4
3.01994e+16	1.14289e+21	3.03980e+12	5.01799e+14	1.67649e+15	7.53596e+13	1.24983e+15	1.53191e+07	2.68466e+14	1.32576e+16	1.78851e+16	2.12479e+09	1.06061e+11	5.18386e+11	4.82081e+13
3.01993e+16	1.08202e+21	3.28363e+12	5.27481e+14	1.69582e+15	7.98508e+13	1.22615e+15	1.70872e+07	2.85053e+14	1.25074e+16	1.60969e+16	2.51031e+09	1.22643e+11	5.79998e+11	5.11158e+13
3.01994e+16	1.02450e+21	3.54242e+12	5.53707e+14	1.71311e+15	8.44929e+13	1.20080e+15	1.90516e+07	3.02224e+14	1.17745e+16	1.44605e+16	2.95985e+09	1.41585e+11	6.47937e+11	5.41191e+13
3.01993e+16	9.70199e+20	3.81715e+12	5.80456e+14	1.72834e+15	8.92834e+13	1.17390e+15	2.12376e+07	3.19970e+14	1.10612e+16	1.29673e+16	3.48310e+09	1.63186e+11	7.22684e+11	5.72132e+13
3.01993e+16	9.18908e+20	4.10848e+12	6.07674e+14	1.74135e+15	9.42196e+13	1.14552e+15	2.36718e+07	3.38285e+14	1.03691e+16	1.16075e+16	4.09086e+09	1.87772e+11	8.04739e+11	6.03922e+13
3.01993e+16	8.70425e+20	4.41651e+12	6.35320e+14	1.75224e+15	9.92831e+13	1.11582e+15	2.63714e+07	3.57105e+14	9.69994e+15	1.03715e+16	4.79525e+09	2.15715e+11	8.94767e+11	6.36544e+13
3.01993e+16	8.24575e+20	4.74177e+12	6.63312e+14	1.76089e+15	1.04463e+14	1.08488e+15	2.93698e+07	3.76399e+14	9.05502e+15	9.25017e+15	5.61003e+09	2.47420e+11	9.93355e+11	6.69930e+13
3.01993e+16	7.81181e+20	5.08409e+12	6.91570e+14	1.76730e+15	1.09739e+14	1.05285e+15	3.26908e+07	3.96088e+14	8.43538e+15	8.23498e+15	6.55042e+09	2.83335e+11	1.10120e+12	7.04027e+13
3.01993e+16	7.40157e+20	5.44490e+12	7.20077e+14	1.77143e+15	1.15112e+14	1.01985e+15	3.63809e+07	4.16196e+14	7.84210e+15	7.31842e+15	7.63387e+09	3.23949e+11	1.21886e+12	7.38750e+13
3.01994e+16	7.01287e+20	5.82212e+12	7.48671e+14	1.77324e+15	1.20544e+14	9.86013e+14	4.04464e+07	4.36596e+14	7.27552e+15	6.49178e+15	8.87796e+09	3.69771e+11	1.34724e+12	7.74043e+13
3.01994e+16	6.64546e+20	6.21935e+12	7.77393e+14	1.77276e+15	1.26046e+14	9.51501e+14	4.49800e+07	4.57357e+14	6.73621e+15	5.74850e+15	1.03062e+10	4.21433e+11	1.48679e+12	8.09790e+13
3.01993e+16	6.29798e+20	6.63608e+12	8.06140e+14	1.76994e+15	1.31597e+14	9.16439e+14	5.00155e+07	4.78400e+14	6.22444e+15	5.08188e+15	1.19415e+10	4.79546e+11	1.63822e+12	8.45885e+13
3.01994e+16	5.96856e+20	7.06920e+12	8.34719e+14	1.76482e+15	1.37151e+14	8.80970e+14	5.55611e+07	4.99586e+14	5.74030e+15	4.48439e+15	1.38074e+10	5.44782e+11	1.80271e+12	8.82291e+13
3.01994e+16	5.65707e+20	7.52333e+12	8.63178e+14	1.75735e+15	1.42725e+14	8.45248e+14	6.17467e+07	5.20975e+14	5.28353e+15	3.95085e+15	1.59362e+10	6.17940e+11	1.98048e+12	9.18817e+13
3.01994e+16	5.36191e+20	7.99486e+12	8.91315e+14	1.74759e+15	1.48274e+14	8.09413e+14	6.85867e+07	5.42443e+14	4.85357e+15	3.47469e+15	1.83562e+10	6.99795e+11	2.17274e+12	9.55408e+13
3.01994e+16	5.08249e+20	8.48524e+12	9.19090e+14	1.73554e+15	1.53790e+14	7.73599e+14	7.61750e+07	5.63970e+14	4.45019e+15	3.05095e+15	2.11028e+10	7.91225e+11	2.38007e+12	9.91909e+13
3.01994e+16	4.81787e+20	8.99328e+12	9.46380e+14	1.72124e+15	1.59248e+14	7.37935e+14	8.45748e+07	5.85490e+14	4.07276e+15	2.67460e+15	2.42119e+10	8.93137e+11	2.60336e+12	1.02820e+14
3.01994e+16	4.56734e+20	9.52054e+12	9.73124e+14	1.70473e+15	1.64635e+14	7.02549e+14	9.39222e+07	6.06977e+14	3.72030e+15	2.34093e+15	2.77272e+10	1.00660e+12	2.84323e+12	1.06413e+14
3.01994e+16	4.33003e+20	1.00657e+13	9.99170e+14	1.68604e+15	1.69922e+14	6.67565e+14	1.04318e+08	6.28349e+14	3.39225e+15	2.04560e+15	3.16935e+10	1.13273e+12	3.10062e+12	1.09960e+14
