H	H+	C+	C+2	C+3	N+	N+2	N+4	O	O+2	O+5	O+6	P+	Si+	Si+2	Si+3	Si+4	Fe+	Al+
4.16869e+13	1.32657e+18	3.54206e+09	4.79874e+11	1.61983e+12	2.65745e+08	7.75607e+10	1.42231e+12	2.07055e+04	2.02844e+11	1.52960e+13	2.21187e+13	1.98038e+05	3.07037e+06	1.43994e+08	6.29847e+08	5.94066e+10	6.97681e+02	9.24046e+04
4.16869e+13	1.25645e+18	3.83055e+09	5.05094e+11	1.64062e+12	2.89618e+08	8.23866e+10	1.39925e+12	2.31603e+04	2.16255e+11	1.44780e+13	1.99351e+13	2.32237e+05	3.62909e+06	1.66646e+08	7.05175e+08	6.29997e+10	8.46435e+02	1.10365e+05
4.16869e+13	1.19023e+18	4.13843e+09	5.31014e+11	1.65976e+12	3.15360e+08	8.74109e+10	1.37430e+12	2.59044e+04	2.30244e+11	1.36738e+13	1.79328e+13	2.71897e+05	4.28120e+06	1.92552e+08	7.88271e+08	6.67111e+10	1.02604e+03	1.31493e+05
4.16869e+13	1.12763e+18	4.46622e+09	5.57598e+11	1.67720e+12	3.43030e+08	9.26247e+10	1.34752e+12	2.89648e+04	2.44787e+11	1.28859e+13	1.60999e+13	3.17775e+05	5.04068e+06	2.22132e+08	8.79821e+08	7.05372e+10	1.24264e+03	1.56298e+05
4.16869e+13	1.06845e+18	4.81482e+09	5.84821e+11	1.69291e+12	3.72719e+08	9.80220e+10	1.31900e+12	3.23768e+04	2.59870e+11	1.21169e+13	1.44260e+13	3.70750e+05	5.92345e+06	2.55851e+08	9.80525e+08	7.44730e+10	1.50358e+03	1.85359e+05
4.16869e+13	1.01249e+18	5.18508e+09	6.12651e+11	1.70683e+12	4.04517e+08	1.03595e+11	1.28882e+12	3.61792e+04	2.75478e+11	1.13689e+13	1.29008e+13	4.31809e+05	6.94743e+06	2.94226e+08	1.09112e+09	7.85125e+10	1.81759e+03	2.19338e+05
4.16869e+13	9.59551e+17	5.57772e+09	6.41048e+11	1.71893e+12	4.38497e+08	1.09332e+11	1.25710e+12	4.04134e+04	2.91586e+11	1.06438e+13	1.15143e+13	5.02038e+05	8.13271e+06	3.37826e+08	1.21239e+09	8.26489e+10	2.19502e+03	2.58988e+05
4.16869e+13	9.09463e+17	5.99364e+09	6.69974e+11	1.72916e+12	4.74745e+08	1.15224e+11	1.22394e+12	4.51287e+04	3.08174e+11	9.94333e+12	1.02566e+13	5.82678e+05	9.50196e+06	3.87278e+08	1.34514e+09	8.68742e+10	2.64821e+03	3.05165e+05
4.16869e+13	8.62059e+17	6.43353e+09	6.99378e+11	1.73749e+12	5.13327e+08	1.21255e+11	1.18946e+12	5.03771e+04	3.25213e+11	9.26893e+12	9.11849e+12	6.75083e+05	1.10804e+07	4.43276e+08	1.49024e+09	9.11796e+10	3.19171e+03	3.58841e+05
4.16869e+13	8.17186e+17	6.89807e+09	7.29207e+11	1.74388e+12	5.54302e+08	1.27411e+11	1.15379e+12	5.62171e+04	3.42675e+11	8.62179e+12	8.09093e+12	7.80763e+05	1.28962e+07	5.06576e+08	1.64857e+09	9.55553e+10	3.84275e+03	4.21120e+05
