H	H+	C+	C+2	C+3	N+	N+2	N+4	O	O+2	O+5	O+6	P+	Si+	Si+2	Si+3	Si+4	Fe+	Al+
7.24436e+14	1.96272e+19	7.61976e+10	9.43718e+12	2.88435e+13	5.76719e+09	1.55423e+12	2.32114e+13	4.87711e+05	4.17036e+12	2.24816e+14	2.85074e+14	5.22031e+06	8.35151e+07	3.67992e+09	1.47564e+10	1.19379e+12	2.09670e+04	2.61847e+06
7.24436e+14	1.85959e+19	8.21697e+10	9.90192e+12	2.91258e+13	6.26916e+09	1.64571e+12	2.27326e+13	5.45360e+05	4.42976e+12	2.11526e+14	2.55656e+14	6.09391e+06	9.81830e+07	4.24063e+09	1.64552e+10	1.26102e+12	2.53797e+04	3.10705e+06
7.24436e+14	1.76207e+19	8.85139e+10	1.03772e+13	2.93772e+13	6.80712e+09	1.74025e+12	2.22247e+13	6.09649e+05	4.69847e+12	1.98589e+14	2.28820e+14	7.10137e+06	1.15205e+08	4.87909e+09	1.83222e+10	1.33008e+12	3.06922e+04	3.67855e+06
7.24436e+14	1.66984e+19	9.52448e+10	1.08623e+13	2.95970e+13	7.38251e+09	1.83769e+12	2.16897e+13	6.81312e+05	4.97615e+12	1.86040e+14	2.04395e+14	8.26101e+06	1.34917e+08	5.60483e+09	2.03705e+10	1.40084e+12	3.70805e+04	4.34570e+06
7.24436e+14	1.58257e+19	1.02375e+11	1.13567e+13	2.97847e+13	7.99665e+09	1.93784e+12	2.11293e+13	7.61158e+05	5.26238e+12	1.73908e+14	1.82214e+14	9.59318e+06	1.57699e+08	6.42844e+09	2.26143e+10	1.47318e+12	4.47541e+04	5.12300e+06
7.24435e+14	1.49999e+19	1.09921e+11	1.18595e+13	2.99394e+13	8.65101e+09	2.04049e+12	2.05455e+13	8.50130e+05	5.55683e+12	1.62215e+14	1.62115e+14	1.11211e+07	1.83978e+08	7.36168e+09	2.50686e+10	1.54695e+12	5.39627e+04	6.02703e+06
7.24435e+14	1.42183e+19	1.17889e+11	1.23697e+13	3.00606e+13	9.34634e+09	2.14536e+12	1.99406e+13	9.49184e+05	5.85885e+12	1.50987e+14	1.43950e+14	1.28692e+07	2.14219e+08	8.41704e+09	2.77482e+10	1.62197e+12	6.49964e+04	7.07619e+06
7.24435e+14	1.34783e+19	1.26294e+11	1.28865e+13	3.01478e+13	1.00838e+10	2.25216e+12	1.93170e+13	1.05948e+06	6.16797e+12	1.40239e+14	1.27567e+14	1.48658e+07	2.48949e+08	9.60862e+09	3.06693e+10	1.69808e+12	7.82035e+04	8.29169e+06
7.24435e+14	1.27776e+19	1.35143e+11	1.34085e+13	3.02004e+13	1.08640e+10	2.36057e+12	1.86768e+13	1.18222e+06	6.48352e+12	1.29980e+14	1.12828e+14	1.71413e+07	2.88751e+08	1.09517e+10	3.38488e+10	1.77507e+12	9.39928e+04	9.69743e+06
7.24435e+14	1.21140e+19	1.44445e+11	1.39347e+13	3.02179e+13	1.16877e+10	2.47025e+12	1.80228e+13	1.31885e+06	6.80490e+12	1.20219e+14	9.96017e+13	1.97297e+07	3.34268e+08	1.24629e+10	3.73036e+10	1.85272e+12	1.12846e+05	1.13202e+07
