#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string
000000023	F	F	                  ok	2	2176	-5.000000	-1.850000	-5.000000, -1.850000
000000024	F	F	                  ok	11	1919	-5.000000	-1.800000	-5.000000, -1.800000
000000025	F	F	                  ok	11	2129	-5.000000	-1.750000	-5.000000, -1.750000
000000026	F	F	                  ok	2	1448	-5.000000	-1.700000	-5.000000, -1.700000
000000027	F	F	                  ok	9	984	-5.000000	-1.650000	-5.000000, -1.650000
000000028	F	F	                  ok	7	1524	-5.000000	-1.600000	-5.000000, -1.600000
000000029	F	F	                  ok	7	405	-5.000000	-1.550000	-5.000000, -1.550000
000000030	F	F	                  ok	9	2390	-5.000000	-1.500000	-5.000000, -1.500000
000000031	F	F	                  ok	4	1238	-5.000000	-1.450000	-5.000000, -1.450000
000000032	F	F	                  ok	10	2360	-5.000000	-1.400000	-5.000000, -1.400000
000000033	F	F	                  ok	7	1960	-5.000000	-1.350000	-5.000000, -1.350000
000000034	F	F	                  ok	8	1649	-5.000000	-1.300000	-5.000000, -1.300000
000000035	F	F	                  ok	4	1864	-5.000000	-1.250000	-5.000000, -1.250000
000000036	F	F	                  ok	0	2066	-5.000000	-1.200000	-5.000000, -1.200000
000000037	F	F	                  ok	8	604	-5.000000	-1.150000	-5.000000, -1.150000
000000038	F	F	                  ok	9	526	-5.000000	-1.100000	-5.000000, -1.100000
000000039	F	F	                  ok	0	1042	-5.000000	-1.050000	-5.000000, -1.050000
000000040	F	F	                  ok	11	2503	-5.000000	-1.000000	-5.000000, -1.000000
000000041	F	F	                  ok	3	1452	-5.000000	-0.950000	-5.000000, -0.950000
000000042	F	F	                  ok	2	2387	-5.000000	-0.900000	-5.000000, -0.900000
000000043	F	F	                  ok	6	1920	-5.000000	-0.850000	-5.000000, -0.850000
000000044	F	F	                  ok	10	422	-5.000000	-0.800000	-5.000000, -0.800000
000000045	F	F	                  ok	5	2302	-5.000000	-0.750000	-5.000000, -0.750000
000000046	F	F	                  ok	10	357	-5.000000	-0.700000	-5.000000, -0.700000
000000047	F	F	                  ok	6	310	-5.000000	-0.650000	-5.000000, -0.650000
000000048	F	F	                  ok	10	1129	-5.000000	-0.600000	-5.000000, -0.600000
000000049	F	F	                  ok	1	687	-5.000000	-0.550000	-5.000000, -0.550000
000000050	F	F	                  ok	5	1539	-5.000000	-0.500000	-5.000000, -0.500000
000000051	F	F	                  ok	3	1267	-5.000000	-0.450000	-5.000000, -0.450000
000000052	F	F	                  ok	8	1393	-5.000000	-0.400000	-5.000000, -0.400000
000000053	F	F	                  ok	3	978	-5.000000	-0.350000	-5.000000, -0.350000
000000054	F	F	                  ok	4	1387	-5.000000	-0.300000	-5.000000, -0.300000
000000055	F	F	                  ok	9	1329	-5.000000	-0.250000	-5.000000, -0.250000
000000056	F	F	                  ok	8	2096	-5.000000	-0.200000	-5.000000, -0.200000
000000057	F	F	                  ok	10	1048	-5.000000	-0.150000	-5.000000, -0.150000
000000058	F	F	                  ok	1	1104	-5.000000	-0.100000	-5.000000, -0.100000
000000059	F	F	                  ok	8	322	-5.000000	-0.050000	-5.000000, -0.050000
000000060	F	F	                  ok	2	1145	-5.000000	0.000000	-5.000000, 0.000000
000000061	F	F	                  ok	1	992	-5.000000	0.050000	-5.000000, 0.050000
000000062	F	F	                  ok	1	1882	-5.000000	0.100000	-5.000000, 0.100000
000000063	F	F	                  ok	2	808	-5.000000	0.150000	-5.000000, 0.150000
000000064	F	F	                  ok	0	2060	-5.000000	0.200000	-5.000000, 0.200000
000000065	F	F	                  ok	7	2237	-5.000000	0.250000	-5.000000, 0.250000
000000066	F	F	                  ok	3	1984	-5.000000	0.300000	-5.000000, 0.300000
000000067	F	F	                  ok	3	869	-5.000000	0.350000	-5.000000, 0.350000
000000068	F	F	                  ok	3	989	-5.000000	0.400000	-5.000000, 0.400000
000000069	F	F	                  ok	7	1210	-5.000000	0.450000	-5.000000, 0.450000
000000070	F	F	                  ok	6	1580	-5.000000	0.500000	-5.000000, 0.500000
000000071	F	F	                  ok	2	1575	-5.000000	0.550000	-5.000000, 0.550000
000000072	F	F	                  ok	8	1832	-5.000000	0.600000	-5.000000, 0.600000
000000073	F	F	                  ok	3	1163	-5.000000	0.650000	-5.000000, 0.650000
000000074	F	F	                  ok	1	669	-5.000000	0.700000	-5.000000, 0.700000
000000075	F	F	                  ok	7	200	-5.000000	0.750000	-5.000000, 0.750000
000000076	F	F	                  ok	11	77	-5.000000	0.800000	-5.000000, 0.800000
000000077	F	F	                  ok	6	263	-5.000000	0.850000	-5.000000, 0.850000
000000078	F	F	                  ok	11	1026	-5.000000	0.900000	-5.000000, 0.900000
000000079	F	F	                  ok	11	653	-5.000000	0.950000	-5.000000, 0.950000
000000080	F	F	                  ok	5	126	-5.000000	1.000000	-5.000000, 1.000000
000000081	F	F	                  ok	2	191	-5.000000	1.050000	-5.000000, 1.050000
000000082	F	F	                  ok	0	2071	-5.000000	1.100000	-5.000000, 1.100000
000000083	F	F	                  ok	5	656	-5.000000	1.150000	-5.000000, 1.150000
000000084	F	F	                  ok	6	1275	-5.000000	1.200000	-5.000000, 1.200000
000000085	F	F	                  ok	2	1851	-5.000000	1.250000	-5.000000, 1.250000
000000086	F	F	                  ok	3	1901	-5.000000	1.300000	-5.000000, 1.300000
000000087	F	F	                  ok	1	133	-5.000000	1.350000	-5.000000, 1.350000
000000088	F	F	                  ok	11	1423	-5.000000	1.400000	-5.000000, 1.400000
000000089	F	F	                  ok	8	116	-5.000000	1.450000	-5.000000, 1.450000
000000090	F	F	                  ok	5	100	-5.000000	1.500000	-5.000000, 1.500000
000000091	F	F	                  ok	8	960	-5.000000	1.550000	-5.000000, 1.550000
000000092	F	F	                  ok	7	2146	-5.000000	1.600000	-5.000000, 1.600000
000000093	F	F	                  ok	11	225	-5.000000	1.650000	-5.000000, 1.650000
000000094	F	T	            warnings	2	1567	-5.000000	1.700000	-5.000000, 1.700000
000000095	F	T	            warnings	11	2255	-5.000000	1.750000	-5.000000, 1.750000
000000096	F	T	            warnings	3	1097	-5.000000	1.800000	-5.000000, 1.800000
000000097	F	T	            warnings	2	1036	-5.000000	1.850000	-5.000000, 1.850000
000000098	F	T	            warnings	5	2279	-5.000000	1.900000	-5.000000, 1.900000
000000099	F	T	            warnings	0	1758	-5.000000	1.950000	-5.000000, 1.950000
000000100	F	T	            warnings	1	296	-5.000000	2.000000	-5.000000, 2.000000
000000101	F	F	                  ok	9	2404	-4.980000	-3.000000	-4.980000, -3.000000
000000102	F	F	                  ok	6	1370	-4.980000	-2.950000	-4.980000, -2.950000
000000103	F	F	                  ok	10	1563	-4.980000	-2.900000	-4.980000, -2.900000
000000104	F	F	                  ok	4	1361	-4.980000	-2.850000	-4.980000, -2.850000
000000105	F	F	                  ok	11	1220	-4.980000	-2.800000	-4.980000, -2.800000
000000106	F	F	                  ok	8	317	-4.980000	-2.750000	-4.980000, -2.750000
000000107	F	F	                  ok	11	1942	-4.980000	-2.700000	-4.980000, -2.700000
000000108	F	F	                  ok	1	274	-4.980000	-2.650000	-4.980000, -2.650000
000000109	F	F	                  ok	5	2070	-4.980000	-2.600000	-4.980000, -2.600000
000000110	F	F	                  ok	9	2049	-4.980000	-2.550000	-4.980000, -2.550000
000000111	F	F	                  ok	7	928	-4.980000	-2.500000	-4.980000, -2.500000
000000112	F	F	                  ok	11	782	-4.980000	-2.450000	-4.980000, -2.450000
000000113	F	F	                  ok	8	361	-4.980000	-2.400000	-4.980000, -2.400000
000000114	F	F	                  ok	0	1016	-4.980000	-2.350000	-4.980000, -2.350000
000000115	F	F	                  ok	5	653	-4.980000	-2.300000	-4.980000, -2.300000
000000116	F	F	                  ok	8	2153	-4.980000	-2.250000	-4.980000, -2.250000
000000117	F	F	                  ok	10	2507	-4.980000	-2.200000	-4.980000, -2.200000
000000118	F	F	                  ok	3	2225	-4.980000	-2.150000	-4.980000, -2.150000
000000119	F	F	                  ok	0	1089	-4.980000	-2.100000	-4.980000, -2.100000
000000120	F	F	                  ok	0	1034	-4.980000	-2.050000	-4.980000, -2.050000
000000121	F	F	                  ok	4	1908	-4.980000	-2.000000	-4.980000, -2.000000
000000122	F	F	                  ok	0	447	-4.980000	-1.950000	-4.980000, -1.950000
000000123	F	F	                  ok	1	1724	-4.980000	-1.900000	-4.980000, -1.900000
000000124	F	F	                  ok	5	1374	-4.980000	-1.850000	-4.980000, -1.850000
000000125	F	F	                  ok	7	215	-4.980000	-1.800000	-4.980000, -1.800000
000000126	F	F	                  ok	8	1854	-4.980000	-1.750000	-4.980000, -1.750000
000000127	F	F	                  ok	11	1576	-4.980000	-1.700000	-4.980000, -1.700000
000000128	F	F	                  ok	5	1773	-4.980000	-1.650000	-4.980000, -1.650000
000000129	F	F	                  ok	3	2454	-4.980000	-1.600000	-4.980000, -1.600000
000000130	F	F	                  ok	5	939	-4.980000	-1.550000	-4.980000, -1.550000
000000131	F	F	                  ok	8	2458	-4.980000	-1.500000	-4.980000, -1.500000
000000132	F	F	                  ok	9	2462	-4.980000	-1.450000	-4.980000, -1.450000
000000133	F	F	                  ok	10	1122	-4.980000	-1.400000	-4.980000, -1.400000
000000134	F	F	                  ok	7	686	-4.980000	-1.350000	-4.980000, -1.350000
000000135	F	F	                  ok	5	748	-4.980000	-1.300000	-4.980000, -1.300000
000000136	F	F	                  ok	11	1009	-4.980000	-1.250000	-4.980000, -1.250000
000000137	F	F	                  ok	6	1383	-4.980000	-1.200000	-4.980000, -1.200000
000000138	F	F	                  ok	0	1229	-4.980000	-1.150000	-4.980000, -1.150000
000000139	F	F	                  ok	1	2037	-4.980000	-1.100000	-4.980000, -1.100000
000000140	F	F	                  ok	10	88	-4.980000	-1.050000	-4.980000, -1.050000
000000141	F	F	                  ok	11	1052	-4.980000	-1.000000	-4.980000, -1.000000
000000142	F	F	                  ok	3	1634	-4.980000	-0.950000	-4.980000, -0.950000
000000143	F	F	                  ok	7	1967	-4.980000	-0.900000	-4.980000, -0.900000
000000144	F	F	                  ok	10	2526	-4.980000	-0.850000	-4.980000, -0.850000
000000145	F	F	                  ok	4	1525	-4.980000	-0.800000	-4.980000, -0.800000
000000146	F	F	                  ok	3	556	-4.980000	-0.750000	-4.980000, -0.750000
000000147	F	F	                  ok	10	951	-4.980000	-0.700000	-4.980000, -0.700000
000000148	F	F	                  ok	11	1211	-4.980000	-0.650000	-4.980000, -0.650000
000000149	F	F	                  ok	5	125	-4.980000	-0.600000	-4.980000, -0.600000
000000150	F	F	                  ok	5	121	-4.980000	-0.550000	-4.980000, -0.550000
000000151	F	F	                  ok	4	1383	-4.980000	-0.500000	-4.980000, -0.500000
000000152	F	F	                  ok	5	1077	-4.980000	-0.450000	-4.980000, -0.450000
000000153	F	F	                  ok	11	1018	-4.980000	-0.400000	-4.980000, -0.400000
000000154	F	F	                  ok	7	1355	-4.980000	-0.350000	-4.980000, -0.350000
000000155	F	F	                  ok	10	1997	-4.980000	-0.300000	-4.980000, -0.300000
000000156	F	F	                  ok	8	526	-4.980000	-0.250000	-4.980000, -0.250000
000000157	F	F	                  ok	0	918	-4.980000	-0.200000	-4.980000, -0.200000
000000158	F	F	                  ok	4	212	-4.980000	-0.150000	-4.980000, -0.150000
000000159	F	F	                  ok	8	2331	-4.980000	-0.100000	-4.980000, -0.100000
000000160	F	F	                  ok	8	1676	-4.980000	-0.050000	-4.980000, -0.050000
000000161	F	F	                  ok	3	1448	-4.980000	0.000000	-4.980000, 0.000000
000000162	F	F	                  ok	3	838	-4.980000	0.050000	-4.980000, 0.050000
000000163	F	F	                  ok	6	188	-4.980000	0.100000	-4.980000, 0.100000
000000164	F	F	                  ok	10	1510	-4.980000	0.150000	-4.980000, 0.150000
000000165	F	F	                  ok	1	2061	-4.980000	0.200000	-4.980000, 0.200000
000000166	F	F	                  ok	8	1277	-4.980000	0.250000	-4.980000, 0.250000
000000167	F	F	                  ok	5	151	-4.980000	0.300000	-4.980000, 0.300000
000000168	F	F	                  ok	10	2304	-4.980000	0.350000	-4.980000, 0.350000
000000169	F	F	                  ok	11	1709	-4.980000	0.400000	-4.980000, 0.400000
000000170	F	F	                  ok	9	1381	-4.980000	0.450000	-4.980000, 0.450000
000000171	F	F	                  ok	1	2066	-4.980000	0.500000	-4.980000, 0.500000
000000172	F	F	                  ok	0	1290	-4.980000	0.550000	-4.980000, 0.550000
000000173	F	F	                  ok	6	863	-4.980000	0.600000	-4.980000, 0.600000
000000174	F	F	                  ok	10	893	-4.980000	0.650000	-4.980000, 0.650000
000000175	F	F	                  ok	4	568	-4.980000	0.700000	-4.980000, 0.700000
000000176	F	F	                  ok	3	1566	-4.980000	0.750000	-4.980000, 0.750000
000000177	F	F	                  ok	7	1745	-4.980000	0.800000	-4.980000, 0.800000
000000178	F	F	                  ok	4	268	-4.980000	0.850000	-4.980000, 0.850000
000000179	F	F	                  ok	1	1472	-4.980000	0.900000	-4.980000, 0.900000
000000180	F	F	                  ok	9	1243	-4.980000	0.950000	-4.980000, 0.950000
000000181	F	F	                  ok	6	1319	-4.980000	1.000000	-4.980000, 1.000000
000000182	F	F	                  ok	10	2476	-4.980000	1.050000	-4.980000, 1.050000
000000183	F	F	                  ok	8	996	-4.980000	1.100000	-4.980000, 1.100000
000000184	F	F	                  ok	11	1161	-4.980000	1.150000	-4.980000, 1.150000
000000185	F	F	                  ok	9	642	-4.980000	1.200000	-4.980000, 1.200000
000000186	F	F	                  ok	8	1878	-4.980000	1.250000	-4.980000, 1.250000
000000187	F	F	                  ok	4	2270	-4.980000	1.300000	-4.980000, 1.300000
000000188	F	F	                  ok	0	1114	-4.980000	1.350000	-4.980000, 1.350000
000000189	F	F	                  ok	0	1789	-4.980000	1.400000	-4.980000, 1.400000
000000190	F	F	                  ok	5	1451	-4.980000	1.450000	-4.980000, 1.450000
000000191	F	F	                  ok	0	2372	-4.980000	1.500000	-4.980000, 1.500000
000000192	F	F	                  ok	8	752	-4.980000	1.550000	-4.980000, 1.550000
000000193	F	F	                  ok	2	501	-4.980000	1.600000	-4.980000, 1.600000
000000194	F	F	                  ok	9	998	-4.980000	1.650000	-4.980000, 1.650000
000000195	F	T	            warnings	6	1337	-4.980000	1.700000	-4.980000, 1.700000
000000196	F	T	            warnings	3	2475	-4.980000	1.750000	-4.980000, 1.750000
000000197	F	T	            warnings	6	1415	-4.980000	1.800000	-4.980000, 1.800000
000000198	F	T	            warnings	0	1137	-4.980000	1.850000	-4.980000, 1.850000
000000199	F	T	            warnings	7	2132	-4.980000	1.900000	-4.980000, 1.900000
000000200	F	T	            warnings	4	993	-4.980000	1.950000	-4.980000, 1.950000
000000201	F	T	            warnings	3	804	-4.980000	2.000000	-4.980000, 2.000000
000000202	F	F	                  ok	6	155	-4.960000	-3.000000	-4.960000, -3.000000
000000203	F	F	                  ok	1	2210	-4.960000	-2.950000	-4.960000, -2.950000
000000204	F	F	                  ok	8	1630	-4.960000	-2.900000	-4.960000, -2.900000
000000205	F	F	                  ok	2	2342	-4.960000	-2.850000	-4.960000, -2.850000
000000206	F	F	                  ok	8	2178	-4.960000	-2.800000	-4.960000, -2.800000
000000207	F	F	                  ok	1	652	-4.960000	-2.750000	-4.960000, -2.750000
000000208	F	F	                  ok	6	2188	-4.960000	-2.700000	-4.960000, -2.700000
000000209	F	F	                  ok	10	2176	-4.960000	-2.650000	-4.960000, -2.650000
000000210	F	F	                  ok	3	1263	-4.960000	-2.600000	-4.960000, -2.600000
000000211	F	F	                  ok	3	96	-4.960000	-2.550000	-4.960000, -2.550000
000000212	F	F	                  ok	5	2055	-4.960000	-2.500000	-4.960000, -2.500000
000000213	F	F	                  ok	5	2340	-4.960000	-2.450000	-4.960000, -2.450000
000000214	F	F	                  ok	3	1055	-4.960000	-2.400000	-4.960000, -2.400000
000000215	F	F	                  ok	5	524	-4.960000	-2.350000	-4.960000, -2.350000
000000216	F	F	                  ok	4	2183	-4.960000	-2.300000	-4.960000, -2.300000
000000217	F	F	                  ok	1	1005	-4.960000	-2.250000	-4.960000, -2.250000
000000218	F	F	                  ok	10	1854	-4.960000	-2.200000	-4.960000, -2.200000
000000219	F	F	                  ok	8	728	-4.960000	-2.150000	-4.960000, -2.150000
000000220	F	F	                  ok	3	124	-4.960000	-2.100000	-4.960000, -2.100000
000000221	F	F	                  ok	3	2038	-4.960000	-2.050000	-4.960000, -2.050000
000000222	F	F	                  ok	5	2060	-4.960000	-2.000000	-4.960000, -2.000000
000000223	F	F	                  ok	9	2254	-4.960000	-1.950000	-4.960000, -1.950000
000000224	F	F	                  ok	6	2040	-4.960000	-1.900000	-4.960000, -1.900000
000000225	F	F	                  ok	6	1467	-4.960000	-1.850000	-4.960000, -1.850000
000000226	F	F	                  ok	10	300	-4.960000	-1.800000	-4.960000, -1.800000
000000227	F	F	                  ok	10	2246	-4.960000	-1.750000	-4.960000, -1.750000
000000228	F	F	                  ok	5	17	-4.960000	-1.700000	-4.960000, -1.700000
000000229	F	F	                  ok	6	1416	-4.960000	-1.650000	-4.960000, -1.650000
000000230	F	F	                  ok	5	2043	-4.960000	-1.600000	-4.960000, -1.600000
000000231	F	F	                  ok	11	1917	-4.960000	-1.550000	-4.960000, -1.550000
000000232	F	F	                  ok	6	312	-4.960000	-1.500000	-4.960000, -1.500000
000000233	F	F	                  ok	6	1798	-4.960000	-1.450000	-4.960000, -1.450000
000000234	F	F	                  ok	6	1767	-4.960000	-1.400000	-4.960000, -1.400000
000000235	F	F	                  ok	11	1422	-4.960000	-1.350000	-4.960000, -1.350000
000000236	F	F	                  ok	9	1201	-4.960000	-1.300000	-4.960000, -1.300000
000000237	F	F	                  ok	9	1161	-4.960000	-1.250000	-4.960000, -1.250000
000000238	F	F	                  ok	5	2291	-4.960000	-1.200000	-4.960000, -1.200000
000000239	F	F	                  ok	4	865	-4.960000	-1.150000	-4.960000, -1.150000
000000240	F	F	                  ok	3	1280	-4.960000	-1.100000	-4.960000, -1.100000
000000241	F	F	                  ok	8	2423	-4.960000	-1.050000	-4.960000, -1.050000
000000242	F	F	                  ok	7	2203	-4.960000	-1.000000	-4.960000, -1.000000
000000243	F	F	                  ok	2	1235	-4.960000	-0.950000	-4.960000, -0.950000
000000244	F	F	                  ok	1	2139	-4.960000	-0.900000	-4.960000, -0.900000
000000245	F	F	                  ok	9	2212	-4.960000	-0.850000	-4.960000, -0.850000
000000246	F	F	                  ok	6	880	-4.960000	-0.800000	-4.960000, -0.800000
000000247	F	F	                  ok	11	708	-4.960000	-0.750000	-4.960000, -0.750000
000000248	F	F	                  ok	9	1868	-4.960000	-0.700000	-4.960000, -0.700000
000000249	F	F	                  ok	10	99	-4.960000	-0.650000	-4.960000, -0.650000
000000250	F	F	                  ok	0	1898	-4.960000	-0.600000	-4.960000, -0.600000
000000251	F	F	                  ok	3	2346	-4.960000	-0.550000	-4.960000, -0.550000
000000252	F	F	                  ok	5	149	-4.960000	-0.500000	-4.960000, -0.500000
000000253	F	F	                  ok	6	835	-4.960000	-0.450000	-4.960000, -0.450000
000000254	F	F	                  ok	1	2117	-4.960000	-0.400000	-4.960000, -0.400000
000000255	F	F	                  ok	3	936	-4.960000	-0.350000	-4.960000, -0.350000
000000256	F	F	                  ok	2	1591	-4.960000	-0.300000	-4.960000, -0.300000
000000257	F	F	                  ok	4	2527	-4.960000	-0.250000	-4.960000, -0.250000
000000258	F	F	                  ok	11	1499	-4.960000	-0.200000	-4.960000, -0.200000
000000259	F	F	                  ok	10	2464	-4.960000	-0.150000	-4.960000, -0.150000
000000260	F	F	                  ok	2	1662	-4.960000	-0.100000	-4.960000, -0.100000
000000261	F	F	                  ok	1	42	-4.960000	-0.050000	-4.960000, -0.050000
000000262	F	F	                  ok	10	823	-4.960000	0.000000	-4.960000, 0.000000
000000263	F	F	                  ok	4	1645	-4.960000	0.050000	-4.960000, 0.050000
000000264	F	F	                  ok	11	1954	-4.960000	0.100000	-4.960000, 0.100000
000000265	F	F	                  ok	5	2009	-4.960000	0.150000	-4.960000, 0.150000
000000266	F	F	                  ok	1	1180	-4.960000	0.200000	-4.960000, 0.200000
000000267	F	F	                  ok	1	1031	-4.960000	0.250000	-4.960000, 0.250000
000000268	F	F	                  ok	0	1529	-4.960000	0.300000	-4.960000, 0.300000
000000269	F	F	                  ok	8	434	-4.960000	0.350000	-4.960000, 0.350000
000000270	F	F	                  ok	2	1433	-4.960000	0.400000	-4.960000, 0.400000
000000271	F	F	                  ok	5	641	-4.960000	0.450000	-4.960000, 0.450000
000000272	F	F	                  ok	10	2234	-4.960000	0.500000	-4.960000, 0.500000
000000273	F	F	                  ok	11	2423	-4.960000	0.550000	-4.960000, 0.550000
000000274	F	F	                  ok	1	1566	-4.960000	0.600000	-4.960000, 0.600000
000000275	F	F	                  ok	11	821	-4.960000	0.650000	-4.960000, 0.650000
000000276	F	F	                  ok	8	1304	-4.960000	0.700000	-4.960000, 0.700000
000000277	F	F	                  ok	9	1865	-4.960000	0.750000	-4.960000, 0.750000
000000278	F	F	                  ok	11	595	-4.960000	0.800000	-4.960000, 0.800000
000000279	F	F	                  ok	4	1591	-4.960000	0.850000	-4.960000, 0.850000
000000280	F	F	                  ok	5	1573	-4.960000	0.900000	-4.960000, 0.900000
000000281	F	F	                  ok	3	243	-4.960000	0.950000	-4.960000, 0.950000
000000282	F	F	                  ok	9	1352	-4.960000	1.000000	-4.960000, 1.000000
000000283	F	F	                  ok	1	1854	-4.960000	1.050000	-4.960000, 1.050000
000000284	F	F	                  ok	3	1481	-4.960000	1.100000	-4.960000, 1.100000
000000285	F	F	                  ok	6	494	-4.960000	1.150000	-4.960000, 1.150000
000000286	F	F	                  ok	4	1453	-4.960000	1.200000	-4.960000, 1.200000
000000287	F	F	                  ok	1	876	-4.960000	1.250000	-4.960000, 1.250000
000000288	F	F	                  ok	8	2101	-4.960000	1.300000	-4.960000, 1.300000
000000289	F	F	                  ok	11	288	-4.960000	1.350000	-4.960000, 1.350000
000000290	F	F	                  ok	11	1633	-4.960000	1.400000	-4.960000, 1.400000
000000291	F	F	                  ok	7	636	-4.960000	1.450000	-4.960000, 1.450000
000000292	F	F	                  ok	4	1761	-4.960000	1.500000	-4.960000, 1.500000
000000293	F	F	                  ok	8	1448	-4.960000	1.550000	-4.960000, 1.550000
000000294	F	F	                  ok	6	251	-4.960000	1.600000	-4.960000, 1.600000
000000295	F	F	                  ok	8	828	-4.960000	1.650000	-4.960000, 1.650000
000000296	F	T	            warnings	1	1917	-4.960000	1.700000	-4.960000, 1.700000
000000297	F	T	            warnings	9	1406	-4.960000	1.750000	-4.960000, 1.750000
000000298	F	T	            warnings	7	2426	-4.960000	1.800000	-4.960000, 1.800000
000000299	F	T	            warnings	9	1072	-4.960000	1.850000	-4.960000, 1.850000
000000300	F	T	            warnings	8	316	-4.960000	1.900000	-4.960000, 1.900000
000000301	F	T	            warnings	10	1412	-4.960000	1.950000	-4.960000, 1.950000
000000302	F	T	            warnings	5	1770	-4.960000	2.000000	-4.960000, 2.000000
000000303	F	F	                  ok	9	1774	-4.940000	-3.000000	-4.940000, -3.000000
000000304	F	F	                  ok	9	1747	-4.940000	-2.950000	-4.940000, -2.950000
000000305	F	F	                  ok	4	1789	-4.940000	-2.900000	-4.940000, -2.900000
000000306	F	F	                  ok	6	2403	-4.940000	-2.850000	-4.940000, -2.850000
000000307	F	F	                  ok	10	629	-4.940000	-2.800000	-4.940000, -2.800000
000000308	F	F	                  ok	6	1727	-4.940000	-2.750000	-4.940000, -2.750000
000000309	F	F	                  ok	11	809	-4.940000	-2.700000	-4.940000, -2.700000
000000310	F	F	                  ok	3	2468	-4.940000	-2.650000	-4.940000, -2.650000
000000311	F	F	                  ok	0	1425	-4.940000	-2.600000	-4.940000, -2.600000
000000312	F	F	                  ok	2	1215	-4.940000	-2.550000	-4.940000, -2.550000
000000313	F	F	                  ok	2	698	-4.940000	-2.500000	-4.940000, -2.500000
000000314	F	F	                  ok	1	484	-4.940000	-2.450000	-4.940000, -2.450000
000000315	F	F	                  ok	5	1523	-4.940000	-2.400000	-4.940000, -2.400000
000000316	F	F	                  ok	2	728	-4.940000	-2.350000	-4.940000, -2.350000
000000317	F	F	                  ok	10	1041	-4.940000	-2.300000	-4.940000, -2.300000
000000318	F	F	                  ok	11	1828	-4.940000	-2.250000	-4.940000, -2.250000
000000319	F	F	                  ok	10	771	-4.940000	-2.200000	-4.940000, -2.200000
000000320	F	F	                  ok	1	2082	-4.940000	-2.150000	-4.940000, -2.150000
000000321	F	F	                  ok	11	1541	-4.940000	-2.100000	-4.940000, -2.100000
000000322	F	F	                  ok	8	547	-4.940000	-2.050000	-4.940000, -2.050000
000000323	F	F	                  ok	3	1572	-4.940000	-2.000000	-4.940000, -2.000000
000000324	F	F	                  ok	9	1092	-4.940000	-1.950000	-4.940000, -1.950000
000000325	F	F	                  ok	0	1324	-4.940000	-1.900000	-4.940000, -1.900000
000000326	F	F	                  ok	9	1523	-4.940000	-1.850000	-4.940000, -1.850000
000000327	F	F	                  ok	3	132	-4.940000	-1.800000	-4.940000, -1.800000
000000328	F	F	                  ok	6	592	-4.940000	-1.750000	-4.940000, -1.750000
000000329	F	F	                  ok	1	526	-4.940000	-1.700000	-4.940000, -1.700000
000000330	F	F	                  ok	0	1774	-4.940000	-1.650000	-4.940000, -1.650000
000000331	F	F	                  ok	2	2166	-4.940000	-1.600000	-4.940000, -1.600000
000000332	F	F	                  ok	7	1384	-4.940000	-1.550000	-4.940000, -1.550000
000000333	F	F	                  ok	0	1369	-4.940000	-1.500000	-4.940000, -1.500000
000000334	F	F	                  ok	10	2463	-4.940000	-1.450000	-4.940000, -1.450000
000000335	F	F	                  ok	11	1764	-4.940000	-1.400000	-4.940000, -1.400000
