#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string
000000059	F	F	                  ok	6	1514	-5.000000	-0.640000	-5.000000, -0.640000
000000060	F	F	                  ok	10	1012	-5.000000	-0.600000	-5.000000, -0.600000
000000061	F	F	                  ok	10	793	-5.000000	-0.560000	-5.000000, -0.560000
000000062	F	F	                  ok	6	560	-5.000000	-0.520000	-5.000000, -0.520000
000000063	F	F	                  ok	6	2	-5.000000	-0.480000	-5.000000, -0.480000
000000064	F	F	                  ok	5	1956	-5.000000	-0.440000	-5.000000, -0.440000
000000065	F	F	                  ok	1	1337	-5.000000	-0.400000	-5.000000, -0.400000
000000066	F	F	                  ok	10	896	-5.000000	-0.360000	-5.000000, -0.360000
000000067	F	F	                  ok	4	242	-5.000000	-0.320000	-5.000000, -0.320000
000000068	F	F	                  ok	1	1481	-5.000000	-0.280000	-5.000000, -0.280000
000000069	F	F	                  ok	3	220	-5.000000	-0.240000	-5.000000, -0.240000
000000070	F	F	                  ok	8	634	-5.000000	-0.200000	-5.000000, -0.200000
000000071	F	F	                  ok	10	1376	-5.000000	-0.160000	-5.000000, -0.160000
000000072	F	F	                  ok	6	656	-5.000000	-0.120000	-5.000000, -0.120000
000000073	F	F	                  ok	1	2016	-5.000000	-0.080000	-5.000000, -0.080000
000000074	F	F	                  ok	11	2554	-5.000000	-0.040000	-5.000000, -0.040000
000000075	F	F	                  ok	7	697	-5.000000	-0.000000	-5.000000, -0.000000
000000076	F	F	                  ok	0	1812	-5.000000	0.040000	-5.000000, 0.040000
000000077	F	F	                  ok	10	1797	-5.000000	0.080000	-5.000000, 0.080000
000000078	F	F	                  ok	0	94	-5.000000	0.120000	-5.000000, 0.120000
000000079	F	F	                  ok	2	1731	-5.000000	0.160000	-5.000000, 0.160000
000000080	F	F	                  ok	2	2005	-5.000000	0.200000	-5.000000, 0.200000
000000081	F	F	                  ok	10	179	-5.000000	0.240000	-5.000000, 0.240000
000000082	F	F	                  ok	4	999	-5.000000	0.280000	-5.000000, 0.280000
000000083	F	F	                  ok	6	779	-5.000000	0.320000	-5.000000, 0.320000
000000084	F	F	                  ok	2	1632	-5.000000	0.360000	-5.000000, 0.360000
000000085	F	F	                  ok	1	1318	-5.000000	0.400000	-5.000000, 0.400000
000000086	F	F	                  ok	2	911	-5.000000	0.440000	-5.000000, 0.440000
000000087	F	F	                  ok	2	2515	-5.000000	0.480000	-5.000000, 0.480000
000000088	F	F	                  ok	2	892	-5.000000	0.520000	-5.000000, 0.520000
000000089	F	F	                  ok	11	875	-5.000000	0.560000	-5.000000, 0.560000
000000090	F	F	                  ok	6	1923	-5.000000	0.600000	-5.000000, 0.600000
000000091	F	F	                  ok	4	2078	-5.000000	0.640000	-5.000000, 0.640000
000000092	F	F	                  ok	4	322	-5.000000	0.680000	-5.000000, 0.680000
000000093	F	F	                  ok	10	136	-5.000000	0.720000	-5.000000, 0.720000
000000094	F	F	                  ok	2	2346	-5.000000	0.760000	-5.000000, 0.760000
000000095	F	F	                  ok	9	1330	-5.000000	0.800000	-5.000000, 0.800000
000000096	F	F	                  ok	3	1872	-5.000000	0.840000	-5.000000, 0.840000
000000097	F	F	                  ok	3	1674	-5.000000	0.880000	-5.000000, 0.880000
000000098	F	F	                  ok	4	1392	-5.000000	0.920000	-5.000000, 0.920000
000000099	F	F	                  ok	10	2568	-5.000000	0.960000	-5.000000, 0.960000
000000100	F	F	                  ok	6	2385	-5.000000	1.000000	-5.000000, 1.000000
000000101	F	F	                  ok	10	1627	-5.000000	1.040000	-5.000000, 1.040000
000000102	F	F	                  ok	5	1151	-5.000000	1.080000	-5.000000, 1.080000
000000103	F	F	                  ok	4	1896	-5.000000	1.120000	-5.000000, 1.120000
000000104	F	F	                  ok	10	2559	-5.000000	1.160000	-5.000000, 1.160000
000000105	F	F	                  ok	4	1769	-5.000000	1.200000	-5.000000, 1.200000
000000106	F	F	                  ok	8	360	-5.000000	1.240000	-5.000000, 1.240000
000000107	F	F	                  ok	6	1095	-5.000000	1.280000	-5.000000, 1.280000
000000108	F	F	                  ok	9	1586	-5.000000	1.320000	-5.000000, 1.320000
000000109	F	F	                  ok	6	2211	-5.000000	1.360000	-5.000000, 1.360000
000000110	F	F	                  ok	5	250	-5.000000	1.400000	-5.000000, 1.400000
000000111	F	F	                  ok	7	167	-5.000000	1.440000	-5.000000, 1.440000
000000112	F	F	                  ok	1	1678	-5.000000	1.480000	-5.000000, 1.480000
000000113	F	F	                  ok	6	116	-5.000000	1.520000	-5.000000, 1.520000
000000114	F	F	                  ok	11	1589	-5.000000	1.560000	-5.000000, 1.560000
000000115	F	F	                  ok	2	2594	-5.000000	1.600000	-5.000000, 1.600000
000000116	F	F	                  ok	5	115	-5.000000	1.640000	-5.000000, 1.640000
000000117	F	F	                  ok	10	1132	-5.000000	1.680000	-5.000000, 1.680000
000000118	F	F	                  ok	7	734	-5.000000	1.720000	-5.000000, 1.720000
000000119	F	F	                  ok	8	1221	-5.000000	1.760000	-5.000000, 1.760000
000000120	F	F	                  ok	4	359	-5.000000	1.800000	-5.000000, 1.800000
000000121	F	F	                  ok	7	1751	-5.000000	1.840000	-5.000000, 1.840000
000000122	F	F	                  ok	5	1928	-5.000000	1.880000	-5.000000, 1.880000
000000123	F	F	                  ok	6	2028	-5.000000	1.920000	-5.000000, 1.920000
000000124	F	F	                  ok	2	13	-5.000000	1.960000	-5.000000, 1.960000
000000125	F	F	                  ok	7	555	-5.000000	2.000000	-5.000000, 2.000000
000000126	F	F	                  ok	11	2320	-4.980000	-3.000000	-4.980000, -3.000000
000000127	F	F	                  ok	10	1061	-4.980000	-2.960000	-4.980000, -2.960000
000000128	F	F	                  ok	3	65	-4.980000	-2.920000	-4.980000, -2.920000
000000129	F	F	                  ok	3	2209	-4.980000	-2.880000	-4.980000, -2.880000
000000130	F	F	                  ok	2	880	-4.980000	-2.840000	-4.980000, -2.840000
000000131	F	F	                  ok	11	1859	-4.980000	-2.800000	-4.980000, -2.800000
000000132	F	F	                  ok	9	2533	-4.980000	-2.760000	-4.980000, -2.760000
000000133	F	F	                  ok	5	2321	-4.980000	-2.720000	-4.980000, -2.720000
000000134	F	F	                  ok	9	2163	-4.980000	-2.680000	-4.980000, -2.680000
000000135	F	F	                  ok	5	410	-4.980000	-2.640000	-4.980000, -2.640000
000000136	F	F	                  ok	3	1064	-4.980000	-2.600000	-4.980000, -2.600000
000000137	F	F	                  ok	8	1737	-4.980000	-2.560000	-4.980000, -2.560000
000000138	F	F	                  ok	11	1144	-4.980000	-2.520000	-4.980000, -2.520000
000000139	F	F	                  ok	9	2334	-4.980000	-2.480000	-4.980000, -2.480000
000000140	F	F	                  ok	3	1499	-4.980000	-2.440000	-4.980000, -2.440000
000000141	F	F	                  ok	6	1471	-4.980000	-2.400000	-4.980000, -2.400000
000000142	F	F	                  ok	3	1578	-4.980000	-2.360000	-4.980000, -2.360000
000000143	F	F	                  ok	5	1230	-4.980000	-2.320000	-4.980000, -2.320000
000000144	F	F	                  ok	9	2500	-4.980000	-2.280000	-4.980000, -2.280000
000000145	F	F	                  ok	8	193	-4.980000	-2.240000	-4.980000, -2.240000
000000146	F	F	                  ok	6	206	-4.980000	-2.200000	-4.980000, -2.200000
000000147	F	F	                  ok	4	479	-4.980000	-2.160000	-4.980000, -2.160000
000000148	F	F	                  ok	10	1390	-4.980000	-2.120000	-4.980000, -2.120000
000000149	F	F	                  ok	10	1124	-4.980000	-2.080000	-4.980000, -2.080000
000000150	F	F	                  ok	10	1096	-4.980000	-2.040000	-4.980000, -2.040000
000000151	F	F	                  ok	2	877	-4.980000	-2.000000	-4.980000, -2.000000
000000152	F	F	                  ok	8	481	-4.980000	-1.960000	-4.980000, -1.960000
000000153	F	F	                  ok	8	1228	-4.980000	-1.920000	-4.980000, -1.920000
000000154	F	F	                  ok	9	279	-4.980000	-1.880000	-4.980000, -1.880000
000000155	F	F	                  ok	7	2241	-4.980000	-1.840000	-4.980000, -1.840000
000000156	F	F	                  ok	1	2423	-4.980000	-1.800000	-4.980000, -1.800000
000000157	F	F	                  ok	2	356	-4.980000	-1.760000	-4.980000, -1.760000
000000158	F	F	                  ok	7	1308	-4.980000	-1.720000	-4.980000, -1.720000
000000159	F	F	                  ok	3	1435	-4.980000	-1.680000	-4.980000, -1.680000
000000160	F	F	                  ok	6	2118	-4.980000	-1.640000	-4.980000, -1.640000
000000161	F	F	                  ok	2	2584	-4.980000	-1.600000	-4.980000, -1.600000
000000162	F	F	                  ok	11	1946	-4.980000	-1.560000	-4.980000, -1.560000
000000163	F	F	                  ok	10	668	-4.980000	-1.520000	-4.980000, -1.520000
000000164	F	F	                  ok	8	773	-4.980000	-1.480000	-4.980000, -1.480000
000000165	F	F	                  ok	10	1452	-4.980000	-1.440000	-4.980000, -1.440000
000000166	F	F	                  ok	0	198	-4.980000	-1.400000	-4.980000, -1.400000
000000167	F	F	                  ok	5	110	-4.980000	-1.360000	-4.980000, -1.360000
000000168	F	F	                  ok	6	2054	-4.980000	-1.320000	-4.980000, -1.320000
000000169	F	F	                  ok	7	941	-4.980000	-1.280000	-4.980000, -1.280000
000000170	F	F	                  ok	4	542	-4.980000	-1.240000	-4.980000, -1.240000
000000171	F	F	                  ok	5	2181	-4.980000	-1.200000	-4.980000, -1.200000
000000172	F	F	                  ok	3	2250	-4.980000	-1.160000	-4.980000, -1.160000
000000173	F	F	                  ok	8	2199	-4.980000	-1.120000	-4.980000, -1.120000
000000174	F	F	                  ok	10	1645	-4.980000	-1.080000	-4.980000, -1.080000
000000175	F	F	                  ok	10	1165	-4.980000	-1.040000	-4.980000, -1.040000
000000176	F	F	                  ok	11	841	-4.980000	-1.000000	-4.980000, -1.000000
000000177	F	F	                  ok	7	1927	-4.980000	-0.960000	-4.980000, -0.960000
000000178	F	F	                  ok	2	1607	-4.980000	-0.920000	-4.980000, -0.920000
000000179	F	F	                  ok	7	1981	-4.980000	-0.880000	-4.980000, -0.880000
000000180	F	F	                  ok	1	1297	-4.980000	-0.840000	-4.980000, -0.840000
000000181	F	F	                  ok	3	1692	-4.980000	-0.800000	-4.980000, -0.800000
000000182	F	F	                  ok	6	699	-4.980000	-0.760000	-4.980000, -0.760000
000000183	F	F	                  ok	5	437	-4.980000	-0.720000	-4.980000, -0.720000
000000184	F	F	                  ok	5	1552	-4.980000	-0.680000	-4.980000, -0.680000
000000185	F	F	                  ok	9	2539	-4.980000	-0.640000	-4.980000, -0.640000
000000186	F	F	                  ok	4	2317	-4.980000	-0.600000	-4.980000, -0.600000
000000187	F	F	                  ok	8	146	-4.980000	-0.560000	-4.980000, -0.560000
000000188	F	F	                  ok	5	606	-4.980000	-0.520000	-4.980000, -0.520000
000000189	F	F	                  ok	6	148	-4.980000	-0.480000	-4.980000, -0.480000
000000190	F	F	                  ok	7	899	-4.980000	-0.440000	-4.980000, -0.440000
000000191	F	F	                  ok	0	602	-4.980000	-0.400000	-4.980000, -0.400000
000000192	F	F	                  ok	7	1146	-4.980000	-0.360000	-4.980000, -0.360000
000000193	F	F	                  ok	9	708	-4.980000	-0.320000	-4.980000, -0.320000
000000194	F	F	                  ok	7	1243	-4.980000	-0.280000	-4.980000, -0.280000
000000195	F	F	                  ok	8	2424	-4.980000	-0.240000	-4.980000, -0.240000
000000196	F	F	                  ok	3	1756	-4.980000	-0.200000	-4.980000, -0.200000
000000197	F	F	                  ok	0	138	-4.980000	-0.160000	-4.980000, -0.160000
000000198	F	F	                  ok	0	2535	-4.980000	-0.120000	-4.980000, -0.120000
000000199	F	F	                  ok	8	2248	-4.980000	-0.080000	-4.980000, -0.080000
000000200	F	F	                  ok	5	463	-4.980000	-0.040000	-4.980000, -0.040000
000000201	F	F	                  ok	1	336	-4.980000	-0.000000	-4.980000, -0.000000
000000202	F	F	                  ok	6	786	-4.980000	0.040000	-4.980000, 0.040000
000000203	F	F	                  ok	3	1155	-4.980000	0.080000	-4.980000, 0.080000
000000204	F	F	                  ok	4	1602	-4.980000	0.120000	-4.980000, 0.120000
000000205	F	F	                  ok	6	41	-4.980000	0.160000	-4.980000, 0.160000
000000206	F	F	                  ok	10	683	-4.980000	0.200000	-4.980000, 0.200000
000000207	F	F	                  ok	3	177	-4.980000	0.240000	-4.980000, 0.240000
000000208	F	F	                  ok	9	663	-4.980000	0.280000	-4.980000, 0.280000
000000209	F	F	                  ok	11	143	-4.980000	0.320000	-4.980000, 0.320000
000000210	F	F	                  ok	3	2415	-4.980000	0.360000	-4.980000, 0.360000
000000211	F	F	                  ok	8	762	-4.980000	0.400000	-4.980000, 0.400000
000000212	F	F	                  ok	3	1934	-4.980000	0.440000	-4.980000, 0.440000
000000213	F	F	                  ok	9	381	-4.980000	0.480000	-4.980000, 0.480000
000000214	F	F	                  ok	8	400	-4.980000	0.520000	-4.980000, 0.520000
000000215	F	F	                  ok	10	2347	-4.980000	0.560000	-4.980000, 0.560000
000000216	F	F	                  ok	6	2222	-4.980000	0.600000	-4.980000, 0.600000
000000217	F	F	                  ok	2	2425	-4.980000	0.640000	-4.980000, 0.640000
000000218	F	F	                  ok	8	2092	-4.980000	0.680000	-4.980000, 0.680000
000000219	F	F	                  ok	6	2374	-4.980000	0.720000	-4.980000, 0.720000
000000220	F	F	                  ok	10	2515	-4.980000	0.760000	-4.980000, 0.760000
000000221	F	F	                  ok	10	1275	-4.980000	0.800000	-4.980000, 0.800000
000000222	F	F	                  ok	0	2540	-4.980000	0.840000	-4.980000, 0.840000
000000223	F	F	                  ok	11	1598	-4.980000	0.880000	-4.980000, 0.880000
000000224	F	F	                  ok	5	2293	-4.980000	0.920000	-4.980000, 0.920000
000000225	F	F	                  ok	5	620	-4.980000	0.960000	-4.980000, 0.960000
000000226	F	F	                  ok	9	1222	-4.980000	1.000000	-4.980000, 1.000000
000000227	F	F	                  ok	11	827	-4.980000	1.040000	-4.980000, 1.040000
000000228	F	F	                  ok	10	1945	-4.980000	1.080000	-4.980000, 1.080000
000000229	F	F	                  ok	5	230	-4.980000	1.120000	-4.980000, 1.120000
000000230	F	F	                  ok	1	884	-4.980000	1.160000	-4.980000, 1.160000
000000231	F	F	                  ok	7	124	-4.980000	1.200000	-4.980000, 1.200000
000000232	F	F	                  ok	1	2049	-4.980000	1.240000	-4.980000, 1.240000
000000233	F	F	                  ok	6	266	-4.980000	1.280000	-4.980000, 1.280000
000000234	F	F	                  ok	2	122	-4.980000	1.320000	-4.980000, 1.320000
000000235	F	F	                  ok	9	101	-4.980000	1.360000	-4.980000, 1.360000
000000236	F	F	                  ok	5	1913	-4.980000	1.400000	-4.980000, 1.400000
000000237	F	F	                  ok	4	1934	-4.980000	1.440000	-4.980000, 1.440000
000000238	F	F	                  ok	7	1029	-4.980000	1.480000	-4.980000, 1.480000
000000239	F	F	                  ok	10	2128	-4.980000	1.520000	-4.980000, 1.520000
000000240	F	F	                  ok	10	1991	-4.980000	1.560000	-4.980000, 1.560000
000000241	F	F	                  ok	0	1383	-4.980000	1.600000	-4.980000, 1.600000
000000242	F	F	                  ok	1	655	-4.980000	1.640000	-4.980000, 1.640000
000000243	F	F	                  ok	6	1643	-4.980000	1.680000	-4.980000, 1.680000
000000244	F	F	                  ok	6	2115	-4.980000	1.720000	-4.980000, 1.720000
000000245	F	F	                  ok	6	248	-4.980000	1.760000	-4.980000, 1.760000
000000246	F	F	                  ok	3	2391	-4.980000	1.800000	-4.980000, 1.800000
000000247	F	F	                  ok	3	686	-4.980000	1.840000	-4.980000, 1.840000
000000248	F	F	                  ok	7	2005	-4.980000	1.880000	-4.980000, 1.880000
000000249	F	F	                  ok	1	1809	-4.980000	1.920000	-4.980000, 1.920000
000000250	F	F	                  ok	4	2183	-4.980000	1.960000	-4.980000, 1.960000
000000251	F	F	                  ok	4	965	-4.980000	2.000000	-4.980000, 2.000000
000000252	F	F	                  ok	11	1325	-4.960000	-3.000000	-4.960000, -3.000000
000000253	F	F	                  ok	10	838	-4.960000	-2.960000	-4.960000, -2.960000
000000254	F	F	                  ok	2	2406	-4.960000	-2.920000	-4.960000, -2.920000
000000255	F	F	                  ok	5	891	-4.960000	-2.880000	-4.960000, -2.880000
000000256	F	F	                  ok	1	2562	-4.960000	-2.840000	-4.960000, -2.840000
000000257	F	F	                  ok	8	1400	-4.960000	-2.800000	-4.960000, -2.800000
000000258	F	F	                  ok	0	2571	-4.960000	-2.760000	-4.960000, -2.760000
000000259	F	F	                  ok	5	1581	-4.960000	-2.720000	-4.960000, -2.720000
000000260	F	F	                  ok	2	1536	-4.960000	-2.680000	-4.960000, -2.680000
000000261	F	F	                  ok	8	618	-4.960000	-2.640000	-4.960000, -2.640000
000000262	F	F	                  ok	11	172	-4.960000	-2.600000	-4.960000, -2.600000
000000263	F	F	                  ok	2	359	-4.960000	-2.560000	-4.960000, -2.560000
000000264	F	F	                  ok	5	549	-4.960000	-2.520000	-4.960000, -2.520000
000000265	F	F	                  ok	4	180	-4.960000	-2.480000	-4.960000, -2.480000
000000266	F	F	                  ok	8	2588	-4.960000	-2.440000	-4.960000, -2.440000
000000267	F	F	                  ok	9	2269	-4.960000	-2.400000	-4.960000, -2.400000
000000268	F	F	                  ok	10	2304	-4.960000	-2.360000	-4.960000, -2.360000
000000269	F	F	                  ok	0	355	-4.960000	-2.320000	-4.960000, -2.320000
000000270	F	F	                  ok	1	2410	-4.960000	-2.280000	-4.960000, -2.280000
000000271	F	F	                  ok	10	1128	-4.960000	-2.240000	-4.960000, -2.240000
000000272	F	F	                  ok	7	2146	-4.960000	-2.200000	-4.960000, -2.200000
000000273	F	F	                  ok	11	904	-4.960000	-2.160000	-4.960000, -2.160000
000000274	F	F	                  ok	5	322	-4.960000	-2.120000	-4.960000, -2.120000
000000275	F	F	                  ok	1	380	-4.960000	-2.080000	-4.960000, -2.080000
000000276	F	F	                  ok	5	2015	-4.960000	-2.040000	-4.960000, -2.040000
000000277	F	F	                  ok	6	1246	-4.960000	-2.000000	-4.960000, -2.000000
000000278	F	F	                  ok	3	1930	-4.960000	-1.960000	-4.960000, -1.960000
000000279	F	F	                  ok	4	110	-4.960000	-1.920000	-4.960000, -1.920000
000000280	F	F	                  ok	5	1668	-4.960000	-1.880000	-4.960000, -1.880000
000000281	F	F	                  ok	1	2230	-4.960000	-1.840000	-4.960000, -1.840000
000000282	F	F	                  ok	1	1234	-4.960000	-1.800000	-4.960000, -1.800000
000000283	F	F	                  ok	7	419	-4.960000	-1.760000	-4.960000, -1.760000
000000284	F	F	                  ok	8	1261	-4.960000	-1.720000	-4.960000, -1.720000
000000285	F	F	                  ok	8	1310	-4.960000	-1.680000	-4.960000, -1.680000
000000286	F	F	                  ok	8	2013	-4.960000	-1.640000	-4.960000, -1.640000
000000287	F	F	                  ok	10	404	-4.960000	-1.600000	-4.960000, -1.600000
000000288	F	F	                  ok	4	2560	-4.960000	-1.560000	-4.960000, -1.560000
000000289	F	F	                  ok	3	844	-4.960000	-1.520000	-4.960000, -1.520000
000000290	F	F	                  ok	1	515	-4.960000	-1.480000	-4.960000, -1.480000
000000291	F	F	                  ok	4	1668	-4.960000	-1.440000	-4.960000, -1.440000
000000292	F	F	                  ok	9	1220	-4.960000	-1.400000	-4.960000, -1.400000
000000293	F	F	                  ok	7	1386	-4.960000	-1.360000	-4.960000, -1.360000
000000294	F	F	                  ok	2	1082	-4.960000	-1.320000	-4.960000, -1.320000
000000295	F	F	                  ok	4	1491	-4.960000	-1.280000	-4.960000, -1.280000
000000296	F	F	                  ok	0	1612	-4.960000	-1.240000	-4.960000, -1.240000
000000297	F	F	                  ok	0	943	-4.960000	-1.200000	-4.960000, -1.200000
000000298	F	F	                  ok	6	1188	-4.960000	-1.160000	-4.960000, -1.160000
000000299	F	F	                  ok	10	1728	-4.960000	-1.120000	-4.960000, -1.120000
000000300	F	F	                  ok	0	1507	-4.960000	-1.080000	-4.960000, -1.080000
000000301	F	F	                  ok	2	695	-4.960000	-1.040000	-4.960000, -1.040000
000000302	F	F	                  ok	4	1973	-4.960000	-1.000000	-4.960000, -1.000000
000000303	F	F	                  ok	3	1094	-4.960000	-0.960000	-4.960000, -0.960000
000000304	F	F	                  ok	4	2461	-4.960000	-0.920000	-4.960000, -0.920000
000000305	F	F	                  ok	0	2092	-4.960000	-0.880000	-4.960000, -0.880000
000000306	F	F	                  ok	10	2170	-4.960000	-0.840000	-4.960000, -0.840000
000000307	F	F	                  ok	8	449	-4.960000	-0.800000	-4.960000, -0.800000
000000308	F	F	                  ok	4	1003	-4.960000	-0.760000	-4.960000, -0.760000
000000309	F	F	                  ok	7	2509	-4.960000	-0.720000	-4.960000, -0.720000
000000310	F	F	                  ok	11	2128	-4.960000	-0.680000	-4.960000, -0.680000
000000311	F	F	                  ok	7	2049	-4.960000	-0.640000	-4.960000, -0.640000
000000312	F	F	                  ok	2	2539	-4.960000	-0.600000	-4.960000, -0.600000
000000313	F	F	                  ok	0	1450	-4.960000	-0.560000	-4.960000, -0.560000
000000314	F	F	                  ok	1	1403	-4.960000	-0.520000	-4.960000, -0.520000
000000315	F	F	                  ok	10	2262	-4.960000	-0.480000	-4.960000, -0.480000
000000316	F	F	                  ok	1	1976	-4.960000	-0.440000	-4.960000, -0.440000
000000317	F	F	                  ok	7	1548	-4.960000	-0.400000	-4.960000, -0.400000
000000318	F	F	                  ok	7	354	-4.960000	-0.360000	-4.960000, -0.360000
000000319	F	F	                  ok	1	210	-4.960000	-0.320000	-4.960000, -0.320000
000000320	F	F	                  ok	6	2452	-4.960000	-0.280000	-4.960000, -0.280000
000000321	F	F	                  ok	3	2621	-4.960000	-0.240000	-4.960000, -0.240000
000000322	F	F	                  ok	0	2342	-4.960000	-0.200000	-4.960000, -0.200000
000000323	F	F	                  ok	5	585	-4.960000	-0.160000	-4.960000, -0.160000
000000324	F	F	                  ok	8	1656	-4.960000	-0.120000	-4.960000, -0.120000
000000325	F	F	                  ok	3	1330	-4.960000	-0.080000	-4.960000, -0.080000
000000326	F	F	                  ok	4	1999	-4.960000	-0.040000	-4.960000, -0.040000
000000327	F	F	                  ok	10	2620	-4.960000	-0.000000	-4.960000, -0.000000
000000328	F	F	                  ok	10	2369	-4.960000	0.040000	-4.960000, 0.040000
000000329	F	F	                  ok	3	428	-4.960000	0.080000	-4.960000, 0.080000
000000330	F	F	                  ok	11	490	-4.960000	0.120000	-4.960000, 0.120000
000000331	F	F	                  ok	7	805	-4.960000	0.160000	-4.960000, 0.160000
000000332	F	F	                  ok	8	72	-4.960000	0.200000	-4.960000, 0.200000
000000333	F	F	                  ok	6	1504	-4.960000	0.240000	-4.960000, 0.240000
000000334	F	F	                  ok	8	557	-4.960000	0.280000	-4.960000, 0.280000
000000335	F	F	                  ok	10	117	-4.960000	0.320000	-4.960000, 0.320000
