H	H+	C+2	C+3	O+6	Si+2	Si+3
1.25892e+16	6.77263e+15	4.42405e+09	0	0	2.96953e+08	6.29404e+05
1.25892e+16	6.57650e+15	4.20237e+09	0	0	2.81871e+08	5.89979e+05
1.25892e+16	6.38664e+15	3.99216e+09	0	0	2.67584e+08	5.53262e+05
1.25892e+16	6.20282e+15	3.79278e+09	0	0	2.54044e+08	5.19051e+05
1.25892e+16	6.02472e+15	3.60355e+09	0	0	2.41187e+08	4.87155e+05
1.25892e+16	5.85241e+15	3.42412e+09	0	0	2.29031e+08	4.57411e+05
1.25892e+16	5.68539e+15	3.25375e+09	0	0	2.17480e+08	4.29651e+05
1.25892e+16	5.52388e+15	3.09221e+09	0	0	2.06576e+08	4.03744e+05
0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
1.25892e+16	5.06754e+15	2.65413e+09	0	0	1.76803e+08	3.35760e+05
1.25892e+16	4.92397e+15	2.52206e+09	0	0	1.67777e+08	3.15957e+05
1.25892e+16	4.78555e+15	2.39711e+09	0	0	1.59273e+08	2.97452e+05
0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
1.25893e+16	4.52048e+15	2.16519e+09	0	0	1.43377e+08	2.63890e+05
1.25893e+16	4.39382e+15	2.05777e+09	0	0	1.35991e+08	2.48683e+05
1.25893e+16	4.27087e+15	1.95563e+09	0	0	1.28945e+08	2.34428e+05
1.25893e+16	4.15150e+15	1.85852e+09	0	0	1.22219e+08	2.21061e+05
1.25893e+16	4.03567e+15	1.76621e+09	0	0	1.15826e+08	2.08523e+05
1.25893e+16	3.92305e+15	1.67837e+09	0	0	1.09686e+08	1.96756e+05
1.25893e+16	3.81363e+15	1.59483e+09	0	0	1.03813e+08	1.85709e+05
1.25892e+16	3.70726e+15	1.51535e+09	0	0	9.81915e+07	1.75334e+05
1.25893e+16	3.60415e+15	1.43991e+09	0	0	9.28079e+07	1.65594e+05
1.25893e+16	3.50360e+15	1.36799e+09	0	0	8.76492e+07	1.56433e+05
1.25893e+16	3.40579e+15	1.29956e+09	0	0	8.26994e+07	1.47821e+05
1.25893e+16	3.31063e+15	1.23447e+09	0	0	7.79499e+07	1.39723e+05
1.25893e+16	3.21761e+15	1.17235e+09	0	0	7.33682e+07	1.32098e+05
1.25893e+16	3.12726e+15	1.11337e+09	0	0	6.89683e+07	1.24927e+05
1.25893e+16	3.03935e+15	1.05734e+09	0	0	6.47022e+07	1.18181e+05
1.25893e+16	2.95417e+15	1.00417e+09	0	0	6.06889e+07	1.11830e+05
1.25893e+16	2.87058e+15	9.53421e+08	0	0	5.67403e+07	1.05845e+05
1.25893e+16	2.78893e+15	9.05095e+08	0	0	5.29385e+07	1.00205e+05
1.25893e+16	2.70909e+15	8.59121e+08	0	0	4.92262e+07	9.48910e+04
1.25893e+16	2.63121e+15	8.15470e+08	0	0	4.56266e+07	8.98848e+04
1.25892e+16	2.55475e+15	7.73898e+08	0	0	4.20998e+07	8.51644e+04
1.25893e+16	2.47964e+15	7.34390e+08	0	0	3.85968e+07	8.07167e+04
1.25892e+16	2.40613e+15	6.96957e+08	0	0	3.51728e+07	7.65261e+04
1.25892e+16	2.33197e+15	6.60954e+08	0	0	3.16530e+07	7.25671e+04
0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
2.36338e+14	2.90787e+13	8.82651e+06	0	0	1.20147e+03	1.23353e+03
2.36341e+14	2.79941e+13	8.31256e+06	0	0	1.05375e+03	1.17047e+03
2.36351e+14	2.69832e+13	7.83844e+06	0	0	9.50628e+02	1.11089e+03
2.36349e+14	2.60289e+13	7.39702e+06	0	0	8.72934e+02	1.05447e+03
2.36354e+14	2.51246e+13	6.98472e+06	0	0	8.10977e+02	1.00111e+03
2.36360e+14	2.42631e+13	6.59816e+06	0	0	7.59233e+02	9.50575e+02
2.36366e+14	2.34402e+13	6.23498e+06	0	0	7.14495e+02	9.02714e+02
2.36371e+14	2.26521e+13	5.89311e+06	0	0	6.74769e+02	8.57363e+02
0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
2.36449e+14	2.03896e+13	4.95186e+06	0	0	5.74762e+02	7.34489e+02
2.36447e+14	1.97244e+13	4.68325e+06	0	0	5.46153e+02	6.97891e+02
2.36445e+14	1.90842e+13	4.42931e+06	0	0	5.19277e+02	6.63176e+02
2.36386e+14	1.85376e+13	4.21094e+06	0	0	4.94229e+02	6.30628e+02
2.36388e+14	1.79386e+13	3.98174e+06	0	0	4.70252e+02	5.99336e+02
2.36385e+14	1.73610e+13	3.76477e+06	0	0	4.47541e+02	5.69628e+02
2.36395e+14	1.68044e+13	3.55948e+06	0	0	4.26034e+02	5.41453e+02
2.36394e+14	1.62674e+13	3.36499e+06	0	0	4.05607e+02	5.14685e+02
2.36433e+14	1.56984e+13	3.16677e+06	0	0	3.86025e+02	4.89017e+02
2.36431e+14	1.52019e+13	2.99347e+06	0	0	3.67619e+02	4.64906e+02
2.36430e+14	1.47219e+13	2.82918e+06	0	0	3.50127e+02	4.42005e+02
2.36429e+14	1.42592e+13	2.67348e+06	0	0	3.33498e+02	4.20255e+02
2.36400e+14	1.38514e+13	2.53555e+06	0	0	3.17821e+02	3.99776e+02
2.36400e+14	1.34175e+13	2.39472e+06	0	0	3.02770e+02	3.80132e+02
2.36398e+14	1.29988e+13	2.26120e+06	0	0	2.88448e+02	3.61465e+02
2.36403e+14	1.25944e+13	2.13464e+06	0	0	2.74830e+02	3.43736e+02
2.36405e+14	1.22048e+13	2.01467e+06	0	0	2.61868e+02	3.26892e+02
2.36406e+14	1.18277e+13	1.90089e+06	0	0	2.49531e+02	3.10878e+02
0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
2.18306e+14	9.95795e+12	1.47284e+06	0	0	1.99427e+02	2.47028e+02
2.12694e+14	9.41151e+12	1.35278e+06	0	0	1.85180e+02	2.28948e+02
0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
2.01915e+14	8.41001e+12	1.14017e+06	0	0	1.59702e+02	1.96695e+02
1.96710e+14	7.95120e+12	1.04612e+06	0	0	1.48301e+02	1.82310e+02
1.91741e+14	7.52140e+12	9.59977e+05	0	0	1.37792e+02	1.69066e+02
1.86895e+14	7.11583e+12	8.80612e+05	0	0	1.28031e+02	1.56790e+02
1.82152e+14	6.73286e+12	8.07456e+05	0	0	1.18952e+02	1.45400e+02
1.77506e+14	6.37016e+12	7.40015e+05	0	0	1.10507e+02	1.34915e+02
1.73016e+14	6.02912e+12	6.78115e+05	0	0	1.02686e+02	1.25238e+02
1.68554e+14	5.69615e+12	6.19657e+05	0	0	9.53485e+01	1.16169e+02
1.64290e+14	5.39302e+12	5.67478e+05	0	0	8.86069e+01	1.07847e+02
1.60227e+14	5.11653e+12	5.20745e+05	0	0	8.24121e+01	1.00208e+02
1.56178e+14	4.84559e+12	4.76551e+05	0	0	7.65910e+01	9.30387e+01
1.52230e+14	4.58982e+12	4.35963e+05	0	0	7.11820e+01	8.63852e+01
1.48438e+14	4.34867e+12	3.98815e+05	0	0	6.61815e+01	8.02368e+01
1.44725e+14	4.12068e+12	3.64687e+05	0	0	6.15274e+01	7.45223e+01
0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
1.37577e+14	3.70177e+12	3.04670e+05	0	0	5.31825e+01	6.42943e+01
1.34212e+14	3.51039e+12	2.78472e+05	0	0	4.94736e+01	5.97529e+01
