H	H+	C+	C+2	C+3	N+	N+2	N+4	O	O+2	O+5	O+6	P+	Si+	Si+2	Si+3	Si+4	Fe+	Al+
8.91251e+13	1.90258e+18	1.30880e+10	1.36975e+12	3.51438e+12	1.03127e+09	2.34236e+11	2.50803e+12	1.00296e+05	6.23459e+11	2.09022e+13	2.23977e+13	1.19785e+06	1.89594e+07	7.60187e+08	2.63511e+09	1.72877e+11	5.72719e+03	6.06478e+05
8.91251e+13	1.80311e+18	1.40535e+10	1.43082e+12	3.53402e+12	1.11558e+09	2.46694e+11	2.44006e+12	1.11968e+05	6.58541e+11	1.95111e+13	1.99369e+13	1.38899e+06	2.21296e+07	8.71129e+08	2.92333e+09	1.81641e+11	6.90533e+03	7.13998e+05
8.91251e+13	1.70897e+18	1.50733e+10	1.49281e+12	3.54966e+12	1.20520e+09	2.59428e+11	2.36948e+12	1.24963e+05	6.94547e+11	1.81731e+13	1.77115e+13	1.60780e+06	2.57800e+07	9.96697e+08	3.23831e+09	1.90563e+11	8.31731e+03	8.38864e+05
8.91251e+13	1.61987e+18	1.61488e+10	1.55559e+12	3.56123e+12	1.30027e+09	2.72404e+11	2.29658e+12	1.39430e+05	7.31416e+11	1.68906e+13	1.57039e+13	1.85778e+06	2.99745e+07	1.13858e+09	3.58197e+09	1.99623e+11	1.00075e+04	9.83604e+05
8.91251e+13	1.53552e+18	1.72813e+10	1.61903e+12	3.56866e+12	1.40088e+09	2.85582e+11	2.22162e+12	1.55533e+05	7.69076e+11	1.56650e+13	1.38969e+13	2.14279e+06	3.47841e+07	1.29861e+09	3.95632e+09	2.08795e+11	1.20284e+04	1.15108e+06
8.91251e+13	1.45564e+18	1.84711e+10	1.68296e+12	3.57189e+12	1.50706e+09	2.98918e+11	2.14491e+12	1.73450e+05	8.07446e+11	1.44977e+13	1.22739e+13	2.46703e+06	4.02869e+07	1.47881e+09	4.36349e+09	2.18057e+11	1.44416e+04	1.34452e+06
8.91251e+13	1.37999e+18	1.97198e+10	1.74724e+12	3.57087e+12	1.61895e+09	3.12372e+11	2.06676e+12	1.93397e+05	8.46463e+11	1.33893e+13	1.08199e+13	2.83524e+06	4.65699e+07	1.68135e+09	4.80554e+09	2.27380e+11	1.73199e+04	1.56753e+06
8.91251e+13	1.30833e+18	2.10281e+10	1.81170e+12	3.56557e+12	1.73658e+09	3.25896e+11	1.98748e+12	2.15607e+05	8.86048e+11	1.23401e+13	9.52013e+12	3.25256e+06	5.37281e+07	1.90862e+09	5.28466e+09	2.36734e+11	2.07486e+04	1.82420e+06
8.91251e+13	1.24045e+18	2.23969e+10	1.87617e+12	3.55595e+12	1.86002e+09	3.39446e+11	1.90737e+12	2.40355e+05	9.26133e+11	1.13497e+13	8.36067e+12	3.72474e+06	6.18682e+07	2.16322e+09	5.80313e+09	2.46089e+11	2.48289e+04	2.11913e+06
8.91251e+13	1.17615e+18	2.38256e+10	1.94043e+12	3.54199e+12	1.98920e+09	3.52964e+11	1.82680e+12	2.67923e+05	9.66615e+11	1.04180e+13	7.32909e+12	4.25764e+06	7.11004e+07	2.44782e+09	6.36303e+09	2.55409e+11	2.96763e+04	2.45731e+06
8.91251e+13	1.11523e+18	2.53147e+10	2.00429e+12	3.52369e+12	2.12414e+09	3.66402e+11	1.74606e+12	2.98655e+05	1.00742e+12	9.54374e+12	6.41315e+12	4.85793e+06	8.15508e+07	2.76543e+09	6.96666e+09	2.64659e+11	3.54252e+04	2.84416e+06
