H	H+	C+	C+2	C+3	O+5	O+6	Si+	Si+2	Si+3
1.58489e+14	9.77242e+19	2.27982e+07	1.06079e+10	3.43080e+11	3.28555e+13	3.40961e+14	4.08609e+03	2.92459e+06	1.11115e+08
1.58489e+14	9.77265e+19	2.49957e+07	1.16312e+10	3.76178e+11	3.60266e+13	3.73865e+14	4.48040e+03	3.20683e+06	1.21839e+08
1.58489e+14	9.77294e+19	2.74047e+07	1.27532e+10	4.12470e+11	3.95039e+13	4.09947e+14	4.91278e+03	3.51633e+06	1.33599e+08
1.58489e+14	9.77328e+19	3.00455e+07	1.39835e+10	4.52266e+11	4.33171e+13	4.49513e+14	5.38691e+03	3.85572e+06	1.46494e+08
1.58489e+14	9.77368e+19	3.29402e+07	1.53326e+10	4.95902e+11	4.74988e+13	4.92901e+14	5.90683e+03	4.22790e+06	1.60635e+08
1.58489e+14	9.77416e+19	3.61131e+07	1.68118e+10	5.43752e+11	5.20846e+13	5.40480e+14	6.47696e+03	4.63603e+06	1.76143e+08
1.58489e+14	9.77467e+19	3.95925e+07	1.84338e+10	5.96220e+11	5.71136e+13	5.92656e+14	7.10215e+03	5.08358e+06	1.93149e+08
1.58489e+14	9.77525e+19	4.34075e+07	2.02122e+10	6.53753e+11	6.26285e+13	6.49872e+14	7.78773e+03	5.57437e+06	2.11798e+08
1.58489e+14	9.77594e+19	4.75896e+07	2.21624e+10	7.16844e+11	6.86768e+13	7.12620e+14	8.53956e+03	6.11261e+06	2.32251e+08
1.58489e+14	9.77675e+19	5.21745e+07	2.43009e+10	7.86031e+11	7.53104e+13	7.81435e+14	9.36406e+03	6.70290e+06	2.54683e+08
1.58489e+14	9.77755e+19	5.72005e+07	2.66456e+10	8.61892e+11	8.25846e+13	8.56895e+14	1.02682e+04	7.35018e+06	2.79282e+08
1.58489e+14	9.77814e+19	6.27082e+07	2.92159e+10	9.45053e+11	9.05598e+13	9.39623e+14	1.12594e+04	8.05981e+06	3.06251e+08
1.58489e+14	9.77879e+19	6.87451e+07	3.20342e+10	1.03624e+12	9.93061e+13	1.03034e+15	1.23463e+04	8.83801e+06	3.35828e+08
1.58489e+14	9.77952e+19	7.53617e+07	3.51244e+10	1.13623e+12	1.08901e+14	1.12983e+15	1.35382e+04	9.69142e+06	3.68266e+08
1.58489e+14	9.78032e+19	8.26134e+07	3.85127e+10	1.24588e+12	1.19427e+14	1.23892e+15	1.48454e+04	1.06273e+07	4.03843e+08
1.58489e+14	9.78122e+19	9.05613e+07	4.22281e+10	1.36611e+12	1.30976e+14	1.35856e+15	1.62789e+04	1.16537e+07	4.42863e+08
1.58489e+14	9.78221e+19	9.92721e+07	4.63018e+10	1.49796e+12	1.43649e+14	1.48977e+15	1.78510e+04	1.27795e+07	4.85660e+08
1.58489e+14	9.78332e+19	1.08818e+08	5.07687e+10	1.64254e+12	1.57556e+14	1.63365e+15	1.95753e+04	1.40143e+07	5.32604e+08
1.58489e+14	9.78457e+19	1.19279e+08	5.56665e+10	1.80108e+12	1.72818e+14	1.79146e+15	2.14666e+04	1.53687e+07	5.84101e+08
