H	H+	C+	C+2	C+3	N+2	N+4	O	O+2	O+5	O+6	Si+	Si+2	Si+3	Si+4
2.57039e+15	3.41323e+20	1.99541e+10	6.66777e+12	6.52439e+13	9.12448e+11	1.07150e+14	5.62582e+04	2.35556e+12	2.44725e+15	1.03196e+16	2.29083e+06	2.15591e+08	2.33468e+09	7.91919e+11
2.57039e+15	3.21714e+20	2.22361e+10	7.24253e+12	6.80006e+13	9.90096e+11	1.08708e+14	6.29871e+04	2.56352e+12	2.41525e+15	9.63913e+15	2.84536e+06	2.59792e+08	2.71396e+09	8.68655e+11
2.57039e+15	3.03336e+20	2.47304e+10	7.85176e+12	7.07585e+13	1.07319e+12	1.10132e+14	7.05246e+04	2.78809e+12	2.37948e+15	8.99134e+15	3.52417e+06	3.12333e+08	3.14840e+09	9.51166e+11
2.57039e+15	2.86102e+20	2.74532e+10	8.49665e+12	7.35112e+13	1.16208e+12	1.11418e+14	7.89708e+04	3.03046e+12	2.34011e+15	8.37557e+15	4.35300e+06	3.74662e+08	3.64509e+09	1.03974e+12
2.57039e+15	2.69938e+20	3.04222e+10	9.17816e+12	7.62515e+13	1.25716e+12	1.12564e+14	8.84505e+04	3.29193e+12	2.29728e+15	7.79131e+15	5.36251e+06	4.48447e+08	4.21179e+09	1.13463e+12
2.57039e+15	2.54769e+20	3.36566e+10	9.89758e+12	7.89731e+13	1.35884e+12	1.13567e+14	9.90958e+04	3.57378e+12	2.25118e+15	7.23769e+15	6.58927e+06	5.35630e+08	4.85719e+09	1.23614e+12
2.57039e+15	2.40528e+20	3.71737e+10	1.06552e+13	8.16696e+13	1.46744e+12	1.14424e+14	1.11057e+05	3.87736e+12	2.20200e+15	6.71390e+15	8.07645e+06	6.38435e+08	5.59078e+09	1.34453e+12
2.57039e+15	2.27151e+20	4.09954e+10	1.14522e+13	8.43345e+13	1.58340e+12	1.15133e+14	1.24505e+05	4.20406e+12	2.14997e+15	6.21909e+15	9.87528e+06	7.59433e+08	6.42305e+09	1.46006e+12
2.57039e+15	2.14582e+20	4.51437e+10	1.22894e+13	8.69618e+13	1.70715e+12	1.15693e+14	1.39632e+05	4.55527e+12	2.09530e+15	5.75232e+15	1.20463e+07	9.01583e+08	7.36559e+09	1.58299e+12
2.57039e+15	2.02766e+20	4.96421e+10	1.31678e+13	8.95453e+13	1.83911e+12	1.16103e+14	1.56653e+05	4.93238e+12	2.03820e+15	5.31275e+15	1.46609e+07	1.06827e+09	8.43101e+09	1.71356e+12
2.57039e+15	1.91653e+20	5.45153e+10	1.40880e+13	9.20794e+13	1.97973e+12	1.16360e+14	1.75809e+05	5.33677e+12	1.97892e+15	4.89939e+15	1.78030e+07	1.26339e+09	9.63324e+09	1.85201e+12
