# %ECSV 1.0
# ---
# datatype:
# - {name: H, datatype: float64}
# - {name: H+, datatype: float64}
# - {name: C+, datatype: float64}
# - {name: C+2, datatype: float64}
# - {name: C+3, datatype: float64}
# - {name: N+, datatype: float64}
# - {name: N+2, datatype: float64}
# - {name: N+4, datatype: float64}
# - {name: O, datatype: float64}
# - {name: O+2, datatype: float64}
# - {name: O+5, datatype: float64}
# - {name: O+6, datatype: float64}
# - {name: P+, datatype: float64}
# - {name: Si+, datatype: float64}
# - {name: Si+2, datatype: float64}
# - {name: Si+3, datatype: float64}
# - {name: Si+4, datatype: float64}
# - {name: log_nH, datatype: float64}
# - {name: log_Te, datatype: float64}
# - {name: parameters, datatype: string, subtype: 'float64[1]'}
# schema: astropy-2.0
H H+ C+ C+2 C+3 N+ N+2 N+4 O O+2 O+5 O+6 P+ Si+ Si+2 Si+3 Si+4 log_nH log_Te parameters
1862090000000000.0 4.1024e+19 254333000000.0 32009300000000.0 85158600000000.0 19724700000.0 5513460000000.0 58033900000000.0 1824840.0 15565900000000.0 442670000000000.0 412835000000000.0 27767600.0 503122000.0 21025600000.0 74324900000.0 4511580000000.0 -4.62 4.503 [-4.62]
1862090000000000.0 3.88982e+19 272766000000.0 33362500000000.0 85421200000000.0 21312700000.0 5792970000000.0 56248100000000.0 2038940.0 16392600000000.0 411167000000000.0 366207000000000.0 32112500.0 585165000.0 23998000000.0 82093600000.0 4722630000000.0 -4.6 4.499 [-4.6]
1862090000000000.0 3.68844e+19 292207000000.0 34732600000000.0 85591000000000.0 22995200000.0 6077170000000.0 54415500000000.0 2277140.0 17237100000000.0 381126000000000.0 324221000000000.0 37069700.0 679268000.0 27347500000.0 90543400000.0 4936160000000.0 -4.58 4.495 [-4.58]
1862090000000000.0 3.49764e+19 312685000000.0 36117100000000.0 85666700000000.0 24774700000.0 6365270000000.0 52543000000000.0 2542230.0 18098000000000.0 352562000000000.0 286496000000000.0 42715500.0 786988000.0 31115800000.0 99719000000.0 5151600000000.0 -4.56 4.491 [-4.56]
1862090000000000.0 3.31687e+19 334228000000.0 37512900000000.0 85647500000000.0 26653000000.0 6656400000000.0 50637800000000.0 2837270.0 18973700000000.0 325484000000000.0 252675000000000.0 49133400.0 910039000.0 35348000000.0 109666000000.0 5368320000000.0 -4.54 4.487 [-4.54]
1862090000000000.0 3.14557e+19 356854000000.0 38916800000000.0 85532300000000.0 28631200000.0 6949590000000.0 48707200000000.0 3165680.0 19862500000000.0 299887000000000.0 222422000000000.0 56414900.0 1050310000.0 40092800000.0 120431000000.0 5585630000000.0 -4.52 4.483 [-4.52]
1862090000000000.0 2.98323e+19 380581000000.0 40325300000000.0 85320500000000.0 30710200000.0 7243850000000.0 46758800000000.0 3531270.0 20762600000000.0 275758000000000.0 195427000000000.0 64659700.0 1209850000.0 45402900000.0 132060000000.0 5802800000000.0 -4.5 4.479 [-4.5]
1862090000000000.0 2.82937e+19 405423000000.0 41734500000000.0 85011400000000.0 32890600000.0 7538110000000.0 44800100000000.0 3938350.0 21672200000000.0 253075000000000.0 171391000000000.0 73977000.0 1390920000.0 51334900000.0 144602000000.0 6019070000000.0 -4.48 4.475 [-4.48]
1862090000000000.0 2.68354e+19 431390000000.0 43140400000000.0 84604600000000.0 35172600000.0 7831320000000.0 42838400000000.0 4391770.0 22589200000000.0 231811000000000.0 150037000000000.0 84484600.0 1596010000.0 57949700000.0 158103000000.0 6233640000000.0 -4.46 4.472 [-4.46]
1862090000000000.0 2.54532e+19 458486000000.0 44538700000000.0 84100200000000.0 37556100000.0 8122350000000.0 40881100000000.0 4897020.0 23511900000000.0 211930000000000.0 131108000000000.0 96311000.0 1827760000.0 65312600000.0 172611000000.0 6445670000000.0 -4.44 4.468 [-4.44]
