# %ECSV 1.0
# ---
# datatype:
# - {name: H, datatype: float64}
# - {name: H+, datatype: float64}
# - {name: C+, datatype: float64}
# - {name: C+2, datatype: float64}
# - {name: C+3, datatype: float64}
# - {name: N+, datatype: float64}
# - {name: N+2, datatype: float64}
# - {name: N+4, datatype: float64}
# - {name: O, datatype: float64}
# - {name: O+2, datatype: float64}
# - {name: O+5, datatype: float64}
# - {name: O+6, datatype: float64}
# - {name: P+, datatype: float64}
# - {name: Si+, datatype: float64}
# - {name: Si+2, datatype: float64}
# - {name: Si+3, datatype: float64}
# - {name: Si+4, datatype: float64}
# - {name: Fe+, datatype: float64}
# - {name: Al+, datatype: float64}
# - {name: log_nH, datatype: float64}
# - {name: parameters, datatype: string, subtype: 'float64[1]'}
# schema: astropy-2.0
H H+ C+ C+2 C+3 N+ N+2 N+4 O O+2 O+5 O+6 P+ Si+ Si+2 Si+3 Si+4 Fe+ Al+ log_nH parameters
1995260000000000.0 5.35239e+19 211225000000.0 26410400000000.0 80863500000000.0 15751700000.0 4331530000000.0 64074800000000.0 1331910.0 11911600000000.0 615123000000000.0 758451000000000.0 14540000.0 239430000.0 10546000000.0 42484400000.0 3370070000000.0 59978.2 7674420.0 -5.0 [-5.0]
1995260000000000.0 5.07149e+19 227731000000.0 27700700000000.0 81623000000000.0 17123600000.0 4585580000000.0 62717100000000.0 1489850.0 12644500000000.0 578086000000000.0 680145000000000.0 16969000.0 281296000.0 12145900000.0 47348200000.0 3558030000000.0 72606.5 9098060.0 -4.98 [-4.98]
1995260000000000.0 4.80582e+19 245259000000.0 29019400000000.0 82295700000000.0 18593300000.0 4847950000000.0 61280500000000.0 1666070.0 13403300000000.0 542124000000000.0 608726000000000.0 19769200.0 329847000.0 13966600000.0 52690300000.0 3750920000000.0 87809.8 10762100.0 -4.96 [-4.96]
1995260000000000.0 4.55449e+19 263848000000.0 30364800000000.0 82879500000000.0 20164700000.0 5118160000000.0 59769900000000.0 1862560.0 14186800000000.0 507319000000000.0 543738000000000.0 22991300.0 386033000.0 16035000000.0 58548200000.0 3948410000000.0 106091.0 12703100.0 -4.94 [-4.94]
1995260000000000.0 4.31666e+19 283534000000.0 31734900000000.0 83372500000000.0 21841400000.0 5395680000000.0 58190800000000.0 2081580.0 14994000000000.0 473740000000000.0 484740000000000.0 26691800.0 450923000.0 18380900000.0 64961600000.0 4150130000000.0 128049.0 14962800.0 -4.92 [-4.92]
1995260000000000.0 4.09157e+19 304352000000.0 33127300000000.0 83773000000000.0 23626700000.0 5679880000000.0 56548900000000.0 2325660.0 15823600000000.0 441450000000000.0 431300000000000.0 30933400.0 525710000.0 21037000000.0 71971700000.0 4355650000000.0 154392.0 17588700.0 -4.9 [-4.9]
1995260000000000.0 3.87849e+19 326340000000.0 34539700000000.0 84079400000000.0 25524200000.0 5970080000000.0 54850200000000.0 2597720.0 16674600000000.0 410497000000000.0 382986000000000.0 35786800.0 611735000.0 24039700000.0 79622200000.0 4564520000000.0 185963.0 20634700.0 -4.88 [-4.88]
1995260000000000.0 3.67672e+19 349511000000.0 35968600000000.0 84289900000000.0 27534800000.0 6265300000000.0 53101500000000.0 2900620.0 17544800000000.0 380921000000000.0 339422000000000.0 41326500.0 710448000.0 27427400000.0 87957600000.0 4776180000000.0 223743.0 24160900.0 -4.86 [-4.86]
1995260000000000.0 3.48564e+19 373897000000.0 37411200000000.0 84403300000000.0 29661300000.0 6564740000000.0 51309600000000.0 3237980.0 18432900000000.0 352743000000000.0 300223000000000.0 47638100.0 823497000.0 31243500000.0 97025100000.0 4990090000000.0 268905.0 28236200.0 -4.84 [-4.84]
1995260000000000.0 3.30466e+19 399524000000.0 38864200000000.0 84418400000000.0 31905700000.0 6867480000000.0 49481600000000.0 3613780.0 19337100000000.0 325981000000000.0 265033000000000.0 54815600.0 952689000.0 35534600000.0 106872000000.0 5205630000000.0 322825.0 32937500.0 -4.82 [-4.82]
