H	H+	C+	C+2	C+3	N+	N+2	N+4	O	O+2	O+5	O+6	P+	Si+	Si+2	Si+3	Si+4
7.07946e+13	2.14761e+18	9.08634e+10	3.96076e+13	2.89412e+14	5.35936e+09	5.26352e+12	2.67208e+14	2.02027e+05	1.43289e+13	3.37791e+15	3.93696e+15	2.22586e+06	9.00801e+07	9.80856e+09	1.26059e+11	1.03786e+13
7.07946e+13	2.01797e+18	9.61550e+10	4.10824e+13	2.93824e+14	5.89316e+09	5.67610e+12	2.63609e+14	2.41302e+05	1.57693e+13	3.20663e+15	3.52888e+15	2.56382e+06	1.02830e+08	1.11910e+10	1.44065e+11	1.11076e+13
7.07945e+13	1.89563e+18	1.01816e+11	4.25589e+13	2.97932e+14	6.49104e+09	6.11948e+12	2.59583e+14	2.89379e+05	1.73367e+13	3.03558e+15	3.15415e+15	2.95315e+06	1.17093e+08	1.27370e+10	1.64452e+11	1.18686e+13
7.07945e+13	1.78030e+18	1.07925e+11	4.40427e+13	3.01709e+14	7.16348e+09	6.59560e+12	2.55132e+14	3.48394e+05	1.90374e+13	2.86550e+15	2.81132e+15	3.40314e+06	1.33059e+08	1.44623e+10	1.87471e+11	1.26598e+13
7.07945e+13	1.67155e+18	1.14545e+11	4.55362e+13	3.05151e+14	7.92152e+09	7.10658e+12	2.50260e+14	4.20987e+05	2.08787e+13	2.69704e+15	2.49835e+15	3.92389e+06	1.50911e+08	1.63830e+10	2.13435e+11	1.34803e+13
7.07946e+13	1.56897e+18	1.21757e+11	4.70439e+13	3.08243e+14	8.77817e+09	7.65449e+12	2.44977e+14	5.10395e+05	2.28639e+13	2.53057e+15	2.21399e+15	4.52775e+06	1.70875e+08	1.85170e+10	2.42682e+11	1.43287e+13
7.07946e+13	1.47204e+18	1.29625e+11	4.85650e+13	3.10974e+14	9.74756e+09	8.24119e+12	2.39278e+14	6.20844e+05	2.50031e+13	2.36702e+15	1.95504e+15	5.22803e+06	1.93152e+08	2.08812e+10	2.75642e+11	1.52047e+13
7.07945e+13	1.38039e+18	1.38255e+11	5.01062e+13	3.13325e+14	1.08476e+10	8.86877e+12	2.33169e+14	7.57442e+05	2.72982e+13	2.20669e+15	1.72031e+15	6.04192e+06	2.18027e+08	2.34957e+10	3.12748e+11	1.61062e+13
7.07945e+13	1.29364e+18	1.47772e+11	5.16760e+13	3.15284e+14	1.20992e+10	9.53943e+12	2.26650e+14	9.26723e+05	2.97539e+13	2.05005e+15	1.50801e+15	6.98988e+06	2.45835e+08	2.63825e+10	3.54515e+11	1.70316e+13
7.07945e+13	1.21145e+18	1.58328e+11	5.32848e+13	3.16827e+14	1.35274e+10	1.02553e+13	2.19725e+14	1.13687e+06	3.23719e+13	1.89755e+15	1.31652e+15	8.09710e+06	2.76998e+08	2.95671e+10	4.01518e+11	1.79784e+13
