H	H+	C+	C+2	C+3	O+5	O+6	Si+	Si+2	Si+3
1.17489e+16	4.42976e+16	3.31098e+12	3.15515e+11	2.63468e+07	0	0	4.35291e+11	1.93827e+10	1.86713e+08
1.17489e+16	4.37602e+16	3.59761e+12	3.39874e+11	2.82873e+07	0	0	4.74270e+11	1.94766e+10	2.01476e+08
1.17490e+16	4.31633e+16	3.90476e+12	3.65296e+11	3.02925e+07	0	0	5.16239e+11	1.93048e+10	2.17015e+08
1.17490e+16	4.24904e+16	4.23212e+12	3.91447e+11	3.23278e+07	0	0	5.61173e+11	1.88201e+10	2.33193e+08
1.17490e+16	4.17496e+16	4.58086e+12	4.18284e+11	3.43890e+07	0	0	6.09206e+11	1.80240e+10	2.50038e+08
1.17490e+16	4.09438e+16	4.95182e+12	4.45659e+11	3.64622e+07	0	0	6.60408e+11	1.69336e+10	2.67533e+08
1.17490e+16	4.00806e+16	5.34624e+12	4.73471e+11	3.85392e+07	0	0	7.14872e+11	1.55935e+10	2.85696e+08
1.17490e+16	3.91670e+16	5.76543e+12	5.01604e+11	4.06117e+07	0	0	7.72687e+11	1.40597e+10	3.04551e+08
1.17490e+16	3.82119e+16	6.21104e+12	5.29958e+11	4.26745e+07	0	0	8.33970e+11	1.24031e+10	3.24142e+08
1.17490e+16	3.72068e+16	6.68273e+12	5.58055e+11	4.46888e+07	0	0	8.98583e+11	1.06530e+10	3.44336e+08
1.17490e+16	3.61683e+16	7.18314e+12	5.85910e+11	4.66638e+07	0	0	9.66743e+11	8.91510e+09	3.65255e+08
1.17490e+16	3.51065e+16	7.71444e+12	6.13438e+11	4.85999e+07	0	0	1.03863e+12	7.26641e+09	3.86965e+08
1.17490e+16	3.40226e+16	8.27769e+12	6.40343e+11	5.04796e+07	0	0	1.11429e+12	5.75649e+09	4.09428e+08
1.17490e+16	3.29210e+16	8.87441e+12	6.66424e+11	5.22948e+07	0	0	1.19385e+12	4.42880e+09	4.32637e+08
1.17490e+16	3.18068e+16	9.50621e+12	6.91534e+11	5.40418e+07	0	0	1.27748e+12	3.31354e+09	4.56584e+08
1.17490e+16	3.06783e+16	1.01741e+13	7.14422e+11	5.56601e+07	0	0	1.36517e+12	2.41453e+09	4.81139e+08
1.17490e+16	2.95413e+16	1.08791e+13	7.35541e+11	5.71782e+07	0	0	1.45715e+12	1.73091e+09	5.06268e+08
