H	H+	C+	C+2	C+3	N+	N+2	N+4	O	O+2	O+5	O+6	P+	Si+	Si+2	Si+3	Si+4	Fe+	Al+
8.12831e+17	1.35910e+21	2.19239e+16	2.04047e+18	6.67734e+17	4.84681e+15	4.27012e+17	1.13575e+17	2.53373e+13	4.03851e+18	4.35516e+17	1.82884e+17	5.24127e+13	1.39292e+16	4.88052e+16	1.54910e+17	1.02104e+17	1.08829e+13	2.27525e+14
8.12865e+17	1.29067e+21	2.20972e+16	1.96952e+18	6.38309e+17	4.86747e+15	4.12766e+17	1.06250e+17	2.68411e+13	3.87206e+18	3.90180e+17	1.54910e+17	5.33846e+13	1.42172e+16	4.78545e+16	1.46670e+17	9.80495e+16	1.14014e+13	2.34571e+14
8.12897e+17	1.22515e+21	2.22837e+16	1.90183e+18	6.08984e+17	4.89014e+15	3.99128e+17	9.90739e+16	2.84541e+13	3.71214e+18	3.47667e+17	1.30103e+17	5.43509e+13	1.44913e+16	4.68844e+16	1.38809e+17	9.41966e+16	1.19498e+13	2.41677e+14
8.12850e+17	1.16186e+21	2.24684e+16	1.83554e+18	5.79882e+17	4.90894e+15	3.85670e+17	9.20341e+16	3.01354e+13	3.55695e+18	3.07885e+17	1.08222e+17	5.52442e+13	1.47401e+16	4.58333e+16	1.31257e+17	9.04779e+16	1.25095e+13	2.48668e+14
8.12917e+17	1.10160e+21	2.26736e+16	1.77250e+18	5.51063e+17	4.93393e+15	3.72840e+17	8.52247e+16	3.19920e+13	3.40818e+18	2.70899e+17	8.90471e+16	5.61594e+13	1.49860e+16	4.47953e+16	1.24056e+17	8.69531e+16	1.31211e+13	2.55863e+14
8.12839e+17	1.04359e+21	2.28887e+16	1.71149e+18	5.22033e+17	4.95507e+15	3.60269e+17	7.86355e+16	3.39160e+13	3.26442e+18	2.36592e+17	7.24014e+16	5.70114e+13	1.51945e+16	4.37029e+16	1.17245e+17	8.35394e+16	1.37414e+13	2.62820e+14
8.12849e+17	9.88298e+20	2.31107e+16	1.65251e+18	4.93531e+17	4.98201e+15	3.48101e+17	7.23486e+16	3.60446e+13	3.12494e+18	2.05118e+17	5.80842e+16	5.78594e+13	1.54020e+16	4.26016e+16	1.10687e+17	8.02764e+16	1.44216e+13	2.69943e+14
8.12932e+17	9.34787e+20	2.33507e+16	1.59457e+18	4.64754e+17	5.00646e+15	3.35975e+17	6.62581e+16	3.82993e+13	2.99013e+18	1.76121e+17	4.59018e+16	5.86489e+13	1.55784e+16	4.14495e+16	1.04474e+17	7.70436e+16	1.51245e+13	2.76918e+14
8.12842e+17	8.83941e+20	2.35990e+16	1.53875e+18	4.36459e+17	5.03616e+15	3.24251e+17	6.05537e+16	4.07716e+13	2.85901e+18	1.49759e+17	3.55204e+16	5.94224e+13	1.57430e+16	4.02991e+16	9.85491e+16	7.39613e+16	1.58899e+13	2.83926e+14
8.12832e+17	8.35181e+20	2.38658e+16	1.48401e+18	4.07993e+17	5.06272e+15	3.12593e+17	5.51699e+16	4.33695e+13	2.73224e+18	1.26203e+17	2.71776e+16	6.01345e+13	1.58673e+16	3.91111e+16	9.29988e+16	7.08958e+16	1.66745e+13	2.90618e+14
