WAVE NORMALISED_FLUX NORMALIZED_ERROR
1132.7050601467486 0.5891304016113281 0.0
1132.7417501467485 0.4308488667011261 0.4392933249473572
1132.7784401467484 0.7627109289169312 0.48992061614990234
1132.8151301467483 0.36656737327575684 0.4284559190273285
1132.8518201467482 0.5081740021705627 0.455780953168869
1132.888510146748 0.09334634244441986 0.3747226297855377
1132.925200146748 0.00894869677722454 0.3534654676914215
1132.961890146748 0.11723946034908295 0.3759397864341736
1132.9985801467478 0.09176908433437347 0.3726124167442322
1133.0352701467477 0.010977199301123619 0.35251832008361816
1133.0719601467476 0.013820620253682137 0.352207750082016
1133.1086501467476 -0.08132734149694443 0.32780659198760986
1133.1453401467475 0.013427539728581905 0.3515497148036957
1133.1820301467474 0.10830798745155334 0.37371349334716797
1133.2187201467473 0.19543416798114777 0.39281097054481506
1133.2554101467472 0.2157905548810959 0.39339494705200195
1133.292100146747 0.3989744484424591 0.42497220635414124
1133.328790146747 0.9503824710845947 0.5071900486946106
1133.365480146747 0.6617935299873352 0.47085869312286377
1133.4021701467468 1.5959079265594482 0.5885024070739746
1133.4388601467467 1.3159170150756836 0.558351993560791
1133.4755501467466 0.8946876525878906 0.499296098947525
1133.5122401467465 0.8296834826469421 0.49333587288856506
1133.5489301467464 0.8800933957099915 0.494416743516922
1133.5856201467464 1.1818387508392334 0.5389699339866638
1133.6223101467463 1.3160512447357178 0.5527635812759399
1133.6590001467462 0.9556761384010315 0.5050355195999146
1133.695690146746 0.7941255569458008 0.4860725700855255
1133.732380146746 0.6481330394744873 0.4610479176044464
1133.769070146746 1.3585147857666016 0.557068943977356
1133.8057601467458 0.7171798944473267 0.467985600233078
1133.8424501467457 0.38129672408103943 0.4157410264015198
1133.8791401467456 0.8873776197433472 0.49731364846229553
1133.9158301467455 0.3879733681678772 0.41241374611854553
1133.9525201467454 0.776408851146698 0.4759783446788788
1133.9892101467453 0.36895447969436646 0.4114190340042114
1134.0259001467452 0.44285860657691956 0.42819085717201233
1134.0625901467452 0.29058316349983215 0.3981991112232208
1134.099280146745 0.5936933159828186 0.45190513134002686
1134.135970146745 0.25941136479377747 0.39133796095848083
1134.1726601467449 0.28618496656417847 0.3961925208568573
1134.2093501467448 0.6332546472549438 0.4567389488220215
1134.2460401467447 0.6753445863723755 0.46309924125671387
1134.2827301467446 0.2637416422367096 0.3909777104854584
1134.3194201467445 0.5290576219558716 0.43576401472091675
1134.3561101467444 0.23083573579788208 0.38478904962539673
1134.3928001467443 0.19969801604747772 0.37910112738609314
1134.4294901467442 0.5971041917800903 0.44738271832466125
1134.4661801467441 1.451740026473999 0.5621916055679321
1134.502870146744 1.2743929624557495 0.5406771302223206
1134.539560146744 1.4924182891845703 0.565165638923645
1134.5762501467439 1.6443626880645752 0.5833865404129028
1134.6129401467438 1.2060731649398804 0.532574474811554
1134.6496301467437 1.3700042963027954 0.550703763961792
1134.6863201467436 0.899444580078125 0.49370455741882324
1134.7230101467435 0.9805717468261719 0.503527045249939
1134.7597001467434 0.6012765169143677 0.45128875970840454
1134.7963901467433 0.5963968634605408 0.4502736032009125
1134.8330801467432 0.5069571137428284 0.43170982599258423
1134.8697701467431 0.4478917121887207 0.42409753799438477
1134.906460146743 0.32162386178970337 0.3975841999053955
1134.943150146743 0.5747643113136292 0.4368893504142761
1134.9798401467428 0.8024091720581055 0.47570446133613586
1135.0165301467428 1.011173963546753 0.5025071501731873
