H	H+	C+	C+2	C+3	N+	N+2	N+4	O	O+2	O+5	O+6	P+	Si+	Si+2	Si+3	Si+4	Fe+	Al+
6.45652e+14	1.29540e+19	1.28767e+12	4.57726e+14	2.92564e+15	9.47496e+10	7.62304e+13	2.18356e+15	6.22259e+06	2.29881e+14	2.08580e+16	1.65413e+16	4.88464e+07	1.78228e+09	1.90163e+11	2.52148e+12	1.36255e+14	1.10366e+06	1.87895e+08
6.45654e+14	1.21438e+19	1.37592e+12	4.72585e+14	2.94793e+15	1.05589e+11	8.20469e+13	2.12430e+15	7.60663e+06	2.50971e+14	1.94216e+16	1.45236e+16	5.65071e+07	2.01148e+09	2.13848e+11	2.86077e+12	1.44287e+14	1.37363e+06	2.16273e+08
6.45654e+14	1.13771e+19	1.47353e+12	4.87762e+14	2.96625e+15	1.17932e+11	8.82525e+13	2.06117e+15	9.32390e+06	2.73513e+14	1.80203e+16	1.27026e+16	6.54489e+07	2.26821e+09	2.40003e+11	3.24255e+12	1.52524e+14	1.70903e+06	2.47878e+08
6.45654e+14	1.06509e+19	1.58209e+12	5.03369e+14	2.98034e+15	1.32030e+11	9.48665e+13	1.99430e+15	1.14575e+07	2.97511e+14	1.66587e+16	1.10642e+16	7.59186e+07	2.55678e+09	2.68876e+11	3.67196e+12	1.60942e+14	2.12575e+06	2.82856e+08
6.45654e+14	9.96241e+18	1.70357e+12	5.19553e+14	2.98990e+15	1.48169e+11	1.01901e+14	1.92371e+15	1.41116e+07	3.22947e+14	1.53407e+16	9.59471e+15	8.82179e+07	2.88271e+09	3.00769e+11	4.15481e+12	1.69515e+14	2.64343e+06	3.21253e+08
6.45653e+14	9.30814e+18	1.84039e+12	5.36490e+14	2.99461e+15	1.66691e+11	1.09370e+14	1.84938e+15	1.74193e+07	3.49799e+14	1.40686e+16	8.27970e+15	1.02717e+08	3.25282e+09	3.36045e+11	4.69836e+12	1.78222e+14	3.28700e+06	3.63022e+08
6.45653e+14	8.68393e+18	1.99571e+12	5.54410e+14	2.99407e+15	1.88042e+11	1.17297e+14	1.77123e+15	2.15572e+07	3.78053e+14	1.28426e+16	7.10423e+15	1.19880e+08	3.67604e+09	3.75181e+11	5.31220e+12	1.87049e+14	4.08882e+06	4.07928e+08
6.45651e+14	8.08731e+18	2.17412e+12	5.73723e+14	2.98777e+15	2.12765e+11	1.25698e+14	1.68925e+15	2.67489e+07	4.07628e+14	1.16649e+16	6.05720e+15	1.40339e+08	4.16660e+09	4.18914e+11	6.00632e+12	1.95958e+14	5.08984e+06	4.55644e+08
6.45652e+14	7.51614e+18	2.38160e+12	5.94974e+14	2.97506e+15	2.41519e+11	1.34585e+14	1.60357e+15	3.32786e+07	4.38362e+14	1.05387e+16	5.12848e+15	1.64930e+08	4.74508e+09	4.68296e+11	6.79236e+12	2.04902e+14	6.34224e+06	5.05730e+08
6.45653e+14	6.96653e+18	2.62653e+12	6.18855e+14	2.95496e+15	2.75128e+11	1.43957e+14	1.51387e+15	4.15338e+07	4.70075e+14	9.46281e+15	4.30606e+15	1.94785e+08	5.44173e+09	5.24914e+11	7.68680e+12	2.13844e+14	7.91571e+06	5.57483e+08
