# %ECSV 1.0
# ---
# datatype:
# - {name: H, datatype: float64}
# - {name: H+, datatype: float64}
# - {name: C+, datatype: float64}
# - {name: C+2, datatype: float64}
# - {name: C+3, datatype: float64}
# - {name: N+, datatype: float64}
# - {name: N+2, datatype: float64}
# - {name: N+4, datatype: float64}
# - {name: O, datatype: float64}
# - {name: O+2, datatype: float64}
# - {name: O+5, datatype: float64}
# - {name: O+6, datatype: float64}
# - {name: P+, datatype: float64}
# - {name: Si+, datatype: float64}
# - {name: Si+2, datatype: float64}
# - {name: Si+3, datatype: float64}
# - {name: Si+4, datatype: float64}
# - {name: Fe+, datatype: float64}
# - {name: Al+, datatype: float64}
# - {name: log_nH, datatype: float64}
# - {name: parameters, datatype: string, subtype: 'float64[1]'}
# schema: astropy-2.0
H H+ C+ C+2 C+3 N+ N+2 N+4 O O+2 O+5 O+6 P+ Si+ Si+2 Si+3 Si+4 Fe+ Al+ log_nH parameters
645652000000000.0 1.2954e+19 1287670000000.0 457726000000000.0 2925640000000000.0 94749600000.0 76230400000000.0 2183560000000000.0 6222590.0 229881000000000.0 2.0858e+16 1.65413e+16 48846400.0 1782280000.0 190163000000.0 2521480000000.0 136255000000000.0 1103660.0 187895000.0 -5.0 [-5.0]
645654000000000.0 1.21438e+19 1375920000000.0 472585000000000.0 2947930000000000.0 105589000000.0 82046900000000.0 2124300000000000.0 7606630.0 250971000000000.0 1.94216e+16 1.45236e+16 56507100.0 2011480000.0 213848000000.0 2860770000000.0 144287000000000.0 1373630.0 216273000.0 -4.98 [-4.98]
645654000000000.0 1.13771e+19 1473530000000.0 487762000000000.0 2966250000000000.0 117932000000.0 88252500000000.0 2061170000000000.0 9323900.0 273513000000000.0 1.80203e+16 1.27026e+16 65448900.0 2268210000.0 240003000000.0 3242550000000.0 152524000000000.0 1709030.0 247878000.0 -4.96 [-4.96]
645654000000000.0 1.06509e+19 1582090000000.0 503369000000000.0 2980340000000000.0 132030000000.0 94866500000000.0 1994300000000000.0 11457500.0 297511000000000.0 1.66587e+16 1.10642e+16 75918600.0 2556780000.0 268876000000.0 3671960000000.0 160942000000000.0 2125750.0 282856000.0 -4.94 [-4.94]
645654000000000.0 9.96241e+18 1703570000000.0 519553000000000.0 2989900000000000.0 148169000000.0 101901000000000.0 1923710000000000.0 14111600.0 322947000000000.0 1.53407e+16 9594710000000000.0 88217900.0 2882710000.0 300769000000.0 4154810000000.0 169515000000000.0 2643430.0 321253000.0 -4.92 [-4.92]
645653000000000.0 9.30814e+18 1840390000000.0 536490000000000.0 2994610000000000.0 166691000000.0 109370000000000.0 1849380000000000.0 17419300.0 349799000000000.0 1.40686e+16 8279700000000000.0 102717000.0 3252820000.0 336045000000.0 4698360000000.0 178222000000000.0 3287000.0 363022000.0 -4.9 [-4.9]
645653000000000.0 8.68393e+18 1995710000000.0 554410000000000.0 2994070000000000.0 188042000000.0 117297000000000.0 1771230000000000.0 21557200.0 378053000000000.0 1.28426e+16 7104230000000000.0 119880000.0 3676040000.0 375181000000.0 5312200000000.0 187049000000000.0 4088820.0 407928000.0 -4.88 [-4.88]
645651000000000.0 8.08731e+18 2174120000000.0 573723000000000.0 2987770000000000.0 212765000000.0 125698000000000.0 1689250000000000.0 26748900.0 407628000000000.0 1.16649e+16 6057200000000000.0 140339000.0 4166600000.0 418914000000.0 6006320000000.0 195958000000000.0 5089840.0 455644000.0 -4.86 [-4.86]
645652000000000.0 7.51614e+18 2381600000000.0 594974000000000.0 2975060000000000.0 241519000000.0 134585000000000.0 1603570000000000.0 33278600.0 438362000000000.0 1.05387e+16 5128480000000000.0 164930000.0 4745080000.0 468296000000.0 6792360000000.0 204902000000000.0 6342240.0 505730000.0 -4.84 [-4.84]
645653000000000.0 6.96653e+18 2626530000000.0 618855000000000.0 2954960000000000.0 275128000000.0 143957000000000.0 1513870000000000.0 41533800.0 470075000000000.0 9462810000000000.0 4306060000000000.0 194785000.0 5441730000.0 524914000000.0 7686800000000.0 213844000000000.0 7915710.0 557483000.0 -4.82 [-4.82]
645653000000000.0 6.43578e+18 2920650000000.0 646373000000000.0 2926290000000000.0 314631000000.0 153809000000000.0 1420050000000000.0 52023000.0 502457000000000.0 8438690000000000.0 3580840000000000.0 231501000.0 6304910000.0 591293000000.0 8708830000000.0 222716000000000.0 9904010.0 610445000.0 -4.8 [-4.8]
645655000000000.0 5.91895e+18 3281280000000.0 678867000000000.0 2887060000000000.0 361371000000.0 164105000000000.0 1321590000000000.0 65462000.0 535040000000000.0 7464220000000000.0 2941900000000000.0 277422000.0 7411200000.0 671400000000.0 9887450000000.0 231462000000000.0 12437700.0 664396000.0 -4.78 [-4.78]
645653000000000.0 5.40757e+18 3737790000000.0 718533000000000.0 2833860000000000.0 417433000000.0 174803000000000.0 1217340000000000.0 82961800.0 567052000000000.0 6531590000000000.0 2377050000000000.0 336361000.0 8894540000.0 772005000000.0 11269500000000.0 240028000000000.0 15716700.0 720316000.0 -4.76 [-4.76]
645651000000000.0 4.89133e+18 4340940000000.0 768977000000000.0 2761490000000000.0 485819000000.0 185793000000000.0 1105550000000000.0 106293000.0 597238000000000.0 5631340000000000.0 1875540000000000.0 415067000.0 11013000000.0 905616000000.0 12931900000000.0 248304000000000.0 20068300.0 784252000.0 -4.74 [-4.74]
645648000000000.0 4.35037e+18 5193910000000.0 836666000000000.0 2659160000000000.0 571683000000.0 196761000000000.0 982588000000000.0 138781000.0 622952000000000.0 4742360000000000.0 1423570000000000.0 527542000.0 14335700000.0 1097570000000.0 15028100000000.0 256095000000000.0 26122400.0 877269000.0 -4.72 [-4.72]
645654000000000.0 3.73934e+18 6559580000000.0 935028000000000.0 2499730000000000.0 684862000000.0 206486000000000.0 839842000000000.0 188382000.0 637484000000000.0 3809090000000000.0 999868000000000.0 711703000.0 20499400000.0 1410030000000.0 17946000000000.0 262836000000000.0 35434000.0 1077840000.0 -4.7 [-4.7]
645654000000000.0 3.28289e+18 8000380000000.0 1020820000000000.0 2345600000000000.0 790817000000.0 212755000000000.0 729112000000000.0 245047000.0 646654000000000.0 3102380000000000.0 727336000000000.0 938192000.0 28577900000.0 1755840000000.0 20673400000000.0 265712000000000.0 46718900.0 1399920000.0 -4.68 [-4.68]
645654000000000.0 2.87809e+18 9711590000000.0 1102450000000000.0 2175960000000000.0 899731000000.0 215953000000000.0 630634000000000.0 317316000.0 649774000000000.0 2486440000000000.0 521596000000000.0 1243840000.0 40215500000.0 2165950000000.0 23585900000000.0 265549000000000.0 61629300.0 1887500000.0 -4.66 [-4.66]
645654000000000.0 2.49574e+18 11858100000000.0 1179120000000000.0 1981190000000000.0 1013010000000.0 215210000000000.0 539655000000000.0 415635000.0 646178000000000.0 1921200000000000.0 358800000000000.0 1685750000.0 58076500000.0 2660370000000.0 26846200000000.0 261779000000000.0 82341300.0 2635010000.0 -4.64 [-4.64]
645654000000000.0 2.13731e+18 14529500000000.0 1242050000000000.0 1763330000000000.0 1127520000000.0 209759000000000.0 457335000000000.0 555020000.0 638442000000000.0 1411270000000000.0 233634000000000.0 2351510000.0 85893700000.0 3233250000000.0 30426300000000.0 253530000000000.0 111810000.0 3762350000.0 -4.62 [-4.62]
645654000000000.0 1.81611e+18 17636600000000.0 1279650000000000.0 1536840000000000.0 1239480000000.0 199956000000000.0 385397000000000.0 756562000.0 632428000000000.0 984695000000000.0 144534000000000.0 3354680000.0 127736000000.0 3850160000000.0 34095300000000.0 240587000000000.0 153620000.0 5370070000.0 -4.6 [-4.6]
645654000000000.0 1.55574e+18 20702900000000.0 1285930000000000.0 1331310000000000.0 1348280000000.0 188775000000000.0 326003000000000.0 1031540000.0 634165000000000.0 677012000000000.0 88950100000000.0 4711380000.0 183695000000.0 4449620000000.0 37353300000000.0 224854000000000.0 209050000.0 7365710000.0 -4.58 [-4.58]
645654000000000.0 1.35686e+18 23334800000000.0 1268930000000000.0 1161900000000000.0 1457980000000.0 178952000000000.0 277979000000000.0 1377830000.0 642879000000000.0 475993000000000.0 56699200000000.0 6323940000.0 251076000000.0 5005090000000.0 39936900000000.0 208814000000000.0 277452000.0 9551490000.0 -4.56 [-4.56]
645654000000000.0 1.20341e+18 25473300000000.0 1238820000000000.0 1024500000000000.0 1571470000000.0 171034000000000.0 238633000000000.0 1793420000.0 654573000000000.0 345320000000000.0 37700200000000.0 8107420000.0 328569000000.0 5522780000000.0 41904800000000.0 193600000000000.0 358988000.0 11818000000.0 -4.54 [-4.54]
645654000000000.0 1.08034e+18 27204900000000.0 1201730000000000.0 910631000000000.0 1689850000000.0 164565000000000.0 205695000000000.0 2284080000.0 666519000000000.0 256995000000000.0 25898300000000.0 10032400000.0 416805000000.0 6014110000000.0 43394400000000.0 179367000000000.0 455435000.0 14146800000.0 -4.52 [-4.52]
645650000000000.0 9.78153e+17 28612500000000.0 1160790000000000.0 814098000000000.0 1813330000000.0 159071000000000.0 177719000000000.0 2859570000.0 677370000000000.0 194919000000000.0 18235300000000.0 12089500000.0 516958000000.0 6484750000000.0 44506000000000.0 166039000000000.0 569280000.0 16542100000.0 -4.5 [-4.5]
645652000000000.0 8.91362e+17 29754700000000.0 1117850000000000.0 730998000000000.0 1941710000000.0 154258000000000.0 153800000000000.0 3529850000.0 686516000000000.0 150042000000000.0 13093600000000.0 14268200000.0 629966000000.0 6936410000000.0 45305300000000.0 153564000000000.0 703152000.0 19007000000.0 -4.48 [-4.48]
645655000000000.0 8.16266e+17 30676600000000.0 1073990000000000.0 658557000000000.0 2074800000000.0 149903000000000.0 133247000000000.0 4307490000.0 693714000000000.0 116829000000000.0 9544260000000.0 16560700000.0 756853000000.0 7368880000000.0 45837000000000.0 141869000000000.0 860152000.0 21546700000.0 -4.46 [-4.46]
645650000000000.0 7.50448e+17 31412700000000.0 1029980000000000.0 594870000000000.0 2212210000000.0 145867000000000.0 115539000000000.0 5205410000.0 698890000000000.0 91817700000000.0 7042050000000.0 18954700000.0 898418000000.0 7781010000000.0 46134300000000.0 130908000000000.0 1043550000.0 24163900000.0 -4.44 [-4.44]
645650000000000.0 6.92398e+17 31992600000000.0 986505000000000.0 538671000000000.0 2353410000000.0 142086000000000.0 100301000000000.0 6234480000.0 702074000000000.0 72784400000000.0 5253830000000.0 21431400000.0 1054760000000.0 8170810000000.0 46222300000000.0 120681000000000.0 1256460000.0 26858100000.0 -4.42 [-4.42]
645651000000000.0 6.40511e+17 32437600000000.0 943682000000000.0 488589000000000.0 2498390000000.0 138448000000000.0 87110300000000.0 7414850000.0 703369000000000.0 58050500000000.0 3950850000000.0 23984700000.0 1227200000000.0 8537340000000.0 46122700000000.0 111094000000000.0 1503540000.0 29639500000.0 -4.4 [-4.4]
645652000000000.0 5.93885e+17 32768400000000.0 901849000000000.0 443816000000000.0 2646770000000.0 134915000000000.0 75687700000000.0 8763430000.0 702870000000000.0 46549500000000.0 2991770000000.0 26596000000.0 1416100000000.0 8878950000000.0 45853700000000.0 102127000000000.0 1789080000.0 32508700000.0 -4.38 [-4.38]
645652000000000.0 5.51702e+17 33000600000000.0 861128000000000.0 403599000000000.0 2798390000000.0 131444000000000.0 65773300000000.0 10301400000.0 700684000000000.0 37487700000000.0 2278080000000.0 29250800000.0 1622150000000.0 9194290000000.0 45430100000000.0 93735200000000.0 2118360000.0 35471700000.0 -4.36 [-4.36]
645651000000000.0 5.13406e+17 33148900000000.0 821697000000000.0 367400000000000.0 2952820000000.0 128019000000000.0 57169500000000.0 12048900000.0 696920000000000.0 30307400000000.0 1743310000000.0 31928400000.0 1845460000000.0 9481780000000.0 44866000000000.0 85901200000000.0 2496550000.0 38529800000.0 -4.34 [-4.34]
645651000000000.0 4.78517e+17 33225200000000.0 783631000000000.0 334730000000000.0 3109690000000.0 124626000000000.0 49699900000000.0 14029100000.0 691692000000000.0 24586200000000.0 1339930000000.0 34610000000.0 2086080000000.0 9740220000000.0 44174500000000.0 78600000000000.0 2929520000.0 41685800000.0 -4.32 [-4.32]
