#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string
000000864	F	F	                  ok	6	302	-4.840000	-0.200000	-4.840000, -0.200000
000000865	F	F	                  ok	6	304	-4.840000	-0.150000	-4.840000, -0.150000
000000866	F	F	                  ok	2	754	-4.840000	-0.100000	-4.840000, -0.100000
000000867	F	F	                  ok	10	951	-4.840000	-0.050000	-4.840000, -0.050000
000000868	F	F	                  ok	3	1749	-4.840000	0.000000	-4.840000, 0.000000
000000869	F	F	                  ok	5	1654	-4.840000	0.050000	-4.840000, 0.050000
000000870	F	F	                  ok	8	2035	-4.840000	0.100000	-4.840000, 0.100000
000000871	F	F	                  ok	5	679	-4.840000	0.150000	-4.840000, 0.150000
000000872	F	F	                  ok	6	194	-4.840000	0.200000	-4.840000, 0.200000
000000873	F	F	                  ok	0	398	-4.840000	0.250000	-4.840000, 0.250000
000000874	F	F	                  ok	6	265	-4.840000	0.300000	-4.840000, 0.300000
000000875	F	F	                  ok	8	1764	-4.840000	0.350000	-4.840000, 0.350000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000000877	F	F	                  ok	6	136	-4.840000	0.450000	-4.840000, 0.450000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000000880	F	F	                  ok	0	1534	-4.840000	0.600000	-4.840000, 0.600000
000000881	F	F	                  ok	0	1319	-4.840000	0.650000	-4.840000, 0.650000
000000882	F	F	                  ok	9	86	-4.840000	0.700000	-4.840000, 0.700000
000000883	F	F	                  ok	2	138	-4.840000	0.750000	-4.840000, 0.750000
000000884	F	F	                  ok	8	920	-4.840000	0.800000	-4.840000, 0.800000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000000886	F	F	                  ok	11	1315	-4.840000	0.900000	-4.840000, 0.900000
000000887	F	F	                  ok	8	1488	-4.840000	0.950000	-4.840000, 0.950000
000000888	F	F	                  ok	4	256	-4.840000	1.000000	-4.840000, 1.000000
000000889	F	F	                  ok	10	895	-4.840000	1.050000	-4.840000, 1.050000
000000890	F	F	                  ok	1	457	-4.840000	1.100000	-4.840000, 1.100000
000000891	F	F	                  ok	7	614	-4.840000	1.150000	-4.840000, 1.150000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000000893	F	F	                  ok	7	929	-4.840000	1.250000	-4.840000, 1.250000
000000894	F	F	                  ok	11	1958	-4.840000	1.300000	-4.840000, 1.300000
000000895	F	F	                  ok	1	1384	-4.840000	1.350000	-4.840000, 1.350000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000000897	F	F	                  ok	7	535	-4.840000	1.450000	-4.840000, 1.450000
000000898	F	F	                  ok	5	1216	-4.840000	1.500000	-4.840000, 1.500000
000000899	F	F	                  ok	5	1903	-4.840000	1.550000	-4.840000, 1.550000
000000900	F	F	                  ok	11	1925	-4.840000	1.600000	-4.840000, 1.600000
000000901	F	F	                  ok	3	385	-4.840000	1.650000	-4.840000, 1.650000
000000902	F	F	                  ok	8	1423	-4.840000	1.700000	-4.840000, 1.700000
000000903	F	F	                  ok	0	1440	-4.840000	1.750000	-4.840000, 1.750000
000000904	F	F	                  ok	7	400	-4.840000	1.800000	-4.840000, 1.800000
000000905	F	F	                  ok	0	63	-4.840000	1.850000	-4.840000, 1.850000
000000906	F	F	                  ok	8	659	-4.840000	1.900000	-4.840000, 1.900000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000000909	F	F	                  ok	9	63	-4.820000	-3.000000	-4.820000, -3.000000
000000910	F	F	                  ok	1	1269	-4.820000	-2.950000	-4.820000, -2.950000
000000911	F	F	                  ok	0	1185	-4.820000	-2.900000	-4.820000, -2.900000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000000914	F	F	                  ok	3	1684	-4.820000	-2.750000	-4.820000, -2.750000
000000915	F	F	                  ok	1	1166	-4.820000	-2.700000	-4.820000, -2.700000
000000916	F	F	                  ok	2	83	-4.820000	-2.650000	-4.820000, -2.650000
000000917	F	F	                  ok	6	27	-4.820000	-2.600000	-4.820000, -2.600000
000000918	F	F	                  ok	7	826	-4.820000	-2.550000	-4.820000, -2.550000
000000919	F	F	                  ok	8	857	-4.820000	-2.500000	-4.820000, -2.500000
000000920	F	F	                  ok	3	957	-4.820000	-2.450000	-4.820000, -2.450000
000000921	F	F	                  ok	8	2045	-4.820000	-2.400000	-4.820000, -2.400000
000000922	F	F	                  ok	1	352	-4.820000	-2.350000	-4.820000, -2.350000
000000923	F	F	                  ok	5	585	-4.820000	-2.300000	-4.820000, -2.300000
000000924	F	F	                  ok	10	561	-4.820000	-2.250000	-4.820000, -2.250000
000000925	F	F	                  ok	2	1101	-4.820000	-2.200000	-4.820000, -2.200000
000000926	F	F	                  ok	3	941	-4.820000	-2.150000	-4.820000, -2.150000
000000927	F	F	                  ok	5	1954	-4.820000	-2.100000	-4.820000, -2.100000
000000928	F	F	                  ok	10	1213	-4.820000	-2.050000	-4.820000, -2.050000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000000930	F	F	                  ok	9	822	-4.820000	-1.950000	-4.820000, -1.950000
000000931	F	F	                  ok	3	1556	-4.820000	-1.900000	-4.820000, -1.900000
000000932	F	F	                  ok	5	446	-4.820000	-1.850000	-4.820000, -1.850000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000000934	F	F	                  ok	2	1826	-4.820000	-1.750000	-4.820000, -1.750000
000000935	F	F	                  ok	5	2053	-4.820000	-1.700000	-4.820000, -1.700000
000000936	F	F	                  ok	2	1314	-4.820000	-1.650000	-4.820000, -1.650000
000000937	F	F	                  ok	9	880	-4.820000	-1.600000	-4.820000, -1.600000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000000939	F	F	                  ok	5	1207	-4.820000	-1.500000	-4.820000, -1.500000
000000940	F	F	                  ok	5	181	-4.820000	-1.450000	-4.820000, -1.450000
000000941	F	F	                  ok	5	235	-4.820000	-1.400000	-4.820000, -1.400000
000000942	F	F	                  ok	1	366	-4.820000	-1.350000	-4.820000, -1.350000
000000943	F	F	                  ok	3	232	-4.820000	-1.300000	-4.820000, -1.300000
000000944	F	F	                  ok	1	1992	-4.820000	-1.250000	-4.820000, -1.250000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000000946	F	F	                  ok	10	1632	-4.820000	-1.150000	-4.820000, -1.150000
000000947	F	F	                  ok	3	464	-4.820000	-1.100000	-4.820000, -1.100000
000000948	F	F	                  ok	1	606	-4.820000	-1.050000	-4.820000, -1.050000
000000949	F	F	                  ok	8	141	-4.820000	-1.000000	-4.820000, -1.000000
000000950	F	F	                  ok	0	1950	-4.820000	-0.950000	-4.820000, -0.950000
000000951	F	F	                  ok	11	852	-4.820000	-0.900000	-4.820000, -0.900000
000000952	F	F	                  ok	1	962	-4.820000	-0.850000	-4.820000, -0.850000
000000953	F	F	                  ok	1	181	-4.820000	-0.800000	-4.820000, -0.800000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000000955	F	F	                  ok	2	323	-4.820000	-0.700000	-4.820000, -0.700000
000000956	F	F	                  ok	10	57	-4.820000	-0.650000	-4.820000, -0.650000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000000958	F	F	                  ok	1	828	-4.820000	-0.550000	-4.820000, -0.550000
000000959	F	F	                  ok	9	117	-4.820000	-0.500000	-4.820000, -0.500000
000000960	F	F	                  ok	2	1868	-4.820000	-0.450000	-4.820000, -0.450000
000000961	F	F	                  ok	4	800	-4.820000	-0.400000	-4.820000, -0.400000
000000962	F	F	                  ok	11	119	-4.820000	-0.350000	-4.820000, -0.350000
000000963	F	F	                  ok	2	687	-4.820000	-0.300000	-4.820000, -0.300000
000000964	F	F	                  ok	2	1007	-4.820000	-0.250000	-4.820000, -0.250000
000000965	F	F	                  ok	0	950	-4.820000	-0.200000	-4.820000, -0.200000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000000967	F	F	                  ok	4	482	-4.820000	-0.100000	-4.820000, -0.100000
000000968	F	F	                  ok	5	1752	-4.820000	-0.050000	-4.820000, -0.050000
000000969	F	F	                  ok	4	351	-4.820000	0.000000	-4.820000, 0.000000
000000970	F	F	                  ok	8	1891	-4.820000	0.050000	-4.820000, 0.050000
000000971	F	F	                  ok	1	628	-4.820000	0.100000	-4.820000, 0.100000
000000972	F	F	                  ok	0	1050	-4.820000	0.150000	-4.820000, 0.150000
000000973	F	F	                  ok	9	512	-4.820000	0.200000	-4.820000, 0.200000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000000975	F	F	                  ok	8	562	-4.820000	0.300000	-4.820000, 0.300000
000000976	F	F	                  ok	5	1067	-4.820000	0.350000	-4.820000, 0.350000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000000978	F	F	                  ok	7	756	-4.820000	0.450000	-4.820000, 0.450000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000000980	F	F	                  ok	11	155	-4.820000	0.550000	-4.820000, 0.550000
000000981	F	F	                  ok	4	992	-4.820000	0.600000	-4.820000, 0.600000
000000982	F	F	                  ok	3	1460	-4.820000	0.650000	-4.820000, 0.650000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000000984	F	F	                  ok	3	229	-4.820000	0.750000	-4.820000, 0.750000
000000985	F	F	                  ok	8	487	-4.820000	0.800000	-4.820000, 0.800000
000000986	F	F	                  ok	10	694	-4.820000	0.850000	-4.820000, 0.850000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000000988	F	F	                  ok	9	450	-4.820000	0.950000	-4.820000, 0.950000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000000990	F	F	                  ok	0	583	-4.820000	1.050000	-4.820000, 1.050000
000000991	F	F	                  ok	5	345	-4.820000	1.100000	-4.820000, 1.100000
000000992	F	F	                  ok	10	58	-4.820000	1.150000	-4.820000, 1.150000
000000993	F	F	                  ok	6	278	-4.820000	1.200000	-4.820000, 1.200000
000000994	F	F	                  ok	2	478	-4.820000	1.250000	-4.820000, 1.250000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000000998	F	F	                  ok	7	1020	-4.820000	1.450000	-4.820000, 1.450000
000000999	F	F	                  ok	2	1035	-4.820000	1.500000	-4.820000, 1.500000
000001000	F	F	                  ok	9	913	-4.820000	1.550000	-4.820000, 1.550000
000001001	F	F	                  ok	3	992	-4.820000	1.600000	-4.820000, 1.600000
000001002	F	F	                  ok	3	374	-4.820000	1.650000	-4.820000, 1.650000
000001003	F	F	                  ok	9	274	-4.820000	1.700000	-4.820000, 1.700000
000001004	F	F	                  ok	8	1321	-4.820000	1.750000	-4.820000, 1.750000
000001005	F	F	                  ok	5	891	-4.820000	1.800000	-4.820000, 1.800000
000001006	F	F	                  ok	1	211	-4.820000	1.850000	-4.820000, 1.850000
000001007	F	F	                  ok	10	2004	-4.820000	1.900000	-4.820000, 1.900000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000001009	F	F	                  ok	1	1963	-4.820000	2.000000	-4.820000, 2.000000
000001010	F	F	                  ok	10	630	-4.800000	-3.000000	-4.800000, -3.000000
000001011	F	F	                  ok	4	204	-4.800000	-2.950000	-4.800000, -2.950000
000001012	F	F	                  ok	5	1888	-4.800000	-2.900000	-4.800000, -2.900000
000001013	F	F	                  ok	0	930	-4.800000	-2.850000	-4.800000, -2.850000
000001014	F	F	                  ok	11	1668	-4.800000	-2.800000	-4.800000, -2.800000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000001016	F	F	                  ok	2	1076	-4.800000	-2.700000	-4.800000, -2.700000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000001018	F	F	                  ok	1	404	-4.800000	-2.600000	-4.800000, -2.600000
000001019	F	F	                  ok	8	212	-4.800000	-2.550000	-4.800000, -2.550000
000001020	F	F	                  ok	8	690	-4.800000	-2.500000	-4.800000, -2.500000
000001021	F	F	                  ok	9	43	-4.800000	-2.450000	-4.800000, -2.450000
000001022	F	F	                  ok	7	605	-4.800000	-2.400000	-4.800000, -2.400000
000001023	F	F	                  ok	11	1954	-4.800000	-2.350000	-4.800000, -2.350000
000001024	F	F	                  ok	10	1090	-4.800000	-2.300000	-4.800000, -2.300000
000001025	F	F	                  ok	8	915	-4.800000	-2.250000	-4.800000, -2.250000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000001027	F	F	                  ok	0	1947	-4.800000	-2.150000	-4.800000, -2.150000
000001028	F	F	                  ok	0	834	-4.800000	-2.100000	-4.800000, -2.100000
000001029	F	F	                  ok	0	2053	-4.800000	-2.050000	-4.800000, -2.050000
000001030	F	F	                  ok	10	609	-4.800000	-2.000000	-4.800000, -2.000000
000001031	F	F	                  ok	0	1986	-4.800000	-1.950000	-4.800000, -1.950000
000001032	F	F	                  ok	3	1474	-4.800000	-1.900000	-4.800000, -1.900000
000001033	F	F	                  ok	8	961	-4.800000	-1.850000	-4.800000, -1.850000
000001034	F	F	                  ok	10	1606	-4.800000	-1.800000	-4.800000, -1.800000
000001035	F	F	                  ok	1	1924	-4.800000	-1.750000	-4.800000, -1.750000
000001036	F	F	                  ok	3	284	-4.800000	-1.700000	-4.800000, -1.700000
000001037	F	F	                  ok	5	1359	-4.800000	-1.650000	-4.800000, -1.650000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000001039	F	F	                  ok	5	109	-4.800000	-1.550000	-4.800000, -1.550000
000001040	F	F	                  ok	11	100	-4.800000	-1.500000	-4.800000, -1.500000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000001042	F	F	                  ok	9	97	-4.800000	-1.400000	-4.800000, -1.400000
000001043	F	F	                  ok	3	1096	-4.800000	-1.350000	-4.800000, -1.350000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000001045	F	F	                  ok	10	1405	-4.800000	-1.250000	-4.800000, -1.250000
000001046	F	F	                  ok	3	550	-4.800000	-1.200000	-4.800000, -1.200000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000001048	F	F	                  ok	10	1838	-4.800000	-1.100000	-4.800000, -1.100000
000001049	F	F	                  ok	7	336	-4.800000	-1.050000	-4.800000, -1.050000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000001052	F	F	                  ok	9	128	-4.800000	-0.900000	-4.800000, -0.900000
000001053	F	F	                  ok	1	1255	-4.800000	-0.850000	-4.800000, -0.850000
000001054	F	F	                  ok	3	1973	-4.800000	-0.800000	-4.800000, -0.800000
000001055	F	F	                  ok	7	480	-4.800000	-0.750000	-4.800000, -0.750000
000001056	F	F	                  ok	9	418	-4.800000	-0.700000	-4.800000, -0.700000
000001057	F	F	                  ok	5	2076	-4.800000	-0.650000	-4.800000, -0.650000
000001058	F	F	                  ok	6	211	-4.800000	-0.600000	-4.800000, -0.600000
000001059	F	F	                  ok	0	312	-4.800000	-0.550000	-4.800000, -0.550000
000001060	F	F	                  ok	11	67	-4.800000	-0.500000	-4.800000, -0.500000
000001061	F	F	                  ok	5	833	-4.800000	-0.450000	-4.800000, -0.450000
000001062	F	F	                  ok	10	877	-4.800000	-0.400000	-4.800000, -0.400000
000001063	F	F	                  ok	11	282	-4.800000	-0.350000	-4.800000, -0.350000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000001065	F	F	                  ok	0	523	-4.800000	-0.250000	-4.800000, -0.250000
000001066	F	F	                  ok	8	122	-4.800000	-0.200000	-4.800000, -0.200000
000001067	F	F	                  ok	1	396	-4.800000	-0.150000	-4.800000, -0.150000
000001068	F	F	                  ok	5	1471	-4.800000	-0.100000	-4.800000, -0.100000
000001069	F	F	                  ok	10	1777	-4.800000	-0.050000	-4.800000, -0.050000
000001070	F	F	                  ok	1	616	-4.800000	0.000000	-4.800000, 0.000000
000001071	F	F	                  ok	2	639	-4.800000	0.050000	-4.800000, 0.050000
000001072	F	F	                  ok	6	198	-4.800000	0.100000	-4.800000, 0.100000
000001073	F	F	                  ok	2	1630	-4.800000	0.150000	-4.800000, 0.150000
000001074	F	F	                  ok	5	2081	-4.800000	0.200000	-4.800000, 0.200000
000001075	F	F	                  ok	1	1910	-4.800000	0.250000	-4.800000, 0.250000
000001076	F	F	                  ok	0	715	-4.800000	0.300000	-4.800000, 0.300000
000001077	F	F	                  ok	0	1211	-4.800000	0.350000	-4.800000, 0.350000
000001078	F	F	                  ok	8	1630	-4.800000	0.400000	-4.800000, 0.400000
000001079	F	F	                  ok	2	918	-4.800000	0.450000	-4.800000, 0.450000
000001080	F	F	                  ok	5	2006	-4.800000	0.500000	-4.800000, 0.500000
000001081	F	F	                  ok	2	2023	-4.800000	0.550000	-4.800000, 0.550000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000001084	F	F	                  ok	5	1673	-4.800000	0.700000	-4.800000, 0.700000
000001085	F	F	                  ok	0	220	-4.800000	0.750000	-4.800000, 0.750000
000001086	F	F	                  ok	10	1855	-4.800000	0.800000	-4.800000, 0.800000
000001087	F	F	                  ok	11	1258	-4.800000	0.850000	-4.800000, 0.850000
000001088	F	F	                  ok	6	246	-4.800000	0.900000	-4.800000, 0.900000
000001089	F	F	                  ok	3	714	-4.800000	0.950000	-4.800000, 0.950000
000001090	F	F	                  ok	3	407	-4.800000	1.000000	-4.800000, 1.000000
000001091	F	F	                  ok	1	1396	-4.800000	1.050000	-4.800000, 1.050000
000001092	F	F	                  ok	10	1466	-4.800000	1.100000	-4.800000, 1.100000
000001093	F	F	                  ok	0	845	-4.800000	1.150000	-4.800000, 1.150000
000001094	F	F	                  ok	4	1005	-4.800000	1.200000	-4.800000, 1.200000
000001095	F	F	                  ok	8	1733	-4.800000	1.250000	-4.800000, 1.250000
000001096	F	F	                  ok	0	1789	-4.800000	1.300000	-4.800000, 1.300000
000001097	F	F	                  ok	6	33	-4.800000	1.350000	-4.800000, 1.350000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000001100	F	F	                  ok	4	598	-4.800000	1.500000	-4.800000, 1.500000
000001101	F	F	                  ok	7	93	-4.800000	1.550000	-4.800000, 1.550000
000001102	F	F	                  ok	8	591	-4.800000	1.600000	-4.800000, 1.600000
000001103	F	F	                  ok	3	721	-4.800000	1.650000	-4.800000, 1.650000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000001105	F	F	                  ok	8	795	-4.800000	1.750000	-4.800000, 1.750000
000001106	F	F	                  ok	1	552	-4.800000	1.800000	-4.800000, 1.800000
000001107	F	F	                  ok	8	556	-4.800000	1.850000	-4.800000, 1.850000
000001108	F	F	                  ok	8	565	-4.800000	1.900000	-4.800000, 1.900000
000001109	F	F	                  ok	3	942	-4.800000	1.950000	-4.800000, 1.950000
000001110	F	F	                  ok	11	1968	-4.800000	2.000000	-4.800000, 2.000000
000001111	F	F	                  ok	11	787	-4.780000	-3.000000	-4.780000, -3.000000
000001112	F	F	                  ok	10	1269	-4.780000	-2.950000	-4.780000, -2.950000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000001114	F	F	                  ok	10	1482	-4.780000	-2.850000	-4.780000, -2.850000
000001115	F	F	                  ok	4	414	-4.780000	-2.800000	-4.780000, -2.800000
000001116	F	F	                  ok	5	2008	-4.780000	-2.750000	-4.780000, -2.750000
000001117	F	F	                  ok	11	589	-4.780000	-2.700000	-4.780000, -2.700000
000001118	F	F	                  ok	2	1	-4.780000	-2.650000	-4.780000, -2.650000
000001119	F	F	                  ok	2	921	-4.780000	-2.600000	-4.780000, -2.600000
000001120	F	F	                  ok	1	611	-4.780000	-2.550000	-4.780000, -2.550000
000001121	F	F	                  ok	2	1819	-4.780000	-2.500000	-4.780000, -2.500000
000001122	F	F	                  ok	4	309	-4.780000	-2.450000	-4.780000, -2.450000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000001124	F	F	                  ok	2	866	-4.780000	-2.350000	-4.780000, -2.350000
000001125	F	F	                  ok	7	559	-4.780000	-2.300000	-4.780000, -2.300000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000001127	F	F	                  ok	2	373	-4.780000	-2.200000	-4.780000, -2.200000
000001128	F	F	                  ok	8	217	-4.780000	-2.150000	-4.780000, -2.150000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000001130	F	F	                  ok	10	403	-4.780000	-2.050000	-4.780000, -2.050000
000001131	F	F	                  ok	5	1935	-4.780000	-2.000000	-4.780000, -2.000000
000001132	F	F	                  ok	3	1825	-4.780000	-1.950000	-4.780000, -1.950000
000001133	F	F	                  ok	2	106	-4.780000	-1.900000	-4.780000, -1.900000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000001136	F	F	                  ok	0	1039	-4.780000	-1.750000	-4.780000, -1.750000
000001137	F	F	                  ok	5	1183	-4.780000	-1.700000	-4.780000, -1.700000
000001138	F	F	                  ok	6	481	-4.780000	-1.650000	-4.780000, -1.650000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000001140	F	F	                  ok	0	387	-4.780000	-1.550000	-4.780000, -1.550000
000001141	F	F	                  ok	0	706	-4.780000	-1.500000	-4.780000, -1.500000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000001143	F	F	                  ok	8	1915	-4.780000	-1.400000	-4.780000, -1.400000
000001144	F	F	                  ok	8	784	-4.780000	-1.350000	-4.780000, -1.350000
000001145	F	F	                  ok	3	919	-4.780000	-1.300000	-4.780000, -1.300000
000001146	F	F	                  ok	11	440	-4.780000	-1.250000	-4.780000, -1.250000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000001148	F	F	                  ok	11	1580	-4.780000	-1.150000	-4.780000, -1.150000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000001150	F	F	                  ok	7	592	-4.780000	-1.050000	-4.780000, -1.050000
000001151	F	F	                  ok	3	1047	-4.780000	-1.000000	-4.780000, -1.000000
000001152	F	F	                  ok	9	1007	-4.780000	-0.950000	-4.780000, -0.950000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000001154	F	F	                  ok	3	635	-4.780000	-0.850000	-4.780000, -0.850000
000001155	F	F	                  ok	10	1828	-4.780000	-0.800000	-4.780000, -0.800000
000001156	F	F	                  ok	7	166	-4.780000	-0.750000	-4.780000, -0.750000
000001157	F	F	                  ok	5	324	-4.780000	-0.700000	-4.780000, -0.700000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000001161	F	F	                  ok	7	147	-4.780000	-0.500000	-4.780000, -0.500000
000001162	F	F	                  ok	0	1815	-4.780000	-0.450000	-4.780000, -0.450000
000001163	F	F	                  ok	11	2019	-4.780000	-0.400000	-4.780000, -0.400000
000001164	F	F	                  ok	0	459	-4.780000	-0.350000	-4.780000, -0.350000
000001165	F	F	                  ok	0	1783	-4.780000	-0.300000	-4.780000, -0.300000
000001166	F	F	                  ok	1	711	-4.780000	-0.250000	-4.780000, -0.250000
000001167	F	F	                  ok	2	489	-4.780000	-0.200000	-4.780000, -0.200000
000001168	F	F	                  ok	6	392	-4.780000	-0.150000	-4.780000, -0.150000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000001170	F	F	                  ok	11	1511	-4.780000	-0.050000	-4.780000, -0.050000
000001171	F	F	                  ok	3	1858	-4.780000	0.000000	-4.780000, 0.000000
000001172	F	F	                  ok	1	1636	-4.780000	0.050000	-4.780000, 0.050000
000001173	F	F	                  ok	11	907	-4.780000	0.100000	-4.780000, 0.100000
000001174	F	F	                  ok	9	462	-4.780000	0.150000	-4.780000, 0.150000
000001175	F	F	                  ok	8	1041	-4.780000	0.200000	-4.780000, 0.200000
000001176	F	F	                  ok	7	42	-4.780000	0.250000	-4.780000, 0.250000
000001177	F	F	                  ok	7	767	-4.780000	0.300000	-4.780000, 0.300000
000001178	F	F	                  ok	6	64	-4.780000	0.350000	-4.780000, 0.350000
000001179	F	F	                  ok	1	479	-4.780000	0.400000	-4.780000, 0.400000
000001180	F	F	                  ok	11	448	-4.780000	0.450000	-4.780000, 0.450000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000001183	F	F	                  ok	8	1501	-4.780000	0.600000	-4.780000, 0.600000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000001185	F	F	                  ok	7	910	-4.780000	0.700000	-4.780000, 0.700000
000001186	F	F	                  ok	5	763	-4.780000	0.750000	-4.780000, 0.750000
#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string

000001188	F	F	                  ok	2	614	-4.780000	0.850000	-4.780000, 0.850000
