# CeSAM : ASTROPHYSIC DATA CENTER IN MARSEILLE
# Head : C. Surace, Scientific head : V. Le Brun, Information system head : C. Moreau
# VVDS project 
# It these data have been of any use for your research, please include the following acknowledgment :
# This research uses data from the VIMOS VLT Deep Survey, obtained from the VVDS database operated by Cesam, Laboratoire d'Astrophysique de Marseille, France.
# and refer to the paper: 
# Le Fèvre et al., 2013, arXiv:1307.0545
# Search in F14_WIDE field AND MagI between -100 and 100 AND Spectroscopic Redshift > 0
# NUM 	ID-IAU 	ALPHA 	DELTA 	Z 	ZFLAGS 	MAGI 	MAG_U_CFH12K 	MAGERR_AUTO_U 	MAG_B_CFH12K 	MAGERR_AUTO_B 	MAG_V_CFH12K 	MAGERR_AUTO_V 	MAG_R_CFH12K 	MAGERR_AUTO_R 	MAG_I_CFH12K 	MAGERR_AUTO_I 	 
140119151	VVDS-J135929.39+042336.5	209.872481	4.3934843	0.6735	1	21.9751	-99.9	-99.9	23.224932	0.0493	22.69084	0.108921	22.187526	0.044897	21.9751	0.0547
140119178	VVDS-J135647.46+042339.2	209.197786	4.3942334	9.9999	20	23.5939	-99.9	-99.9	24.29715	0.079242	24.031809	0.076312	23.539918	0.114435	23.5939	0.1253
140119187	VVDS-J135921.81+042336.5	209.840876	4.3934776	0.6650	2	20.7157	-99.9	-99.9	22.518495	0.027667	21.435749	0.020997	20.953064	0.011834	20.7157	0.0162
140119203	VVDS-J135654.14+042333.5	209.225592	4.3926589	1.9084	3	21.1718	-99.9	-99.9	22.326126	0.027006	21.507076	0.0145	21.235044	0.013641	21.1718	0.0169
140119204	VVDS-J135556.65+042337.1	208.986057	4.3936656	0.8095	1	22.1875	-99.9	-99.9	-99	-99	-99	-99	-99	-99	22.1875	0.0565
140119236	VVDS-J135552.98+042333.9	208.970754	4.3927637	0.2217	1	22.3615	-99.9	-99.9	-99	-99	-99	-99	-99	-99	22.3615	0.0758
140119292	VVDS-J135929.84+042331.8	209.874336	4.3921913	0.4995	4	19.3817	-99.9	-99.9	22.377283	0.028097	20.821108	0.019574	19.810421	0.007151	19.3817	0.0084
140119346	VVDS-J135744.77+042329.8	209.436568	4.3916165	0.5017	3	20.2923	-99.9	-99.9	23.554411	0.070517	22.149822	0.023456	20.879951	0.011444	20.2923	0.0104
140119349	VVDS-J135537.26+042338.7	208.905252	4.39409	0.9340	2	22.4904	-99.9	-99.9	-99	-99	-99	-99	-99	-99	22.4904	0.0753
140119351	VVDS-J135647.87+042338.9	209.199488	4.3941424	0.5539	21	22.8135	-99.9	-99.9	23.715467	0.05596	23.20158	0.040792	22.836452	0.043997	22.8135	0.0518
140119388	VVDS-J135822.32+042340.1	209.593026	4.3944849	0.6030	1	22.2307	-99.9	-99.9	24.264473	0.100084	23.811449	0.078782	23.187881	0.062173	22.2307	0.0576
140119455	VVDS-J135638.42+042335.3	209.160096	4.3931487	0.5503	2	21.0502	-99.9	-99.9	23.141355	0.043555	22.336798	0.026045	21.426971	0.016247	21.0502	0.0161
140119462	VVDS-J135554.86+042333.6	208.978617	4.3926913	0.3547	2	20.285	-99.9	-99.9	-99	-99	-99	-99	-99	-99	20.285	0.0114
140119504	VVDS-J135814.70+042336.0	209.561277	4.3933376	0.5143	3	20.0066	-99.9	-99.9	23.214361	0.043704	21.736351	0.01669	20.564197	0.009187	20.0066	0.0112
140119514	VVDS-J135917.80+042330.5	209.824206	4.3918302	0.0645	4	19.7329	-99.9	-99.9	20.228979	0.008839	19.777178	0.008984	19.666547	0.006385	19.7329	0.0103
140119516	VVDS-J135730.56+042341.3	209.377367	4.3948135	0.7741	9	22.4802	-99.9	-99.9	24.635948	0.118941	24.472347	0.151257	23.843191	0.104766	22.4802	0.0709
140119533	VVDS-J135850.72+042334.9	209.711367	4.3930356	0.4785	4	20.1333	-99.9	-99.9	23.350366	0.052724	21.882605	0.028473	20.643884	0.010747	20.1333	0.0175
140119552	VVDS-J135648.00+042339.5	209.200033	4.3943172	0.6513	3	22.2515	-99.9	-99.9	23.612049	0.062522	23.290377	0.046724	22.393209	0.039017	22.2515	0.0359
140119616	VVDS-J135545.57+042338.8	208.939878	4.3941293	0.6639	2	21.9927	-99.9	-99.9	-99	-99	-99	-99	-99	-99	21.9927	0.0477
140119676	VVDS-J135535.68+042339.3	208.898708	4.3942695	0.5273	1	21.8163	-99.9	-99.9	-99	-99	-99	-99	-99	-99	21.8163	0.0283
140119677	VVDS-J135741.71+042338.0	209.423817	4.3938945	0.7746	3	21.1593	-99.9	-99.9	25.869497	0.285508	23.351946	0.052926	22.206703	0.027128	21.1593	0.0175
140119679	VVDS-J135818.67+042344.0	209.577818	4.3955586	0.7508	3	21.9308	-99.9	-99.9	24.060034	0.081704	22.792143	0.046447	22.200643	0.02397	21.9308	0.0356
140119756	VVDS-J135549.36+042335.8	208.955681	4.3933032	0.7291	3	22.0123	-99.9	-99.9	-99	-99	-99	-99	-99	-99	22.0123	0.051
140119773	VVDS-J135743.46+042332.8	209.431103	4.3924486	0.4250	4	19.6204	-99.9	-99.9	22.615446	0.039362	21.209623	0.013515	20.144388	0.00773	19.6204	0.0081
140119779	VVDS-J135827.19+042344.9	209.613314	4.3958331	1.2825	2	22.4929	-99.9	-99.9	99.99	99.99	25.504604	0.326011	23.887422	0.099681	22.4929	0.0609
140119785	VVDS-J135902.79+042340.1	209.761628	4.3944924	0.8494	1	21.9779	-99.9	-99.9	23.953169	0.075225	23.231077	0.056103	22.70021	0.033099	21.9779	0.0398
140119797	VVDS-J135901.39+042343.8	209.755797	4.3955221	0.4792	3	21.5638	-99.9	-99.9	23.38661	0.055353	22.414494	0.036999	21.728708	0.018713	21.5638	0.0274
140119809	VVDS-J135637.07+042339.3	209.154487	4.3942523	1.0600	1	22.3622	-99.9	-99.9	24.182276	0.103213	23.549145	0.060138	22.96676	0.060138	22.3622	0.0412
140119915	VVDS-J135936.08+042345.1	209.90035	4.395877	9.9999	0	22.4537	-99.9	-99.9	24.25144	0.077849	23.426352	0.068341	23.071083	0.044393	22.4537	0.0841
140120082	VVDS-J135853.07+042342.7	209.72116	4.3952067	0.8271	2	21.7062	-99.9	-99.9	23.205919	0.055885	22.655708	0.044203	22.233818	0.027837	21.7062	0.0353
140120117	VVDS-J135537.88+042336.0	208.907835	4.3933488	0.1860	4	17.7898	-99.9	-99.9	-99	-99	-99	-99	-99	-99	17.7898	0.003
140120124	VVDS-J135640.27+042342.6	209.16782	4.3951864	0.3864	2	21.893	-99.9	-99.9	22.820114	0.041003	22.583075	0.034935	22.11	0.034665	21.893	0.0308
140120201	VVDS-J135843.27+042345.9	209.680313	4.3961111	0.7844	3	21.4429	-99.9	-99.9	22.817446	0.031774	22.309864	0.02412	21.788938	0.015781	21.4429	0.0285
140120274	VVDS-J135802.41+042336.7	209.510045	4.3935398	0.4150	2	20.3064	-99.9	-99.9	21.655758	0.020161	20.876692	0.010972	20.390617	0.009011	20.3064	0.0178
140120275	VVDS-J135559.52+042339.5	208.998018	4.3943208	0.3142	1	20.6236	-99.9	-99.9	22.655147	0.04625	21.969686	0.023733	-99	-99	20.6236	0.0183
140120282	VVDS-J135738.33+042344.6	209.409734	4.3957337	0.4978	1	21.0787	-99.9	-99.9	23.463667	0.053115	22.087757	0.019907	21.555774	0.01598	21.0787	0.0174
140120334	VVDS-J135619.83+042335.3	209.082641	4.3931559	0.2654	3	19.5828	-99.9	-99.9	20.96075	0.015619	19.987177	0.006519	19.701706	0.006122	19.5828	0.008
140120350	VVDS-J135837.10+042350.3	209.654594	4.3973228	0.3289	3	22.3242	-99.9	-99.9	22.768335	0.027667	22.458218	0.024025	22.490898	0.021599	22.3242	0.0537
140120374	VVDS-J135543.60+042345.5	208.931671	4.3959959	0.5763	4	22.346	-99.9	-99.9	-99	-99	-99	-99	-99	-99	22.346	0.0542
140120414	VVDS-J135721.25+042347.9	209.338558	4.3966659	0.5856	2	22.4243	-99.9	-99.9	23.654541	0.06354	23.019356	0.061901	22.48607	0.034982	22.4243	0.0392
140120433	VVDS-J135634.04+042345.4	209.141856	4.3959597	0.1137	3	21.3555	-99.9	-99.9	22.022873	0.023907	21.473988	0.015318	21.416479	0.015987	21.3555	0.02
140120474	VVDS-J135553.19+042337.2	208.971648	4.3936795	0.7150	4	20.7931	-99.9	-99.9	-99	-99	-99	-99	-99	-99	20.7931	0.0214
140120519	VVDS-J135551.81+042339.6	208.965904	4.3943566	0.8280	1	21.0278	-99.9	-99.9	-99	-99	-99	-99	-99	-99	21.0278	0.0267
140120593	VVDS-J135613.54+042343.6	209.056443	4.3954596	0.4118	4	21.3673	-99.9	-99.9	22.996988	0.044711	22.011217	0.020674	21.551807	0.017292	21.3673	0.0226
140120733	VVDS-J135724.25+042341.5	209.351079	4.3948815	0.4909	2	20.4628	-99.9	-99.9	21.940142	0.022304	21.275753	0.01323	20.631179	0.010067	20.4628	0.0113
140120748	VVDS-J135915.85+042349.6	209.816051	4.3971165	0.4508	4	20.6039	-99.9	-99.9	23.826853	0.093333	22.18141	0.048451	21.065643	0.013932	20.6039	0.0155
140120754	VVDS-J135929.88+042352.9	209.874528	4.398048	0.4992	4	21.7529	-99.9	-99.9	24.947519	0.232641	23.128902	0.104686	22.160421	0.029074	21.7529	0.0293
140120760	VVDS-J135745.89+042349.7	209.441223	4.3971542	9.9999	20	22.7845	-99.9	-99.9	23.664389	0.056531	23.365871	0.04748	23.169035	0.044868	22.7845	0.0634
140120771	VVDS-J135737.09+042344.3	209.404557	4.3956662	0.8892	3	22.2714	-99.9	-99.9	23.606476	0.062479	23.280104	0.046927	23.047332	0.053971	22.2714	0.042
140120964	VVDS-J135549.93+042348.1	208.958081	4.3966971	0.4770	1	21.1134	-99.9	-99.9	-99	-99	-99	-99	-99	-99	21.1134	0.0275
140120982	VVDS-J135611.84+042341.9	209.049367	4.3949811	0.5030	2	20.5046	-99.9	-99.9	23.62562	0.07497	22.037199	0.023152	20.851146	0.012037	20.5046	0.0135
140121003	VVDS-J135712.76+042353.5	209.303207	4.3982114	0.8526	2	22.3098	-99.9	-99.9	26.801693	0.652469	23.824484	0.084319	23.376113	0.057304	22.3098	0.041
140121046	VVDS-J135900.85+042356.7	209.753567	4.3990986	0.8274	3	22.4277	-99.9	-99.9	23.573578	0.086575	23.429483	0.082541	22.86347	0.038179	22.4277	0.0477
140121111	VVDS-J135732.54+042348.7	209.385608	4.3968865	0.1227	4	19.8398	-99.9	-99.9	20.797249	0.012956	20.165802	0.007812	19.98912	0.007507	19.8398	0.0092
140121115	VVDS-J135559.23+042353.1	208.996831	4.3981093	0.4122	9	21.5726	-99.9	-99.9	23.773741	0.093584	-99	-99	-99	-99	21.5726	0.0458
140121130	VVDS-J135629.74+042352.7	209.123934	4.3979946	9.9999	0	22.3314	-99.9	-99.9	23.677057	0.116335	22.8888	0.062819	22.266033	0.0504	22.3314	0.0655
140121161	VVDS-J135612.32+042343.3	209.051358	4.3953866	0.5013	3	20.1738	-99.9	-99.9	23.550409	0.076354	21.902575	0.024994	20.49525	0.011705	20.1738	0.0137
140121247	VVDS-J135612.73+042347.3	209.053059	4.3964747	0.5016	2	20.3914	-99.9	-99.9	23.524811	0.096289	21.80624	0.029058	20.791441	0.013889	20.3914	0.0155
140121259	VVDS-J135618.43+042354.2	209.076808	4.3984126	0.5168	2	21.2291	-99.9	-99.9	23.706859	0.082931	22.742811	0.030259	21.671655	0.017416	21.2291	0.0185
140121270	VVDS-J135538.92+042355.1	208.912182	4.3986429	9.9999	0	22.4437	-99.9	-99.9	-99	-99	-99	-99	-99	-99	22.4437	0.0493
140121328	VVDS-J135740.34+042352.3	209.418116	4.3978855	0.7754	3	20.7375	-99.9	-99.9	22.128345	0.025086	21.789669	0.018463	21.375167	0.015324	20.7375	0.0163
140121338	VVDS-J135537.94+042353.6	208.908121	4.3982338	0.5150	4	21.6957	-99.9	-99.9	-99	-99	-99	-99	-99	-99	21.6957	0.0288
140121399	VVDS-J135745.63+042350.0	209.440142	4.3972411	0.5038	3	20.3351	-99.9	-99.9	22.306877	0.035829	21.563215	0.019023	20.790884	0.0114	20.3351	0.0123
140121465	VVDS-J135631.32+042353.8	209.130539	4.3982797	0.3354	3	20.4005	-99.9	-99.9	21.996511	0.021606	21.040089	0.011259	20.706972	0.010137	20.4005	0.0099
140121509	VVDS-J135812.62+042400.3	209.552615	4.4000892	0.6901	1	22.4536	-99.9	-99.9	25.243603	0.161613	23.866302	0.054558	23.143886	0.040033	22.4536	0.0443
140121524	VVDS-J135838.84+042359.2	209.661843	4.3997961	0.6039	1	20.4851	-99.9	-99.9	22.326851	0.020736	21.336231	0.010473	20.727327	0.007138	20.4851	0.0129
140121553	VVDS-J135800.42+042352.0	209.501776	4.3977814	0.3379	4	19.2881	-99.9	-99.9	21.049932	0.012266	19.926332	0.005795	19.483804	0.005113	19.2881	0.0074
140121559	VVDS-J135740.99+042359.4	209.420821	4.3998608	0.1115	4	22.0909	-99.9	-99.9	22.835756	0.03415	22.330702	0.023134	22.362957	0.026106	22.0909	0.0369
140121647	VVDS-J135657.33+042352.6	209.238906	4.3979557	0.4899	4	20.246	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	20.246	0.0099
140121767	VVDS-J135857.61+042359.4	209.740052	4.3998556	0.3932	2	20.1547	-99.9	-99.9	22.649692	0.037015	21.268797	0.017559	20.437578	0.008776	20.1547	0.0117
140121800	VVDS-J135922.90+042358.0	209.84542	4.3994445	0.2421	4	20.8011	-99.9	-99.9	22.259638	0.02816	21.300091	0.023084	21.048847	0.014425	20.8011	0.0208
140122140	VVDS-J135735.35+042400.9	209.397305	4.4002733	0.3450	2	20.7809	-99.9	-99.9	22.597	0.03183	21.54752	0.015087	21.179939	0.013229	20.7809	0.016
140122192	VVDS-J135646.29+042400.0	209.192894	4.4000224	0.3733	3	20.3854	-99.9	-99.9	22.008081	0.024145	21.12936	0.013306	20.622274	0.010649	20.3854	0.0108
140122322	VVDS-J135738.88+042405.7	209.412	4.4015977	0.5573	2	21.099	-99.9	-99.9	23.21908	0.04673	22.150288	0.022059	21.44774	0.015527	21.099	0.0169
140122469	VVDS-J135913.45+042359.3	209.806044	4.3998305	0.2735	4	19.1991	-99.9	-99.9	20.647983	0.01109	99.99	99.99	99.99	99.99	19.1991	0.0072
140122514	VVDS-J135937.91+042406.9	209.907985	4.4019266	0.8723	2	21.6166	-99.9	-99.9	24.870495	0.210284	23.545479	0.109165	22.741403	0.046822	21.6166	0.0317
140122545	VVDS-J135619.39+042408.3	209.080796	4.4023122	0.3588	2	22.2829	-99.9	-99.9	23.839535	0.07403	22.910652	0.034402	22.525049	0.028581	22.2829	0.0379
140122551	VVDS-J135934.27+042415.6	209.892812	4.4043352	0.1982	2	18.4588	-99.9	-99.9	19.854904	0.008565	18.938108	0.006194	18.670265	0.004084	18.4588	0.0057
140122610	VVDS-J135735.83+042407.0	209.399305	4.4019559	0.4399	3	21.539	-99.9	-99.9	24.685055	0.109647	23.302341	0.046245	22.284622	0.024526	21.539	0.0236
140122655	VVDS-J135830.03+042410.2	209.62515	4.4028509	0.7732	2	21.614	-99.9	-99.9	25.22155	0.229424	23.637955	0.05781	22.599414	0.033895	21.614	0.0302
140122719	VVDS-J135641.63+042410.0	209.173496	4.4027842	0.7833	3	21.9541	-99.9	-99.9	23.197895	0.045916	22.794743	0.039596	22.323314	0.030442	21.9541	0.0273
140122741	VVDS-J135536.19+042407.5	208.900804	4.4020973	0.8471	1	21.0429	-99.9	-99.9	-99	-99	-99	-99	-99	-99	21.0429	0.017
140122769	VVDS-J135915.32+042412.8	209.813853	4.4035677	0.9063	3	21.9089	-99.9	-99.9	23.637188	0.063835	23.185242	0.074236	22.776123	0.05176	21.9089	0.048
140122856	VVDS-J135541.84+042407.6	208.924344	4.4021266	9.9999	0	21.1558	-99.9	-99.9	-99	-99	-99	-99	-99	-99	21.1558	0.0459
140122884	VVDS-J135819.03+042405.2	209.579328	4.4014539	0.3482	3	19.2296	-99.9	-99.9	21.467752	0.021441	20.17186	0.008648	19.505708	0.005454	19.2296	0.0077
140122906	VVDS-J135815.34+042412.2	209.563929	4.4033943	0.6136	1	21.5538	-99.9	-99.9	22.796205	0.033604	21.987038	0.019284	21.62767	0.018005	21.5538	0.0284
140122925	VVDS-J135546.14+042402.5	208.94226	4.4007108	0.9792	2	21.8524	-99.9	-99.9	-99	-99	-99	-99	-99	-99	21.8524	0.0426
140122930	VVDS-J135840.98+042409.5	209.670763	4.4026467	0.4709	1	21.4898	-99.9	-99.9	22.903343	0.035246	22.345798	0.024713	22.191558	0.020499	21.4898	0.0468
140123042	VVDS-J135616.92+042412.3	209.070512	4.4034353	0.7710	2	21.9403	-99.9	-99.9	99.99	99.99	23.947201	0.080715	22.898067	0.039676	21.9403	0.0313
140123083	VVDS-J135858.12+042413.9	209.742193	4.4038631	0.9677	1	22.131	-99.9	-99.9	23.347862	0.077666	23.007936	0.073273	23.324421	0.043959	22.131	0.0444
140123118	VVDS-J135916.61+042417.4	209.819248	4.4048486	0.5500	2	22.0812	-99.9	-99.9	23.191797	0.040647	22.973503	0.046838	22.500595	0.029222	22.0812	0.0341
140123163	VVDS-J135550.82+042411.1	208.961758	4.4031051	0.6310	4	20.9033	-99.9	-99.9	-99	-99	-99	-99	-99	-99	20.9033	0.0156
140123199	VVDS-J135755.34+042416.8	209.480603	4.404694	9.9999	0	22.436	-99.9	-99.9	24.677072	0.125268	24.051428	0.098656	23.05544	0.052906	22.436	0.0688
140123241	VVDS-J135853.68+042418.3	209.723695	4.4051074	0.4379	4	22.2149	-99.9	-99.9	23.071028	0.043341	22.30497	0.033249	22.018503	0.021627	22.2149	0.0391
140123256	VVDS-J135844.64+042414.6	209.686013	4.4040575	0.7644	4	21.2432	-99.9	-99.9	22.535625	0.026558	22.056593	0.018009	21.499475	0.012252	21.2432	0.0232
140123321	VVDS-J135601.99+042413.8	209.0083	4.4038412	0.8029	1	21.6205	-99.9	-99.9	23.194605	0.062298	22.683044	0.039379	21.926626	0.025843	21.6205	0.0262
140123325	VVDS-J135825.47+042409.6	209.606133	4.4026784	0.3494	3	20.5063	-99.9	-99.9	22.229818	0.027861	21.155296	0.011376	20.711679	0.0099	20.5063	0.0142
140123369	VVDS-J135736.11+042417.8	209.400463	4.404949	0.5829	2	22.2546	-99.9	-99.9	24.257706	0.080165	23.173586	0.036541	22.612432	0.0286	22.2546	0.0314
140123462	VVDS-J135821.21+042416.5	209.588383	4.4046015	0.2482	2	21.0513	-99.9	-99.9	22.029764	0.030508	21.24519	0.012714	21.028757	0.012154	21.0513	0.0217
140123513	VVDS-J135535.00+042418.1	208.895835	4.4050438	9.9999	0	22.3335	-99.9	-99.9	-99	-99	-99	-99	-99	-99	22.3335	0.0753
140123568	VVDS-J135557.62+042420.0	208.990111	4.4055823	1.0016	29	23.4294	-99.9	-99.9	24.404106	0.098789	-99	-99	-99	-99	23.4294	0.0814
140123623	VVDS-J135635.81+042417.1	209.149218	4.4047503	0.3373	3	21.2948	-99.9	-99.9	22.43334	0.028139	21.563496	0.016422	21.309131	0.014931	21.2948	0.018
140123660	VVDS-J135828.98+042421.0	209.62077	4.4058408	0.7079	2	21.9135	-99.9	-99.9	25.265894	0.273594	23.870779	0.072824	22.879564	0.03584	21.9135	0.0348
140123705	VVDS-J135826.19+042418.8	209.609127	4.4052304	9.9999	0	22.2824	-99.9	-99.9	24.555799	0.182187	23.672415	0.117546	22.969654	0.06043	22.2824	0.0827
140123718	VVDS-J135734.83+042410.4	209.39513	4.4029008	0.4410	4	19.6669	-99.9	-99.9	22.816353	0.045803	21.328011	0.015378	20.246793	0.008327	19.6669	0.0078
140123728	VVDS-J135702.78+042415.1	209.261608	4.4042199	0.3814	3	21.641	-99.9	-99.9	23.401367	0.046641	22.394955	0.024746	21.978286	0.020209	21.641	0.021
140123810	VVDS-J135903.00+042414.2	209.762523	4.4039631	0.4793	4	21.2858	-99.9	-99.9	24.332802	0.107175	22.726006	0.053899	21.404144	0.018736	21.2858	0.0291
140123927	VVDS-J135655.63+042414.6	209.231794	4.4040803	9.9999	0	20.9684	-99.9	-99.9	21.620014	0.023146	21.096447	0.015802	20.946792	0.014993	20.9684	0.0215
140123966	VVDS-J135902.40+042420.8	209.760035	4.4057826	0.4786	3	21.3375	-99.9	-99.9	23.980375	0.092494	22.334557	0.055091	21.617727	0.019947	21.3375	0.0309
140124208	VVDS-J135812.00+042427.2	209.550021	4.4075751	0.7481	3	22.4455	-99.9	-99.9	23.852056	0.055227	23.462868	0.053171	22.808788	0.035497	22.4455	0.0514
140124234	VVDS-J135715.71+042425.4	209.315474	4.4070603	0.5481	2	22.11	-99.9	-99.9	25.593599	0.231251	23.843489	0.06287	22.68465	0.035618	22.11	0.0291
140124254	VVDS-J135924.72+042427.1	209.853018	4.4075552	0.9445	2	22.396	-99.9	-99.9	23.80916	0.06444	23.277397	0.062387	22.826006	0.0392	22.396	0.049
140124391	VVDS-J135624.46+042424.0	209.101932	4.4066702	1.0780	4	21.7858	-99.9	-99.9	23.246147	0.052033	22.752092	0.064276	99.99	99.99	21.7858	0.0366
140124400	VVDS-J135737.68+042422.2	209.407005	4.4061734	0.7742	2	20.8121	-99.9	-99.9	22.648002	0.033868	22.080627	0.02251	21.522565	0.017234	20.8121	0.0163
140124457	VVDS-J135549.25+042424.9	208.955247	4.4069414	0.8210	2	21.995	-99.9	-99.9	-99	-99	-99	-99	-99	-99	21.995	0.0434
140124562	VVDS-J135540.03+042419.8	208.916832	4.4055129	0.3591	2	20.6536	-99.9	-99.9	-99	-99	-99	-99	-99	-99	20.6536	0.0198
140124636	VVDS-J135635.31+042427.6	209.147145	4.4076764	0.3350	4	21.6621	-99.9	-99.9	22.920931	0.037866	21.935045	0.021779	21.638229	0.020507	21.6621	0.0237
140124667	VVDS-J135632.49+042428.9	209.135406	4.4080298	0.7577	3	21.9788	-99.9	-99.9	99.99	99.99	23.924334	0.064018	22.889366	0.039769	21.9788	0.0277
140124694	VVDS-J135637.65+042430.1	209.15689	4.4083823	9.9999	0	22.4641	-99.9	-99.9	24.722675	0.147339	23.987331	0.068258	23.19692	0.046135	22.4641	0.0427
140124701	VVDS-J135558.73+042430.6	208.994742	4.4085218	9.9999	0	22.0637	-99.9	-99.9	26.53109	0.581125	-99	-99	-99	-99	22.0637	0.056
140124768	VVDS-J135631.78+042428.3	209.132458	4.4078652	0.7584	3	21.8146	-99.9	-99.9	99.99	99.99	24.175384	0.082623	23.040805	0.037372	21.8146	0.0262
140124793	VVDS-J135634.79+042426.0	209.144991	4.4072233	0.5017	1	21.2353	-99.9	-99.9	22.949648	0.051307	22.25625	0.027573	21.512151	0.018401	21.2353	0.0193
140124813	VVDS-J135542.45+042428.5	208.926878	4.4079286	0.3108	3	22.3554	-99.9	-99.9	-99	-99	-99	-99	-99	-99	22.3554	0.0515
140124869	VVDS-J135716.47+042428.6	209.31864	4.4079445	0.5494	2	21.8881	-99.9	-99.9	25.192808	0.190462	23.631197	0.077721	22.37755	0.037715	21.8881	0.028
140124990	VVDS-J135820.42+042429.6	209.585109	4.4082419	0.2480	9	21.4552	-99.9	-99.9	22.676041	0.048862	21.837852	0.018964	21.485353	0.017152	21.4552	0.0286
140125003	VVDS-J135652.14+042423.1	209.217262	4.4064225	0.5536	3	20.4647	-99.9	-99.9	23.046598	0.058031	22.153683	0.035648	21.058485	0.020027	20.4647	0.0123
140125085	VVDS-J135548.61+042430.3	208.952552	4.4084243	0.6340	2	21.6076	-99.9	-99.9	-99	-99	-99	-99	-99	-99	21.6076	0.0306
140125087	VVDS-J135633.36+042424.1	209.139012	4.4067044	0.5912	2	21.713	-99.9	-99.9	23.457323	0.052812	99.99	99.99	99.99	99.99	21.713	0.028
140125103	VVDS-J135754.87+042433.7	209.478639	4.4093843	9.9999	0	22.3942	-99.9	-99.9	24.517502	0.114006	23.969868	0.069603	23.264352	0.054485	22.3942	0.0735
140125105	VVDS-J135700.13+042434.6	209.250563	4.4096161	0.3342	3	22.2332	-99.9	-99.9	23.597965	0.054183	22.801739	0.032955	22.479429	0.028451	22.2332	0.0324
140125194	VVDS-J135739.64+042429.2	209.415171	4.408134	0.4244	3	20.6841	-99.9	-99.9	22.631489	0.034558	21.696871	0.019275	21.113391	0.013469	20.6841	0.0152
140125335	VVDS-J135904.36+042438.9	209.76818	4.4108307	0.1847	4	22.0023	-99.9	-99.9	23.186134	0.0472	22.293245	0.040604	22.043304	0.032248	22.0023	0.0362
140125386	VVDS-J135754.03+042429.0	209.475149	4.4080797	0.4262	3	20.6014	-99.9	-99.9	23.602648	0.066273	22.113274	0.023558	21.130035	0.013971	20.6014	0.0194
140125392	VVDS-J135914.91+042436.9	209.812129	4.4102673	0.8124	1	22.0047	-99.9	-99.9	99.99	99.99	99.99	99.99	23.977071	0.081244	22.0047	0.0563
140125408	VVDS-J135711.75+042436.2	209.298986	4.4100664	0.9824	9	22.0975	-99.9	-99.9	24.546228	0.121884	23.785408	0.093181	23.195612	0.052888	22.0975	0.0423
140125502	VVDS-J135552.54+042434.5	208.968952	4.409587	0.8091	2	21.7188	-99.9	-99.9	-99	-99	-99	-99	-99	-99	21.7188	0.0298
140125625	VVDS-J135803.34+042436.1	209.51395	4.4100539	0.1240	1	18.7106	-99.9	-99.9	20.592848	0.010428	19.429584	0.004648	18.975248	0.004033	18.7106	0.0069
140125736	VVDS-J135818.58+042442.2	209.577431	4.4117313	0.6831	3	22.2942	-99.9	-99.9	23.4337	0.053311	99.99	99.99	22.478704	0.028996	22.2942	0.0409
140126050	VVDS-J135841.73+042445.0	209.67391	4.4125172	9.9999	20	22.7814	-99.9	-99.9	25.008776	0.1745	23.982197	0.073729	23.19868	0.044308	22.7814	0.0798
140126132	VVDS-J135653.38+042438.3	209.222439	4.410649	0.5495	3	21.6868	-99.9	-99.9	25.360927	0.23517	23.826595	0.101301	22.352468	0.029137	21.6868	0.0245
140126325	VVDS-J135750.30+042449.3	209.459623	4.4137198	9.9999	20	23.3975	-99.9	-99.9	25.102192	0.140294	24.964153	0.206929	25.262073	0.356542	23.3975	0.1137
140126685	VVDS-J135841.87+042444.8	209.674478	4.4124561	0.7665	2	21.6715	-99.9	-99.9	26.085289	0.349268	23.785904	0.07023	22.573486	0.029115	21.6715	0.038
140126751	VVDS-J135848.41+042452.2	209.701737	4.4145042	0.6354	1	22.4991	-99.9	-99.9	25.754194	0.305765	24.139633	0.118313	23.528665	0.072995	22.4991	0.0518
140126848	VVDS-J135856.70+042504.1	209.736287	4.4178165	0.0443	3	19.0784	-99.9	-99.9	19.500904	0.007628	19.08704	0.006551	99.99	99.99	19.0784	0.0086
140126924	VVDS-J135734.19+042450.9	209.392481	4.414166	0.4596	1	22.0423	-99.9	-99.9	23.190128	0.04476	22.450199	0.027879	22.153137	0.024414	22.0423	0.0319
140127002	VVDS-J135544.20+042451.1	208.934189	4.4142045	0.1758	4	21.5397	-99.9	-99.9	-99	-99	-99	-99	-99	-99	21.5397	0.0257
140127020	VVDS-J135616.22+042452.0	209.06761	4.4144572	0.8887	2	21.9221	-99.9	-99.9	22.946817	0.050557	22.665554	0.030097	22.37301	0.027934	21.9221	0.038
140127090	VVDS-J135932.57+042455.7	209.88572	4.4154796	1.5370	12	21.7958	-99.9	-99.9	22.422788	0.030903	22.332584	0.034146	21.859356	0.02531	21.7958	0.0303
140127177	VVDS-J135824.94+042456.1	209.603917	4.4156063	0.6288	2	22.2131	-99.9	-99.9	23.442728	0.056512	23.137876	0.037582	22.456556	0.027466	22.2131	0.0409
140127230	VVDS-J135627.94+042453.2	209.116441	4.4147962	0.6926	2	21.2612	-99.9	-99.9	24.069782	0.101774	22.784101	0.043876	21.957805	0.022567	21.2612	0.0198
