# CeSAM : ASTROPHYSIC DATA CENTER IN MARSEILLE
# Head : C. Surace, Scientific head : V. Le Brun, Information system head : C. Moreau
# VVDS project 
# It these data have been of any use for your research, please include the following acknowledgment :
# This research uses data from the VIMOS VLT Deep Survey, obtained from the VVDS database operated by Cesam, Laboratoire d'Astrophysique de Marseille, France.
# and refer to the paper: 
# Le Fèvre et al., 2013, arXiv:1307.0545
# Search in F10_WIDE field AND MagI between -100 and 100 AND Spectroscopic Redshift > 0
# NUM 	ID-IAU 	ALPHA 	DELTA 	Z 	ZFLAGS 	MAGI 	MAG_U_CFH12K 	MAGERR_AUTO_U 	MAG_B_CFH12K 	MAGERR_AUTO_B 	MAG_V_CFH12K 	MAGERR_AUTO_V 	MAG_R_CFH12K 	MAGERR_AUTO_R 	MAG_I_CFH12K 	MAGERR_AUTO_I 	 
100262905	VVDS-J100311.58+014310.8	150.798288	1.7196726	0.7733	2	22.0903	-99.9	-99.9	23.7141	0.4163	23.2128	0.3666	22.858	0.2768	22.0903	0.0303
100262934	VVDS-J100348.60+014304.5	150.952537	1.7179298	0.6455	3	21.9194	-99.9	-99.9	23.5912	0.3945	23.1254	0.3445	22.4108	0.2195	21.9194	0.0265
100263102	VVDS-J100608.70+014308.6	151.536286	1.7190714	0.3800	3	20.8147	-99.9	-99.9	23.678	0.1465	22.2089	0.2242	21.4819	0.1569	20.8147	0.0111
100263255	VVDS-J100303.96+014312.7	150.766537	1.7202107	0.6865	1	21.3032	-99.9	-99.9	22.9932	0.2782	22.0814	0.2085	21.8125	0.1704	21.3032	0.0163
100263299	VVDS-J100603.49+014311.5	151.514546	1.719868	0.5810	2	21.8421	-99.9	-99.9	23.6018	0.1518	22.9653	0.3376	22.3809	0.2508	21.8421	0.0248
100263326	VVDS-J100509.02+014314.2	151.287613	1.7206325	0.0927	1	22.2786	-99.9	-99.9	25.8022	0.7596	23.536	0.4097	23.3462	0.3745	22.2786	0.0298
100263414	VVDS-J100553.32+014313.5	151.472201	1.7204202	9.9999	0	22.3522	-99.9	-99.9	24.938	0.3958	24.0475	1.0843	22.8813	0.3555	22.3522	0.0516
100263460	VVDS-J100453.63+014312.8	151.223467	1.72024	0.8430	2	21.6947	-99.9	-99.9	23.5769	0.1685	22.5362	0.2493	22.2873	0.2017	21.6947	0.0222
100263646	VVDS-J100348.06+014314.8	150.950281	1.720788	0.6645	2	21.7852	-99.9	-99.9	24.6292	0.7139	23.0991	0.3361	22.5017	0.2292	21.7852	0.021
100263678	VVDS-J100344.82+014314.6	150.93677	1.7207311	0.5188	3	22.0185	-99.9	-99.9	23.4944	0.3758	22.8586	0.3015	22.3569	0.2148	22.0185	0.0265
100263979	VVDS-J100432.27+014319.0	151.134478	1.7219644	1.1875	9	22.2378	-99.9	-99.9	23.6887	0.1538	22.7378	0.2717	22.4632	0.2197	22.2378	0.0324
100264153	VVDS-J100401.56+014319.5	151.006512	1.7221065	0.7530	4	21.9458	-99.9	-99.9	23.4808	0.1309	23.0282	0.3212	22.5446	0.2317	21.9458	0.0251
100264185	VVDS-J100413.58+014319.8	151.056604	1.7221787	0.5876	3	21.4465	-99.9	-99.9	25.0058	0.2972	23.5261	0.4102	22.4022	0.2102	21.4465	0.0172
100264186	VVDS-J100429.49+014319.7	151.122887	1.722141	0.5141	2	20.875	-99.9	-99.9	24.5276	0.2351	22.7299	0.2637	21.6563	0.1473	20.875	0.0117
100264191	VVDS-J100402.47+014321.8	151.010317	1.7227357	0.7103	1	21.9678	-99.9	-99.9	23.6815	0.1461	23.081	0.3451	22.669	0.2453	21.9678	0.0313
100264203	VVDS-J100607.29+014320.6	151.530413	1.7223967	1.1344	2	22.3614	-99.9	-99.9	25.704	0.509	24.3538	0.7765	23.4753	0.4497	22.3614	0.0333
100264294	VVDS-J100505.17+014323.3	151.271558	1.7231644	0.7727	1	22.3626	-99.9	-99.9	24.2459	0.23	23.6597	0.4349	23.4545	0.4033	22.3626	0.0315
100264412	VVDS-J100539.77+014321.1	151.415716	1.7225344	0.4103	3	20.8855	-99.9	-99.9	22.429	0.0876	21.5138	0.1588	21.2934	0.1455	20.8855	0.012
100264434	VVDS-J100400.38+014322.9	151.00161	1.7230324	0.5845	2	21.5603	-99.9	-99.9	23.2801	0.1176	22.3076	0.222	21.9681	0.1744	21.5603	0.0168
100264678	VVDS-J100645.04+014322.9	151.687676	1.7230322	0.7395	4	21.4209	-99.9	-99.9	22.8633	0.2326	22.2581	0.2185	21.7956	0.1792	21.4209	0.0295
100264682	VVDS-J100551.40+014323.5	151.464178	1.7232015	0.8403	1	22.3401	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.3401	0.0509
100264734	VVDS-J100431.59+014325.9	151.131646	1.7238875	9.9999	0	21.9785	-99.9	-99.9	23.4732	0.1312	22.5091	0.2335	22.3948	0.2091	21.9785	0.022
100264744	VVDS-J100449.69+014325.3	151.207072	1.7237033	9.9999	0	22.3247	-99.9	-99.9	25.2324	0.4607	24.4065	0.8627	23.2778	0.3681	22.3247	0.0417
100264787	VVDS-J100605.26+014321.1	151.52192	1.7225532	0.2477	4	21.3113	-99.9	-99.9	22.5626	0.0818	21.797	0.1805	21.765	0.1825	21.3113	0.0167
100264882	VVDS-J100525.76+014323.0	151.357365	1.7230661	0.4187	4	21.2925	-99.9	-99.9	22.4655	0.0895	21.5397	0.1687	21.5386	0.1641	21.2925	0.0181
100264916	VVDS-J100346.55+014324.7	150.943999	1.7235314	0.7476	2	21.7588	-99.9	-99.9	23.8141	0.4504	23.0757	0.3346	22.4733	0.2277	21.7588	0.0229
100265168	VVDS-J100550.53+014325.9	151.460544	1.7238774	0.2062	2	21.6011	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	21.6011	0.0344
100265345	VVDS-J100650.66+014329.6	151.711115	1.72489	1.3882	3	22.204	-99.9	-99.9	23.0105	0.2511	22.6755	0.3137	23.4288	0.4647	22.204	0.0523
100265375	VVDS-J100304.56+014330.7	150.769014	1.725221	0.6356	1	21.8341	-99.9	-99.9	24.4947	0.6084	22.8325	0.3107	22.3788	0.2206	21.8341	0.0225
100265379	VVDS-J100634.36+014327.4	151.643175	1.7242958	0.1714	3	20.7904	-99.9	-99.9	22.4833	0.1858	21.5342	0.1562	21.3121	0.1434	20.7904	0.0215
100265604	VVDS-J100349.63+014328.7	150.956807	1.7246429	0.7529	3	21.246	-99.9	-99.9	99.99	99.99	23.8389	0.5234	22.5923	0.2389	21.246	0.0152
100265646	VVDS-J100646.39+014325.0	151.693302	1.7236324	0.5855	2	20.4853	-99.9	-99.9	23.459	0.3583	21.9401	0.1984	21.1146	0.1376	20.4853	0.0199
100265647	VVDS-J100502.89+014334.4	151.262046	1.7262323	9.9999	20	23.2328	-99.9	-99.9	24.6125	0.2851	99.99	99.99	24.2264	0.6186	23.2328	0.0692
100265669	VVDS-J100452.47+014324.8	151.218655	1.7235577	1.0778	2	22.1593	-99.9	-99.9	23.6617	0.1851	23.179	0.3373	22.9984	0.3341	22.1593	0.0294
100265675	VVDS-J100342.62+014324.1	150.927587	1.7233624	0.4688	1	20.7264	-99.9	-99.9	23.0318	0.3148	22.0558	0.209	21.2631	0.128	20.7264	0.0125
100265680	VVDS-J100611.89+014331.4	151.549566	1.725397	9.9999	0	22.4573	-99.9	-99.9	22.9698	0.1018	23.3146	0.488	99.99	99.99	22.4573	0.0581
100265723	VVDS-J100450.41+014332.2	151.21006	1.7256376	1.9908	1	21.756	-99.9	-99.9	22.846	0.1045	22.4688	0.2468	22.2906	0.2022	21.756	0.0398
100265811	VVDS-J100513.29+014331.7	151.305397	1.7254736	0.6418	1	21.1375	-99.9	-99.9	23.4773	0.159	22.4537	0.2374	21.8549	0.1799	21.1375	0.0144
100266057	VVDS-J100503.03+014334.9	151.26264	1.7263724	0.8396	3	20.9633	-99.9	-99.9	23.6462	0.1701	22.9534	0.308	22.1222	0.2043	20.9633	0.0129
100266277	VVDS-J100250.37+014337.0	150.709906	1.7269548	0.5952	1	20.8887	-99.9	-99.9	23.8477	0.425	22.2823	0.2426	21.4828	0.1454	20.8887	0.0134
100266357	VVDS-J100641.49+014338.3	151.672906	1.7273156	0.9361	2	21.8657	-99.9	-99.9	23.6824	0.6003	22.9438	0.3565	23.1587	0.4491	21.8657	0.0824
100266412	VVDS-J100432.83+014336.6	151.136812	1.7268419	9.9999	0	21.4719	-99.9	-99.9	23.2715	0.1283	22.538	0.2606	22.1107	0.191	21.4719	0.026
100266448	VVDS-J100255.46+014338.3	150.731095	1.7273111	0.3679	2	22.3663	-99.9	-99.9	23.7416	0.427	22.7751	0.2925	22.4557	0.2305	22.3663	0.0524
100266480	VVDS-J100403.72+014341.4	151.015519	1.7281744	0.9292	4	22.1708	-99.9	-99.9	23.7975	0.1662	23.1833	0.3442	23.0781	0.3009	22.1708	0.0274
100266676	VVDS-J100301.46+014340.0	150.756107	1.7278045	0.6395	2	21.0408	-99.9	-99.9	99.99	99.99	23.1516	0.3716	22.0845	0.1963	21.0408	0.0155
100266777	VVDS-J100302.84+014337.5	150.761844	1.7270987	0.6076	1	20.9284	-99.9	-99.9	23.0464	0.2882	21.9302	0.1951	21.4706	0.1456	20.9284	0.0143
100266791	VVDS-J100545.86+014340.4	151.441115	1.7278968	9.9999	0	21.8584	-99.9	-99.9	23.4156	0.1378	22.8048	0.3073	22.7093	0.2997	21.8584	0.0247
100266799	VVDS-J100409.96+014341.9	151.041515	1.72831	0.3352	2	22.3464	-99.9	-99.9	23.6696	0.1501	22.8386	0.2982	22.7105	0.2641	22.3464	0.0425
100266855	VVDS-J100626.73+014332.7	151.611385	1.7257631	0.1218	3	19.7203	-99.9	-99.9	21.0804	0.0963	20.2472	0.0851	20.0963	0.0811	19.7203	0.0121
100267073	VVDS-J100247.44+014346.6	150.697676	1.7296247	1.0193	1	22.347	-99.9	-99.9	99.99	99.99	24.0856	0.5736	23.6021	0.4085	22.347	0.0339
100267086	VVDS-J100430.47+014345.9	151.126988	1.7294244	2.9729	2	21.7915	-99.9	-99.9	22.8687	0.098	22.1197	0.1938	22.0288	0.1746	21.7915	0.0193
100267227	VVDS-J100444.74+014343.4	151.186441	1.7287468	0.6552	1	21.6909	-99.9	-99.9	24.0733	0.1949	23.1725	0.3408	22.8275	0.2725	21.6909	0.0214
100267346	VVDS-J100344.16+014348.9	150.934032	1.7302645	1.0860	2	22.4247	-99.9	-99.9	99.99	99.99	23.9422	0.528	23.3806	0.3532	22.4247	0.0314
100267371	VVDS-J100424.29+014348.1	151.101218	1.7300473	0.5723	2	21.8937	-99.9	-99.9	25.4165	0.3817	24.0527	0.521	23.0117	0.2819	21.8937	0.0213
100267535	VVDS-J100334.42+014349.0	150.893454	1.7302998	0.6219	1	22.0764	-99.9	-99.9	23.3941	0.3434	22.6055	0.2593	22.4061	0.2185	22.0764	0.0235
100267740	VVDS-J100446.24+014347.7	151.19269	1.7299225	0.4222	2	21.8851	-99.9	-99.9	23.1868	0.123	22.3142	0.2321	22.0788	0.1865	21.8851	0.0256
100267782	VVDS-J100354.58+014350.4	150.977436	1.730692	1.5590	2	21.7383	-99.9	-99.9	23.2062	0.3296	22.4099	0.25	22.0249	0.1882	21.7383	0.0279
100267822	VVDS-J100436.30+014352.7	151.15128	1.7313121	9.9999	0	21.9831	-99.9	-99.9	26.2597	0.7741	99.99	99.99	23.3872	0.4835	21.9831	0.0248
100268113	VVDS-J100409.30+014346.1	151.038781	1.7294941	0.3376	4	21.0242	-99.9	-99.9	22.6471	0.0902	21.7631	0.1697	21.4033	0.1322	21.0242	0.0155
100268289	VVDS-J100513.93+014351.8	151.308057	1.7310803	9.9999	0	21.936	-99.9	-99.9	23.2585	0.1393	22.3156	0.22	22.5003	0.2466	21.936	0.0243
100268298	VVDS-J100253.53+014357.7	150.723072	1.7327104	0.5951	1	22.382	-99.9	-99.9	24.1477	0.546	22.9358	0.3187	22.7688	0.28	22.382	0.0372
100268316	VVDS-J100558.49+014355.1	151.493728	1.7319769	0.8960	1	21.8647	-99.9	-99.9	24.0072	0.167	23.286	0.3816	22.9087	0.3197	21.8647	0.0218
100268559	VVDS-J100434.49+014359.0	151.143724	1.7330617	0.6842	1	22.016	-99.9	-99.9	24.2847	0.2162	23.4242	0.5107	22.6653	0.2376	22.016	0.0262
100268592	VVDS-J100637.17+014350.7	151.654896	1.7307553	0.1270	3	20.157	-99.9	-99.9	22.088	0.1594	21.0097	0.1224	20.7657	0.1235	20.157	0.0163
100268736	VVDS-J100543.14+014358.9	151.429755	1.7330497	9.9999	0	21.8008	-99.9	-99.9	24.0838	0.2048	23.4572	0.4261	22.8535	0.3131	21.8008	0.0227
100268779	VVDS-J100313.65+014353.3	150.806906	1.7314795	0.4085	1	21.1416	-99.9	-99.9	23.1336	0.3164	22.2235	0.2238	21.6813	0.1582	21.1416	0.0185
100268806	VVDS-J100458.71+014400.3	151.244634	1.7334195	0.3696	4	22.2382	-99.9	-99.9	23.626	0.1671	22.5876	0.1926	22.2186	0.1501	22.2382	0.0318
100269242	VVDS-J100527.71+014358.6	151.365474	1.7329512	0.6569	2	20.9653	-99.9	-99.9	23.2275	0.1359	22.3312	0.2441	21.8486	0.1947	20.9653	0.0144
100269280	VVDS-J100449.98+014404.9	151.208257	1.7347086	0.7681	1	22.4306	-99.9	-99.9	24.2169	0.2143	23.1983	0.3626	22.9193	0.2767	22.4306	0.0493
100269455	VVDS-J100255.90+014405.3	150.732922	1.734825	0.8371	2	22.4522	-99.9	-99.9	23.6067	0.3919	23.5079	0.4357	23.1221	0.3251	22.4522	0.0471
100269475	VVDS-J100333.50+014408.7	150.889589	1.7357584	9.9999	20	22.9427	-99.9	-99.9	24.5998	0.6367	24.0774	0.547	23.6115	0.3922	22.9427	0.0442
100269922	VVDS-J100440.51+014411.4	151.168804	1.7365054	0.2076	1	22.1789	-99.9	-99.9	25.6472	0.4731	24.1041	0.5848	23.3127	0.337	22.1789	0.0254
100269929	VVDS-J100303.49+014402.7	150.764572	1.7341013	0.5263	3	20.4725	-99.9	-99.9	23.4584	0.3624	22.2994	0.2359	21.288	0.1341	20.4725	0.0111
100270020	VVDS-J100649.22+014411.1	151.70512	1.7364362	0.1839	4	22.2492	-99.9	-99.9	24.0286	0.4253	22.9863	0.4171	99.99	99.99	22.2492	0.0495
100270036	VVDS-J100247.91+014359.7	150.699651	1.7332557	0.3675	1	22.32	-99.9	-99.9	23.6897	0.4324	22.7963	0.3147	22.3661	0.2292	22.32	0.0531
100270046	VVDS-J100328.78+014409.2	150.869951	1.7359034	0.5110	1	21.7908	-99.9	-99.9	23.3497	0.3473	22.6853	0.2793	22.1022	0.1916	21.7908	0.0246
100270137	VVDS-J100340.73+014411.6	150.919724	1.7365802	9.9999	0	22.4964	-99.9	-99.9	24.5772	0.9652	23.6925	0.5958	23.2194	0.3945	22.4964	0.0557
100270300	VVDS-J100533.59+014413.5	151.389971	1.7371069	0.5910	3	21.8186	-99.9	-99.9	23.6331	0.1576	22.9683	0.462	22.4515	0.2815	21.8186	0.0218
100270341	VVDS-J100324.33+014410.5	150.851381	1.7362633	0.5496	4	20.4769	-99.9	-99.9	22.6587	0.2457	21.8004	0.1786	21.04	0.1152	20.4769	0.011
100270348	VVDS-J100447.20+014414.5	151.196681	1.7373716	3.5098	1	21.3259	-99.9	-99.9	22.9445	0.1077	21.9673	0.1908	21.6553	0.148	21.3259	0.0143
100270487	VVDS-J100339.40+014414.4	150.914205	1.7373548	0.3152	1	21.7398	-99.9	-99.9	23.8494	0.4491	22.6885	0.2801	22.26	0.2695	21.7398	0.0216
100270489	VVDS-J100631.77+014414.8	151.632408	1.7374585	0.8892	2	22.0275	-99.9	-99.9	25.1807	0.9056	23.8294	0.5484	23.4846	0.4583	22.0275	0.0488
100270572	VVDS-J100430.94+014413.5	151.128921	1.7370899	2.8000	1	20.664	-99.9	-99.9	22.8845	0.0991	21.6655	0.1568	21.176	0.1175	20.664	0.0097
100270726	VVDS-J100459.72+014420.0	151.248858	1.7389041	9.9999	20	23.7341	-99.9	-99.9	25.8408	0.5818	99.99	99.99	24.1501	0.387	23.7341	0.0886
100271082	VVDS-J100323.57+014417.9	150.848223	1.7383075	1.0243	2	21.9329	-99.9	-99.9	23.6396	0.4154	23.1656	0.3696	22.9296	0.299	21.9329	0.042
100271111	VVDS-J100628.62+014419.3	151.619287	1.7386965	1.7309	1	22.3221	-99.9	-99.9	23.7676	0.3526	22.848	0.2966	22.6954	0.278	22.3221	0.0576
100271118	VVDS-J100600.70+014415.5	151.502933	1.7376507	0.9161	3	21.8062	-99.9	-99.9	23.1081	0.1071	22.6899	0.2877	22.6482	0.2925	21.8062	0.0236
100271125	VVDS-J100356.83+014421.9	150.986812	1.7394194	0.7447	4	22.4132	-99.9	-99.9	24.1569	0.1794	23.6299	0.4294	23.1711	0.3138	22.4132	0.0302
100271133	VVDS-J100345.46+014420.3	150.939424	1.7389851	0.2730	3	22.3076	-99.9	-99.9	23.7728	0.4299	22.7515	0.2782	22.6199	0.2431	22.3076	0.0305
100271134	VVDS-J100515.73+014413.2	151.31558	1.7370063	0.1477	4	18.7577	-99.9	-99.9	19.6961	0.0261	19.0128	0.0472	19.1026	0.0499	18.7577	0.0039
100271240	VVDS-J100500.10+014420.0	151.250435	1.738913	0.4721	4	21.3334	-99.9	-99.9	23.0696	0.1247	22.2962	0.2024	21.7517	0.1355	21.3334	0.0164
100271271	VVDS-J100514.67+014422.6	151.311144	1.7396367	9.9999	0	22.3598	-99.9	-99.9	24.1068	0.2115	23.3422	0.3583	23.3286	0.3642	22.3598	0.0295
100271321	VVDS-J100557.21+014422.2	151.488414	1.7395211	0.7854	4	22.2138	-99.9	-99.9	23.6022	0.1346	23.0982	0.3435	22.8365	0.3038	22.2138	0.0289
100271392	VVDS-J100348.86+014423.6	150.953607	1.7399063	1.7220	2	22.421	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	22.421	0.039
100271415	VVDS-J100448.48+014420.1	151.202007	1.7389397	0.5694	2	21.3069	-99.9	-99.9	23.8749	0.179	22.8576	0.314	22.287	0.2068	21.3069	0.0171
100271443	VVDS-J100329.46+014423.6	150.872753	1.739904	9.9999	20	23.7188	-99.9	-99.9	24.5731	0.6411	24.4103	0.7018	24.3972	0.6454	23.7188	0.107
100271602	VVDS-J100555.58+014425.5	151.481606	1.740437	0.7065	3	22.4867	-99.9	-99.9	23.889	0.1532	23.3924	0.3865	23.0237	0.3258	22.4867	0.0319
100271658	VVDS-J100341.40+014421.3	150.922532	1.739254	0.3145	4	20.492	-99.9	-99.9	21.9495	0.1752	21.0281	0.1227	20.8243	0.103	20.492	0.0096
100271704	VVDS-J100437.57+014426.9	151.156576	1.7408277	9.9999	0	22.0032	-99.9	-99.9	99.99	99.99	24.9342	0.9987	24.0435	0.6983	22.0032	0.0224
100271777	VVDS-J100257.51+014426.4	150.739634	1.7406712	0.4051	1	21.8837	-99.9	-99.9	23.9177	0.4351	22.8122	0.2963	22.4015	0.2258	21.8837	0.0275
100271810	VVDS-J100531.97+014421.2	151.383223	1.7392269	0.6575	2	20.9542	-99.9	-99.9	23.3898	0.1484	22.5255	0.2741	21.7204	0.1863	20.9542	0.015
100271811	VVDS-J100647.14+014425.5	151.696452	1.7404244	0.4908	3	21.9173	-99.9	-99.9	24.8101	0.732	23.6409	0.5472	22.6428	0.2964	21.9173	0.0462
100272003	VVDS-J100626.17+014426.7	151.609049	1.7407645	0.7705	3	21.4403	-99.9	-99.9	99.99	99.99	23.9561	0.6603	22.5295	0.2659	21.4403	0.0377
100272079	VVDS-J100308.72+014428.2	150.786334	1.7411842	0.6254	1	22.266	-99.9	-99.9	99.99	99.99	24.4441	0.9239	23.1118	0.3418	22.266	0.0373
100272105	VVDS-J100404.85+014306.6	151.020228	1.7185182	0.5785	2	14.9858	-99.9	-99.9	23.3788	0.9251	20.8731	0.4086	99.99	99.99	14.9858	0.0011
100272118	VVDS-J100530.16+014429.5	151.375671	1.7415464	9.9999	20	22.4333	-99.9	-99.9	25.2141	0.489	99.99	99.99	99.99	99.99	22.4333	0.038
100272153	VVDS-J100427.53+014417.4	151.114712	1.7381769	9.9999	0	21.1795	-99.9	-99.9	24.0385	0.1924	23.2811	0.3936	22.4389	0.2244	21.1795	0.0174
100272230	VVDS-J100507.27+014412.9	151.280298	1.7369326	0.1574	4	19.5631	-99.9	-99.9	20.7977	0.0437	19.9024	0.0715	19.9048	0.0725	19.5631	0.0067
100272304	VVDS-J100613.15+014425.7	151.554826	1.7404845	0.5006	1	20.3546	-99.9	-99.9	22.9071	0.0989	21.7467	0.1953	21.0825	0.1298	20.3546	0.0082
100272338	VVDS-J100438.94+014428.4	151.162256	1.7412326	0.3943	4	21.5895	-99.9	-99.9	23.4244	0.1405	22.2889	0.225	22.0553	0.1887	21.5895	0.0197
100272410	VVDS-J100502.56+014428.4	151.260679	1.7412453	9.9999	0	22.2146	-99.9	-99.9	99.99	99.99	24.441	0.7085	23.3491	0.3496	22.2146	0.0305
100272602	VVDS-J100544.64+014411.5	151.436035	1.7365433	0.1247	1	19.4792	-99.9	-99.9	21.5728	0.0592	20.4091	0.0954	20.1108	0.0843	19.4792	0.0057
100272625	VVDS-J100636.71+014434.0	151.652988	1.7427978	0.7573	9	22.3824	-99.9	-99.9	24.5533	0.7668	23.3755	0.4855	24.1971	1.0476	22.3824	0.0988
100272654	VVDS-J100429.94+014430.4	151.124751	1.7417956	0.9419	1	21.4549	-99.9	-99.9	22.9893	0.1075	22.4632	0.2438	22.3149	0.2116	21.4549	0.0218
100272680	VVDS-J100530.85+014428.9	151.378576	1.7413742	0.5048	4	20.4447	-99.9	-99.9	22.3353	0.0841	21.5147	0.1598	21.0045	0.1276	20.4447	0.0099
100272747	VVDS-J100402.05+014435.6	151.008559	1.7432498	0.3363	4	22.4301	-99.9	-99.9	23.9398	0.161	22.9983	0.3095	22.8243	0.2638	22.4301	0.0314
100272805	VVDS-J100408.43+014434.9	151.035134	1.7430401	0.3772	2	22.1249	-99.9	-99.9	23.9938	0.167	23.0032	0.3084	22.5303	0.233	22.1249	0.0251
100272807	VVDS-J100435.23+014432.6	151.146817	1.7423932	3.7689	1	22.0125	-99.9	-99.9	24.4821	0.2365	23.221	0.3905	22.3581	0.2051	22.0125	0.026
100272934	VVDS-J100312.87+014433.3	150.803661	1.7425987	0.7089	4	21.4689	-99.9	-99.9	23.1099	0.3063	22.6071	0.2667	22.1137	0.1923	21.4689	0.0206
100273025	VVDS-J100529.88+014431.2	151.37453	1.7420062	9.9999	0	22.0481	-99.9	-99.9	23.0795	0.1297	22.7131	0.3212	22.6754	0.3199	22.0481	0.0374
100273338	VVDS-J100644.54+014421.6	151.685595	1.7393372	0.4920	2	19.2631	-99.9	-99.9	22.617	0.2382	21.0466	0.1282	19.8588	0.0729	19.2631	0.0102
100273366	VVDS-J100314.92+014428.1	150.812208	1.7411627	0.6717	2	20.1084	-99.9	-99.9	24.2549	0.7481	22.3627	0.2544	21.2872	0.1315	20.1084	0.0102
100273444	VVDS-J100454.88+014419.7	151.2287	1.7388269	0.2998	2	18.6675	-99.9	-99.9	21.0167	0.0482	19.7001	0.0659	19.219	0.0487	18.6675	0.004
100273447	VVDS-J100300.73+014433.1	150.75307	1.7425505	0.3695	4	20.5848	-99.9	-99.9	21.8462	0.1643	21.1143	0.1354	20.927	0.1146	20.5848	0.0137
100273788	VVDS-J100259.31+014434.7	150.747126	1.7429776	0.3150	2	19.2385	-99.9	-99.9	20.0034	0.069	19.4839	0.0623	19.4483	0.0569	19.2385	0.0053
100274094	VVDS-J100305.99+014433.7	150.774966	1.7426981	0.4423	1	22.1729	-99.9	-99.9	24.0333	0.4785	23.1507	0.3612	22.5402	0.2423	22.1729	0.0321
100274360	VVDS-J100442.32+014427.8	151.176337	1.7410751	0.1234	4	18.8817	-99.9	-99.9	20.3536	0.0341	19.4682	0.0596	19.275	0.0493	18.8817	0.0042
100274550	VVDS-J100611.39+014418.5	151.547467	1.7384978	0.1221	2	18.4925	-99.9	-99.9	20.3372	0.0289	19.2483	0.0552	18.9806	0.0515	18.4925	0.0033
100289463	VVDS-J100349.21+014653.2	150.955078	1.7814636	0.6401	3	22.157	-99.9	-99.9	23.8398	0.4396	23.2438	0.3559	22.6471	0.2441	22.157	0.0262
100289697	VVDS-J100429.75+014655.5	151.123987	1.7821052	3.2116	1	22.3542	-99.9	-99.9	23.0924	0.1101	22.691	0.2595	22.6709	0.2408	22.3542	0.0343
100289864	VVDS-J100342.53+014657.0	150.927249	1.7825064	0.5997	2	22.091	-99.9	-99.9	23.6915	0.3997	23.2107	0.3467	22.5436	0.2301	22.091	0.0243
100289873	VVDS-J100331.49+014654.6	150.881214	1.7818518	1.5270	1	22.412	-99.9	-99.9	24.1496	0.5586	23.8009	0.5345	22.8023	0.2703	22.412	0.0387
100290399	VVDS-J100324.88+014657.0	150.853703	1.7825239	0.2486	4	21.4108	-99.9	-99.9	22.5227	0.232	21.8424	0.1834	21.685	0.1573	21.4108	0.0185
100290409	VVDS-J100454.04+014659.6	151.225178	1.7832424	9.9999	0	20.5161	-99.9	-99.9	21.5495	0.0609	20.7974	0.1108	20.733	0.0967	20.5161	0.0089
100290431	VVDS-J100533.25+014658.8	151.388562	1.7830262	0.6942	3	21.4916	-99.9	-99.9	23.1246	0.1203	22.5426	0.3106	22.0667	0.3184	21.4916	0.0177
100290484	VVDS-J100333.57+014700.3	150.889886	1.7834179	0.7475	1	22.2141	-99.9	-99.9	25.142	1.0364	24.3729	0.7592	23.3966	0.3749	22.2141	0.0298
100290682	VVDS-J100311.33+014701.5	150.797219	1.7837663	1.5497	12	21.4874	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	21.4874	0.0222
100290705	VVDS-J100302.74+014700.4	150.761426	1.783454	9.9999	0	21.387	-99.9	-99.9	22.8765	0.2778	21.9267	0.2	21.6631	0.1624	21.387	0.0264
100290714	VVDS-J100336.48+014700.4	150.90202	1.7834694	0.5315	2	21.678	-99.9	-99.9	24.3696	0.6282	23.3566	0.4004	22.4334	0.2247	21.678	0.0207
100290759	VVDS-J100647.39+014659.5	151.697475	1.7832128	0.4535	2	20.0442	-99.9	-99.9	22.6988	0.2191	21.2396	0.1572	20.6282	0.1064	20.0442	0.0126
100290831	VVDS-J100502.18+014703.3	151.25909	1.7842567	0.9301	2	21.8922	-99.9	-99.9	23.8829	0.1962	23.1139	0.2946	22.8168	0.259	21.8922	0.0254
100290892	VVDS-J100338.92+014705.4	150.912196	1.7848571	9.9999	0	22.3472	-99.9	-99.9	24.1267	0.6257	23.5944	0.5311	22.9092	0.3762	22.3472	0.0462
100290898	VVDS-J100542.14+014703.1	151.425585	1.7842171	0.9158	2	21.8785	-99.9	-99.9	23.568	0.1598	22.9835	0.3372	23.431	0.4802	21.8785	0.0261
100290929	VVDS-J100644.19+014701.5	151.684153	1.7837691	0.8748	2	21.6745	-99.9	-99.9	24.6179	0.6509	23.6902	0.5127	22.6899	0.288	21.6745	0.0407
100291014	VVDS-J100343.13+014704.2	150.929744	1.7845157	0.6603	3	21.2943	-99.9	-99.9	99.99	99.99	23.1942	0.3577	22.2671	0.2029	21.2943	0.0155
100291039	VVDS-J100307.87+014704.3	150.782828	1.7845522	0.8260	4	21.4615	-99.9	-99.9	22.7168	0.2485	22.366	0.2462	22.0184	0.1903	21.4615	0.021
100291076	VVDS-J100527.18+014704.9	151.363288	1.7847043	9.9999	0	22.0317	-99.9	-99.9	22.8995	0.1141	22.4872	0.2633	22.6234	0.2954	22.0317	0.0316
