# CeSAM : ASTROPHYSIC DATA CENTER IN MARSEILLE
# Head : C. Surace, Scientific head : V. Le Brun, Information system head : C. Moreau
# VVDS project 
# It these data have been of any use for your research, please include the following acknowledgment :
# This research uses data from the VIMOS VLT Deep Survey, obtained from the VVDS database operated by Cesam, Laboratoire d'Astrophysique de Marseille, France.
# and refer to the paper: 
# Le Fèvre et al., 2013, arXiv:1307.0545
# Search in F10_WIDE field AND MagI between -100 and 100 AND Spectroscopic Redshift > 0
# NUM 	ID-IAU 	ALPHA 	DELTA 	Z 	ZFLAGS 	MAGI 	MAG_U_CFH12K 	MAGERR_AUTO_U 	MAG_B_CFH12K 	MAGERR_AUTO_B 	MAG_V_CFH12K 	MAGERR_AUTO_V 	MAG_R_CFH12K 	MAGERR_AUTO_R 	MAG_I_CFH12K 	MAGERR_AUTO_I 	 
100052924	VVDS-J100505.75+010832.5	151.273959	1.1423719	0.5142	3	21.4004	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.4004	0.0183
100052980	VVDS-J100405.53+010837.2	151.02306	1.1436915	0.3830	1	21.9716	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.9716	0.0223
100053028	VVDS-J100639.28+010835.9	151.663704	1.1433222	0.4680	1	21.6322	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.6322	0.0225
100053129	VVDS-J100529.37+010839.5	151.372393	1.144313	0.4757	3	22.2301	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.2301	0.0263
100053243	VVDS-J100554.67+010836.7	151.477816	1.1435383	0.6830	1	22.0909	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.0909	0.0293
100053258	VVDS-J100708.68+010839.4	151.786189	1.1443052	0.6303	3	21.9949	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.9949	0.0313
100053488	VVDS-J100516.07+010839.8	151.316997	1.1444125	0.9189	2	22.1722	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.1722	0.0329
100053534	VVDS-J100542.41+010841.3	151.426729	1.1448087	0.2457	4	21.1132	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.1132	0.0141
100053568	VVDS-J100332.11+010844.7	150.883792	1.1457507	9.9999	20	22.5258	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.5258	0.0569
100053577	VVDS-J100703.04+010842.6	151.762676	1.1451818	0.4336	3	21.3477	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.3477	0.019
100053587	VVDS-J100630.70+010828.3	151.627931	1.141219	0.0465	4	17.6493	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	17.6493	0.0025
100053623	VVDS-J100347.40+010843.0	150.947517	1.1452887	0.6297	2	21.8874	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.8874	0.0348
100053698	VVDS-J100715.20+010832.8	151.813366	1.1424686	0.2214	4	19.8127	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	19.8127	0.008
100054016	VVDS-J100436.45+010851.3	151.151879	1.1476071	0.7674	3	22.4904	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.4904	0.034
100054082	VVDS-J100430.64+010848.9	151.127699	1.1469245	0.1279	3	21.6094	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.6094	0.0232
100054105	VVDS-J100658.79+010853.8	151.744959	1.1482988	0.0452	21	24.1805	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	24.1805	0.1463
100054146	VVDS-J100332.44+010845.8	150.885207	1.1460736	0.6192	9	20.6179	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	20.6179	0.0176
100054223	VVDS-J100549.23+010851.9	151.455158	1.147756	0.2138	3	22.4844	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.4844	0.0392
100054225	VVDS-J100605.99+010851.9	151.524983	1.1477511	9.9999	0	22.3109	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.3109	0.0414
100054258	VVDS-J100728.72+010846.1	151.869676	1.1461616	0.5830	1	20.8873	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	20.8873	0.0151
100054309	VVDS-J100630.14+010849.1	151.625604	1.1469963	1.0056	1	22.0515	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.0515	0.0538
100054320	VVDS-J100653.12+010852.7	151.721356	1.1479724	0.8515	2	22.3051	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.3051	0.0378
100054394	VVDS-J100659.09+010853.3	151.746238	1.1481586	0.5514	1	22.3009	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.3009	0.0469
100054408	VVDS-J100343.95+010857.2	150.933149	1.1492383	9.9999	20	23.3122	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	23.3122	0.1239
100054472	VVDS-J100344.12+010856.7	150.933858	1.1490978	1.1813	2	22.31	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.31	0.0658
100054598	VVDS-J100528.20+010855.9	151.367533	1.1488814	0.4780	2	21.8624	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.8624	0.0214
100054698	VVDS-J100348.06+010858.3	150.950279	1.1495436	0.7828	4	22.1437	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.1437	0.0442
100054724	VVDS-J100448.59+010850.5	151.202459	1.1473709	0.1750	3	20.4591	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	20.4591	0.0117
100054806	VVDS-J100359.12+010900.8	150.996363	1.1502337	0.5036	3	22.4564	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.4564	0.0326
100055089	VVDS-J100533.73+010901.6	151.39055	1.1504596	0.3330	4	22.2422	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.2422	0.0258
100055103	VVDS-J100538.55+010855.8	151.410648	1.148838	0.2114	3	19.7297	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	19.7297	0.0063
100055145	VVDS-J100713.83+010902.4	151.807635	1.1506679	0.5320	1	22.4254	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.4254	0.0403
100055160	VVDS-J100307.70+010856.5	150.78211	1.1490417	0.3693	2	20.3549	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	20.3549	0.0147
100055191	VVDS-J100656.04+010902.5	151.733504	1.1506983	1.1079	2	22.2023	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.2023	0.0402
100055197	VVDS-J100453.10+010902.5	151.221291	1.1507134	1.0549	1	21.939	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.939	0.0296
100055218	VVDS-J100731.27+010900.1	151.880292	1.150043	9.9999	0	22.0006	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.0006	0.0389
100055227	VVDS-J100748.86+010902.6	151.953596	1.1507365	0.2049	1	22.3214	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.3214	0.0406
100055239	VVDS-J100751.36+010858.2	151.964007	1.1495168	0.5884	2	20.2558	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	20.2558	0.0097
100055259	VVDS-J100551.54+010853.5	151.464755	1.1482197	1.5334	1	21.677	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.677	0.0236
100055296	VVDS-J100251.25+010905.6	150.713546	1.1515659	0.6565	2	22.4498	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.4498	0.0472
100055306	VVDS-J100632.50+010907.6	151.635422	1.152114	9.9999	0	22.41	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	22.41	0.0672
100055317	VVDS-J100426.03+010904.8	151.10848	1.1513531	0.6685	1	22.2805	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.2805	0.03
100055320	VVDS-J100530.29+010905.1	151.376217	1.151437	0.4690	2	21.796	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.796	0.02
100055340	VVDS-J100741.93+010900.6	151.924724	1.1501872	0.4521	1	20.7541	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	20.7541	0.0126
100055342	VVDS-J100727.91+010904.1	151.866313	1.1511561	0.6900	1	21.9883	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.9883	0.0277
100055366	VVDS-J100510.45+010903.8	151.293563	1.1510721	0.4399	2	21.1589	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.1589	0.016
100055370	VVDS-J100546.62+010902.2	151.444278	1.150612	0.9100	1	21.4301	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.4301	0.0159
100055387	VVDS-J100459.58+010856.3	151.248261	1.1489901	0.3060	2	19.6512	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	19.6512	0.0065
100055402	VVDS-J100526.95+010906.1	151.362301	1.1517199	0.4180	3	22.3897	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.3897	0.0285
100055537	VVDS-J100302.35+010907.2	150.759823	1.1520211	0.6765	4	22.0702	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.0702	0.0361
100055555	VVDS-J100431.23+010906.9	151.130126	1.1519428	0.4383	1	21.0965	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.0965	0.0134
100055609	VVDS-J100638.43+010908.8	151.660163	1.1524694	9.9999	0	22.3276	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.3276	0.0322
100055643	VVDS-J100348.36+010908.6	150.951514	1.1523918	9.9999	0	22.3521	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.3521	0.0432
100055663	VVDS-J100302.82+010910.2	150.761782	1.1528526	0.6755	1	22.4725	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.4725	0.0456
100055784	VVDS-J100555.44+010910.5	151.481	1.1529358	1.7198	1	22.4397	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.4397	0.0255
100055863	VVDS-J100327.55+010910.1	150.86483	1.1528307	0.6659	4	21.2193	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.2193	0.0239
100055879	VVDS-J100710.85+010907.1	151.795238	1.1519812	0.3654	1	20.8285	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	20.8285	0.0142
100055985	VVDS-J100615.68+010914.2	151.565374	1.1539716	9.9999	20	23.4413	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	23.4413	0.0899
100056093	VVDS-J100607.74+010912.9	151.532287	1.1535969	9.9999	0	21.9354	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.9354	0.03
100056172	VVDS-J100648.13+010912.3	151.700556	1.1534201	0.3194	4	20.9981	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	20.9981	0.0171
100056198	VVDS-J100344.59+010914.6	150.935804	1.1540663	0.8539	1	21.6291	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.6291	0.0314
100056376	VVDS-J100616.02+010912.6	151.566757	1.1535171	0.4507	3	20.9014	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	20.9014	0.011
100056400	VVDS-J100406.90+010906.1	151.028774	1.1517008	9.9999	0	22.1602	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.1602	0.0378
100056449	VVDS-J100600.91+010912.1	151.503822	1.1533703	0.5076	2	20.9368	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	20.9368	0.0123
100056534	VVDS-J100404.93+010915.7	151.020582	1.1543776	9.9999	0	22.3229	-99.9	-99.9	25.7832	1	24.3406	1	23.1654	1	22.3229	0.0471
100056829	VVDS-J100641.39+010916.4	151.67246	1.1545625	0.8418	9	22.498	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	22.498	0.1047
100056994	VVDS-J100502.20+010906.3	151.259207	1.1517616	0.1992	4	18.9733	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	18.9733	0.0047
100057332	VVDS-J100615.31+010914.5	151.563811	1.1540463	0.1791	4	19.2976	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	19.2976	0.0044
100067541	VVDS-J100746.16+011130.2	151.942367	1.1917411	0.2971	2	21.6158	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.6158	0.0242
100067824	VVDS-J100335.42+011135.7	150.897598	1.193259	0.7424	2	22.4962	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.4962	0.0536
100067896	VVDS-J100636.26+011136.0	151.651093	1.1933334	0.6639	1	22.2436	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.2436	0.0347
100067958	VVDS-J100554.88+011137.4	151.478703	1.1937443	0.9824	4	22.2686	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.2686	0.0251
100068006	VVDS-J100727.03+011138.0	151.862638	1.1939101	0.0511	9	22.043	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.043	0.0338
100068021	VVDS-J100355.76+011139.3	150.982374	1.1942535	0.9753	2	21.9516	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.9516	0.0282
100068025	VVDS-J100725.93+011135.9	151.858061	1.193322	9.9999	0	20.6412	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	20.6412	0.0112
100068064	VVDS-J100743.23+011137.3	151.930133	1.1937179	9.9999	0	22.4739	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.4739	0.0561
100068127	VVDS-J100249.43+011140.0	150.705991	1.1944445	0.5098	2	21.7598	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.7598	0.0322
100068191	VVDS-J100313.57+011142.4	150.806577	1.1951256	0.9922	9	22.1834	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.1834	0.0565
100068415	VVDS-J100458.97+011138.0	151.245732	1.1939056	0.1780	2	19.9576	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	19.9576	0.0078
100068418	VVDS-J100347.83+011142.0	150.94931	1.1950023	0.9705	3	21.6461	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.6461	0.0327
100068441	VVDS-J100616.58+011142.1	151.569099	1.1950292	0.5830	2	20.9843	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	20.9843	0.0116
100068482	VVDS-J100305.71+011147.3	150.773812	1.1964854	9.9999	20	23.6652	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	23.6652	0.1218
100068579	VVDS-J100650.15+011144.6	151.708966	1.1957257	0.5012	2	21.9265	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.9265	0.0272
100068608	VVDS-J100426.44+011145.7	151.110186	1.1960392	9.9999	0	22.3165	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.3165	0.0378
100068624	VVDS-J100502.17+011142.9	151.25907	1.195251	0.7455	2	21.3032	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.3032	0.0189
100068711	VVDS-J100414.78+011145.5	151.061605	1.1959907	0.1018	1	20.345	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	20.345	0.0084
100068759	VVDS-J100305.93+011147.9	150.774725	1.1966615	9.9999	0	22.2094	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.2094	0.0532
100068799	VVDS-J100613.32+011151.2	151.555507	1.197562	0.7276	29	24.172	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	24.172	0.1087
100068801	VVDS-J100336.58+011146.9	150.902452	1.196382	0.5709	2	22.0021	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.0021	0.042
100068902	VVDS-J100535.90+011146.0	151.399589	1.1961367	1.9186	1	19.7622	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	19.7622	0.0056
100068931	VVDS-J100652.82+011146.4	151.720114	1.1962359	0.5034	3	21.0716	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.0716	0.0159
100069047	VVDS-J100403.32+011149.7	151.013874	1.1971511	0.3468	2	22.1224	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.1224	0.0297
100069072	VVDS-J100638.78+011150.6	151.661586	1.1974165	0.6221	1	21.725	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.725	0.0242
100069097	VVDS-J100438.65+011149.7	151.161045	1.1971483	1.3208	2	21.4243	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.4243	0.0212
100069106	VVDS-J100613.50+011150.2	151.556287	1.1972798	0.8777	3	21.8344	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.8344	0.0205
100069130	VVDS-J100406.73+011149.1	151.028058	1.196981	0.9675	1	21.696	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.696	0.028
100069207	VVDS-J100713.12+011147.6	151.804706	1.1965666	9.9999	0	21.7537	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.7537	0.0304
100069231	VVDS-J100537.73+011151.6	151.407247	1.1976675	9.9999	0	21.6403	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.6403	0.0171
100069403	VVDS-J100606.98+011152.3	151.529111	1.1978697	1.0453	3	21.6929	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.6929	0.0213
100069527	VVDS-J100314.52+011156.3	150.81053	1.1989812	0.5632	3	21.4415	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.4415	0.0337
100069561	VVDS-J100303.64+011158.4	150.765184	1.1995694	9.9999	0	21.6247	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.6247	0.024
100069570	VVDS-J100548.66+011155.8	151.452771	1.1988391	0.4169	3	21.3764	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.3764	0.0204
100069589	VVDS-J100336.00+011158.8	150.900028	1.1996746	0.7451	4	22.3238	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.3238	0.0412
100069595	VVDS-J100705.30+011158.3	151.772102	1.199542	0.3114	1	22.9491	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.9491	0.0616
100069636	VVDS-J100611.77+011152.5	151.549077	1.1979345	0.5202	3	21.302	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.302	0.0163
100069695	VVDS-J100506.21+011157.5	151.275909	1.1993162	0.9850	2	21.3046	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.3046	0.0189
100069801	VVDS-J100307.88+011158.5	150.782863	1.1995958	9.9999	0	21.7216	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.7216	0.0296
100069833	VVDS-J100705.52+011159.9	151.773013	1.1999725	9.9999	20	21.0634	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.0634	0.0144
100069834	VVDS-J100538.70+011151.3	151.41126	1.1976099	9.9999	0	21.5573	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	21.5573	0.0314
100069837	VVDS-J100651.45+011156.6	151.714402	1.1990622	0.5080	3	21.1015	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.1015	0.0178
100069902	VVDS-J100443.98+011158.0	151.183265	1.1994531	9.9999	0	20.9649	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	20.9649	0.0154
100069937	VVDS-J100740.44+011159.2	151.918509	1.1997973	0.6630	1	21.7027	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.7027	0.0257
100070074	VVDS-J100526.20+011203.6	151.359172	1.2010139	9.9999	0	22.3887	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.3887	0.044
100070133	VVDS-J100600.13+011155.1	151.500577	1.1986611	0.1802	3	19.8536	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	19.8536	0.0061
100070141	VVDS-J100727.70+011156.1	151.865423	1.1989209	1.3248	9	22.0436	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.0436	0.0305
100070189	VVDS-J100708.31+011200.8	151.784658	1.2002376	0.4157	1	21.1893	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.1893	0.0198
100070217	VVDS-J100741.78+011204.6	151.92412	1.2012818	9.9999	0	22.4572	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	22.4572	0.0434
100070311	VVDS-J100342.62+011205.9	150.927609	1.2016572	0.9667	1	21.5449	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.5449	0.0371
100070358	VVDS-J100639.46+011200.7	151.664446	1.2002123	0.2855	1	20.0647	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	20.0647	0.0097
100070363	VVDS-J100340.53+011207.5	150.918884	1.2021032	0.5848	2	22.462	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.462	0.0558
100070409	VVDS-J100310.91+011205.0	150.795491	1.201392	0.5633	2	21.7053	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.7053	0.0343
100070426	VVDS-J100707.64+011204.2	151.78186	1.2011879	0.7369	1	19.3576	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	19.3576	0.0056
100070438	VVDS-J100327.50+011209.8	150.864597	1.2027439	0.9015	9	22.4957	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.4957	0.0642
100070485	VVDS-J100413.41+011154.6	151.055885	1.1985105	0.1550	2	19.2614	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	19.2614	0.0052
100070495	VVDS-J100253.18+011211.2	150.721599	1.2031172	0.5374	4	22.4892	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.4892	0.0488
100070541	VVDS-J100732.81+011210.0	151.886739	1.2027919	9.9999	0	22.2776	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.2776	0.0352
100070566	VVDS-J100349.95+011208.3	150.958126	1.2023141	1.1698	1	21.2568	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.2568	0.02
100070668	VVDS-J100343.54+011202.3	150.931433	1.2006482	0.3201	2	20.0852	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	20.0852	0.012
100070731	VVDS-J100650.71+011204.7	151.711316	1.201323	0.4990	3	20.9004	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	20.9004	0.0158
100070760	VVDS-J100546.23+011211.0	151.442654	1.2030758	0.9250	9	21.7663	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.7663	0.0243
100070764	VVDS-J100446.20+011213.1	151.192525	1.2036556	1.4019	9	22.2694	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.2694	0.0444
100070853	VVDS-J100337.72+011200.4	150.907175	1.2001357	0.3812	2	20.5712	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	20.5712	0.0155
100070857	VVDS-J100341.44+011215.1	150.922702	1.2042197	0.4021	1	22.3778	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.3778	0.0411
100070916	VVDS-J100658.87+011212.8	151.745313	1.2035774	9.9999	0	21.7442	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.7442	0.0284
100070950	VVDS-J100349.23+011209.3	150.955145	1.2026007	0.0817	9	21.9721	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.9721	0.0404
100070973	VVDS-J100606.25+011214.8	151.526082	1.2041337	0.7364	3	22.4454	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.4454	0.0401
100071008	VVDS-J100444.79+011209.8	151.186639	1.202735	9.9999	20	22.508	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.508	0.0459
100071012	VVDS-J100641.52+011214.6	151.673031	1.2040578	9.9999	0	22.3716	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.3716	0.0582
100071049	VVDS-J100653.83+011209.0	151.724307	1.2025205	9.9999	0	21.5458	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.5458	0.0348
100071145	VVDS-J100444.77+011211.4	151.186581	1.2031775	0.5168	2	21.4011	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.4011	0.0224
100071160	VVDS-J100549.23+011210.5	151.455154	1.202926	0.4400	2	20.8864	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	20.8864	0.0189
100071255	VVDS-J100555.58+011203.9	151.48161	1.201107	0.5081	3	20.1993	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	20.1993	0.0085
100071296	VVDS-J100631.80+011146.1	151.632503	1.1961576	0.1232	4	18.3826	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	18.3826	0.0042
100071314	VVDS-J100601.79+011158.7	151.50749	1.1996576	0.1573	2	17.5673	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	17.5673	0.0018
100071355	VVDS-J100657.29+011220.0	151.738714	1.2055617	0.3148	1	21.1242	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.1242	0.0174
100071429	VVDS-J100409.41+011219.7	151.039241	1.2054852	0.9233	1	21.9421	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.9421	0.0279
100071485	VVDS-J100305.07+011222.9	150.771164	1.2063651	9.9999	0	21.1106	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.1106	0.0176
100071506	VVDS-J100751.62+011218.2	151.965104	1.2050749	0.2480	3	20.6873	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	20.6873	0.0139
100071517	VVDS-J100324.62+011221.1	150.852623	1.2058866	0.6185	4	21.292	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.292	0.0228
100071605	VVDS-J100633.57+011220.8	151.639899	1.2057899	9.9999	0	22.3886	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.3886	0.0565
100071620	VVDS-J100609.06+011219.6	151.537752	1.2054721	9.9999	0	22.319	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.319	0.0601
100071646	VVDS-J100655.56+011221.4	151.731541	1.2059644	0.4980	2	21.0447	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.0447	0.0186
100071653	VVDS-J100527.42+011225.3	151.364287	1.2070311	0.3061	1	22.3429	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.3429	0.0292
100071688	VVDS-J100402.69+011223.0	151.01121	1.2064148	0.4205	2	21.9061	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.9061	0.0251
100071697	VVDS-J100601.21+011148.8	151.505056	1.1968908	0.1770	2	19.5253	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	19.5253	0.0062
100071701	VVDS-J100546.87+011223.6	151.445314	1.206581	0.6861	3	22.2684	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.2684	0.0309
