# CeSAM : ASTROPHYSIC DATA CENTER IN MARSEILLE
# Head : C. Surace, Scientific head : V. Le Brun, Information system head : C. Moreau
# VVDS project 
# It these data have been of any use for your research, please include the following acknowledgment :
# This research uses data from the VIMOS VLT Deep Survey, obtained from the VVDS database operated by Cesam, Laboratoire d'Astrophysique de Marseille, France.
# and refer to the paper: 
# Le Fèvre et al., 2013, arXiv:1307.0545
# Search in F22_WIDE field AND MagI between -100 and 100 AND Spectroscopic Redshift > 0
# NUM 	ID-IAU 	ALPHA 	DELTA 	Z 	ZFLAGS 	MAGI 	MAG_U_CFH12K 	MAGERR_AUTO_U 	MAG_B_CFH12K 	MAGERR_AUTO_B 	MAG_V_CFH12K 	MAGERR_AUTO_V 	MAG_R_CFH12K 	MAGERR_AUTO_R 	MAG_I_CFH12K 	MAGERR_AUTO_I 	MAG_U_CFHTLS 	MAGERR_AUTO_U 	MAG_G_CFHTLS 	MAGERR_AUTO_G 	MAG_R_CFHTLS 	MAGERR_AUTO_R 	MAG_I_CFHTLS 	MAGERR_AUTO_I 	MAG_Z_CFHTLS 	MAGERR_AUTO_Z 	 
220406593	VVDS-J221836.12+000540.3	334.650505	0.0945475	0.9088	1	21.9898	99.99	99.99	24.6626	0.1403	24.019	0.1668	23.2859	0.0351	21.9898	0.2759	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220406649	VVDS-J222047.75+000538.3	335.19897	0.0939833	1.0656	22	22.1319	99.99	99.99	23.934	0.1024	23.5282	0.0824	22.9574	0.0531	22.1319	0.1243	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220406913	VVDS-J222011.40+000547.8	335.047508	0.0966228	0.7617	2	21.7642	99.99	99.99	25.7069	0.2373	24.1065	0.1267	22.9891	0.0518	21.7642	0.1036	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220406919	VVDS-J222044.66+000539.3	335.186115	0.0942717	0.1210	2	20.6172	23.1972	0.4905	21.9277	0.0327	21.225	0.0188	20.8718	0.0151	20.6172	0.0603	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220406921	VVDS-J221856.38+000547.8	334.734918	0.0966223	0.4868	1	21.8515	99.99	99.99	23.8069	0.0518	22.7998	0.04	22.2027	0.0104	21.8515	0.232	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220406938	VVDS-J222106.05+000544.7	335.275248	0.095764	0.5546	1	21.783	99.99	99.99	24.1041	0.1289	23.3141	0.0785	22.3781	0.038	21.783	0.1064	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220406942	VVDS-J221946.32+000549.3	334.943028	0.0970423	1.0572	1	22.001	99.99	99.99	25.5064	0.2594	24.0409	0.13	23.0991	0.06	22.001	0.116	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220407017	VVDS-J222142.74+000549.7	335.428092	0.0971654	0.9040	1	21.8614	-99.9	-99.9	99.99	99.99	24.5455	0.1888	23.1851	0.0586	21.8614	0.1126	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220407042	VVDS-J221908.47+000542.8	334.785332	0.0952272	0.6413	1	21.2185	23.9414	0.5611	23.2463	0.046	22.2296	0.0303	21.6213	0.0201	21.2185	0.0796	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220407044	VVDS-J222134.24+000551.2	335.392694	0.097576	0.3482	1	20.601	23.406	0.4543	22.0699	0.038	21.2387	0.0151	20.8332	0.0118	20.601	0.0614	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220407092	VVDS-J221938.89+000552.7	334.912044	0.0979763	0.3488	1	21.7713	99.99	99.99	23.8345	0.0572	22.7836	0.0443	22.1507	0.0284	21.7713	0.103	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220407120	VVDS-J222112.06+000551.4	335.300269	0.0976126	0.5631	2	21.0867	99.99	99.99	23.6274	0.0848	22.7085	0.0443	21.8056	0.0239	21.0867	0.0751	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220407151	VVDS-J221818.56+000557.3	334.577366	0.09926	9.9999	0	22.193	99.99	99.99	24.9393	0.1466	24.8319	0.2938	23.3573	0.0333	22.193	0.4278	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220407156	VVDS-J221926.67+000551.8	334.861164	0.0977351	9.9999	0	22.2792	99.99	99.99	24.5275	0.0952	23.7353	0.1094	22.8329	0.0542	22.2792	0.142	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220407170	VVDS-J221833.29+000555.7	334.638744	0.0988084	1.2396	9	22.0957	99.99	99.99	25.8929	0.4773	24.4744	0.2154	23.3902	0.0334	22.0957	0.2713	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220407181	VVDS-J221843.47+000554.8	334.681166	0.0985572	0.8288	2	21.2972	99.99	99.99	24.5032	0.0958	23.313	0.0688	22.3757	0.0133	21.2972	0.1691	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220407198	VVDS-J221945.28+000553.8	334.938693	0.098279	0.4550	9	21.9503	23.3726	0.4497	22.8712	0.0322	22.179	0.0322	22.1122	0.031	21.9503	0.1155	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220407209	VVDS-J221817.82+000556.2	334.574289	0.0989671	0.4719	2	21.5948	99.99	99.99	23.7419	0.0544	22.7297	0.0465	21.8802	0.0103	21.5948	0.2102	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220407275	VVDS-J222101.63+000556.1	335.256796	0.0989322	9.9999	0	21.4962	99.99	99.99	23.4992	0.0826	22.3152	0.0357	21.7993	0.0251	21.4962	0.0924	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220407290	VVDS-J222141.47+000555.9	335.422792	0.0988692	0.2469	3	21.6988	-99.9	-99.9	22.9014	0.0631	22.1459	0.0286	21.8747	0.0232	21.6988	0.1042	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220407322	VVDS-J221849.92+000558.2	334.708013	0.0995154	0.5603	1	21.4409	99.99	99.99	25.0593	0.1617	22.7751	0.0471	22.1689	0.0112	21.4409	0.2336	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220407361	VVDS-J221846.27+000601.9	334.692831	0.1005307	1.1234	1	22.2092	99.99	99.99	23.7546	0.0519	22.8905	0.047	22.5628	0.0148	22.2092	0.2697	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220407369	VVDS-J221932.97+000555.7	334.887404	0.0988198	0.4710	1	21.2431	99.99	99.99	23.9917	0.0776	22.5493	0.0387	21.6819	0.0222	21.2431	0.0928	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220407411	VVDS-J221854.36+000558.4	334.726515	0.0995772	0.5108	3	20.8142	99.99	99.99	24.5098	0.1092	22.9697	0.0568	21.615	0.0081	20.8142	0.1415	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220407495	VVDS-J221949.11+000551.0	334.954629	0.0975158	0.2307	9	19.4067	21.6595	0.3734	21.1143	0.0134	20.1836	0.0099	19.7183	0.0076	19.4067	0.0338	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220407601	VVDS-J221937.23+000604.3	334.905126	0.1012025	0.5906	1	21.8145	99.99	99.99	24.138	0.0693	23.7605	0.0993	22.8867	0.0494	21.8145	0.1053	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220407626	VVDS-J222048.72+000604.6	335.203001	0.1012823	0.2330	3	21.7726	99.99	99.99	23.3275	0.0663	22.3766	0.0326	22.0112	0.0258	21.7726	0.1022	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220407724	VVDS-J221849.77+000610.8	334.707401	0.1030252	0.3271	3	21.8228	99.99	99.99	24.2323	0.0555	22.8287	0.0339	22.4723	0.0103	21.8228	0.2367	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220407747	VVDS-J221833.90+000605.1	334.641273	0.1014417	1.2574	1	20.6404	99.99	99.99	24.0337	0.1027	23.0349	0.0845	21.8707	0.0128	20.6404	0.1305	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220407750	VVDS-J222031.27+000607.5	335.130314	0.1020991	0.7604	4	21.4843	99.99	99.99	24.0351	0.1313	23.3466	0.0901	22.4156	0.0445	21.4843	0.0892	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220407756	VVDS-J221811.21+000557.6	334.546721	0.0993574	0.0973	4	19.2126	20.5814	0.3639	20.0324	0.0068	19.6288	0.0072	19.3345	0.0025	19.2126	0.0636	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220407786	VVDS-J222003.98+000610.0	335.016593	0.1027975	0.4340	3	21.8957	23.6792	0.5105	23.3367	0.0371	22.5959	0.0357	22.0428	0.0256	21.8957	0.1098	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220407797	VVDS-J221858.52+000609.7	334.74384	0.1027169	9.9999	0	21.4854	99.99	99.99	23.7679	0.0627	23.1875	0.063	22.4705	0.0332	21.4854	0.1987	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220407973	VVDS-J221817.32+000615.2	334.572187	0.104232	0.1502	4	21.8666	99.99	99.99	23.5092	0.0545	22.9292	0.0682	22.1248	0.0146	21.8666	0.2623	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220407975	VVDS-J221852.17+000614.7	334.717381	0.1041065	0.7532	3	21.7944	99.99	99.99	23.4255	0.0448	23.0631	0.0576	22.3891	0.0134	21.7944	0.2392	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220407998	VVDS-J221904.44+000617.3	334.76853	0.1048246	9.9999	0	22.2128	99.99	99.99	25.3039	0.2199	23.8649	0.1247	22.8941	0.056	22.2128	0.3223	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220408012	VVDS-J221857.44+000615.2	334.739334	0.1042319	0.5899	2	22.0967	23.5971	0.5244	23.6464	0.0472	23.2234	0.0563	22.3614	0.014	22.0967	0.285	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220408028	VVDS-J221848.05+000612.9	334.700226	0.1036106	0.3635	9	22.4008	23.6037	0.4706	23.0743	0.0317	22.7471	0.04	22.4742	0.012	22.4008	0.3608	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220408030	VVDS-J222027.11+000607.0	335.112994	0.1019495	0.5791	1	21.4838	99.99	99.99	23.3678	0.0706	22.6103	0.0423	21.8582	0.0251	21.4838	0.0916	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220408049	VVDS-J222114.40+000613.2	335.310012	0.103672	9.9999	0	22.2087	99.99	99.99	23.6816	0.1003	22.8749	0.0592	22.4213	0.0418	22.2087	0.1359	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220408084	VVDS-J221834.58+000619.5	334.644084	0.1054376	0.8140	2	22.3908	99.99	99.99	27.0873	0.7122	25.3005	0.3082	24.1105	0.0437	22.3908	0.2974	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220408136	VVDS-J221957.26+000612.7	334.988621	0.103542	1.0868	3	22.0365	24.1023	0.5184	23.5336	0.0655	22.9801	0.0761	22.4277	0.0508	22.0365	0.1298	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220408175	VVDS-J221831.40+000622.8	334.630871	0.106347	9.9999	20	23.0571	99.99	99.99	24.447	0.0817	24.0091	0.1078	23.5168	0.0289	23.0571	0.4565	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220408236	VVDS-J221941.50+000620.4	334.922945	0.1056719	1.0238	9	22.2802	99.99	99.99	23.8328	0.0585	23.5929	0.0924	23.0024	0.0573	22.2802	0.1354	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220408242	VVDS-J221849.38+000623.5	334.705791	0.1065332	9.9999	0	21.8714	23.3472	0.4906	22.7212	0.0269	22.2074	0.027	21.9181	0.0085	21.8714	0.3514	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220408247	VVDS-J222102.07+000617.3	335.258652	0.1048133	0.4329	2	21.8327	99.99	99.99	23.5556	0.0818	22.5941	0.0414	22.034	0.0281	21.8327	0.1083	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220408309	VVDS-J222039.97+000620.0	335.166565	0.1055647	0.0580	3	21.0352	22.7123	0.4238	21.9063	0.029	21.4509	0.0181	21.1103	0.0149	21.0352	0.0719	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220408349	VVDS-J221947.59+000615.4	334.948332	0.1043052	0.2122	3	19.9244	21.7012	0.3746	21.2618	0.015	20.4485	0.012	20.1379	0.01	19.9244	0.0433	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220408354	VVDS-J221832.17+000624.1	334.634065	0.106698	1.2111	2	22.0101	99.99	99.99	26.8246	0.5369	24.8031	0.1878	23.3898	0.0234	22.0101	0.2364	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220408370	VVDS-J221959.68+000625.3	334.998672	0.107045	0.7642	3	22.0992	99.99	99.99	23.9444	0.0758	23.5495	0.0872	22.6167	0.0415	22.0992	0.1215	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220408395	VVDS-J221901.42+000611.0	334.755923	0.1030645	0.8619	2	20.0266	20.9847	0.3465	20.936	0.0121	20.3051	0.009	19.7458	0.0069	20.0266	0.0955	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220408424	VVDS-J221807.71+000624.9	334.532147	0.1069235	9.9999	0	21.2784	99.99	99.99	22.9399	0.041	22.4292	0.0542	21.8466	0.0139	21.2784	0.1977	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220408429	VVDS-J221836.60+000627.7	334.652521	0.1077209	0.5707	2	22.3325	99.99	99.99	25.5535	0.2111	23.6181	0.082	22.9859	0.0196	22.3325	0.2945	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220408458	VVDS-J222136.68+000623.7	335.402866	0.1065876	0.7475	2	21.2293	99.99	99.99	23.7213	0.1118	22.7111	0.0444	22.1184	0.0282	21.2293	0.0832	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220408494	VVDS-J221815.75+000632.0	334.565644	0.108915	0.4894	21	23.4538	99.99	99.99	24.2615	0.0701	23.8133	0.0955	23.4833	0.0302	23.4538	0.633	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220408521	VVDS-J221841.93+000611.8	334.674721	0.1033013	0.5858	2	20.5191	99.99	99.99	23.9139	0.0984	22.4467	0.0561	21.3698	0.0094	20.5191	0.1247	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220408572	VVDS-J221820.10+000631.2	334.583761	0.1086723	0.8478	3	21.7269	99.99	99.99	23.6161	0.0565	23.5088	0.1131	22.6343	0.02	21.7269	0.2227	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220408597	VVDS-J221830.73+000630.0	334.628052	0.1083582	0.8631	1	21.626	99.99	99.99	24.886	0.1165	23.6646	0.082	22.6568	0.0165	21.626	0.1979	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220408612	VVDS-J221835.80+000629.0	334.649201	0.1080686	0.8447	2	22.3874	99.99	99.99	23.9953	0.0599	23.4881	0.0764	22.9036	0.0185	22.3874	0.3006	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220408620	VVDS-J221821.91+000623.7	334.591311	0.1065921	0.2096	24	20.0035	22.9219	0.4294	21.9897	0.0184	21.0093	0.0143	20.4893	0.0044	20.0035	0.0899	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220408702	VVDS-J221850.91+000617.3	334.71215	0.1048067	0.3430	2	18.9711	21.5044	0.3933	21.1364	0.0135	20.1902	0.0097	19.5222	0.0026	18.9711	0.0592	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220408731	VVDS-J221825.51+000627.8	334.606329	0.1077329	0.2101	1	19.5966	22.759	0.4125	21.7582	0.0165	20.6344	0.0117	20.0403	0.0035	19.5966	0.0743	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220408758	VVDS-J221834.94+000634.6	334.645603	0.1096245	0.4438	2	21.6167	99.99	99.99	24.1748	0.0671	23.3978	0.0669	22.5756	0.0143	21.6167	0.1958	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220408759	VVDS-J221835.63+000634.2	334.648485	0.109514	0.6321	2	21.7371	99.99	99.99	24.3951	0.0883	23.4413	0.0793	22.5596	0.0155	21.7371	0.2156	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220408806	VVDS-J221845.64+000635.4	334.690178	0.1098453	0.5421	1	21.4424	99.99	99.99	24.0154	0.0607	22.7646	0.0413	21.9942	0.0097	21.4424	0.1791	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220408844	VVDS-J221951.48+000634.2	334.964511	0.1095085	0.5252	3	20.9698	99.99	99.99	24.3346	0.0915	22.9523	0.0569	21.6067	0.0212	20.9698	0.0701	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220408854	VVDS-J221941.98+000633.0	334.924929	0.1091789	0.5583	1	21.4624	23.5462	0.4579	22.6557	0.0303	21.9942	0.0321	21.7344	0.0267	21.4624	0.0949	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220408882	VVDS-J221838.30+000632.7	334.659611	0.1091072	0.1628	4	19.7661	22.8573	0.4325	21.7917	0.0162	20.8074	0.0124	20.2235	0.0036	19.7661	0.08	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220408883	VVDS-J221816.08+000631.6	334.56701	0.1088023	9.9999	0	20.4734	99.99	99.99	22.5223	0.029	21.6152	0.0265	20.8025	0.0061	20.4734	0.1444	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220408974	VVDS-J221842.93+000638.0	334.678913	0.1105772	0.8753	2	21.8795	99.99	99.99	25.73	0.2681	24.2995	0.1579	23.1787	0.0246	21.8795	0.2308	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220408986	VVDS-J221815.97+000639.3	334.566557	0.110935	0.3704	2	20.5307	99.99	99.99	22.8386	0.0262	21.7184	0.0193	20.9666	0.0052	20.5307	0.1337	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220409052	VVDS-J221839.04+000644.0	334.662675	0.1122475	0.2500	2	22.1626	99.99	99.99	23.6792	0.0604	23.5094	0.103	22.76	0.0219	22.1626	0.3044	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220409072	VVDS-J222045.25+000643.4	335.188548	0.1120671	0.7906	1	22.3084	99.99	99.99	24.377	0.1634	23.6379	0.1053	23.2215	0.0758	22.3084	0.1404	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220409209	VVDS-J221812.83+000643.9	334.55347	0.1122129	0.4172	2	20.3396	99.99	99.99	23.3142	0.0411	21.9664	0.0266	20.9604	0.0057	20.3396	0.1069	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220409262	VVDS-J221906.56+000648.5	334.777374	0.1134824	1.0777	9	22.028	99.99	99.99	23.6166	0.0419	22.9131	0.0396	22.7079	0.0376	22.028	0.1109	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220409266	VVDS-J222001.37+000648.0	335.005729	0.1133511	0.4075	3	22.1208	99.99	99.99	23.7668	0.0566	22.7824	0.0416	22.321	0.0302	22.1208	0.1487	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220409269	VVDS-J221844.26+000647.0	334.684446	0.1130694	0.6663	1	21.3396	23.4288	0.5228	23.3301	0.045	22.8722	0.0577	22.2129	0.0136	21.3396	0.1809	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220409351	VVDS-J221928.88+000648.7	334.870344	0.1135313	0.5012	1	21.0012	22.4439	0.3791	21.7426	0.0143	21.3021	0.0163	21.0285	0.0144	21.0012	0.074	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220409353	VVDS-J221933.65+000648.8	334.890219	0.1135745	0.9095	1	22.4948	99.99	99.99	23.8138	0.074	23.306	0.0747	22.928	0.0621	22.4948	0.1534	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220409382	VVDS-J221915.94+000640.4	334.816419	0.1112455	0.2086	4	19.2063	22.6211	0.4306	21.5212	0.0135	20.3124	0.0081	19.6945	0.0062	19.2063	0.0322	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220409391	VVDS-J222001.98+000647.7	335.008262	0.1132643	0.5441	4	21.1344	99.99	99.99	24.4656	0.1233	22.9863	0.0589	21.7972	0.026	21.1344	0.0771	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220409399	VVDS-J221830.28+000649.2	334.626197	0.1136755	0.5733	1	21.4186	99.99	99.99	23.844	0.0563	22.5532	0.0354	21.844	0.0108	21.4186	0.177	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220409409	VVDS-J221815.15+000653.2	334.563162	0.1147822	0.5922	3	22.3455	99.99	99.99	25.0484	0.1509	24.1862	0.1501	23.1537	0.026	22.3455	0.299	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220409459	VVDS-J222035.98+000651.4	335.149921	0.1143028	0.8740	2	21.2475	99.99	99.99	23.9555	0.1491	23.2235	0.0963	22.234	0.0426	21.2475	0.0837	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220409492	VVDS-J222046.39+000653.5	335.19333	0.1148839	0.8755	1	22.5001	99.99	99.99	26.4909	0.876	24.8924	0.2683	23.7974	0.1056	22.5001	0.152	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220409567	VVDS-J222108.04+000655.9	335.28354	0.1155363	9.9999	0	22.4669	99.99	99.99	23.9878	0.134	23.8585	0.1449	22.9689	0.0685	22.4669	0.1612	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220409602	VVDS-J221839.15+000659.9	334.663155	0.1166601	9.9999	20	23.7885	99.99	99.99	24.6929	0.0915	24.4577	0.1479	24.0405	0.0416	23.7885	0.7441	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220409687	VVDS-J221910.23+000658.7	334.792636	0.1163276	9.9999	0	22.3761	99.99	99.99	21.4491	0.0136	22.3943	0.036	22.3345	0.037	22.3761	0.1596	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220409723	VVDS-J222139.08+000656.9	335.412841	0.1158322	1.3080	2	21.7621	99.99	99.99	23.567	0.1167	23.3716	0.0936	22.6552	0.0505	21.7621	0.1129	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220409728	VVDS-J222038.59+000659.4	335.160794	0.1165157	0.7802	1	22.1891	99.99	99.99	24.9342	0.207	24.157	0.1284	23.0555	0.0533	22.1891	0.1258	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220409730	VVDS-J221841.97+000657.2	334.674883	0.1159055	0.4211	3	21.2186	99.99	99.99	23.0941	0.0327	22.1147	0.0259	21.5663	0.0073	21.2186	0.1596	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220409734	VVDS-J221816.60+000701.3	334.569171	0.1170478	1.7415	19	21.8985	99.99	99.99	23.5738	0.0386	23.1649	0.0472	22.6237	0.0134	21.8985	0.2236	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220409748	VVDS-J222101.02+000702.1	335.254287	0.1172757	0.5615	1	22.2929	99.99	99.99	25.215	0.226	23.5807	0.07	22.7071	0.0418	22.2929	0.1324	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220409835	VVDS-J221838.16+000704.2	334.65903	0.1178376	0.7810	1	22.0999	99.99	99.99	23.9787	0.0779	23.0011	0.0674	22.328	0.0156	22.0999	0.2921	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220409844	VVDS-J222033.72+000704.2	335.140526	0.1178489	0.4591	22	22.7861	99.99	99.99	24.6735	0.1408	23.6309	0.0672	23.2573	0.0521	22.7861	0.1644	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
