# CeSAM : ASTROPHYSIC DATA CENTER IN MARSEILLE
# Head : C. Surace, Scientific head : V. Le Brun, Information system head : C. Moreau
# VVDS project 
# It these data have been of any use for your research, please include the following acknowledgment :
# This research uses data from the VIMOS VLT Deep Survey, obtained from the VVDS database operated by Cesam, Laboratoire d'Astrophysique de Marseille, France.
# and refer to the paper: 
# Le Fèvre et al., 2013, arXiv:1307.0545
# Search in F22_WIDE field AND MagI between -100 and 100 AND Spectroscopic Redshift > 0
# NUM 	ID-IAU 	ALPHA 	DELTA 	Z 	ZFLAGS 	MAGI 	MAG_U_CFH12K 	MAGERR_AUTO_U 	MAG_B_CFH12K 	MAGERR_AUTO_B 	MAG_V_CFH12K 	MAGERR_AUTO_V 	MAG_R_CFH12K 	MAGERR_AUTO_R 	MAG_I_CFH12K 	MAGERR_AUTO_I 	MAG_U_CFHTLS 	MAGERR_AUTO_U 	MAG_G_CFHTLS 	MAGERR_AUTO_G 	MAG_R_CFHTLS 	MAGERR_AUTO_R 	MAG_I_CFHTLS 	MAGERR_AUTO_I 	MAG_Z_CFHTLS 	MAGERR_AUTO_Z 	 
220103628	VVDS-J221558.37+005455.6	333.993238	0.9154617	9.9999	0	22.0626	99.99	99.99	-99	-99	-99	-99	-99	-99	22.0626	0.1537	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220103634	VVDS-J221555.42+005454.0	333.980931	0.9150251	9.9999	0	21.9454	99.99	99.99	-99	-99	-99	-99	-99	-99	21.9454	0.1525	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220103662	VVDS-J221720.17+005452.9	334.334057	0.9146962	0.1802	1	21.9882	99.99	99.99	-99	-99	-99	-99	-99	-99	21.9882	0.1249	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220103679	VVDS-J221554.94+005454.8	333.978922	0.9152328	9.9999	20	22.5753	99.99	99.99	-99	-99	-99	-99	-99	-99	22.5753	0.2016	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220103693	VVDS-J221558.62+005455.5	333.99425	0.9154345	9.9999	20	21.9555	24.7003	0.5207	-99	-99	-99	-99	-99	-99	21.9555	0.1412	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220103803	VVDS-J221553.20+005458.3	333.971701	0.9162081	0.8610	2	21.5867	99.99	99.99	-99	-99	-99	-99	-99	-99	21.5867	0.1184	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220103895	VVDS-J221407.59+005458.6	333.531642	0.9162858	0.8207	9	22.3273	23.7386	0.4925	-99	-99	-99	-99	-99	-99	22.3273	0.184	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220103905	VVDS-J221530.90+005500.5	333.878751	0.9168275	0.7723	1	22.4659	24.6875	0.6546	-99	-99	-99	-99	-99	-99	22.4659	0.1818	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220103968	VVDS-J221651.01+005501.9	334.212574	0.9172211	9.9999	0	22.3379	24.5089	0.5697	-99	-99	-99	-99	-99	-99	22.3379	0.1522	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220103979	VVDS-J221743.34+005501.9	334.430615	0.917204	9.9999	0	21.8964	99.99	99.99	-99	-99	-99	-99	-99	-99	21.8964	0.1177	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220103980	VVDS-J221705.38+005456.0	334.272425	0.9155703	0.8073	3	22.3178	23.7897	0.477	-99	-99	-99	-99	-99	-99	22.3178	0.1551	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220103986	VVDS-J221546.61+005456.2	333.944222	0.9156299	0.8291	2	21.9753	23.8106	0.4725	-99	-99	-99	-99	-99	-99	21.9753	0.1489	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220103993	VVDS-J221600.78+005500.6	334.003274	0.9168462	0.4672	1	22.4529	24.4139	0.4857	-99	-99	-99	-99	-99	-99	22.4529	0.1996	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220104003	VVDS-J221439.31+005455.9	333.663796	0.9155534	0.7038	3	21.3266	24.2384	0.5376	-99	-99	-99	-99	-99	-99	21.3266	0.1046	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220104006	VVDS-J221704.74+005501.5	334.269759	0.9170875	0.4260	2	22.4511	24.4521	0.6482	-99	-99	-99	-99	-99	-99	22.4511	0.1569	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220104033	VVDS-J221551.60+005457.7	333.965026	0.916033	0.2788	3	20.5519	22.6085	0.381	-99	-99	-99	-99	-99	-99	20.5519	0.0738	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220104074	VVDS-J221503.48+005501.9	333.764541	0.9172212	1.1060	1	22.1314	99.99	99.99	-99	-99	-99	-99	-99	-99	22.1314	0.1567	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220104089	VVDS-J221529.73+005501.1	333.873905	0.9169978	9.9999	0	21.7184	99.99	99.99	-99	-99	-99	-99	-99	-99	21.7184	0.1279	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220104102	VVDS-J221358.94+005500.8	333.495598	0.9168998	9.9999	0	22.3314	-99.9	-99.9	-99	-99	-99	-99	-99	-99	22.3314	0.185	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220104133	VVDS-J221646.40+005456.6	334.193337	0.9157412	0.1088	3	20.7483	23.2463	0.4185	-99	-99	-99	-99	-99	-99	20.7483	0.0731	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220104142	VVDS-J221518.31+005505.4	333.826306	0.9181896	1.3821	9	22.4489	99.99	99.99	-99	-99	-99	-99	-99	-99	22.4489	0.1759	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220104151	VVDS-J221411.85+005501.8	333.549387	0.9171693	0.5312	4	21.1565	23.1358	0.4796	-99	-99	-99	-99	-99	-99	21.1565	0.1015	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220104184	VVDS-J221411.35+005506.3	333.547297	0.9184235	0.6580	1	22.3002	99.99	99.99	-99	-99	-99	-99	-99	-99	22.3002	0.1763	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220104268	VVDS-J221609.08+005506.1	334.037871	0.918384	0.7337	2	21.5654	23.5593	0.4345	-99	-99	-99	-99	-99	-99	21.5654	0.1261	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220104297	VVDS-J221711.62+005506.2	334.298418	0.9183933	0.6698	4	22.3092	24.236	0.5053	-99	-99	-99	-99	-99	-99	22.3092	0.1465	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220104307	VVDS-J221459.91+005511.0	333.749644	0.9197454	9.9999	20	24.2055	99.99	99.99	-99	-99	-99	-99	-99	-99	24.2055	0.5004	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220104336	VVDS-J221650.36+005508.3	334.209869	0.9189901	9.9999	0	22.0168	99.99	99.99	-99	-99	-99	-99	-99	-99	22.0168	0.1299	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220104339	VVDS-J221533.24+005506.0	333.88853	0.9183356	0.5326	1	21.7894	24.1959	0.5687	-99	-99	-99	-99	-99	-99	21.7894	0.1322	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220104372	VVDS-J221432.84+005459.1	333.63686	0.9164284	9.9999	0	20.5943	22.2287	0.4069	-99	-99	-99	-99	-99	-99	20.5943	0.0756	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220104426	VVDS-J221413.11+005508.1	333.554643	0.9189377	0.6860	1	21.7559	99.99	99.99	-99	-99	-99	-99	-99	-99	21.7559	0.136	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220104459	VVDS-J221712.73+005500.9	334.30308	0.9169244	0.2504	2	19.2215	23.2377	0.4371	-99	-99	-99	-99	-99	-99	19.2215	0.034	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220104486	VVDS-J221500.21+005511.5	333.750882	0.919879	0.6291	3	21.5303	99.99	99.99	-99	-99	-99	-99	-99	-99	21.5303	0.1157	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220104531	VVDS-J221607.89+005509.0	334.032886	0.9191872	0.3188	4	20.7947	22.6683	0.4142	-99	-99	-99	-99	-99	-99	20.7947	0.1258	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220104548	VVDS-J221455.95+005512.1	333.733138	0.9200506	0.5327	3	22.4657	23.4996	0.4293	-99	-99	-99	-99	-99	-99	22.4657	0.1855	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220104549	VVDS-J221359.66+005516.1	333.49859	0.9211614	0.9193	29	24.1293	99.99	99.99	-99	-99	-99	-99	-99	-99	24.1293	0.5103	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220104769	VVDS-J221602.52+005514.4	334.010524	0.9206832	0.7203	4	22.4704	24.1492	0.4552	-99	-99	-99	-99	-99	-99	22.4704	0.1854	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220104791	VVDS-J221601.42+005510.8	334.005923	0.9196859	0.3580	2	21.0063	22.9846	0.3995	-99	-99	-99	-99	-99	-99	21.0063	0.091	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220104833	VVDS-J221507.67+005518.4	333.781981	0.9217991	9.9999	0	22.1663	99.99	99.99	-99	-99	-99	-99	-99	-99	22.1663	0.1877	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220104908	VVDS-J221717.80+005512.3	334.324181	0.9200934	0.4840	3	20.3632	99.99	99.99	-99	-99	-99	-99	-99	-99	20.3632	0.058	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220104939	VVDS-J221716.31+005515.8	334.317966	0.9210826	0.6686	2	20.7353	99.99	99.99	-99	-99	-99	-99	-99	-99	20.7353	0.0749	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220104957	VVDS-J221359.47+005517.9	333.497828	0.921656	9.9999	0	21.8002	99.99	99.99	-99	-99	-99	-99	-99	-99	21.8002	0.1474	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220104959	VVDS-J221620.21+005520.0	334.084238	0.9222411	0.7679	9	21.9432	23.3684	0.4757	-99	-99	-99	-99	-99	-99	21.9432	0.148	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220105029	VVDS-J221638.65+005520.4	334.161046	0.9223432	0.7298	1	20.8719	99.99	99.99	-99	-99	-99	-99	-99	-99	20.8719	0.0748	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220105115	VVDS-J221638.85+005521.1	334.161895	0.9225426	0.9095	23	21.7703	24.4173	0.5742	-99	-99	-99	-99	-99	-99	21.7703	0.1162	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220105127	VVDS-J221802.29+005523.7	334.509562	0.9232664	0.7672	2	21.9192	99.99	99.99	-99	-99	-99	-99	-99	-99	21.9192	0.1135	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220105145	VVDS-J221703.43+005523.6	334.264323	0.9232299	0.2678	1	21.9193	23.2087	0.4174	-99	-99	-99	-99	-99	-99	21.9193	0.1251	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220105185	VVDS-J221512.41+005517.7	333.801742	0.9216061	0.5550	2	21.6729	23.2299	0.4254	-99	-99	-99	-99	-99	-99	21.6729	0.1234	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220105191	VVDS-J221726.03+005520.3	334.358474	0.9223103	0.9094	2	22.4877	99.99	99.99	-99	-99	-99	-99	-99	-99	22.4877	0.1635	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220105192	VVDS-J221447.56+005522.4	333.698206	0.9229122	9.9999	0	21.5712	23.6422	0.4372	-99	-99	-99	-99	-99	-99	21.5712	0.1236	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220105245	VVDS-J221438.81+005522.1	333.66174	0.9228085	0.7011	2	21.1578	99.99	99.99	-99	-99	-99	-99	-99	-99	21.1578	0.0968	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220105253	VVDS-J221536.19+005526.3	333.900796	0.9239769	1.1276	1	21.3602	99.99	99.99	-99	-99	-99	-99	-99	-99	21.3602	0.1036	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220105274	VVDS-J221429.36+005527.2	333.622343	0.9242236	9.9999	0	22.4109	99.99	99.99	-99	-99	-99	-99	-99	-99	22.4109	0.1775	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220105346	VVDS-J221357.34+005527.7	333.488927	0.9243674	0.3374	4	22.1617	-99.9	-99.9	-99	-99	-99	-99	-99	-99	22.1617	0.1631	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220105378	VVDS-J221428.69+005528.8	333.619571	0.9246867	0.5830	2	22.2938	99.99	99.99	-99	-99	-99	-99	-99	-99	22.2938	0.164	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220105400	VVDS-J221616.21+005524.9	334.067573	0.9235837	0.7309	9	22.4239	99.99	99.99	-99	-99	-99	-99	-99	-99	22.4239	0.188	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220105421	VVDS-J221645.63+005528.3	334.190157	0.9245467	0.5515	1	21.2018	99.99	99.99	-99	-99	-99	-99	-99	-99	21.2018	0.0872	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220105422	VVDS-J221757.55+005526.1	334.489795	0.9239215	0.3538	3	20.3741	24.7155	0.5973	-99	-99	-99	-99	-99	-99	20.3741	0.0552	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220105444	VVDS-J221554.10+005530.2	333.975448	0.9250676	0.8274	1	21.7392	99.99	99.99	-99	-99	-99	-99	-99	-99	21.7392	0.1276	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220105704	VVDS-J221501.80+005520.1	333.757513	0.9222751	0.2496	2	20.9425	23.0774	0.4296	-99	-99	-99	-99	-99	-99	20.9425	0.0896	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220105775	VVDS-J221719.14+005535.5	334.329783	0.9265353	0.3191	4	22.4067	24.4301	0.6144	-99	-99	-99	-99	-99	-99	22.4067	0.1537	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220105792	VVDS-J221405.42+005534.1	333.522591	0.9261401	0.6850	2	21.1119	99.99	99.99	-99	-99	-99	-99	-99	-99	21.1119	0.0998	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220105806	VVDS-J221446.50+005535.9	333.693752	0.9266599	0.8752	3	21.355	24.1043	0.5033	-99	-99	-99	-99	-99	-99	21.355	0.1068	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220105813	VVDS-J221444.66+005536.1	333.686101	0.9267062	0.5256	3	21.5435	99.99	99.99	-99	-99	-99	-99	-99	-99	21.5435	0.1168	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220105903	VVDS-J221651.64+005539.6	334.215179	0.9276759	9.9999	0	22.6132	99.99	99.99	-99	-99	-99	-99	-99	-99	22.6132	0.1797	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220105916	VVDS-J221605.46+005538.9	334.022756	0.9274866	0.3553	3	22.2959	23.5257	0.436	-99	-99	-99	-99	-99	-99	22.2959	0.1703	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220105926	VVDS-J221528.74+005539.0	333.869783	0.9275029	9.9999	0	21.8828	99.99	99.99	-99	-99	-99	-99	-99	-99	21.8828	0.1332	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220105972	VVDS-J221559.71+005541.2	333.998797	0.9281195	9.9999	0	22.1854	99.99	99.99	-99	-99	-99	-99	-99	-99	22.1854	0.1586	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220105978	VVDS-J221458.18+005540.0	333.742453	0.9277834	0.5527	2	22.4423	24.6277	0.6943	-99	-99	-99	-99	-99	-99	22.4423	0.1808	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220106053	VVDS-J221454.37+005539.6	333.726559	0.9276854	0.3163	3	21.3495	23.8836	0.4689	-99	-99	-99	-99	-99	-99	21.3495	0.1069	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220106056	VVDS-J221454.22+005540.2	333.725925	0.9278338	9.9999	20	23.0008	99.99	99.99	-99	-99	-99	-99	-99	-99	23.0008	0.2508	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220106074	VVDS-J221406.49+005532.3	333.527071	0.9256507	0.3200	4	19.3321	21.4819	0.3527	-99	-99	-99	-99	-99	-99	19.3321	0.0433	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220106138	VVDS-J221612.30+005543.0	334.051259	0.9286188	0.9481	2	22.0516	23.8551	0.5047	-99	-99	-99	-99	-99	-99	22.0516	0.1538	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220106180	VVDS-J221504.03+005539.1	333.76681	0.9275546	0.2899	4	20.6424	23.6463	0.4562	-99	-99	-99	-99	-99	-99	20.6424	0.0775	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220106214	VVDS-J221410.51+005534.3	333.543805	0.9262092	0.4571	2	20.6207	99.99	99.99	-99	-99	-99	-99	-99	-99	20.6207	0.0795	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220106262	VVDS-J221648.07+005545.4	334.200328	0.9292913	9.9999	0	22.4705	24.8041	0.7716	-99	-99	-99	-99	-99	-99	22.4705	0.1632	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220106319	VVDS-J221613.91+005543.7	334.057971	0.928808	0.5284	4	22.3704	24.6926	0.6114	-99	-99	-99	-99	-99	-99	22.3704	0.1955	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220106487	VVDS-J221658.59+005548.4	334.244138	0.9301382	0.6550	3	22.221	99.99	99.99	-99	-99	-99	-99	-99	-99	22.221	0.14	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220106538	VVDS-J221350.11+005539.1	333.458811	0.9275322	0.4167	2	20.5844	-99.9	-99.9	-99	-99	-99	-99	-99	-99	20.5844	0.0835	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220106598	VVDS-J221401.28+005550.1	333.50535	0.9306058	0.9813	2	21.7433	99.99	99.99	-99	-99	-99	-99	-99	-99	21.7433	0.1342	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220106624	VVDS-J221749.98+005549.7	334.458268	0.9304898	0.3521	2	21.4538	23.1637	0.4312	-99	-99	-99	-99	-99	-99	21.4538	0.1002	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220106630	VVDS-J221715.24+005551.6	334.313531	0.9310193	0.8244	3	22.0766	99.99	99.99	-99	-99	-99	-99	-99	-99	22.0766	0.1369	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220106665	VVDS-J221659.70+005531.8	334.248768	0.9255236	9.9999	20	17.0251	17.9156	0.3315	-99	-99	-99	-99	-99	-99	17.0251	0.0123	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220106683	VVDS-J221535.67+005553.0	333.898664	0.9314008	0.2738	1	21.4093	22.7772	0.3912	-99	-99	-99	-99	-99	-99	21.4093	0.1062	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220106703	VVDS-J221742.90+005550.9	334.428753	0.9308115	0.6656	2	21.65	22.0665	0.3602	-99	-99	-99	-99	-99	-99	21.65	0.1051	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220106812	VVDS-J221714.57+005554.0	334.310741	0.9316739	0.7400	1	21.4423	99.99	99.99	-99	-99	-99	-99	-99	-99	21.4423	0.0956	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220106816	VVDS-J221543.31+005556.0	333.930495	0.9322293	0.8678	2	22.1335	23.5999	0.498	-99	-99	-99	-99	-99	-99	22.1335	0.1547	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220106823	VVDS-J221355.60+005554.1	333.481669	0.9317029	0.4600	1	21.614	-99.9	-99.9	-99	-99	-99	-99	-99	-99	21.614	0.1268	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220106861	VVDS-J221724.35+005545.4	334.351469	0.9292919	0.5522	2	21.3218	23.1867	0.4816	-99	-99	-99	-99	-99	-99	21.3218	0.0986	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220106906	VVDS-J221634.09+005549.3	334.142049	0.9303673	0.2490	2	19.788	99.99	99.99	-99	-99	-99	-99	-99	-99	19.788	0.0356	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220106907	VVDS-J221619.07+005558.0	334.079463	0.9327964	0.4464	1	22.1052	99.99	99.99	-99	-99	-99	-99	-99	-99	22.1052	0.1575	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220106942	VVDS-J221410.05+005555.3	333.541898	0.9320429	1.2380	9	21.4647	99.99	99.99	-99	-99	-99	-99	-99	-99	21.4647	0.1176	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220107045	VVDS-J221512.93+005552.1	333.803914	0.9311502	0.5616	2	20.0504	22.5554	0.441	-99	-99	-99	-99	-99	-99	20.0504	0.0569	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220107134	VVDS-J221804.82+005550.9	334.520113	0.9308105	9.9999	0	21.9299	99.99	99.99	-99	-99	-99	-99	-99	-99	21.9299	0.1165	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220107188	VVDS-J221550.57+005557.8	333.960714	0.932724	0.2484	4	20.4662	21.6617	0.3531	-99	-99	-99	-99	-99	-99	20.4662	0.0704	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220107194	VVDS-J221456.38+005603.1	333.734948	0.9342064	1.4438	1	22.4318	99.99	99.99	-99	-99	-99	-99	-99	-99	22.4318	0.1837	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220107230	VVDS-J221656.10+005600.7	334.233765	0.9335466	9.9999	0	21.7479	23.808	0.466	-99	-99	-99	-99	-99	-99	21.7479	0.1101	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220107231	VVDS-J221634.26+005548.5	334.142756	0.9301583	0.2480	22	18.8562	21.7222	0.3643	-99	-99	-99	-99	-99	-99	18.8562	0.0232	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220107419	VVDS-J221512.03+005604.9	333.800134	0.9346988	2.7378	1	21.8214	23.6167	0.454	-99	-99	-99	-99	-99	-99	21.8214	0.1459	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220107446	VVDS-J221704.18+005546.1	334.267431	0.9294733	0.4093	2	19.1196	22.7764	0.3984	-99	-99	-99	-99	-99	-99	19.1196	0.0341	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220107654	VVDS-J221517.26+005608.0	333.821952	0.9355576	0.7007	2	22.258	24.322	0.6131	-99	-99	-99	-99	-99	-99	22.258	0.1643	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220107712	VVDS-J221615.71+005606.7	334.065465	0.9352191	9.9999	0	21.524	23.9282	0.5151	-99	-99	-99	-99	-99	-99	21.524	0.1331	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220107787	VVDS-J221708.50+005611.8	334.285454	0.9366344	0.8867	2	22.0811	24.6883	0.6348	-99	-99	-99	-99	-99	-99	22.0811	0.1309	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
220107823	VVDS-J221431.59+005610.3	333.631637	0.9362011	0.9317	3	21.3232	99.99	99.99	-99	-99	-99	-99	-99	-99	21.3232	0.1043	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
