# CeSAM : ASTROPHYSIC DATA CENTER IN MARSEILLE
# VVDS project 
# Search in F02_UDEEP field AND MagI between -100.0 and 100.0 AND Spectroscopic Redshift > 0
# NUM 	ID-IAU 	ALPHA 	DELTA 	MAGI 	Z 	ZFLAGS 	 
910341414	VVDS-J022711.55-041247.3	36.7981454	-4.2131555	24.384	1.4950	1
910341450	VVDS-J022722.19-041246.0	36.8424605	-4.2127986	24.5882	2.0293	2
910341480	VVDS-J022719.77-041249.1	36.8323944	-4.2136614	23.7319	0.3841	24
910341602	VVDS-J022719.90-041249.0	36.8329528	-4.2136386	24.4579	2.5013	2
910341639	VVDS-J022643.69-041248.2	36.6820497	-4.2134006	22.9986	9.9999	20
910341812	VVDS-J022653.77-041243.5	36.7240544	-4.2120882	24.2845	9.9999	0
910341893	VVDS-J022725.71-041244.0	36.8571639	-4.2122406	24.4991	1.1527	2
910342011	VVDS-J022633.60-041243.1	36.6400364	-4.2119757	24.2428	1.7927	1
910342264	VVDS-J022643.32-041247.5	36.6805017	-4.2132016	23.3254	1.0602	2
910342467	VVDS-J022639.72-041240.8	36.6655364	-4.2113413	23.592	0.5633	3
910343011	VVDS-J022715.77-041234.4	36.8157257	-4.2095762	24.146	0.8475	2
910343062	VVDS-J022644.94-041234.2	36.687291	-4.2095091	23.3343	0.6534	3
910343320	VVDS-J022724.37-041236.4	36.8515553	-4.2101336	21.8276	9.9999	20
910343596	VVDS-J022632.24-041228.9	36.6343365	-4.2080397	24.6404	0.9583	2
910343913	VVDS-J022719.14-041228.7	36.8297623	-4.2079995	24.1581	0.8544	3
910344153	VVDS-J022724.60-041237.1	36.8525296	-4.2103069	23.4627	2.3477	3
910344156	VVDS-J022638.49-041225.1	36.660383	-4.2069769	24.1752	3.0701	1
910344340	VVDS-J022638.28-041225.5	36.6595054	-4.2070961	23.6554	3.2468	21
910344670	VVDS-J022640.54-041225.8	36.6689399	-4.2071834	23.5413	0.7118	2
910345128	VVDS-J022705.99-041217.5	36.774992	-4.2048877	24.5408	1.7640	1
910345551	VVDS-J022720.54-041214.3	36.835624	-4.2039866	24.012	0.5351	3
910347474	VVDS-J022652.86-041159.8	36.7202854	-4.1999475	23.7892	1.0271	3
910347608	VVDS-J022721.10-041159.1	36.8379385	-4.1997682	24.0589	1.0933	3
910348169	VVDS-J022707.01-041155.1	36.7792093	-4.1986499	23.8991	0.7874	3
910348322	VVDS-J022653.20-041159.1	36.7216878	-4.199767	21.9492	0.2662	24
910348858	VVDS-J022634.72-041149.5	36.644676	-4.1971057	24.2841	0.8821	2
910348975	VVDS-J022641.38-041153.0	36.6724255	-4.1980823	23.2966	0.2746	3
910348993	VVDS-J022706.63-041155.9	36.777645	-4.1988747	22.3987	1.1192	23
910349135	VVDS-J022635.44-041147.7	36.6476977	-4.1965885	23.7844	0.8123	23
910349136	VVDS-J022635.35-041147.6	36.6473132	-4.1965652	23.9709	0.9651	3
910350623	VVDS-J022655.07-041136.1	36.7294934	-4.1933664	24.5224	1.6588	1
910351006	VVDS-J022631.72-041135.2	36.6321737	-4.193137	23.1055	0.8585	1
910351174	VVDS-J022724.10-041132.4	36.8504356	-4.1923607	23.8239	1.9586	3
910351205	VVDS-J022656.44-041132.0	36.7352044	-4.1922327	24.0574	1.0121	9
910351376	VVDS-J022649.77-041132.2	36.7073827	-4.192287	24.58	2.4300	1
910351653	VVDS-J022705.21-041129.0	36.7717157	-4.1914139	24.2977	0.4153	3
910351902	VVDS-J022705.51-041129.2	36.7729713	-4.1914456	23.8708	9.9999	20
910352961	VVDS-J022714.69-041119.5	36.8112282	-4.1887636	24.5664	1.9366	2
910353524	VVDS-J022729.35-041119.3	36.8723078	-4.1887082	23.7529	2.7667	4
910353618	VVDS-J022712.39-041117.2	36.8016389	-4.1881222	23.7578	1.5999	2
910353642	VVDS-J022646.87-041113.5	36.6953142	-4.1871023	24.5899	2.9744	4
910353669	VVDS-J022646.35-041113.4	36.6931632	-4.1870738	24.5246	0.3288	24
910355424	VVDS-J022710.86-041100.1	36.7952811	-4.1833855	24.2815	1.5360	3
910355671	VVDS-J022730.46-041058.0	36.8769324	-4.1827889	24.4999	0.6801	4
910356324	VVDS-J022715.12-041051.5	36.813038	-4.1809776	23.8756	2.2117	22
910356382	VVDS-J022650.54-041054.9	36.7106153	-4.1819201	23.8991	9.9999	0
910356559	VVDS-J022630.42-041051.7	36.6267575	-4.1810293	23.6042	0.8723	2
910356575	VVDS-J022715.22-041051.3	36.813444	-4.1809357	23.3177	0.7899	2
910356755	VVDS-J022652.10-041050.6	36.7170963	-4.1807376	23.8992	0.3481	1
910357002	VVDS-J022647.65-041051.6	36.6985637	-4.1810053	22.7743	2.0363	4
910357586	VVDS-J022635.99-041042.8	36.6499817	-4.1785597	24.3608	9.9999	0
910357604	VVDS-J022718.10-041042.5	36.8254205	-4.1784761	24.9368	2.2000	22
910357689	VVDS-J022717.44-041043.2	36.8226747	-4.1786827	24.1057	0.7681	3
910358448	VVDS-J022654.45-041037.6	36.7268756	-4.1771143	24.4358	1.4514	1
910358637	VVDS-J022713.39-041036.6	36.8058132	-4.1768532	24.3956	2.5560	2
910358960	VVDS-J022726.30-041031.9	36.8596223	-4.175552	24.3489	0.6921	3
910359082	VVDS-J022723.31-041033.2	36.847166	-4.1759053	23.9098	0.5556	3
910359105	VVDS-J022726.42-041031.8	36.8600957	-4.1755198	24.6488	9.9999	20
910359136	VVDS-J022637.33-041031.5	36.6555677	-4.1754274	24.5068	2.2874	4
910359210	VVDS-J022716.65-041031.2	36.8194121	-4.1753367	23.9858	1.3734	3
910359496	VVDS-J022728.68-041030.4	36.8695313	-4.1751137	23.0528	0.7055	4
910359507	VVDS-J022730.80-041028.4	36.8783422	-4.1745595	24.7986	9.9999	20
910359723	VVDS-J022723.11-041032.5	36.8463019	-4.1757183	22.8922	1.2113	23
910359804	VVDS-J022718.62-041027.1	36.8276126	-4.1742107	23.8014	1.7604	12
910359976	VVDS-J022643.49-041028.0	36.6812421	-4.1744471	23.4979	1.8328	2
910360023	VVDS-J022643.36-041028.4	36.6806731	-4.1745738	22.9985	0.3381	23
910360037	VVDS-J022644.20-041025.0	36.6841745	-4.1736324	24.4716	1.7246	3
910360098	VVDS-J022731.07-041027.9	36.8794672	-4.1744306	23.5197	0.9535	3
910360534	VVDS-J022725.74-041025.3	36.8572731	-4.1736956	23.2776	0.8544	4
910360583	VVDS-J022653.60-041021.6	36.7233483	-4.1726854	24.3133	2.9304	2
910360676	VVDS-J022710.23-041024.8	36.7926401	-4.1735791	22.7959	1.7230	4
910360899	VVDS-J022639.71-041018.5	36.6654946	-4.1718202	23.6828	0.5590	2
910361000	VVDS-J022724.81-041019.3	36.8533961	-4.1720442	23.8168	0.2620	2
910361279	VVDS-J022637.78-041015.4	36.6574286	-4.1709571	24.6279	1.1779	21
910361523	VVDS-J022637.98-041015.0	36.6582512	-4.1708355	23.4566	0.9810	1
910361999	VVDS-J022645.25-041010.8	36.6885519	-4.1696824	24.4581	1.1917	3
910362042	VVDS-J022708.17-041010.5	36.7840428	-4.1696064	24.7169	2.1991	9
910362073	VVDS-J022644.47-041011.0	36.6853132	-4.1697377	24.4306	9.9999	20
910362084	VVDS-J022719.36-041010.3	36.8306844	-4.1695542	24.0836	1.7599	3
910362622	VVDS-J022713.91-041006.8	36.8079709	-4.1685664	24.8207	2.2700	22
910362644	VVDS-J022714.08-041007.6	36.8087026	-4.1688036	24.5005	1.8982	2
910362820	VVDS-J022633.69-041003.0	36.6404013	-4.1675018	24.5898	0.7203	3
910363582	VVDS-J022630.94-040959.2	36.6289428	-4.1664647	23.039	0.7681	4
910364251	VVDS-J022705.99-040952.6	36.7749801	-4.1646129	24.4699	1.6114	2
910365009	VVDS-J022727.61-040949.1	36.8650526	-4.1636563	24.353	1.9683	3
910365207	VVDS-J022716.02-040946.6	36.8167728	-4.1629572	23.7353	2.3265	4
910365669	VVDS-J022709.08-040941.7	36.7878739	-4.1615924	23.5366	1.0162	1
910365811	VVDS-J022642.92-040941.8	36.6788498	-4.1616266	23.7425	0.8515	9
910365923	VVDS-J022720.59-040938.5	36.8357964	-4.1607135	24.3859	0.9189	3
910366024	VVDS-J022720.17-040938.1	36.8340558	-4.1606001	24.5099	9.9999	20
910366301	VVDS-J022721.70-040936.6	36.8404404	-4.1601856	24.3839	2.1269	2
910366623	VVDS-J022706.99-040934.6	36.7791597	-4.1596376	24.5436	1.0880	1
910366733	VVDS-J022639.18-040933.8	36.6632773	-4.1594075	23.6822	0.8412	2
910366930	VVDS-J022632.31-040930.5	36.6346413	-4.1584798	24.4027	1.2035	1
910367269	VVDS-J022711.50-040929.3	36.7979493	-4.1581513	23.6754	0.5880	4
910367284	VVDS-J022721.36-040937.3	36.8390025	-4.1603782	20.8242	9.9999	20
910367313	VVDS-J022729.94-040929.1	36.8747627	-4.1581013	24.6276	0.7649	3
910367374	VVDS-J022641.25-040928.9	36.6719001	-4.1580493	24.0277	0.7202	3
910367756	VVDS-J022719.91-040925.2	36.8329655	-4.1570127	24.6044	2.0425	4
910367911	VVDS-J022635.41-040923.7	36.6475727	-4.1565977	24.6656	0.8333	1
910368064	VVDS-J022638.66-040922.0	36.6610939	-4.1561158	23.9202	0.6962	1
910368382	VVDS-J022653.04-040931.7	36.7210099	-4.158833	23.4582	9.9999	0
910369124	VVDS-J022724.01-040915.3	36.8500816	-4.1542613	23.9159	0.8796	3
910369302	VVDS-J022654.94-040912.8	36.7289565	-4.1535789	24.6326	9.9999	0
910370103	VVDS-J022704.93-040907.5	36.7705684	-4.1520886	23.0464	0.4287	23
910370248	VVDS-J022705.17-040906.6	36.7715571	-4.1518486	23.3357	0.3415	3
910370574	VVDS-J022655.95-040902.7	36.7331305	-4.150755	23.5156	1.6632	2
910371008	VVDS-J022714.58-040858.8	36.8107542	-4.1496922	24.5543	0.8970	3
910371309	VVDS-J022712.50-040859.0	36.8020837	-4.149729	23.8657	1.7926	3
910371807	VVDS-J022726.89-040851.0	36.8620639	-4.1475204	24.6048	1.0143	1
910372243	VVDS-J022711.86-040858.7	36.7994417	-4.1496419	24.397	0.7066	23
910372280	VVDS-J022634.75-040848.4	36.6448054	-4.1467814	24.6161	9.9999	0
910372287	VVDS-J022634.20-040848.6	36.6425386	-4.1468607	23.7202	0.9619	2
910372429	VVDS-J022650.06-040848.1	36.7086034	-4.1467035	23.9804	0.7057	2
910372589	VVDS-J022729.28-040846.7	36.8720404	-4.1463156	24.5478	0.5872	3
910373841	VVDS-J022631.78-040834.5	36.6324574	-4.1429291	24.7267	9.9999	0
910374671	VVDS-J022721.16-040829.3	36.8381722	-4.141478	24.029	1.5400	2
910374925	VVDS-J022640.77-040826.9	36.6699026	-4.1408165	24.6221	0.7479	2
910375315	VVDS-J022652.46-040827.0	36.718616	-4.140838	23.9976	2.2871	3
910375585	VVDS-J022656.51-040822.1	36.7354857	-4.1394728	24.7159	9.9999	0
910375596	VVDS-J022646.36-040821.7	36.6931947	-4.1393858	24.0865	3.3515	23
910375617	VVDS-J022647.07-040821.5	36.6961392	-4.139333	24.3533	2.0851	23
910375906	VVDS-J022713.17-040818.9	36.8048845	-4.1385924	24.4711	2.4366	2
910375919	VVDS-J022717.55-040820.4	36.8231531	-4.139001	23.0534	1.0633	4
910376001	VVDS-J022646.12-040821.8	36.6921707	-4.1394021	22.7902	2.0795	4
910376557	VVDS-J022716.88-040813.6	36.8203415	-4.1371137	24.3404	0.7811	23
910376658	VVDS-J022716.62-040813.2	36.8192643	-4.1370259	24.5933	0.4491	3
910376825	VVDS-J022723.46-040815.4	36.8477607	-4.1376127	23.3929	2.4136	4
910377628	VVDS-J022718.49-040805.8	36.8270537	-4.1349659	24.5071	1.4833	2
910377822	VVDS-J022726.30-040803.2	36.8595957	-4.134245	24.2072	1.1275	3
910378108	VVDS-J022653.63-040802.8	36.7234836	-4.1341224	24.1288	0.5163	4
910378129	VVDS-J022639.95-040800.2	36.6664745	-4.133398	24.671	2.1311	1
910378291	VVDS-J022636.04-040801.4	36.6501751	-4.1337432	24.4561	0.8951	1
910378534	VVDS-J022637.40-040759.2	36.6558358	-4.133124	23.4238	1.1541	1
910378561	VVDS-J022654.50-040759.0	36.7270992	-4.1330715	24.696	9.9999	0
910378821	VVDS-J022637.91-040755.5	36.6579811	-4.1320935	24.162	0.7663	4
910378945	VVDS-J022719.22-040754.2	36.8300969	-4.1317298	24.3587	0.8479	3
910379064	VVDS-J022725.57-040753.3	36.8565464	-4.1314914	24.2435	0.4908	4
910379100	VVDS-J022637.06-040759.2	36.6544532	-4.1331266	22.3433	0.9228	24
910379220	VVDS-J022644.19-040752.1	36.6841315	-4.1311576	24.4299	0.8710	2
910379368	VVDS-J022645.54-040754.3	36.6897637	-4.1317594	24.0558	1.8100	1
910379481	VVDS-J022715.13-040755.3	36.8130433	-4.1320474	23.5416	1.1095	3
910379554	VVDS-J022651.59-040751.6	36.7149778	-4.1310269	23.476	0.2557	3
910379760	VVDS-J022728.63-040752.4	36.869331	-4.1312255	23.0405	0.4297	4
