# CeSAM : ASTROPHYSIC DATA CENTER IN MARSEILLE
# VVDS project 
# Search in F02_UDEEP field AND MagI between -100.0 and 100.0 AND Spectroscopic Redshift > 0
# NUM 	ID-IAU 	ALPHA 	DELTA 	MAGI 	Z 	ZFLAGS 	 
910152436	VVDS-J022724.90-043809.9	36.853777	-4.6361048	24.5669	2.1000	1
910152646	VVDS-J022723.69-043807.2	36.8487366	-4.6353372	24.698	2.3663	2
910153130	VVDS-J022711.17-043806.2	36.7965421	-4.6350744	24.3329	1.5105	3
910153225	VVDS-J022635.17-043804.6	36.6465426	-4.6346265	23.9874	1.2802	9
910153609	VVDS-J022636.01-043800.1	36.6500684	-4.6333836	24.6551	9.9999	0
910153827	VVDS-J022632.35-043757.6	36.6348085	-4.6326925	24.4248	0.8270	1
910154164	VVDS-J022640.60-043757.1	36.6691849	-4.6325525	23.8977	1.9328	3
910154274	VVDS-J022647.47-043756.1	36.6978104	-4.6322674	23.2761	1.2224	3
910154289	VVDS-J022721.41-043754.1	36.8392151	-4.6317183	24.1793	0.7911	3
910154480	VVDS-J022641.56-043752.7	36.6731733	-4.6313215	24.5061	1.0009	3
910154567	VVDS-J022730.62-043750.7	36.8776165	-4.6307661	24.6061	9.9999	0
910154631	VVDS-J022728.75-043800.3	36.8698068	-4.6334404	23.0722	1.3327	3
910154850	VVDS-J022633.93-043751.8	36.6413854	-4.6310632	24.0627	2.3545	1
910155338	VVDS-J022639.97-043749.0	36.6665704	-4.6302991	23.6774	3.0292	3
910155762	VVDS-J022707.46-043742.1	36.7810878	-4.6283876	24.3846	0.9494	2
910155938	VVDS-J022715.15-043737.9	36.8131508	-4.6272187	23.7177	2.7249	1
910155940	VVDS-J022712.15-043739.2	36.8006665	-4.627577	24.5206	0.7020	1
910156424	VVDS-J022706.88-043734.4	36.7786688	-4.6262433	24.366	0.4660	1
910156450	VVDS-J022730.10-043736.0	36.8754544	-4.6266831	24.5556	1.2700	1
910156555	VVDS-J022706.31-043734.7	36.776296	-4.6263246	23.5477	0.2774	73
910157257	VVDS-J022649.37-043728.9	36.7057311	-4.6247108	24.6297	1.6359	3
910157260	VVDS-J022725.81-043726.1	36.8575599	-4.6239283	24.5845	1.1256	2
910157487	VVDS-J022729.48-043725.4	36.8728676	-4.6237457	24.5151	0.5788	3
910157606	VVDS-J022732.06-043725.9	36.8835919	-4.6238683	23.9332	1.3195	2
910157808	VVDS-J022649.99-043722.8	36.7083023	-4.6230136	24.6623	0.2550	2
910158043	VVDS-J022630.10-043723.0	36.6254483	-4.6230583	23.7842	1.4944	2
910158069	VVDS-J022638.75-043723.5	36.6614777	-4.6232131	23.0977	0.9598	3
910158592	VVDS-J022656.40-043716.9	36.7350231	-4.6213834	24.2168	9.9999	0
910159274	VVDS-J022717.28-043711.8	36.8220324	-4.619958	24.4798	2.1427	3
910159469	VVDS-J022717.49-043711.3	36.8228759	-4.6198092	24.1946	9.9999	20
910159663	VVDS-J022722.12-043707.6	36.8421944	-4.6188026	24.7335	9.9999	20
910159680	VVDS-J022722.53-043707.5	36.8438988	-4.6187761	24.124	1.1705	2
910159830	VVDS-J022715.77-043708.0	36.8157107	-4.618915	23.5007	1.4240	3
910159867	VVDS-J022643.65-043709.0	36.681891	-4.6191769	24.1014	1.4823	2
910160464	VVDS-J022636.93-043701.7	36.653916	-4.6171449	24.632	3.4501	2
910160900	VVDS-J022726.39-043701.2	36.8599659	-4.6170023	23.5452	1.0259	3
910161060	VVDS-J022718.21-043701.1	36.8258964	-4.616997	22.8374	1.6939	4
910162218	VVDS-J022720.91-043649.1	36.8371432	-4.6136659	23.6231	0.3302	21
910162236	VVDS-J022720.82-043648.7	36.8367604	-4.6135518	23.834	2.3539	3
910162671	VVDS-J022654.51-043646.7	36.7271363	-4.6129775	23.4796	1.7620	3
910162858	VVDS-J022719.54-043643.7	36.8314305	-4.6121541	23.6345	1.4159	3
910163493	VVDS-J022718.94-043637.9	36.8289267	-4.6105291	23.4698	1.6625	19
910163602	VVDS-J022644.83-043642.2	36.6868155	-4.6117315	22.7044	1.3263	3
910163728	VVDS-J022646.06-043636.7	36.6919214	-4.6101978	24.038	0.7254	3
910163749	VVDS-J022646.69-043637.9	36.6945581	-4.6105525	23.2734	0.0668	2
910164182	VVDS-J022631.28-043636.7	36.6303677	-4.6102219	23.6879	0.4451	3
910164609	VVDS-J022641.87-043629.9	36.6744908	-4.6083111	24.2232	9.9999	20
910164691	VVDS-J022642.18-043630.9	36.6757792	-4.608585	23.5562	1.3880	3
910165094	VVDS-J022712.89-043627.5	36.8037355	-4.6076413	23.2731	1.3294	3
910165704	VVDS-J022629.41-043622.2	36.6225683	-4.6061834	23.9394	1.5033	2
910166404	VVDS-J022652.17-043619.1	36.7174151	-4.60533	23.3214	2.1847	1
910166908	VVDS-J022653.42-043611.1	36.7226077	-4.6030967	24.3085	0.7074	4
910167079	VVDS-J022631.78-043609.7	36.6324346	-4.6027027	24.6932	0.2316	1
910167300	VVDS-J022710.44-043609.2	36.7935106	-4.602567	23.8853	0.8645	3
910167429	VVDS-J022652.91-043613.0	36.7204613	-4.6036255	24.441	2.1750	2
910167444	VVDS-J022645.46-043609.3	36.6894501	-4.6025944	24.3356	2.4297	4
910167849	VVDS-J022651.08-043606.0	36.7128373	-4.6016712	23.8508	2.4164	3
910169560	VVDS-J022611.32-043550.1	36.547193	-4.5972742	24.6543	0.7346	3
910169641	VVDS-J022723.95-043548.9	36.8498261	-4.5969398	24.5184	0.6339	2
910169720	VVDS-J022731.49-043549.4	36.8812249	-4.5970681	23.8139	1.5434	3
910169808	VVDS-J022608.49-043548.3	36.5353819	-4.5967615	24.297	0.4962	3
910169920	VVDS-J022543.10-043547.2	36.4296082	-4.5964546	24.6859	0.9505	2
910169962	VVDS-J022611.05-043548.2	36.5460439	-4.5967496	23.6695	1.0147	22
910170089	VVDS-J022544.66-043546.8	36.4360966	-4.5963466	24.1287	2.2218	2
910170193	VVDS-J022528.63-043544.9	36.3693287	-4.595819	24.7155	9.9999	0
910170456	VVDS-J022614.55-043542.4	36.5606461	-4.5951287	24.5617	0.6024	1
910170531	VVDS-J022705.70-043545.2	36.7737822	-4.5959035	23.4137	0.2874	4
910170540	VVDS-J022550.65-043542.1	36.461078	-4.5950388	24.7315	9.9999	0
910170571	VVDS-J022536.51-043543.6	36.4021528	-4.595469	23.2614	0.6828	4
910170634	VVDS-J022548.22-043542.2	36.4509513	-4.5950609	23.4817	0.7353	71
910170772	VVDS-J022644.16-043538.3	36.6840063	-4.5939975	24.5746	2.3333	1
910170886	VVDS-J022609.41-043544.0	36.5392086	-4.5955565	22.8635	0.1420	2
910171028	VVDS-J022612.51-043539.8	36.5521373	-4.5944161	23.5304	1.9400	2
910171087	VVDS-J022612.20-043541.0	36.5508583	-4.5947306	22.6174	1.1548	21
910171142	VVDS-J022534.91-043539.3	36.395474	-4.5942621	23.738	0.9620	3
910171183	VVDS-J022609.73-043537.3	36.5405656	-4.59372	24.38	1.1370	22
910171189	VVDS-J022711.61-043536.6	36.7984005	-4.593508	23.5558	0.5883	4
910171191	VVDS-J022621.16-043536.1	36.5881729	-4.5933681	24.293	0.8937	2
910171238	VVDS-J022709.32-043546.2	36.7888615	-4.5961797	22.0604	0.0681	2
910171324	VVDS-J022610.01-043537.6	36.5417157	-4.5937832	23.4171	9.9999	0
910171399	VVDS-J022643.11-043535.7	36.6796314	-4.5932773	23.8655	0.4165	4
910171438	VVDS-J022728.75-043544.1	36.8698107	-4.595605	23.2708	2.2870	2
910171543	VVDS-J022551.46-043535.3	36.4644174	-4.5931624	24.2746	2.9620	2
910171620	VVDS-J022603.46-043533.2	36.5144175	-4.5925753	23.954	9.9999	20
910171655	VVDS-J022527.79-043534.4	36.3657957	-4.5928949	24.2852	1.9287	2
910171660	VVDS-J022602.40-043533.6	36.510008	-4.5926764	23.364	0.9030	3
910171693	VVDS-J022547.90-043531.2	36.4495922	-4.5920075	24.5595	9.9999	20
910171766	VVDS-J022622.46-043532.3	36.5936094	-4.5923253	23.9354	0.3909	2
910171835	VVDS-J022603.93-043534.2	36.5163997	-4.5928535	23.7223	0.8923	3
910171952	VVDS-J022534.21-043531.0	36.3925464	-4.5919507	23.9571	1.2103	3
910172059	VVDS-J022617.25-043531.1	36.5719141	-4.5919951	24.6599	1.8240	1
910172126	VVDS-J022535.93-043530.2	36.3997316	-4.5917439	23.7118	0.9639	3
910172329	VVDS-J022618.33-043526.9	36.5764105	-4.5908121	24.7455	1.0171	2
910172421	VVDS-J022708.13-043526.7	36.7838918	-4.5907776	24.11	1.6979	2
910172522	VVDS-J022619.72-043526.0	36.5822025	-4.5905776	24.4128	2.1394	2
910172883	VVDS-J022601.65-043523.4	36.5068822	-4.5898431	23.9745	2.7002	2
910172888	VVDS-J022615.39-043523.0	36.5641316	-4.5897471	24.4899	3.3725	2
910173134	VVDS-J022619.85-043526.2	36.5827461	-4.5906267	22.8639	0.4919	22
910173520	VVDS-J022539.58-043517.0	36.4149473	-4.5880721	24.3906	0.8488	3
910173549	VVDS-J022540.69-043517.1	36.4195698	-4.5881011	24.3206	0.5543	3
910173636	VVDS-J022627.01-043518.6	36.6125575	-4.5885055	23.8055	1.4929	4
910173727	VVDS-J022625.39-043517.3	36.6058189	-4.5881508	24.4454	0.8940	3
910173888	VVDS-J022647.38-043514.5	36.6974214	-4.5873815	24.0248	2.5942	3
910174054	VVDS-J022541.28-043513.2	36.4220246	-4.5870119	23.5446	1.5541	3
910174074	VVDS-J022603.13-043512.3	36.5130811	-4.5867601	24.0007	0.9135	3
910174109	VVDS-J022714.20-043514.3	36.8091983	-4.5873218	24.0985	2.2277	4
910174127	VVDS-J022542.38-043516.7	36.4265922	-4.5879904	24.2436	1.6977	1
910174325	VVDS-J022729.62-043509.6	36.8734567	-4.5860031	24.2283	1.2703	3
910174406	VVDS-J022549.87-043509.9	36.4578162	-4.5860987	24.4172	0.3677	4
910174456	VVDS-J022725.91-043509.3	36.8579876	-4.5859206	24.4223	0.2927	2
910174537	VVDS-J022649.30-043509.5	36.7054535	-4.5859871	24.7439	2.7556	3
910174881	VVDS-J022537.32-043505.3	36.4055253	-4.5848189	24.466	0.3332	2
910175297	VVDS-J022606.84-043506.5	36.528535	-4.585149	23.5735	2.1100	3
910175575	VVDS-J022730.13-043509.8	36.8755519	-4.5860723	23.1506	0.8000	4
910175611	VVDS-J022546.94-043459.0	36.4455922	-4.5830737	24.7192	0.8290	4
910175764	VVDS-J022728.14-043459.7	36.8672532	-4.5832566	24.2475	0.3141	3
910175931	VVDS-J022552.99-043456.4	36.4707934	-4.5823471	24.5979	0.8976	2
910176274	VVDS-J022712.16-043454.3	36.8006941	-4.5817773	24.1453	2.2705	2
910176278	VVDS-J022708.76-043454.4	36.7865353	-4.5817953	24.1912	2.8860	1
910176723	VVDS-J022650.44-043451.9	36.7101885	-4.5810845	24.4373	2.4324	4
910176794	VVDS-J022723.03-043449.6	36.8459995	-4.5804526	24.4297	1.2815	21
910176802	VVDS-J022637.97-043451.6	36.6582462	-4.5810041	23.6727	1.2966	3
910176883	VVDS-J022723.16-043449.9	36.8465366	-4.5805455	23.7891	1.7437	2
910176888	VVDS-J022616.15-043452.4	36.5673258	-4.5812373	24.0321	1.3411	2
910177193	VVDS-J022532.83-043449.1	36.3868223	-4.5803154	23.0208	2.1235	4
910177224	VVDS-J022543.99-043447.0	36.4333125	-4.5797443	23.5656	1.1235	3
910177382	VVDS-J022732.15-043444.6	36.8839738	-4.5790637	24.0769	1.2893	4
910177400	VVDS-J022716.16-043445.3	36.8173496	-4.5792625	23.9654	2.1749	1
910177595	VVDS-J022545.73-043443.9	36.4405564	-4.5788617	24.3993	1.1695	3
910177620	VVDS-J022626.48-043442.8	36.6103711	-4.5785589	24.7088	2.3496	2
910177623	VVDS-J022648.63-043443.3	36.7026618	-4.5787089	24.4355	2.4322	2
910177853	VVDS-J022616.00-043453.9	36.5666776	-4.5816603	22.497	9.9999	20
910177904	VVDS-J022718.16-043440.6	36.8256894	-4.5779553	24.4002	0.3316	4
910177907	VVDS-J022620.21-043442.5	36.5842463	-4.5784774	22.7208	0.3147	24
910177931	VVDS-J022636.70-043440.8	36.6529417	-4.5780064	23.9298	0.7887	3
910177984	VVDS-J022620.47-043442.6	36.5852995	-4.5785188	23.7153	0.3095	2
910178124	VVDS-J022634.95-043439.4	36.6456344	-4.5776375	24.4178	2.0277	1
910178132	VVDS-J022630.64-043439.1	36.6277028	-4.5775502	23.949	0.6032	3
910178217	VVDS-J022706.97-043459.1	36.7790447	-4.5831054	22.739	3.2167	4
910178445	VVDS-J022627.52-043436.4	36.6146998	-4.5767943	23.6033	1.8650	3
910178447	VVDS-J022654.96-043445.4	36.7290142	-4.5792876	23.4052	0.8663	2
910178784	VVDS-J022707.54-043432.6	36.7814486	-4.5757394	24.4402	0.6154	3
910179218	VVDS-J022722.67-043428.6	36.8444944	-4.5746294	24.3125	0.8021	21
910179328	VVDS-J022623.13-043431.1	36.5963837	-4.575311	23.7382	2.0318	3
910179768	VVDS-J022525.44-043425.6	36.3560096	-4.5737807	24.3902	0.8718	1
910179847	VVDS-J022624.33-043425.4	36.6013829	-4.5737493	24.5943	2.2179	3
910180252	VVDS-J022625.95-043425.7	36.608134	-4.5738215	23.0541	0.3087	4
910180261	VVDS-J022640.21-043423.6	36.6675729	-4.5732236	22.506	1.0130	22
910180367	VVDS-J022640.51-043422.7	36.6688252	-4.5729846	24.0155	1.0149	3
910180958	VVDS-J022526.06-043416.2	36.3586172	-4.5711938	23.5733	0.4240	4
910181267	VVDS-J022646.60-043413.0	36.6942066	-4.5702985	24.7002	1.4657	9
910181373	VVDS-J022613.37-043415.3	36.5557161	-4.5709325	23.8786	2.0817	2
910181479	VVDS-J022533.51-043412.6	36.3896528	-4.5701686	24.3507	1.5293	1
910181499	VVDS-J022541.82-043416.2	36.4242862	-4.5711801	22.6555	1.8172	4
910181643	VVDS-J022649.93-043414.8	36.7080691	-4.5707866	22.5084	1.3234	3
910181775	VVDS-J022604.53-043409.0	36.518886	-4.5691694	24.3337	0.6929	3
910181925	VVDS-J022641.47-043411.1	36.672798	-4.5697657	23.6805	2.3027	4
910181940	VVDS-J022721.67-043406.9	36.8403047	-4.5685906	24.0587	1.1279	2
910182263	VVDS-J022646.40-043413.9	36.6933507	-4.5705346	21.1955	0.3086	23
910182461	VVDS-J022648.07-043405.1	36.7003129	-4.5680955	23.971	2.7180	3
910182978	VVDS-J022629.48-043403.6	36.6228729	-4.5676905	23.0367	2.1432	4
910183000	VVDS-J022715.25-043401.0	36.8135526	-4.5669628	23.7613	1.6953	3
910183483	VVDS-J022531.61-043355.9	36.3817197	-4.5655528	24.6868	2.2908	9
910183596	VVDS-J022545.16-043353.8	36.4381865	-4.564946	24.4168	2.0501	2
910184163	VVDS-J022643.63-043355.2	36.6818002	-4.5653392	22.5733	1.9641	4
910184233	VVDS-J022718.80-043349.0	36.8283355	-4.5636242	24.086	1.4614	2
910184400	VVDS-J022652.87-043350.6	36.7203063	-4.5640682	23.5853	1.1908	2
910184711	VVDS-J022645.97-043346.4	36.6915538	-4.5629139	23.1142	2.0284	4
910184916	VVDS-J022725.07-043343.7	36.8544933	-4.5621605	23.7399	0.3150	3
910185151	VVDS-J022730.93-043340.1	36.8788932	-4.5611421	24.0816	1.0627	1
910185391	VVDS-J022644.65-043339.9	36.6860812	-4.5611084	24.6132	2.1042	1
910185793	VVDS-J022639.59-043335.6	36.6649825	-4.5599081	24.6738	1.9946	21
910185888	VVDS-J022639.46-043335.5	36.6644438	-4.5598631	23.7153	0.7245	3
910186084	VVDS-J022723.71-043332.1	36.8488245	-4.5589326	24.5804	0.3068	4
910186191	VVDS-J022617.90-043333.9	36.5746222	-4.5594334	23.4861	1.5399	23
910186321	VVDS-J022611.15-043331.5	36.5464589	-4.5587772	24.3586	0.2091	4
910186929	VVDS-J022634.45-043332.9	36.6435738	-4.5591636	22.4601	0.0705	3
910187072	VVDS-J022642.11-043324.9	36.6754922	-4.5569405	24.215	0.9577	1
910187314	VVDS-J022712.94-043324.3	36.8039328	-4.5567571	24.1301	2.2317	22
910187433	VVDS-J022712.67-043323.4	36.8028124	-4.5565154	23.0448	0.4690	1
910187654	VVDS-J022531.10-043321.1	36.3796219	-4.5558882	24.4803	2.2963	1
910187744	VVDS-J022717.25-043319.7	36.8219014	-4.5554767	24.1437	1.3191	3
910187961	VVDS-J022535.01-043318.8	36.3958945	-4.555234	23.5113	0.2782	4
910188022	VVDS-J022710.59-043318.4	36.7941631	-4.5551345	23.7505	2.7882	3
910188037	VVDS-J022527.96-043317.6	36.3665222	-4.5548981	24.0606	0.4435	2
910188288	VVDS-J022728.69-043317.7	36.8695599	-4.5549326	23.6299	1.7191	2
910188550	VVDS-J022624.90-043314.1	36.603787	-4.5539411	24.0722	0.3077	3
910188594	VVDS-J022731.60-043312.8	36.8816826	-4.5535617	24.03	0.1900	4
910188757	VVDS-J022617.25-043311.8	36.5718891	-4.553305	24.0247	2.0574	2
910188860	VVDS-J022551.26-043309.5	36.4636034	-4.5526474	24.0459	1.8791	1
910189008	VVDS-J022547.62-043309.4	36.4484234	-4.5526209	23.7628	1.3273	2
910189231	VVDS-J022631.21-043308.3	36.6300586	-4.5523092	23.7965	2.0786	2
910189750	VVDS-J022609.27-043303.5	36.5386606	-4.5509971	23.8607	2.0538	3
910189919	VVDS-J022619.68-043304.1	36.5820221	-4.5511656	24.6912	0.4958	3
910189937	VVDS-J022714.76-043259.9	36.8115382	-4.549979	24.7295	1.3122	1
910190024	VVDS-J022623.75-043301.5	36.5989757	-4.5504438	23.5268	0.3106	3
910190369	VVDS-J022623.35-043301.3	36.5973052	-4.5503867	22.9632	9.9999	20
910190676	VVDS-J022532.26-043254.2	36.3844292	-4.5483992	24.6358	0.5788	3
910190717	VVDS-J022635.89-043254.5	36.6495524	-4.5484724	24.8759	0.9889	29
910190953	VVDS-J022530.38-043253.7	36.3765946	-4.5482684	23.1553	1.1165	2
910191001	VVDS-J022635.65-043254.2	36.6485629	-4.5484135	23.3986	1.1180	3
910191046	VVDS-J022713.87-043254.5	36.8078208	-4.5484756	23.2063	1.9739	3
910191061	VVDS-J022603.67-043252.7	36.5153209	-4.5479932	24.293	3.2632	23
910191178	VVDS-J022549.94-043251.1	36.4581139	-4.5475533	24.7248	1.4592	1
910191222	VVDS-J022550.15-043251.1	36.4589722	-4.5475503	24.6309	9.9999	20
910191311	VVDS-J022719.69-043256.8	36.832049	-4.5491166	20.8922	0.2534	4
910191322	VVDS-J022603.91-043254.6	36.5162994	-4.5485219	23.8525	9.9999	0
910191357	VVDS-J022526.61-043250.9	36.3609113	-4.5474895	24.0925	1.2863	3
910191400	VVDS-J022540.07-043254.3	36.416991	-4.5484397	23.7551	2.6386	3
910191450	VVDS-J022654.29-043250.6	36.726245	-4.547411	23.8481	0.6600	2
910191468	VVDS-J022655.56-043248.3	36.731532	-4.5467697	24.1459	0.6614	3
910191500	VVDS-J022539.41-043246.5	36.4142154	-4.5462713	24.1059	2.4516	1
910191575	VVDS-J022649.29-043247.1	36.705412	-4.5464289	24.1029	1.2968	3
910191609	VVDS-J022705.61-043249.9	36.7734	-4.5472158	24.3519	2.4370	3
910191619	VVDS-J022711.25-043247.5	36.7968993	-4.5465303	23.9026	4.5400	3
910191664	VVDS-J022653.32-043247.5	36.7222024	-4.5465387	23.9633	0.6337	3
910191908	VVDS-J022721.00-043245.8	36.8375067	-4.5460574	23.6803	1.5067	2
910191941	VVDS-J022652.23-043247.0	36.7176441	-4.5464095	23.7622	1.1744	3
910192069	VVDS-J022537.48-043243.1	36.4061691	-4.5453216	24.6533	2.1544	1
910192198	VVDS-J022538.69-043244.9	36.4112292	-4.5458154	23.5085	0.1439	2
910192282	VVDS-J022720.21-043242.5	36.8342285	-4.5451436	23.9111	0.6347	3
910192624	VVDS-J022705.97-043239.7	36.7748861	-4.5443727	23.8817	1.4082	23
910192939	VVDS-J022601.79-043242.3	36.5074852	-4.5450973	23.378	2.2118	2
910192940	VVDS-J022650.88-043237.0	36.7120308	-4.5436315	24.7084	3.5390	1
910193041	VVDS-J022615.47-043237.2	36.5644867	-4.5436764	23.8669	2.2461	4
910193090	VVDS-J022651.94-043246.4	36.7164514	-4.5462461	21.6708	9.9999	20
910193163	VVDS-J022706.28-043240.3	36.7761796	-4.5445318	22.938	2.1729	3
910193190	VVDS-J022650.74-043237.1	36.7114256	-4.5436656	24.5363	0.4763	22
910193370	VVDS-J022719.40-043254.3	36.8308419	-4.5484412	18.7869	0.2561	23
910193542	VVDS-J022535.81-043232.7	36.3992259	-4.5424248	24.7151	0.6813	2
910193711	VVDS-J022546.28-043233.4	36.442869	-4.5426263	22.7097	1.5523	4
910193944	VVDS-J022542.44-043229.3	36.42685	-4.5414882	24.5042	1.1396	2
910193981	VVDS-J022727.12-043234.2	36.86303	-4.5428385	21.837	0.6125	3
910193982	VVDS-J022550.55-043233.6	36.4606593	-4.5426942	23.788	2.2403	2
910194271	VVDS-J022603.12-043227.2	36.5130411	-4.5409105	24.494	2.3025	1
910194398	VVDS-J022622.33-043226.1	36.5930552	-4.5405864	24.6311	2.9008	2
910194468	VVDS-J022712.16-043227.6	36.8006817	-4.541017	23.3406	1.4738	2
910194684	VVDS-J022603.11-043225.2	36.5129662	-4.5403429	22.9301	9.9999	20
910194996	VVDS-J022602.51-043222.6	36.5104777	-4.5396315	24.2903	1.1185	2
910195040	VVDS-J022732.14-043224.4	36.8839375	-4.5401216	22.6665	1.7712	4
910195196	VVDS-J022622.50-043226.7	36.5937553	-4.5407518	21.0611	0.7926	24
910195475	VVDS-J022626.48-043220.0	36.6103383	-4.5388994	24.5193	3.4275	2
910195683	VVDS-J022552.26-043216.6	36.4677529	-4.5379487	23.838	0.9068	3
910195792	VVDS-J022716.60-043216.2	36.8191777	-4.5378567	23.3744	0.2117	4
910195896	VVDS-J022648.58-043217.3	36.7024193	-4.5381492	23.9014	0.8995	3
910195919	VVDS-J022629.99-043214.7	36.6249957	-4.5374392	24.4213	2.2461	3
910195941	VVDS-J022627.90-043217.5	36.6162871	-4.5382058	23.0466	0.4971	4
910196095	VVDS-J022527.18-043213.9	36.3632556	-4.5372003	24.6892	2.3094	2
910196102	VVDS-J022630.58-043214.8	36.6274491	-4.537465	24.5405	2.0561	2
910196365	VVDS-J022715.92-043216.7	36.8163448	-4.5379993	24.444	3.1989	22
910196487	VVDS-J022708.69-043213.4	36.7862471	-4.53707	23.3517	0.5236	3
910196545	VVDS-J022729.64-043227.6	36.8735081	-4.5410051	23.1034	3.1340	1
910196605	VVDS-J022525.30-043209.7	36.3554263	-4.5360295	24.585	9.9999	0
910196752	VVDS-J022728.15-043209.0	36.8673161	-4.5358548	24.1389	3.2786	1
910196819	VVDS-J022625.93-043209.0	36.6080688	-4.5358336	24.4109	2.1363	3
910197195	VVDS-J022552.93-043205.7	36.4705567	-4.5349296	24.4935	2.4080	3
910197254	VVDS-J022540.60-043205.9	36.4191751	-4.534991	23.5475	1.0389	3
910197298	VVDS-J022541.19-043202.4	36.4216522	-4.5340053	24.6219	1.0170	2
910197451	VVDS-J022612.65-043204.0	36.5527156	-4.5344625	22.9099	1.0771	2
910197465	VVDS-J022645.43-043203.2	36.6893178	-4.5342445	23.8587	2.3648	4
910197563	VVDS-J022645.12-043203.6	36.6880412	-4.5343529	23.6149	0.6318	23
910197698	VVDS-J022708.15-043159.6	36.7839856	-4.5332391	24.7299	0.6294	1
910198249	VVDS-J022634.93-043158.8	36.6455483	-4.5330011	23.0619	0.4238	4
910198449	VVDS-J022621.30-043203.3	36.5887754	-4.5342741	22.8519	1.6325	3
910198592	VVDS-J022533.95-043154.6	36.3914622	-4.5318479	24.0086	2.9399	3
910198887	VVDS-J022627.05-043152.2	36.6127416	-4.5311789	23.5042	1.5568	4
910199067	VVDS-J022610.62-043150.0	36.5442786	-4.5305586	24.3329	2.0987	3
910199173	VVDS-J022604.52-043148.3	36.518841	-4.530091	24.0665	9.9999	0
910199557	VVDS-J022721.53-043147.2	36.8397343	-4.5297785	24.1559	0.7337	4
910199907	VVDS-J022637.03-043149.5	36.6543134	-4.5304434	23.4126	2.7728	3
910199913	VVDS-J022610.08-043143.5	36.5420266	-4.5287612	24.327	0.2086	4
910200192	VVDS-J022643.00-043141.6	36.6791922	-4.528225	23.898	3.2731	4
910200259	VVDS-J022715.29-043140.4	36.8137449	-4.5278973	24.2648	2.0872	1
910200320	VVDS-J022618.54-043140.6	36.5772625	-4.5279598	23.7358	2.4241	1
910200400	VVDS-J022641.51-043140.5	36.6729914	-4.5279178	23.6664	0.4454	3
910200402	VVDS-J022615.98-043139.0	36.566594	-4.5275237	24.6298	2.7925	3
910200410	VVDS-J022646.62-043138.7	36.6942696	-4.5274197	24.7395	9.9999	20
910200535	VVDS-J022614.52-043137.7	36.560524	-4.5271491	24.8759	9.9999	20
910200683	VVDS-J022614.38-043137.6	36.5599487	-4.527132	23.6691	0.4463	4
910200782	VVDS-J022607.97-043139.1	36.5332363	-4.5275404	23.0066	9.9999	0
910200844	VVDS-J022718.06-043137.3	36.8252548	-4.5270303	24.4433	1.5017	2
910200994	VVDS-J022608.58-043136.6	36.5357796	-4.5268547	24.0181	1.1697	3
910201266	VVDS-J022646.49-043139.1	36.6937487	-4.5275289	23.7179	2.0100	2
910201332	VVDS-J022624.36-043134.7	36.6015034	-4.5263142	23.8577	0.5921	2
910201598	VVDS-J022541.68-043129.1	36.4236755	-4.5247568	24.0191	0.4776	1
910201603	VVDS-J022707.02-043129.7	36.7792903	-4.5249423	24.4511	2.2570	2
910201750	VVDS-J022532.59-043133.2	36.3858018	-4.5259127	22.9645	2.1353	22
910201775	VVDS-J022624.27-043135.2	36.6011597	-4.526446	23.9207	1.2725	22
910202326	VVDS-J022718.96-043125.9	36.829011	-4.523887	23.8243	0.2542	1
910202695	VVDS-J022726.58-043121.3	36.8607804	-4.5225875	24.1421	0.6326	3
910202800	VVDS-J022638.18-043120.6	36.6591018	-4.5223933	23.5702	1.6941	3
910203199	VVDS-J022647.15-043119.3	36.6964647	-4.5220536	23.8794	2.0180	3
910203423	VVDS-J022607.44-043116.0	36.5310329	-4.5211266	23.431	0.4379	4
910203495	VVDS-J022640.60-043115.1	36.6692073	-4.52088	23.7568	0.4439	3
910203569	VVDS-J022543.80-043113.8	36.4325311	-4.5205212	24.3587	1.5574	1
910204063	VVDS-J022645.92-043110.9	36.6913578	-4.5196953	23.9328	0.7773	2
910204095	VVDS-J022548.33-043109.7	36.4514084	-4.5193847	24.4978	0.4000	2
910204336	VVDS-J022652.70-043108.9	36.7196064	-4.5191519	24.3445	2.0680	2
910204641	VVDS-J022611.38-043107.9	36.5474497	-4.5188696	23.8571	1.9090	2
910204675	VVDS-J022639.56-043105.1	36.6648537	-4.5180997	24.2393	0.9698	2
910204865	VVDS-J022656.05-043103.6	36.7335487	-4.5176761	24.5253	1.0879	2
910204903	VVDS-J022611.71-043108.0	36.5487992	-4.5189027	22.5689	0.5561	23
910205009	VVDS-J022730.17-043103.7	36.875735	-4.5177133	24.0798	1.0620	2
910205168	VVDS-J022621.82-043102.5	36.5909349	-4.5173806	24.6679	2.7896	3
910205201	VVDS-J022606.95-043104.3	36.528971	-4.517871	23.8305	0.8866	3
910205298	VVDS-J022632.16-043102.1	36.6340053	-4.5172697	24.5802	0.7665	2
910205309	VVDS-J022613.68-043101.1	36.5570178	-4.5169871	24.4799	9.9999	20
910205334	VVDS-J022613.11-043102.0	36.5546301	-4.5172273	24.1438	9.9999	20
910205354	VVDS-J022613.26-043101.4	36.5552635	-4.5170556	24.2608	0.7934	3
910205400	VVDS-J022632.02-043101.0	36.6334544	-4.5169696	24.6004	9.9999	20
