WAVE FLUX ERROR
1135.510009765625 0.0 0.007307668682187796
1135.5399169921875 0.764406681060791 0.07792039215564728
1135.56982421875 0.9025789499282837 0.08455336838960648
1135.5997314453125 0.581960141658783 0.06809332966804504
1135.629638671875 0.8080141544342041 0.08000952005386353
1135.65966796875 0.7979875206947327 0.07948965579271317
1135.6895751953125 0.6928670406341553 0.07411603629589081
1135.719482421875 0.7789480686187744 0.07851070165634155
1135.7493896484375 0.7898529171943665 0.079035684466362
1135.779296875 0.6937320828437805 0.07410889118909836
1135.8092041015625 0.7058542370796204 0.07471869885921478
1135.839111328125 0.8022564053535461 0.07957497239112854
1135.8690185546875 0.6873146295547485 0.07371478527784348
1135.89892578125 0.8032509088516235 0.079581618309021
1135.9288330078125 0.9870343208312988 0.08809234201908112
1135.958740234375 0.832484245300293 0.0809512585401535
1135.9886474609375 0.7977754473686218 0.07923950254917145
1136.0185546875 0.8933882713317871 0.08373016864061356
1136.0484619140625 0.8535156846046448 0.0818224772810936
1136.078369140625 1.0515787601470947 0.09071686118841171
1136.1082763671875 0.7829497456550598 0.07836192846298218
1136.13818359375 0.874642550945282 0.08275473862886429
1136.1680908203125 0.8760913610458374 0.08279654383659363
1136.197998046875 0.8035087585449219 0.07930528372526169
1136.2279052734375 0.8333441019058228 0.08072935044765472
1136.2578125 0.8154534697532654 0.07985536009073257
1136.2877197265625 0.8432899117469788 0.08117616176605225
1136.317626953125 0.9795306324958801 0.08740455657243729
1136.3475341796875 1.046639323234558 0.09030403941869736
1136.37744140625 0.9047945141792297 0.08399473130702972
1136.4073486328125 0.8287204504013062 0.08040768653154373
1136.437255859375 0.9049236178398132 0.08396866917610168
1136.4671630859375 0.8340660333633423 0.08063735067844391
1136.4970703125 0.7703988552093506 0.0775148868560791
1136.5269775390625 0.8580887317657471 0.08174044638872147
1136.556884765625 0.7187575697898865 0.07487674057483673
1136.5867919921875 0.6684455871582031 0.07222184538841248
1136.61669921875 0.7014253735542297 0.07393859326839447
1136.6466064453125 0.7013737559318542 0.07392147928476334
1136.676513671875 0.7618271708488464 0.07698321342468262
1136.7064208984375 0.7101498246192932 0.07433506846427917
1136.736328125 0.753304660320282 0.07650476694107056
1136.7662353515625 0.7165920734405518 0.07462635636329651
1136.796142578125 0.7217534184455872 0.07488265633583069
