H	H+	C+	C+2	C+3	N+	N+2	N+4	O	O+2	O+5	O+6	P+	Si+	Si+2	Si+3	Si+4	Fe+	Al+
6.16594e+14	1.42919e+19	8.03510e+10	8.96844e+12	2.45761e+13	6.21413e+09	1.51142e+12	1.82430e+13	5.74536e+05	4.06800e+12	1.59886e+14	1.80918e+14	6.66533e+06	1.06958e+08	4.43338e+09	1.62135e+10	1.13982e+12	3.01534e+04	3.42190e+06
6.16595e+14	1.35437e+19	8.64050e+10	9.38235e+12	2.47479e+13	6.73426e+09	1.59488e+12	1.77886e+13	6.41883e+05	4.30539e+12	1.49639e+14	1.61442e+14	7.74649e+06	1.25136e+08	5.08959e+09	1.80170e+10	1.19971e+12	3.64080e+04	4.03849e+06
6.16595e+14	1.28357e+19	9.28142e+10	9.80368e+12	2.48923e+13	7.28893e+09	1.68055e+12	1.73138e+13	7.16939e+05	4.54988e+12	1.39744e+14	1.43772e+14	8.98752e+06	1.46124e+08	5.83387e+09	1.99919e+10	1.26088e+12	4.39174e+04	4.75630e+06
6.16594e+14	1.21657e+19	9.95864e+10	1.02316e+13	2.50086e+13	7.87890e+09	1.76818e+12	1.68204e+13	8.00519e+05	4.80094e+12	1.30223e+14	1.27787e+14	1.04087e+07	1.70300e+08	6.67639e+09	2.21502e+10	1.32317e+12	5.29199e+04	5.59012e+06
6.16594e+14	1.15317e+19	1.06733e+11	1.06652e+13	2.50966e+13	8.50522e+09	1.85757e+12	1.63102e+13	8.93595e+05	5.05819e+12	1.21090e+14	1.13357e+14	1.20335e+07	1.98093e+08	7.62860e+09	2.45056e+10	1.38645e+12	6.37012e+04	6.55700e+06
6.16595e+14	1.09313e+19	1.14263e+11	1.11038e+13	2.51557e+13	9.16863e+09	1.94846e+12	1.57852e+13	9.97225e+05	5.32114e+12	1.12357e+14	1.00361e+14	1.38871e+07	2.29977e+08	8.70297e+09	2.70720e+10	1.45056e+12	7.65974e+04	7.67615e+06
6.16595e+14	1.03628e+19	1.22181e+11	1.15462e+13	2.51854e+13	9.86952e+09	2.04054e+12	1.52474e+13	1.11256e+06	5.58922e+12	1.04034e+14	8.86836e+13	1.59973e+07	2.66476e+08	9.91302e+09	2.98637e+10	1.51533e+12	9.20041e+04	8.96924e+06
6.16595e+14	9.82446e+18	1.30496e+11	1.19914e+13	2.51856e+13	1.06087e+10	2.13355e+12	1.46990e+13	1.24100e+06	5.86200e+12	9.61259e+13	7.82155e+13	1.83954e+07	3.08170e+08	1.12735e+10	3.28952e+10	1.58057e+12	1.10388e+05	1.04606e+07
6.16594e+14	9.31450e+18	1.39215e+11	1.24384e+13	2.51557e+13	1.13865e+10	2.22715e+12	1.41422e+13	1.38402e+06	6.13889e+12	8.86352e+13	6.88525e+13	2.11149e+07	3.55696e+08	1.28005e+10	3.61818e+10	1.64607e+12	1.32298e+05	1.21776e+07
6.16595e+14	8.83148e+18	1.48341e+11	1.28858e+13	2.50957e+13	1.22033e+10	2.32105e+12	1.35793e+13	1.54337e+06	6.41940e+12	8.15615e+13	6.04977e+13	2.41934e+07	4.09755e+08	1.45114e+10	3.97383e+10	1.71161e+12	1.58376e+05	1.41508e+07
6.16595e+14	8.37387e+18	1.57878e+11	1.33324e+13	2.50053e+13	1.30590e+10	2.41486e+12	1.30125e+13	1.72093e+06	6.70292e+12	7.49009e+13	5.30585e+13	2.76710e+07	4.71113e+08	1.64247e+10	4.35806e+10	1.77696e+12	1.89376e+05	1.64147e+07
6.16594e+14	7.94033e+18	1.67827e+11	1.37768e+13	2.48846e+13	1.39539e+10	2.50826e+12	1.24441e+13	1.91890e+06	6.98886e+12	6.86474e+13	4.64496e+13	3.15912e+07	5.40604e+08	1.85606e+10	4.77239e+10	1.84188e+12	2.26161e+05	1.90054e+07
6.16594e+14	7.52954e+18	1.78187e+11	1.42175e+13	2.47333e+13	1.48876e+10	2.60087e+12	1.18762e+13	2.13971e+06	7.27662e+12	6.27926e+13	4.05912e+13	3.60014e+07	6.19134e+08	2.09405e+10	5.21838e+10	1.90611e+12	2.69748e+05	2.19649e+07
6.16595e+14	7.14030e+18	1.88956e+11	1.46531e+13	2.45518e+13	1.58600e+10	2.69234e+12	1.13110e+13	2.38616e+06	7.56564e+12	5.73261e+13	3.54090e+13	4.09539e+07	7.07690e+08	2.35876e+10	5.69755e+10	1.96939e+12	3.21347e+05	2.53415e+07
6.16594e+14	6.77144e+18	2.00128e+11	1.50818e+13	2.43399e+13	1.68707e+10	2.78229e+12	1.07506e+13	2.66137e+06	7.85529e+12	5.22358e+13	3.08349e+13	4.65038e+07	8.07327e+08	2.65260e+10	6.21137e+10	2.03143e+12	3.82343e+05	2.91872e+07
6.16595e+14	6.42190e+18	2.11700e+11	1.55022e+13	2.40982e+13	1.79193e+10	2.87037e+12	1.01970e+13	2.96891e+06	8.14500e+12	4.75084e+13	2.68059e+13	5.27114e+07	9.19189e+08	2.97818e+10	6.76127e+10	2.09195e+12	4.54352e+05	3.35596e+07
6.16595e+14	6.09066e+18	2.23662e+11	1.59125e+13	2.38268e+13	1.90052e+10	2.95624e+12	9.65203e+12	3.31282e+06	8.43416e+12	4.31292e+13	2.32643e+13	5.96405e+07	1.04450e+09	3.33822e+10	7.34859e+10	2.15065e+12	5.39241e+05	3.85220e+07
