H	H+	C+	C+2	C+3	N+	N+2	N+4	O	O+2	O+5	O+6	P+	Si+	Si+2	Si+3	Si+4	Fe+	Al+
1.23028e+19	1.28273e+21	1.09456e+17	2.20275e+18	5.45969e+17	3.14271e+16	4.71961e+17	8.57239e+16	4.90785e+16	4.09321e+18	2.70824e+17	8.94655e+16	2.46523e+14	5.55935e+16	5.90660e+16	1.30872e+17	8.69315e+16	8.19454e+15	1.63966e+15
1.23027e+19	1.21741e+21	1.09362e+17	2.12163e+18	5.17582e+17	3.14141e+16	4.54437e+17	7.91506e+16	4.93510e+16	3.91453e+18	2.36890e+17	7.28815e+16	2.44932e+14	5.51182e+16	5.70738e+16	1.23240e+17	8.35192e+16	8.22534e+15	1.63496e+15
1.23027e+19	1.15491e+21	1.09267e+17	2.04369e+18	4.89303e+17	3.14101e+16	4.37466e+17	7.28276e+16	4.96248e+16	3.74228e+18	2.05597e+17	5.85854e+16	2.43170e+14	5.46360e+16	5.50681e+16	1.16031e+17	8.02400e+16	8.25908e+15	1.62931e+15
1.23028e+19	1.09495e+21	1.09243e+17	1.96857e+18	4.60724e+17	3.14129e+16	4.21020e+17	6.67412e+16	4.99003e+16	3.57754e+18	1.76846e+17	4.64306e+16	2.41446e+14	5.41060e+16	5.31046e+16	1.09290e+17	7.70057e+16	8.29502e+15	1.62296e+15
1.23038e+19	1.03758e+21	1.09248e+17	1.89597e+18	4.32482e+17	3.14190e+16	4.05067e+17	6.09639e+16	5.01917e+16	3.41748e+18	1.50472e+17	3.59971e+16	2.39701e+14	5.35408e+16	5.11784e+16	1.02887e+17	7.38871e+16	8.33251e+15	1.61554e+15
1.23027e+19	9.83243e+20	1.09217e+17	1.82547e+18	4.04913e+17	3.14195e+16	3.89481e+17	5.56309e+16	5.04717e+16	3.26266e+18	1.27178e+17	2.76147e+16	2.37763e+14	5.29535e+16	4.92542e+16	9.68612e+16	7.08698e+16	8.36616e+15	1.60663e+15
1.23027e+19	9.31072e+20	1.09259e+17	1.75654e+18	3.77158e+17	3.14345e+16	3.74136e+17	5.06270e+16	5.07721e+16	3.11265e+18	1.06357e+17	2.08732e+16	2.35798e+14	5.23404e+16	4.73623e+16	9.12040e+16	6.78429e+16	8.40546e+15	1.59695e+15
1.23029e+19	8.81060e+20	1.09291e+17	1.68885e+18	3.49768e+17	3.14498e+16	3.58996e+17	4.59520e+16	5.10718e+16	2.96708e+18	8.78087e+16	1.54715e+16	2.33689e+14	5.16954e+16	4.54774e+16	8.58795e+16	6.48355e+16	8.44422e+15	1.58569e+15
1.23027e+19	8.33145e+20	1.09363e+17	1.62196e+18	3.22638e+17	3.14657e+16	3.44033e+17	4.16268e+16	5.13743e+16	2.82611e+18	7.16953e+16	1.13590e+16	2.31502e+14	5.10050e+16	4.36227e+16	8.09079e+16	6.17816e+16	8.48352e+15	1.57289e+15
1.23027e+19	7.87698e+20	1.09479e+17	1.55592e+18	2.96866e+17	3.15034e+16	3.29247e+17	3.77118e+16	5.17019e+16	2.68831e+18	5.78281e+16	8.22535e+15	2.29268e+14	5.03208e+16	4.17885e+16	7.61767e+16	5.87695e+16	8.52764e+15	1.55956e+15
