H	H+	C+	C+2	C+3	O+5	O+6	Si+	Si+2	Si+3
1.25891e+16	1.01706e+21	8.80855e+11	4.76873e+14	4.92297e+15	1.16330e+17	2.74428e+17	2.77124e+08	3.11422e+10	4.22819e+11
1.25892e+16	9.55843e+20	9.44995e+11	5.06664e+14	5.07865e+15	1.13280e+17	2.52138e+17	3.30368e+08	3.67081e+10	4.89619e+11
1.25893e+16	8.98832e+20	1.01318e+12	5.37499e+14	5.23168e+15	1.10119e+17	2.31383e+17	3.92881e+08	4.31663e+10	5.65714e+11
1.25892e+16	8.45638e+20	1.08565e+12	5.69362e+14	5.38147e+15	1.06853e+17	2.12059e+17	4.66170e+08	5.06482e+10	6.52271e+11
1.25892e+16	7.95936e+20	1.16274e+12	6.02249e+14	5.52768e+15	1.03493e+17	1.94078e+17	5.52002e+08	5.93055e+10	7.50612e+11
1.25892e+16	7.49472e+20	1.24475e+12	6.36123e+14	5.66968e+15	1.00048e+17	1.77374e+17	6.52123e+08	6.92784e+10	8.61803e+11
1.25892e+16	7.05999e+20	1.33208e+12	6.70994e+14	5.80725e+15	9.65324e+16	1.61874e+17	7.68696e+08	8.07426e+10	9.87260e+11
1.25892e+16	6.65270e+20	1.42507e+12	7.06837e+14	5.93991e+15	9.29564e+16	1.47503e+17	9.04219e+08	9.38995e+10	1.12860e+12
1.25892e+16	6.27099e+20	1.52416e+12	7.43651e+14	6.06763e+15	8.93359e+16	1.34199e+17	1.06154e+09	1.08975e+11	1.28759e+12
1.25892e+16	5.91304e+20	1.62965e+12	7.81392e+14	6.19008e+15	8.56861e+16	1.21896e+17	1.24411e+09	1.26243e+11	1.46643e+12
1.25892e+16	5.57690e+20	1.74209e+12	8.20070e+14	6.30699e+15	8.20165e+16	1.10529e+17	1.45560e+09	1.45983e+11	1.66717e+12
1.25892e+16	5.26098e+20	1.86201e+12	8.59624e+14	6.41765e+15	7.83350e+16	1.00052e+17	1.69941e+09	1.68415e+11	1.89108e+12
1.25892e+16	4.96399e+20	1.98966e+12	9.00077e+14	6.52262e+15	7.46623e+16	9.04062e+16	1.98012e+09	1.93913e+11	2.14131e+12
1.25892e+16	4.68459e+20	2.12575e+12	9.41388e+14	6.62130e+15	7.10078e+16	8.15408e+16	2.30285e+09	2.22827e+11	2.42012e+12
1.25892e+16	4.42169e+20	2.27101e+12	9.83551e+14	6.71345e+15	6.73849e+16	7.34078e+16	2.67357e+09	2.55571e+11	2.73030e+12
1.25892e+16	4.17414e+20	2.42591e+12	1.02652e+15	6.79894e+15	6.38052e+16	6.59584e+16	3.09849e+09	2.92577e+11	3.07491e+12
1.25892e+16	3.94104e+20	2.59145e+12	1.07030e+15	6.87749e+15	6.02808e+16	5.91501e+16	3.58515e+09	3.34332e+11	3.45689e+12
1.25892e+16	3.72141e+20	2.76823e+12	1.11484e+15	6.94898e+15	5.68220e+16	5.29388e+16	4.14142e+09	3.81353e+11	3.87968e+12
1.25892e+16	3.51448e+20	2.95730e+12	1.16014e+15	7.01318e+15	5.34395e+16	4.72859e+16	4.77661e+09	4.34210e+11	4.34656e+12
1.25892e+16	3.31940e+20	3.15943e+12	1.20614e+15	7.06999e+15	5.01423e+16	4.21509e+16	5.50053e+09	4.93507e+11	4.86133e+12
1.25892e+16	3.13559e+20	3.37608e+12	1.25295e+15	7.11954e+15	4.69407e+16	3.74985e+16	6.32524e+09	5.59957e+11	5.42797e+12
1.25892e+16	2.96200e+20	3.60729e+12	1.30028e+15	7.16119e+15	4.38384e+16	3.32873e+16	7.26174e+09	6.34197e+11	6.05068e+12
1.25892e+16	2.79811e+20	3.85437e+12	1.34813e+15	7.19499e+15	4.08436e+16	2.94855e+16	8.32393e+09	7.17009e+11	6.73397e+12
1.25892e+16	2.64327e+20	4.11808e+12	1.39641e+15	7.22080e+15	3.79614e+16	2.60595e+16	9.52598e+09	8.09183e+11	7.48294e+12
1.25892e+16	2.49700e+20	4.39987e+12	1.44509e+15	7.23852e+15	3.51974e+16	2.29808e+16	1.08849e+10	9.11594e+11	8.30213e+12
1.25892e+16	2.35884e+20	4.70122e+12	1.49416e+15	7.24800e+15	3.25557e+16	2.02212e+16	1.24198e+10	1.02518e+12	9.19615e+12
1.25892e+16	2.22836e+20	5.02372e+12	1.54358e+15	7.24919e+15	3.00396e+16	1.77540e+16	1.41516e+10	1.15093e+12	1.01700e+13
1.25892e+16	2.10511e+20	5.36914e+12	1.59333e+15	7.24198e+15	2.76509e+16	1.55535e+16	1.61042e+10	1.28992e+12	1.12285e+13
1.25892e+16	1.98870e+20	5.73932e+12	1.64338e+15	7.22631e+15	2.53906e+16	1.35955e+16	1.83041e+10	1.44330e+12	1.23767e+13
1.25892e+16	1.87874e+20	6.13612e+12	1.69369e+15	7.20215e+15	2.32590e+16	1.18579e+16	2.07809e+10	1.61229e+12	1.36196e+13
1.25892e+16	1.77489e+20	6.56155e+12	1.74422e+15	7.16943e+15	2.12558e+16	1.03205e+16	2.35676e+10	1.79813e+12	1.49620e+13
1.25892e+16	1.67677e+20	7.01753e+12	1.79487e+15	7.12814e+15	1.93777e+16	8.96249e+15	2.67001e+10	2.00217e+12	1.64092e+13
1.25892e+16	1.58412e+20	7.50676e+12	1.84568e+15	7.07825e+15	1.76247e+16	7.76766e+15	3.02215e+10	2.22585e+12	1.79647e+13
1.25892e+16	1.49662e+20	8.03161e+12	1.89656e+15	7.01981e+15	1.59932e+16	6.71843e+15	3.41795e+10	2.47077e+12	1.96331e+13
1.25892e+16	1.41399e+20	8.59457e+12	1.94747e+15	6.95288e+15	1.44798e+16	5.79927e+15	3.86271e+10	2.73854e+12	2.14182e+13
1.25892e+16	1.33597e+20	9.19830e+12	1.99838e+15	6.87755e+15	1.30803e+16	4.99624e+15	4.36243e+10	3.03090e+12	2.33231e+13
1.25892e+16	1.26230e+20	9.84580e+12	2.04923e+15	6.79392e+15	1.17901e+16	4.29597e+15	4.92400e+10	3.34976e+12	2.53507e+13
1.25892e+16	1.19275e+20	1.05397e+13	2.09990e+15	6.70213e+15	1.06045e+16	3.68697e+15	5.55501e+10	3.69703e+12	2.75031e+13
1.25892e+16	1.12708e+20	1.12828e+13	2.15033e+15	6.60230e+15	9.51750e+15	3.15850e+15	6.26418e+10	4.07484e+12	2.97815e+13
1.25892e+16	1.06510e+20	1.20783e+13	2.20041e+15	6.49468e+15	8.52428e+15	2.70108e+15	7.06128e+10	4.48541e+12	3.21867e+13
1.25892e+16	1.00659e+20	1.29289e+13	2.25003e+15	6.37946e+15	7.61959e+15	2.30602e+15	7.95716e+10	4.93101e+12	3.47182e+13
1.25892e+16	9.51364e+19	1.38374e+13	2.29905e+15	6.25691e+15	6.79778e+15	1.96561e+15	8.96423e+10	5.41411e+12	3.73749e+13
1.25892e+16	8.99254e+19	1.48070e+13	2.34735e+15	6.12735e+15	6.05288e+15	1.67282e+15	1.00967e+11	5.93744e+12	4.01533e+13
1.25892e+16	8.50039e+19	1.58396e+13	2.39467e+15	5.99104e+15	5.37949e+15	1.42134e+15	1.13693e+11	6.50335e+12	4.30530e+13
1.25892e+16	8.03585e+19	1.69378e+13	2.44087e+15	5.84839e+15	4.77240e+15	1.20596e+15	1.28000e+11	7.11492e+12	4.60689e+13
1.25892e+16	7.59716e+19	1.81036e+13	2.48572e+15	5.69973e+15	4.22613e+15	1.02175e+15	1.44077e+11	7.77488e+12	4.91988e+13
1.25892e+16	7.18353e+19	1.93400e+13	2.52913e+15	5.54572e+15	3.73630e+15	8.64578e+14	1.62166e+11	8.48708e+12	5.24293e+13
1.25892e+16	6.79306e+19	2.06480e+13	2.57081e+15	5.38670e+15	3.29771e+15	7.30631e+14	1.82490e+11	9.25389e+12	5.57573e+13
1.25892e+16	6.42460e+19	2.20288e+13	2.61049e+15	5.22317e+15	2.90592e+15	6.16678e+14	2.05324e+11	1.00786e+13	5.91710e+13
1.25892e+16	6.07714e+19	2.34831e+13	2.64798e+15	5.05578e+15	2.55679e+15	5.19894e+14	2.30975e+11	1.09647e+13	6.26569e+13
1.25892e+16	5.74905e+19	2.50108e+13	2.68292e+15	4.88492e+15	2.24607e+15	4.37729e+14	2.59750e+11	1.19143e+13	6.62065e+13
1.25892e+16	5.43926e+19	2.66118e+13	2.71504e+15	4.71119e+15	1.97002e+15	3.68098e+14	2.92014e+11	1.29305e+13	6.98059e+13
1.25892e+16	5.14710e+19	2.82851e+13	2.74421e+15	4.53537e+15	1.72541e+15	3.09233e+14	3.28166e+11	1.40165e+13	7.34350e+13
1.25892e+16	4.87137e+19	3.00296e+13	2.77017e+15	4.35807e+15	1.50893e+15	2.59478e+14	3.68632e+11	1.51747e+13	7.70802e+13
1.25892e+16	4.61113e+19	3.18422e+13	2.79259e+15	4.17979e+15	1.31761e+15	2.17475e+14	4.13871e+11	1.64073e+13	8.07237e+13
1.25892e+16	4.36551e+19	3.37207e+13	2.81135e+15	4.00129e+15	1.14899e+15	1.82073e+14	4.64386e+11	1.77164e+13	8.43472e+13
1.25892e+16	4.13370e+19	3.56611e+13	2.82618e+15	3.82317e+15	1.00080e+15	1.52275e+14	5.20705e+11	1.91031e+13	8.79280e+13
1.25892e+16	3.91495e+19	3.76593e+13	2.83697e+15	3.64611e+15	8.70746e+14	1.27221e+14	5.83395e+11	2.05686e+13	9.14464e+13
1.25892e+16	3.70849e+19	3.97100e+13	2.84353e+15	3.47071e+15	7.56793e+14	1.06192e+14	6.53037e+11	2.21127e+13	9.48783e+13
1.25892e+16	3.51360e+19	4.18088e+13	2.84581e+15	3.29763e+15	6.57064e+14	8.85442e+13	7.30280e+11	2.37356e+13	9.82057e+13
1.25892e+16	3.32958e+19	4.39496e+13	2.84369e+15	3.12735e+15	5.69894e+14	7.37530e+13	8.15771e+11	2.54358e+13	1.01404e+14
1.25892e+16	3.15586e+19	4.61254e+13	2.83711e+15	2.96040e+15	4.93819e+14	6.13721e+13	9.10172e+11	2.72111e+13	1.04450e+14
1.25892e+16	2.99184e+19	4.83300e+13	2.82612e+15	2.79727e+15	4.27496e+14	5.10201e+13	1.01417e+12	2.90589e+13	1.07324e+14
1.25892e+16	2.83693e+19	5.05574e+13	2.81076e+15	2.63840e+15	3.69728e+14	4.23716e+13	1.12853e+12	3.09763e+13	1.10007e+14
1.25892e+16	2.69062e+19	5.28001e+13	2.79108e+15	2.48415e+15	3.19475e+14	3.51586e+13	1.25392e+12	3.29581e+13	1.12477e+14
1.25892e+16	2.55236e+19	5.50516e+13	2.76718e+15	2.33482e+15	2.75794e+14	2.91468e+13	1.39108e+12	3.49983e+13	1.14715e+14
1.25892e+16	2.42169e+19	5.73052e+13	2.73923e+15	2.19070e+15	2.37866e+14	2.41414e+13	1.54069e+12	3.70899e+13	1.16702e+14
1.25892e+16	2.29817e+19	5.95538e+13	2.70739e+15	2.05203e+15	2.04967e+14	1.99776e+13	1.70343e+12	3.92251e+13	1.18422e+14
1.25892e+16	2.18136e+19	6.17918e+13	2.67188e+15	1.91899e+15	1.76455e+14	1.65169e+13	1.87997e+12	4.13949e+13	1.19859e+14
1.25892e+16	2.07089e+19	6.40117e+13	2.63289e+15	1.79168e+15	1.51769e+14	1.36449e+13	2.07090e+12	4.35895e+13	1.21002e+14
1.25892e+16	1.96637e+19	6.62075e+13	2.59064e+15	1.67016e+15	1.30416e+14	1.12638e+13	2.27678e+12	4.57974e+13	1.21837e+14
1.25892e+16	1.86745e+19	6.83737e+13	2.54541e+15	1.55449e+15	1.11960e+14	9.29113e+12	2.49810e+12	4.80069e+13	1.22358e+14
