H	H+	C+	C+2	C+3	N+2	N+4	O	O+2	O+5	O+6	Si+	Si+2	Si+3	Si+4
3.09030e+13	1.31328e+18	1.70399e+09	2.77742e+11	1.15089e+12	4.30275e+10	1.16022e+12	8.33415e+03	1.10837e+11	1.48159e+13	2.67789e+13	9.99783e+05	5.31281e+07	2.76560e+08	3.39108e+10
3.09030e+13	1.24301e+18	1.85211e+09	2.93970e+11	1.17181e+12	4.59365e+10	1.14962e+12	9.33122e+03	1.18873e+11	1.41634e+13	2.43462e+13	1.19272e+06	6.19432e+07	3.11820e+08	3.62032e+10
3.09030e+13	1.17672e+18	2.01091e+09	3.10757e+11	1.19168e+12	4.89926e+10	1.13740e+12	1.04472e+04	1.27338e+11	1.35107e+13	2.20933e+13	1.42003e+06	7.21009e+07	3.51010e+08	3.85933e+10
3.09030e+13	1.11415e+18	2.18097e+09	3.28098e+11	1.21046e+12	5.21974e+10	1.12358e+12	1.16956e+04	1.36237e+11	1.28604e+13	2.00111e+13	1.68730e+06	8.37863e+07	3.94496e+08	4.10804e+10
3.09030e+13	1.05509e+18	2.36283e+09	3.45983e+11	1.22810e+12	5.55503e+10	1.10819e+12	1.30905e+04	1.45567e+11	1.22150e+13	1.80908e+13	2.00089e+06	9.72057e+07	4.42672e+08	4.36634e+10
3.09030e+13	9.99315e+17	2.55723e+09	3.64411e+11	1.24457e+12	5.90533e+10	1.09128e+12	1.46501e+04	1.55333e+11	1.15767e+13	1.63233e+13	2.36818e+06	1.12594e+08	4.95955e+08	4.63406e+10
3.09030e+13	9.46641e+17	2.76487e+09	3.83372e+11	1.25982e+12	6.27061e+10	1.07289e+12	1.63938e+04	1.65535e+11	1.09479e+13	1.47005e+13	2.79748e+06	1.30209e+08	5.54777e+08	4.91093e+10
3.09030e+13	8.96877e+17	2.98639e+09	4.02853e+11	1.27382e+12	6.65059e+10	1.05308e+12	1.83418e+04	1.76165e+11	1.03307e+13	1.32136e+13	3.29825e+06	1.50340e+08	6.19611e+08	5.19667e+10
3.09030e+13	8.49827e+17	3.22224e+09	4.22828e+11	1.28653e+12	7.04466e+10	1.03191e+12	2.05142e+04	1.87206e+11	9.72711e+12	1.18539e+13	3.88118e+06	1.73310e+08	6.90980e+08	5.49098e+10
3.09030e+13	8.05337e+17	3.47307e+09	4.43281e+11	1.29792e+12	7.45237e+10	1.00943e+12	2.29361e+04	1.98648e+11	9.13880e+12	1.06133e+13	4.55838e+06	1.99474e+08	7.69412e+08	5.79345e+10
3.09030e+13	7.63254e+17	3.73949e+09	4.64185e+11	1.30797e+12	7.87307e+10	9.85718e+11	2.56346e+04	2.10478e+11	8.56744e+12	9.48408e+12	5.34350e+06	2.29229e+08	8.55468e+08	6.10359e+10
3.09030e+13	7.23436e+17	4.02207e+09	4.85514e+11	1.31663e+12	8.30596e+10	9.60862e+11	2.86398e+04	2.22679e+11	8.01440e+12	8.45843e+12	6.25186e+06	2.63010e+08	9.49741e+08	6.42086e+10
