H	H+	C+	C+2	C+3	N+	N+2	N+4	O	O+2	O+5	O+6	P+	Si+	Si+2	Si+3	Si+4
3.02005e+16	4.61823e+20	1.32388e+14	3.31474e+16	1.84280e+17	8.33778e+12	5.97144e+15	1.03911e+17	1.35297e+09	2.17170e+16	5.68807e+17	2.89102e+17	3.40745e+10	2.47141e+12	1.50138e+14	2.19628e+15	2.24797e+16
3.02005e+16	4.26779e+20	1.49460e+14	3.52430e+16	1.82000e+17	9.40900e+12	6.32991e+15	9.70860e+16	1.62631e+09	2.29914e+16	5.14405e+17	2.49606e+17	3.76049e+10	2.66936e+12	1.54593e+14	2.19572e+15	2.17669e+16
3.01996e+16	3.93393e+20	1.69026e+14	3.74974e+16	1.79301e+17	1.06297e+13	6.70383e+15	9.03132e+16	1.96053e+09	2.43301e+16	4.62659e+17	2.13936e+17	4.15410e+10	2.88761e+12	1.59405e+14	2.19948e+15	2.11001e+16
3.01995e+16	3.61809e+20	1.91078e+14	3.98438e+16	1.76046e+17	1.19885e+13	7.07558e+15	8.36761e+16	2.36288e+09	2.56679e+16	4.14188e+17	1.82151e+17	4.58877e+10	3.12507e+12	1.64368e+14	2.20579e+15	2.04741e+16
3.01996e+16	3.31895e+20	2.16229e+14	4.23130e+16	1.72199e+17	1.35103e+13	7.44363e+15	7.71763e+16	2.85314e+09	2.70071e+16	3.68760e+17	1.53952e+17	5.07909e+10	3.39200e+12	1.69746e+14	2.21661e+15	1.98761e+16
3.01995e+16	3.03653e+20	2.44677e+14	4.48837e+16	1.67808e+17	1.52108e+13	7.80745e+15	7.08563e+16	3.45148e+09	2.83516e+16	3.26330e+17	1.28970e+17	5.63369e+10	3.69300e+12	1.75503e+14	2.23093e+15	1.93032e+16
3.01995e+16	2.76951e+20	2.77000e+14	4.75664e+16	1.62832e+17	1.71097e+13	8.16231e+15	6.47207e+16	4.18275e+09	2.96904e+16	2.86738e+17	1.06930e+17	6.26317e+10	4.03276e+12	1.81713e+14	2.24937e+15	1.87470e+16
3.01998e+16	2.51805e+20	3.13737e+14	5.03514e+16	1.57268e+17	1.92309e+13	8.50394e+15	5.88058e+16	5.08227e+09	3.10153e+16	2.50003e+17	8.76379e+16	6.98356e+10	4.42059e+12	1.88529e+14	2.27199e+15	1.82024e+16
3.01993e+16	2.28228e+20	3.54988e+14	5.31851e+16	1.51127e+17	2.15695e+13	8.82300e+15	5.31487e+16	6.17749e+09	3.22982e+16	2.16150e+17	7.09139e+16	7.80312e+10	4.85954e+12	1.95843e+14	2.29814e+15	1.76644e+16
3.01995e+16	2.06131e+20	4.01751e+14	5.60856e+16	1.44414e+17	2.41691e+13	9.11923e+15	4.77472e+16	7.53246e+09	3.35598e+16	1.85008e+17	5.65096e+16	8.75689e+10	5.37002e+12	2.03986e+14	2.32942e+15	1.71245e+16
3.01994e+16	1.85591e+20	4.54027e+14	5.89319e+16	1.37108e+17	2.70010e+13	9.37049e+15	4.26641e+16	9.20354e+09	3.47408e+16	1.56750e+17	4.43222e+16	9.87550e+10	5.97218e+12	2.12963e+14	2.36489e+15	1.65744e+16
3.01995e+16	1.66505e+20	5.12071e+14	6.17354e+16	1.29377e+17	3.00987e+13	9.58944e+15	3.78877e+16	1.12507e+10	3.58816e+16	1.31014e+17	3.39475e+16	1.11618e+11	6.66112e+12	2.22664e+14	2.40370e+15	1.60179e+16
3.01995e+16	1.49094e+20	5.76263e+14	6.43280e+16	1.21134e+17	3.34074e+13	9.73769e+15	3.35031e+16	1.37891e+10	3.68994e+16	1.08318e+17	2.56394e+16	1.27081e+11	7.49659e+12	2.33683e+14	2.44838e+15	1.54381e+16
3.01998e+16	1.33253e+20	6.46128e+14	6.66671e+16	1.12613e+17	3.69503e+13	9.83151e+15	2.94896e+16	1.69278e+10	3.78512e+16	8.82754e+16	1.89321e+16	1.45375e+11	8.49098e+12	2.45831e+14	2.49669e+15	1.48383e+16
3.01995e+16	1.19014e+20	7.21675e+14	6.86356e+16	1.03893e+17	4.06910e+13	9.85783e+15	2.58753e+16	2.08200e+10	3.87330e+16	7.08642e+16	1.37145e+16	1.67324e+11	9.68973e+12	2.59363e+14	2.54939e+15	1.42098e+16
3.01995e+16	1.06059e+20	8.04415e+14	7.02365e+16	9.49307e+16	4.46841e+13	9.81816e+15	2.25851e+16	2.57166e+10	3.95861e+16	5.56044e+16	9.68710e+15	1.93853e+11	1.11425e+13	2.74495e+14	2.60732e+15	1.35372e+16
3.01995e+16	9.50729e+19	8.86160e+14	7.10290e+16	8.64395e+16	4.86947e+13	9.71016e+15	1.97937e+16	3.16989e+10	4.03612e+16	4.35188e+16	6.86505e+15	2.25585e+11	1.29103e+13	2.90600e+14	2.66271e+15	1.28533e+16
3.01995e+16	8.52921e+19	9.69356e+14	7.12808e+16	7.82391e+16	5.29121e+13	9.56238e+15	1.72981e+16	3.91006e+10	4.11277e+16	3.34755e+16	4.75641e+15	2.63046e+11	1.50152e+13	3.07696e+14	2.71606e+15	1.21476e+16
3.01995e+16	7.67209e+19	1.05158e+15	7.09320e+16	7.04780e+16	5.73496e+13	9.38363e+15	1.50925e+16	4.82907e+10	4.19074e+16	2.54785e+16	3.26845e+15	3.07490e+11	1.75494e+13	3.25910e+14	2.76604e+15	1.14240e+16
3.01995e+16	6.93618e+19	1.12846e+15	7.00453e+16	6.34436e+16	6.18585e+13	9.18631e+15	1.31924e+16	5.91944e+10	4.26127e+16	1.93112e+16	2.23832e+15	3.57472e+11	2.04400e+13	3.44001e+14	2.80715e+15	1.07168e+16
