# %ECSV 1.0
# ---
# datatype:
# - {name: H, datatype: float64}
# - {name: H+, datatype: float64}
# - {name: C+, datatype: float64}
# - {name: C+2, datatype: float64}
# - {name: C+3, datatype: float64}
# - {name: O+5, datatype: float64}
# - {name: O+6, datatype: float64}
# - {name: Si+, datatype: float64}
# - {name: Si+2, datatype: float64}
# - {name: Si+3, datatype: float64}
# - {name: log_nH, datatype: float64}
# - {name: log_Te, datatype: float64}
# - {name: parameters, datatype: string, subtype: 'float64[1]'}
# schema: astropy-2.0
H H+ C+ C+2 C+3 O+5 O+6 Si+ Si+2 Si+3 log_nH log_Te parameters
1.1749e+16 1.03279e+18 9027650000000.0 18758100000000.0 268165000000.0 56078100.0 0.0 819041000000.0 2305040000000.0 236663000000.0 -2.28 4.138 [-2.28]
1.1749e+16 9.82667e+17 8880940000000.0 17594000000000.0 233118000000.0 42814500.0 0.0 816370000000.0 2172440000000.0 212873000000.0 -2.26 4.136 [-2.26]
1.1749e+16 9.35044e+17 8732340000000.0 16494000000000.0 202459000000.0 32618900.0 0.0 813233000000.0 2045750000000.0 191253000000.0 -2.24 4.133 [-2.24]
1.1749e+16 8.89788e+17 8581980000000.0 15455300000000.0 175668000000.0 24800100.0 0.0 809618000000.0 1924810000000.0 171632000000.0 -2.22 4.13 [-2.22]
1.1749e+16 8.46779e+17 8430000000000.0 14474900000000.0 152284000000.0 18818200.0 0.0 805506000000.0 1809460000000.0 153850000000.0 -2.2 4.128 [-2.2]
1.1749e+16 8.05918e+17 8276670000000.0 13550400000000.0 131901000000.0 14252800.0 0.0 800863000000.0 1699610000000.0 137762000000.0 -2.18 4.125 [-2.18]
1.1749e+16 7.67068e+17 8121940000000.0 12678400000000.0 114143000000.0 10774900.0 0.0 795724000000.0 1594960000000.0 123220000000.0 -2.16 4.123 [-2.16]
1.1749e+16 7.30145e+17 7966110000000.0 11856900000000.0 98694600000.0 8131730.0 0.0 790052000000.0 1495450000000.0 110098000000.0 -2.14 4.12 [-2.14]
1.17489e+16 6.95051e+17 7809340000000.0 11083400000000.0 85268000000.0 0.0 0.0 783835000000.0 1400920000000.0 98272100000.0 -2.12 4.118 [-2.12]
1.17489e+16 6.61702e+17 7651880000000.0 10355500000000.0 73611800000.0 0.0 0.0 777078000000.0 1311240000000.0 87630700000.0 -2.1 4.115 [-2.1]
1.17489e+16 6.30005e+17 7493900000000.0 9671000000000.0 63501300000.0 0.0 0.0 769798000000.0 1226210000000.0 78066400000.0 -2.08 4.113 [-2.08]
1.17489e+16 5.99865e+17 7335480000000.0 9027340000000.0 54737800000.0 0.0 0.0 762007000000.0 1145650000000.0 69479900000.0 -2.06 4.11 [-2.06]
1.17489e+16 5.71223e+17 7176900000000.0 8422820000000.0 47151900000.0 0.0 0.0 753682000000.0 1069470000000.0 61783600000.0 -2.04 4.108 [-2.04]
1.17489e+16 5.43993e+17 7018300000000.0 7855240000000.0 40589700000.0 0.0 0.0 744850000000.0 997482000000.0 54892700000.0 -2.02 4.105 [-2.02]
1.17489e+16 5.18103e+17 6859820000000.0 7322610000000.0 34917800000.0 0.0 0.0 735531000000.0 929517000000.0 48729900000.0 -2.0 4.103 [-2.0]
1.17489e+16 4.93489e+17 6701690000000.0 6823130000000.0 30019800000.0 0.0 0.0 725737000000.0 865439000000.0 43225400000.0 -1.98 4.101 [-1.98]
1.17489e+16 4.70088e+17 6544080000000.0 6355010000000.0 25793300000.0 0.0 0.0 715485000000.0 805097000000.0 38314400000.0 -1.96 4.098 [-1.96]
1.17489e+16 4.47827e+17 6387090000000.0 5916360000000.0 22148600000.0 0.0 0.0 704818000000.0 748287000000.0 33936200000.0 -1.94 4.096 [-1.94]
1.17489e+16 4.26666e+17 6231010000000.0 5505830000000.0 19009300000.0 0.0 0.0 693733000000.0 694936000000.0 30039400000.0 -1.92 4.094 [-1.92]
1.17489e+16 4.06545e+17 6075970000000.0 5121760000000.0 16306900000.0 0.0 0.0 682268000000.0 644866000000.0 26573900000.0 -1.9 4.091 [-1.9]
1.17489e+16 3.87406e+17 5922080000000.0 4762580000000.0 13981800000.0 0.0 0.0 670460000000.0 597907000000.0 23494500000.0 -1.88 4.089 [-1.88]
1.17489e+16 3.69206e+17 5769560000000.0 4426930000000.0 11983200000.0 0.0 0.0 658331000000.0 553939000000.0 20761200000.0 -1.86 4.087 [-1.86]
1.17489e+16 3.51895e+17 5618520000000.0 4113400000000.0 10265900000.0 0.0 0.0 645917000000.0 512805000000.0 18337000000.0 -1.84 4.085 [-1.84]
1.17489e+16 3.35431e+17 5469140000000.0 3820750000000.0 8791600000.0 0.0 0.0 633249000000.0 474375000000.0 16188900000.0 -1.82 4.083 [-1.82]
1.17489e+16 3.19766e+17 5321490000000.0 3547660000000.0 7526260000.0 0.0 0.0 620364000000.0 438491000000.0 14286700000.0 -1.8 4.08 [-1.8]
1.17489e+16 3.04868e+17 5175800000000.0 3293040000000.0 6441190000.0 0.0 0.0 607289000000.0 405048000000.0 12603900000.0 -1.78 4.078 [-1.78]
1.17489e+16 2.90699e+17 5032190000000.0 3055820000000.0 5511230000.0 0.0 0.0 594057000000.0 373920000000.0 11116400000.0 -1.76 4.076 [-1.76]
1.17489e+16 2.77214e+17 4890690000000.0 2834720000000.0 4714130000.0 0.0 0.0 580675000000.0 344973000000.0 9801550000.0 -1.74 4.074 [-1.74]
1.17489e+16 2.6439e+17 4751450000000.0 2629030000000.0 4031890000.0 0.0 0.0 567281000000.0 318019000000.0 8641010000.0 -1.72 4.072 [-1.72]
1.17489e+16 2.52186e+17 4614580000000.0 2437570000000.0 3447690000.0 0.0 0.0 553796000000.0 293021000000.0 7616520000.0 -1.7 4.07 [-1.7]
1.17489e+16 2.40578e+17 4480200000000.0 2259540000000.0 2947870000.0 0.0 0.0 540285000000.0 269852000000.0 6712980000.0 -1.68 4.068 [-1.68]
1.17489e+16 2.2953e+17 4348330000000.0 2094010000000.0 2520250000.0 0.0 0.0 526787000000.0 248375000000.0 5916170000.0 -1.66 4.066 [-1.66]
1.17489e+16 2.1904e+17 4219370000000.0 1940540000000.0 2155070000.0 0.0 0.0 513350000000.0 228546000000.0 5214970000.0 -1.64 4.064 [-1.64]
1.17489e+16 2.09042e+17 4092890000000.0 1797770000000.0 1842500000.0 0.0 0.0 499951000000.0 210188000000.0 4596390000.0 -1.62 4.062 [-1.62]
1.17489e+16 1.99528e+17 3969140000000.0 1665230000000.0 1575320000.0 0.0 0.0 486645000000.0 193225000000.0 4051490000.0 -1.6 4.06 [-1.6]
1.17489e+16 1.90473e+17 3848170000000.0 1542250000000.0 1347010000.0 0.0 0.0 473458000000.0 177567000000.0 3571630000.0 -1.58 4.058 [-1.58]
1.17489e+16 1.81854e+17 3729980000000.0 1428140000000.0 1151900000.0 0.0 0.0 460414000000.0 163114000000.0 3149050000.0 -1.56 4.056 [-1.56]
1.17489e+16 1.73558e+17 3613340000000.0 1321180000000.0 983953000.0 0.0 0.0 447377000000.0 149655000000.0 2774150000.0 -1.54 4.054 [-1.54]
1.17489e+16 1.65805e+17 3501660000000.0 1223860000000.0 842399000.0 0.0 0.0 434783000000.0 137462000000.0 2448540000.0 -1.52 4.052 [-1.52]
1.17489e+16 1.58371e+17 3392070000000.0 1133020000000.0 720809000.0 0.0 0.0 422282000000.0 126172000000.0 2160360000.0 -1.5 4.05 [-1.5]
1.17489e+16 1.51294e+17 3285360000000.0 1048870000000.0 616943000.0 0.0 0.0 409998000000.0 115785000000.0 1906690000.0 -1.48 4.048 [-1.48]
1.17489e+16 1.44555e+17 3181510000000.0 970934000000.0 528197000.0 0.0 0.0 397943000000.0 106230000000.0 1683340000.0 -1.46 4.046 [-1.46]
1.17489e+16 1.38138e+17 3080560000000.0 898793000000.0 452386000.0 0.0 0.0 386131000000.0 97453300000.0 1486740000.0 -1.44 4.045 [-1.44]
1.17489e+16 1.32036e+17 2982600000000.0 832097000000.0 387656000.0 0.0 0.0 374573000000.0 89416100000.0 1313780000.0 -1.42 4.043 [-1.42]
1.17489e+16 1.26212e+17 2887250000000.0 770263000000.0 332263000.0 0.0 0.0 363274000000.0 81998000000.0 1161220000.0 -1.4 4.041 [-1.4]
1.17489e+16 1.20671e+17 2794840000000.0 713126000000.0 284953000.0 0.0 0.0 352247000000.0 75211300000.0 1026970000.0 -1.38 4.039 [-1.38]
1.17489e+16 1.15389e+17 2705130000000.0 660222000000.0 244475000.0 0.0 0.0 341482000000.0 68981200000.0 908611000.0 -1.36 4.037 [-1.36]
1.17489e+16 1.10369e+17 2618400000000.0 611410000000.0 209913000.0 0.0 0.0 331014000000.0 63290600000.0 804472000.0 -1.34 4.036 [-1.34]
1.17489e+16 1.0558e+17 2534260000000.0 566221000000.0 180320000.0 0.0 0.0 320824000000.0 58058900000.0 712582000.0 -1.32 4.034 [-1.32]
1.17489e+16 1.01009e+17 2452630000000.0 524362000000.0 154962000.0 0.0 0.0 310898000000.0 53256800000.0 631445000.0 -1.3 4.032 [-1.3]
1.17489e+16 9.66599e+16 2373760000000.0 485736000000.0 133282000.0 0.0 0.0 301280000000.0 48857800000.0 559955000.0 -1.28 4.03 [-1.28]
1.17489e+16 9.25253e+16 2297650000000.0 450105000000.0 114738000.0 0.0 0.0 291960000000.0 44845600000.0 496955000.0 -1.26 4.029 [-1.26]
1.17489e+16 8.85811e+16 2224010000000.0 417140000000.0 98836700.0 0.0 0.0 282917000000.0 41167300000.0 441294000.0 -1.24 4.027 [-1.24]
1.17489e+16 8.48236e+16 2152870000000.0 386682000000.0 85206000.0 0.0 0.0 274156000000.0 37804800000.0 392140000.0 -1.22 4.025 [-1.22]
1.17489e+16 8.12045e+16 2083430000000.0 358246000000.0 73434200.0 0.0 0.0 265589000000.0 34691600000.0 348414000.0 -1.2 4.024 [-1.2]
1.17489e+16 7.7805e+16 2017370000000.0 332351000000.0 63435200.0 0.0 0.0 257424000000.0 31882400000.0 310133000.0 -1.18 4.022 [-1.18]
1.17489e+16 7.45306e+16 1952950000000.0 308173000000.0 54788300.0 0.0 0.0 249448000000.0 29284900000.0 276042000.0 -1.16 4.02 [-1.16]
1.17489e+16 7.14236e+16 1891090000000.0 285937000000.0 47384900.0 0.0 0.0 241781000000.0 26917500000.0 245969000.0 -1.14 4.019 [-1.14]
1.17489e+16 6.84624e+16 1831450000000.0 265395000000.0 41021200.0 0.0 0.0 234380000000.0 24752900000.0 219346000.0 -1.12 4.017 [-1.12]
1.17489e+16 6.56409e+16 1774010000000.0 246422000000.0 35548600.0 0.0 0.0 227242000000.0 22774300000.0 195768000.0 -1.1 4.016 [-1.1]
1.17489e+16 6.29461e+16 1718550000000.0 228860000000.0 30832300.0 0.0 0.0 220350000000.0 20958200000.0 174846000.0 -1.08 4.014 [-1.08]
1.1749e+16 6.03752e+16 1665110000000.0 212622000000.0 26768100.0 0.0 0.0 213704000000.0 19295100000.0 156283000.0 -1.06 4.012 [-1.06]
1.1749e+16 5.79223e+16 1613610000000.0 197605000000.0 23263000.0 0.0 0.0 207298000000.0 17771700000.0 139803000.0 -1.04 4.011 [-1.04]
1.17489e+16 5.55905e+16 1564190000000.0 183771000000.0 20245600.0 0.0 0.0 201154000000.0 16378100000.0 125199000.0 -1.02 4.009 [-1.02]
1.17489e+16 5.33575e+16 1516430000000.0 170926000000.0 17632100.0 0.0 0.0 195211000000.0 15101200000.0 112185000.0 -1.0 4.008 [-1.0]
1.1749e+16 5.12233e+16 1470380000000.0 159028000000.0 15370900.0 0.0 0.0 189483000000.0 13927100000.0 100600000.0 -0.98 4.006 [-0.98]
1.1749e+16 4.91879e+16 1426080000000.0 148026000000.0 13415400.0 0.0 0.0 183974000000.0 12853900000.0 90293800.0 -0.96 4.005 [-0.96]
1.1749e+16 4.72433e+16 1383400000000.0 137838000000.0 11721100.0 0.0 0.0 178671000000.0 11867700000.0 81109700.0 -0.94 4.003 [-0.94]
1.17489e+16 4.53859e+16 1342320000000.0 128402000000.0 10252100.0 0.0 0.0 173568000000.0 10963300000.0 72921300.0 -0.92 4.002 [-0.92]
1.1749e+16 4.36131e+16 1302790000000.0 119669000000.0 8977720.0 0.0 0.0 168661000000.0 10135200000.0 65618800.0 -0.9 4.0 [-0.9]
1.17489e+16 4.19164e+16 1264690000000.0 111565000000.0 7869760.0 0.0 0.0 163937000000.0 9371300000.0 59093000.0 -0.88 3.999 [-0.88]
1.17489e+16 4.02964e+16 1228030000000.0 104060000000.0 6906820.0 0.0 0.0 159395000000.0 8671380000.0 53264600.0 -0.86 3.997 [-0.86]
1.1749e+16 3.87458e+16 1192700000000.0 97094100000.0 6068030.0 0.0 0.0 155024000000.0 8026560000.0 48048900.0 -0.84 3.996 [-0.84]
1.1749e+16 3.72678e+16 1158790000000.0 90650500000.0 5338440.0 0.0 0.0 150831000000.0 7437200000.0 43388800.0 -0.82 3.994 [-0.82]
1.1749e+16 3.58525e+16 1126100000000.0 84664500000.0 4701530.0 0.0 0.0 146795000000.0 6893650000.0 39211600.0 -0.8 3.993 [-0.8]
1.1749e+16 3.44989e+16 1094630000000.0 79109200000.0 4145430.0 0.0 0.0 142915000000.0 6393550000.0 35467400.0 -0.78 3.991 [-0.78]
1.1749e+16 3.32041e+16 1064340000000.0 73951700000.0 3659390.0 0.0 0.0 139185000000.0 5933270000.0 32108800.0 -0.76 3.99 [-0.76]
1.1749e+16 3.19654e+16 1035180000000.0 69161800000.0 3234130.0 0.0 0.0 135600000000.0 5509430000.0 29093500.0 -0.74 3.989 [-0.74]
1.1749e+16 3.07799e+16 1007100000000.0 64711400000.0 2861640.0 0.0 0.0 132154000000.0 5118900000.0 26384300.0 -0.72 3.987 [-0.72]
1.1749e+16 2.96453e+16 980059000000.0 60574800000.0 2535010.0 0.0 0.0 128842000000.0 4758930000.0 23948200.0 -0.7 3.986 [-0.7]
1.1749e+16 2.8559e+16 954021000000.0 56728400000.0 2248290.0 0.0 0.0 125658000000.0 4426930000.0 21755800.0 -0.68 3.984 [-0.68]
1.1749e+16 2.75187e+16 928943000000.0 53150300000.0 1996330.0 0.0 0.0 122598000000.0 4120580000.0 19781100.0 -0.66 3.983 [-0.66]
1.1749e+16 2.65224e+16 904788000000.0 49820400000.0 1774670.0 0.0 0.0 119656000000.0 3837770000.0 18001100.0 -0.64 3.982 [-0.64]
1.1749e+16 2.55679e+16 881515000000.0 46720100000.0 1579440.0 0.0 0.0 116828000000.0 3576490000.0 16395200.0 -0.62 3.98 [-0.62]
1.1749e+16 2.46533e+16 859091000000.0 43832300000.0 1407310.0 0.0 0.0 114109000000.0 3335010000.0 14945300.0 -0.6 3.979 [-0.6]
1.1749e+16 2.37766e+16 837479000000.0 41141200000.0 1255370.0 0.0 0.0 111494000000.0 3111700000.0 13635100.0 -0.58 3.977 [-0.58]
1.1749e+16 2.29362e+16 816648000000.0 38632400000.0 1121110.0 0.0 0.0 108980000000.0 2905060000.0 12450100.0 -0.56 3.976 [-0.56]
1.1749e+16 2.21303e+16 796563000000.0 36292400000.0 1002330.0 0.0 0.0 106563000000.0 2713760000.0 11377500.0 -0.54 3.975 [-0.54]
1.1749e+16 2.13573e+16 777193000000.0 34108800000.0 897140.0 0.0 0.0 104238000000.0 2536510000.0 10405900.0 -0.52 3.973 [-0.52]
1.1749e+16 2.06156e+16 758510000000.0 32070100000.0 803874.0 0.0 0.0 102001000000.0 2372220000.0 9524980.0 -0.5 3.972 [-0.5]
1.1749e+16 1.9904e+16 740485000000.0 30166100000.0 721093.0 0.0 0.0 99849300000.0 2219850000.0 8725690.0 -0.48 3.971 [-0.48]
1.1749e+16 1.92209e+16 723091000000.0 28387000000.0 647541.0 0.0 0.0 97779200000.0 2078480000.0 7999880.0 -0.46 3.969 [-0.46]
1.1749e+16 1.85652e+16 706301000000.0 26723800000.0 582114.0 0.0 0.0 95787400000.0 1947220000.0 7340240.0 -0.44 3.968 [-0.44]
1.1749e+16 1.79355e+16 690092000000.0 25168400000.0 523856.0 0.0 0.0 93870700000.0 1825290000.0 6740310.0 -0.42 3.967 [-0.42]
1.1749e+16 1.73306e+16 674435000000.0 23712800000.0 471918.0 0.0 0.0 92025500000.0 1711900000.0 6194160.0 -0.4 3.965 [-0.4]
1.1749e+16 1.67495e+16 659310000000.0 22350100000.0 425568.0 0.0 0.0 90249300000.0 1606440000.0 5696620.0 -0.38 3.964 [-0.38]
1.1749e+16 1.6191e+16 644693000000.0 21073800000.0 384160.0 0.0 0.0 88539000000.0 1508280000.0 5243000.0 -0.36 3.963 [-0.36]
1.1749e+16 1.56542e+16 630564000000.0 19877900000.0 347129.0 0.0 0.0 86892100000.0 1416860000.0 4829100.0 -0.34 3.961 [-0.34]
1.1749e+16 1.5138e+16 616902000000.0 18756700000.0 313977.0 0.0 0.0 85305800000.0 1331670000.0 4451150.0 -0.32 3.96 [-0.32]
1.1749e+16 1.46416e+16 603686000000.0 17705100000.0 284267.0 0.0 0.0 83777700000.0 1252250000.0 4105750.0 -0.3 3.959 [-0.3]
1.1749e+16 1.41641e+16 590900000000.0 16718300000.0 257614.0 0.0 0.0 82305300000.0 1178140000.0 3789860.0 -0.28 3.957 [-0.28]
1.1749e+16 1.37047e+16 578523000000.0 15791900000.0 233680.0 0.0 0.0 80886500000.0 1108970000.0 3500740.0 -0.26 3.956 [-0.26]
1.1749e+16 1.32625e+16 566540000000.0 14921800000.0 212165.0 0.0 0.0 79519000000.0 1044360000.0 3235920.0 -0.24 3.955 [-0.24]
1.1749e+16 1.28368e+16 554934000000.0 14104200000.0 192805.0 0.0 0.0 78200600000.0 983972000.0 2993190.0 -0.22 3.953 [-0.22]
1.1749e+16 1.2427e+16 543689000000.0 13335600000.0 175368.0 0.0 0.0 76929500000.0 927501000.0 2770520.0 -0.2 3.952 [-0.2]
1.1749e+16 1.20322e+16 532789000000.0 12612800000.0 159647.0 0.0 0.0 75703700000.0 874663000.0 2566120.0 -0.18 3.951 [-0.18]
1.1749e+16 1.1652e+16 522221000000.0 11932600000.0 145460.0 0.0 0.0 74521200000.0 825194000.0 2378350.0 -0.16 3.949 [-0.16]
1.1749e+16 1.12855e+16 511971000000.0 11292400000.0 132645.0 0.0 0.0 73380500000.0 778849000.0 2205740.0 -0.14 3.948 [-0.14]
1.1749e+16 1.09324e+16 502024000000.0 10689500000.0 121059.0 0.0 0.0 72279700000.0 735414000.0 2046940.0 -0.12 3.947 [-0.12]
1.1749e+16 1.05919e+16 492370000000.0 10121500000.0 110574.0 0.0 0.0 71217400000.0 694680000.0 1900760.0 -0.1 3.945 [-0.1]
1.1749e+16 1.02637e+16 482995000000.0 9586200000.0 101076.0 0.0 0.0 70191900000.0 656457000.0 1766090.0 -0.08 3.944 [-0.08]
1.1749e+16 9947060000000000.0 473889000000.0 9081440000.0 92465.8 0.0 0.0 69201800000.0 620570000.0 1641940.0 -0.06 3.942 [-0.06]
1.1749e+16 9641620000000000.0 465039000000.0 8605320000.0 84652.9 0.0 0.0 68245600000.0 586858000.0 1527420.0 -0.04 3.941 [-0.04]
1.1749e+16 9346920000000000.0 456437000000.0 8156060000.0 77557.6 0.0 0.0 67322200000.0 555179000.0 1421710.0 -0.02 3.94 [-0.02]
1.1749e+16 9062440000000000.0 448069000000.0 7731890000.0 0.0 0.0 0.0 66429900000.0 525367000.0 1324070.0 -0.0 3.938 [-0.0]
