# %ECSV 1.0
# ---
# datatype:
# - {name: H, datatype: float64}
# - {name: H+, datatype: float64}
# - {name: C+, datatype: float64}
# - {name: C+2, datatype: float64}
# - {name: C+3, datatype: float64}
# - {name: O+5, datatype: float64}
# - {name: O+6, datatype: float64}
# - {name: Si+, datatype: float64}
# - {name: Si+2, datatype: float64}
# - {name: Si+3, datatype: float64}
# - {name: log_nH, datatype: float64}
# - {name: parameters, datatype: string, subtype: 'float64[1]'}
# schema: astropy-2.0
H H+ C+ C+2 C+3 O+5 O+6 Si+ Si+2 Si+3 log_nH parameters
158489000000000.0 6570420000000000.0 481665000000.0 531039000000.0 2863070000.0 0.0 0.0 76186700000.0 42433100000.0 3788860000.0 -2.08 [-2.08]
158489000000000.0 6259100000000000.0 470902000000.0 495082000000.0 2466010000.0 0.0 0.0 74499100000.0 38909600000.0 3352640000.0 -2.06 [-2.06]
158489000000000.0 5962670000000000.0 460136000000.0 461324000000.0 2122520000.0 0.0 0.0 72781200000.0 35635000000.0 2965130000.0 -2.04 [-2.04]
158489000000000.0 5680430000000000.0 449381000000.0 429651000000.0 1825610000.0 0.0 0.0 71038400000.0 32597000000.0 2621180000.0 -2.02 [-2.02]
158489000000000.0 5411710000000000.0 438651000000.0 399954000000.0 1569210000.0 0.0 0.0 69276000000.0 29782900000.0 2316140000.0 -2.0 [-2.0]
158489000000000.0 5155860000000000.0 427960000000.0 372129000000.0 1347980000.0 0.0 0.0 67499400000.0 27180600000.0 2045820000.0 -1.98 [-1.98]
158489000000000.0 4912280000000000.0 417321000000.0 346075000000.0 1157240000.0 0.0 0.0 65713600000.0 24778100000.0 1806430000.0 -1.96 [-1.96]
158489000000000.0 4680410000000000.0 406748000000.0 321698000000.0 992935000.0 0.0 0.0 63923600000.0 22563800000.0 1594580000.0 -1.94 [-1.94]
158489000000000.0 4459670000000000.0 396253000000.0 298904000000.0 851507000.0 0.0 0.0 62134100000.0 20526100000.0 1407220000.0 -1.92 [-1.92]
158489000000000.0 4249570000000000.0 385849000000.0 277605000000.0 729868000.0 0.0 0.0 60349700000.0 18654000000.0 1241620000.0 -1.9 [-1.9]
158489000000000.0 4049600000000000.0 375548000000.0 257720000000.0 625327000.0 0.0 0.0 58574600000.0 16937100000.0 1095330000.0 -1.88 [-1.88]
158489000000000.0 3859290000000000.0 365363000000.0 239164000000.0 535542000.0 0.0 0.0 56813000000.0 15364500000.0 966173000.0 -1.86 [-1.86]
158489000000000.0 3679180000000000.0 355360000000.0 221956000000.0 458785000.0 0.0 0.0 55078400000.0 13934300000.0 852650000.0 -1.84 [-1.84]
158489000000000.0 3506810000000000.0 345436000000.0 205829000000.0 392649000.0 0.0 0.0 53355300000.0 12620400000.0 752036000.0 -1.82 [-1.82]
158489000000000.0 3342800000000000.0 335658000000.0 190810000000.0 335954000.0 0.0 0.0 51656300000.0 11422100000.0 663301000.0 -1.8 [-1.8]
158489000000000.0 3186740000000000.0 326034000000.0 176832000000.0 287378000.0 0.0 0.0 49984500000.0 10330700000.0 585064000.0 -1.78 [-1.78]
158489000000000.0 3038260000000000.0 316573000000.0 163832000000.0 245780000.0 0.0 0.0 48342400000.0 9338040000.0 516101000.0 -1.76 [-1.76]
158489000000000.0 2897000000000000.0 307283000000.0 151748000000.0 210175000.0 0.0 0.0 46732600000.0 8436230000.0 455326000.0 -1.74 [-1.74]
158489000000000.0 2762900000000000.0 298189000000.0 140544000000.0 179756000.0 0.0 0.0 45160300000.0 7619810000.0 401854000.0 -1.72 [-1.72]
158489000000000.0 2635070000000000.0 289259000000.0 130120000000.0 153696000.0 0.0 0.0 43621000000.0 6877960000.0 354663000.0 -1.7 [-1.7]
158489000000000.0 2513460000000000.0 280518000000.0 120447000000.0 131415000.0 0.0 0.0 42119400000.0 6206250000.0 313088000.0 -1.68 [-1.68]
158489000000000.0 2397800000000000.0 271971000000.0 111476000000.0 112371000.0 0.0 0.0 40656900000.0 5598600000.0 276461000.0 -1.66 [-1.66]
158489000000000.0 2286610000000000.0 263530000000.0 103073000000.0 95976600.0 0.0 0.0 39219300000.0 5043340000.0 243950000.0 -1.64 [-1.64]
158489000000000.0 2183130000000000.0 255470000000.0 95452400000.0 82192800.0 0.0 0.0 37852400000.0 4553380000.0 215760000.0 -1.62 [-1.62]
158489000000000.0 2083150000000000.0 247488000000.0 88283800000.0 70278200.0 0.0 0.0 36506100000.0 4103530000.0 190630000.0 -1.6 [-1.6]
158489000000000.0 1988480000000000.0 239745000000.0 81676600000.0 60136200.0 0.0 0.0 35207200000.0 3699920000.0 168558000.0 -1.58 [-1.58]
158489000000000.0 1898430000000000.0 232207000000.0 75561700000.0 51473000.0 0.0 0.0 33949900000.0 3336080000.0 149103000.0 -1.56 [-1.56]
158489000000000.0 1812770000000000.0 224876000000.0 69904400000.0 44072900.0 0.0 0.0 32734400000.0 3008240000.0 131951000.0 -1.54 [-1.54]
158489000000000.0 1731280000000000.0 217750000000.0 64672000000.0 37751400.0 0.0 0.0 31560300000.0 2712940000.0 116825000.0 -1.52 [-1.52]
158489000000000.0 1652990000000000.0 210760000000.0 59786900000.0 32313700.0 0.0 0.0 30415700000.0 2444590000.0 103394000.0 -1.5 [-1.5]
158489000000000.0 1579250000000000.0 204043000000.0 55316500000.0 27703000.0 0.0 0.0 29323200000.0 2205370000.0 91629500.0 -1.48 [-1.48]
158489000000000.0 1509090000000000.0 197528000000.0 51185100000.0 23762400.0 0.0 0.0 28270700000.0 1990070000.0 81246400.0 -1.46 [-1.46]
158489000000000.0 1442960000000000.0 191274000000.0 47403600000.0 20416000.0 0.0 0.0 27267500000.0 1797580000.0 72137700.0 -1.44 [-1.44]
158489000000000.0 1379410000000000.0 185157000000.0 43874800000.0 17532500.0 0.0 0.0 26292300000.0 1623050000.0 64034600.0 -1.42 [-1.42]
158489000000000.0 1319010000000000.0 179243000000.0 40619200000.0 15068000.0 0.0 0.0 25355600000.0 1466490000.0 56880600.0 -1.4 [-1.4]
158489000000000.0 1261420000000000.0 173510000000.0 37607600000.0 12956600.0 0.0 0.0 24454300000.0 1324980000.0 50549800.0 -1.38 [-1.38]
158489000000000.0 1206510000000000.0 167956000000.0 34821700000.0 11147000.0 0.0 0.0 23587400000.0 1197050000.0 44945400.0 -1.36 [-1.36]
158489000000000.0 1154310000000000.0 162595000000.0 32252400000.0 9598610.0 0.0 0.0 22756000000.0 1082300000.0 39991600.0 -1.34 [-1.34]
158489000000000.0 1104590000000000.0 157414000000.0 29879100000.0 8271560.0 0.0 0.0 21957900000.0 978901000.0 35606100.0 -1.32 [-1.32]
158489000000000.0 1057220000000000.0 152409000000.0 27687000000.0 7133590.0 0.0 0.0 21192100000.0 885713000.0 31721900.0 -1.3 [-1.3]
158489000000000.0 1012100000000000.0 147575000000.0 25662200000.0 6157200.0 0.0 0.0 20457500000.0 801697000.0 28280000.0 -1.28 [-1.28]
158489000000000.0 968919000000000.0 142887000000.0 23783500000.0 5316380.0 0.0 0.0 19749700000.0 725753000.0 25219600.0 -1.26 [-1.26]
158489000000000.0 927791000000000.0 138366000000.0 22049400000.0 4594710.0 0.0 0.0 19071600000.0 657186000.0 22506800.0 -1.24 [-1.24]
158489000000000.0 888740000000000.0 134022000000.0 20453600000.0 3976130.0 0.0 0.0 18424300000.0 595510000.0 20105500.0 -1.22 [-1.22]
158489000000000.0 851658000000000.0 129848000000.0 18984800000.0 3445390.0 0.0 0.0 17806300000.0 540001000.0 17978400.0 -1.2 [-1.2]
158489000000000.0 816151000000000.0 125806000000.0 17621700000.0 2987100.0 0.0 0.0 17211600000.0 489668000.0 16082900.0 -1.18 [-1.18]
158489000000000.0 782104000000000.0 121888000000.0 16355100000.0 2590890.0 0.0 0.0 16638700000.0 443959000.0 14392200.0 -1.16 [-1.16]
158489000000000.0 749982000000000.0 118154000000.0 15197000000.0 2251860.0 0.0 0.0 16095900000.0 403048000.0 12898600.0 -1.14 [-1.14]
158489000000000.0 718985000000000.0 114514000000.0 14114100000.0 1957030.0 0.0 0.0 15569900000.0 365648000.0 11559500.0 -1.12 [-1.12]
158489000000000.0 689743000000000.0 111047000000.0 13124000000.0 1704420.0 0.0 0.0 15071800000.0 332160000.0 10375400.0 -1.1 [-1.1]
158489000000000.0 661666000000000.0 107686000000.0 12202600000.0 1485140.0 0.0 0.0 14591800000.0 301666000.0 9315930.0 -1.08 [-1.08]
158489000000000.0 634857000000000.0 104449000000.0 11350100000.0 1295430.0 0.0 0.0 14132000000.0 274035000.0 8371030.0 -1.06 [-1.06]
158489000000000.0 609260000000000.0 101331000000.0 10561100000.0 1131170.0 0.0 0.0 13691500000.0 249001000.0 7527810.0 -1.04 [-1.04]
158489000000000.0 584811000000000.0 98327700000.0 9830730000.0 988814.0 0.0 0.0 13269500000.0 226300000.0 6774790.0 -1.02 [-1.02]
158489000000000.0 561454000000000.0 95435400000.0 9154410000.0 865318.0 0.0 0.0 12865200000.0 205707000.0 6101880.0 -1.0 [-1.0]
158489000000000.0 539117000000000.0 92647800000.0 8527500000.0 758038.0 0.0 0.0 12477600000.0 186958000.0 5499910.0 -0.98 [-0.98]
158489000000000.0 517759000000000.0 89962000000.0 7946430000.0 664778.0 0.0 0.0 12106000000.0 169907000.0 4961140.0 -0.96 [-0.96]
158489000000000.0 497342000000000.0 87375800000.0 7407930000.0 583650.0 0.0 0.0 11750000000.0 154426000.0 4478740.0 -0.94 [-0.94]
158489000000000.0 477823000000000.0 84885600000.0 6908730000.0 513006.0 0.0 0.0 11408800000.0 140365000.0 4046510.0 -0.92 [-0.92]
158489000000000.0 459156000000000.0 82487700000.0 6445800000.0 451430.0 0.0 0.0 11081800000.0 127589000.0 3658940.0 -0.9 [-0.9]
158489000000000.0 441301000000000.0 80178800000.0 6016370000.0 397703.0 0.0 0.0 10768400000.0 115977000.0 3311180.0 -0.88 [-0.88]
158489000000000.0 424220000000000.0 77955400000.0 5617880000.0 350776.0 0.0 0.0 10468000000.0 105420000.0 2998920.0 -0.86 [-0.86]
158489000000000.0 407874000000000.0 75814300000.0 5247970000.0 309745.0 0.0 0.0 10180100000.0 95818600.0 2718320.0 -0.84 [-0.84]
158489000000000.0 392230000000000.0 73752300000.0 4904460000.0 273833.0 0.0 0.0 9903950000.0 87083800.0 2465980.0 -0.82 [-0.82]
158489000000000.0 377253000000000.0 71766500000.0 4585360000.0 242367.0 0.0 0.0 9639190000.0 79136400.0 2238910.0 -0.8 [-0.8]
158489000000000.0 362910000000000.0 69853500000.0 4288780000.0 214766.0 0.0 0.0 9385220000.0 71899200.0 2034390.0 -0.78 [-0.78]
158489000000000.0 349175000000000.0 68011000000.0 4013100000.0 190532.0 0.0 0.0 9141660000.0 65314400.0 1850090.0 -0.76 [-0.76]
158489000000000.0 336018000000000.0 66236000000.0 3756700000.0 169230.0 0.0 0.0 8908000000.0 59317200.0 1683850.0 -0.74 [-0.74]
158489000000000.0 323410000000000.0 64525700000.0 3518150000.0 150485.0 0.0 0.0 8683790000.0 53855700.0 1533800.0 -0.72 [-0.72]
158489000000000.0 311326000000000.0 62877800000.0 3296120000.0 133972.0 0.0 0.0 8468640000.0 48881500.0 1398250.0 -0.7 [-0.7]
158489000000000.0 299744000000000.0 61289500000.0 3089380000.0 119409.0 0.0 0.0 8262130000.0 44350400.0 1275720.0 -0.68 [-0.68]
158489000000000.0 288638000000000.0 59758700000.0 2896810000.0 106552.0 0.0 0.0 8063870000.0 40223000.0 1164870.0 -0.66 [-0.66]
158489000000000.0 277986000000000.0 58282900000.0 2717350000.0 95189.5 0.0 0.0 7873520000.0 36463200.0 1064500.0 -0.64 [-0.64]
158489000000000.0 267769000000000.0 56860000000.0 2550060000.0 85136.0 0.0 0.0 7690720000.0 33038100.0 973566.0 -0.62 [-0.62]
158489000000000.0 257967000000000.0 55487800000.0 2394040000.0 76231.2 0.0 0.0 7515150000.0 29918100.0 891108.0 -0.6 [-0.6]
158489000000000.0 248560000000000.0 54164400000.0 2248470000.0 68335.3 0.0 0.0 7346490000.0 27076500.0 816281.0 -0.58 [-0.58]
158489000000000.0 239530000000000.0 52887700000.0 2112590000.0 61326.0 0.0 0.0 7184430000.0 24488800.0 748325.0 -0.56 [-0.56]
158489000000000.0 230860000000000.0 51655800000.0 1985720000.0 55097.2 0.0 0.0 7028670000.0 22132600.0 686562.0 -0.54 [-0.54]
158489000000000.0 222535000000000.0 50466900000.0 1867190000.0 49556.0 0.0 0.0 6878970000.0 19988100.0 630386.0 -0.52 [-0.52]
158489000000000.0 214539000000000.0 49319300000.0 1756430000.0 44621.2 0.0 0.0 6735050000.0 18037000.0 579254.0 -0.5 [-0.5]
158489000000000.0 206858000000000.0 48211300000.0 1652880000.0 40221.6 0.0 0.0 6596650000.0 16261900.0 532675.0 -0.48 [-0.48]
158489000000000.0 199476000000000.0 47141300000.0 1556020000.0 36294.8 0.0 0.0 6463540000.0 14647700.0 490212.0 -0.46 [-0.46]
158489000000000.0 192380000000000.0 46107600000.0 1465380000.0 32786.3 0.0 0.0 6335490000.0 13180500.0 451471.0 -0.44 [-0.44]
158489000000000.0 185560000000000.0 45108900000.0 1380540000.0 29648.3 0.0 0.0 6212280000.0 11847200.0 416100.0 -0.42 [-0.42]
158489000000000.0 179001000000000.0 44143700000.0 1301090000.0 26838.7 0.0 0.0 6093700000.0 10636500.0 383782.0 -0.4 [-0.4]
158489000000000.0 172692000000000.0 43210500000.0 1226650000.0 24320.3 0.0 0.0 5979550000.0 9537760.0 354231.0 -0.38 [-0.38]
158489000000000.0 166599000000000.0 42304400000.0 1156630000.0 22056.0 0.0 0.0 5869200000.0 8538850.0 327141.0 -0.36 [-0.36]
158489000000000.0 160761000000000.0 41431700000.0 1091240000.0 20027.0 0.0 0.0 5763390000.0 7636530.0 302383.0 -0.34 [-0.34]
158489000000000.0 155142000000000.0 40587300000.0 1029900000.0 18202.7 0.0 0.0 5661460000.0 6819240.0 279693.0 -0.32 [-0.32]
158489000000000.0 149755000000000.0 39773300000.0 972550000.0 16564.0 0.0 0.0 5563660000.0 6081960.0 258920.0 -0.3 [-0.3]
158489000000000.0 144546000000000.0 38981900000.0 918504000.0 15084.3 0.0 0.0 5469010000.0 5413720.0 239820.0 -0.28 [-0.28]
158489000000000.0 139529000000000.0 38215300000.0 867743000.0 13749.8 0.0 0.0 5377770000.0 4810130.0 222277.0 -0.26 [-0.26]
158489000000000.0 134697000000000.0 37472800000.0 820062000.0 12545.1 0.0 0.0 5289820000.0 4266220.0 206154.0 -0.24 [-0.24]
158489000000000.0 130042000000000.0 36753200000.0 775259000.0 11456.6 0.0 0.0 5205030000.0 3776560.0 191327.0 -0.22 [-0.22]
158489000000000.0 125556000000000.0 36055400000.0 733128000.0 10472.0 0.0 0.0 5123230000.0 3336050.0 177679.0 -0.2 [-0.2]
158489000000000.0 121230000000000.0 35379000000.0 692884000.0 9578.0 0.0 0.0 5044280000.0 2940000.0 165108.0 -0.18 [-0.18]
158489000000000.0 117060000000000.0 34722900000.0 654860000.0 8767.43 0.0 0.0 4968110000.0 2585130.0 153522.0 -0.16 [-0.16]
158489000000000.0 113040000000000.0 34086000000.0 619045000.0 8032.27 0.0 0.0 4894600000.0 2267670.0 142837.0 -0.14 [-0.14]
158489000000000.0 109161000000000.0 33467400000.0 585290000.0 7364.8 0.0 0.0 4823610000.0 1984100.0 132974.0 -0.12 [-0.12]
158489000000000.0 105421000000000.0 32866700000.0 553488000.0 6758.44 0.0 0.0 4755100000.0 1731520.0 123868.0 -0.1 [-0.1]
158489000000000.0 101811000000000.0 32282500000.0 523485000.0 6206.85 0.0 0.0 4688880000.0 1506690.0 115450.0 -0.08 [-0.08]
158489000000000.0 98316600000000.0 31712500000.0 495108000.0 5704.02 0.0 0.0 4624720000.0 1307150.0 107657.0 -0.06 [-0.06]
158489000000000.0 94954600000000.0 31159900000.0 468414000.0 5246.66 0.0 0.0 4562920000.0 1130710.0 100456.0 -0.04 [-0.04]
158489000000000.0 91718400000000.0 30623700000.0 443286000.0 0.0 0.0 0.0 4503370000.0 975016.0 93795.1 -0.02 [-0.02]
158489000000000.0 88583000000000.0 30099500000.0 419487000.0 0.0 0.0 0.0 4445590000.0 837883.0 87615.6 -0.0 [-0.0]
