# %ECSV 1.0
# ---
# datatype:
# - {name: H, datatype: float64}
# - {name: H+, datatype: float64}
# - {name: C+, datatype: float64}
# - {name: C+2, datatype: float64}
# - {name: C+3, datatype: float64}
# - {name: N+, datatype: float64}
# - {name: N+2, datatype: float64}
# - {name: N+4, datatype: float64}
# - {name: O, datatype: float64}
# - {name: O+2, datatype: float64}
# - {name: O+5, datatype: float64}
# - {name: O+6, datatype: float64}
# - {name: P+, datatype: float64}
# - {name: Si+, datatype: float64}
# - {name: Si+2, datatype: float64}
# - {name: Si+3, datatype: float64}
# - {name: Si+4, datatype: float64}
# - {name: log_nH, datatype: float64}
# - {name: parameters, datatype: string, subtype: 'float64[1]'}
# schema: astropy-2.0
H H+ C+ C+2 C+3 N+ N+2 N+4 O O+2 O+5 O+6 P+ Si+ Si+2 Si+3 Si+4 log_nH parameters
22908700000000.0 3990600000000000.0 988674000000.0 8357490000000.0 1294390000000.0 239439000000.0 1812680000000.0 59203100000.0 8200080000.0 12484000000000.0 7996270000.0 135505000.0 2406180000.0 348858000000.0 245646000000.0 511036000000.0 186044000000.0 -3.84 [-3.84]
22908700000000.0 3772330000000000.0 977499000000.0 7925430000000.0 1171200000000.0 243880000000.0 1725610000000.0 51023300000.0 9001800000.0 11911000000000.0 6521590000.0 105457000.0 2395020000.0 355287000000.0 232705000000.0 473454000000.0 161102000000.0 -3.82 [-3.82]
22908700000000.0 3566950000000000.0 966416000000.0 7514410000000.0 1058800000000.0 248177000000.0 1641280000000.0 43954100000.0 9864420000.0 11348100000000.0 5313250000.0 82009700.0 2380270000.0 360633000000.0 219801000000.0 437743000000.0 139198000000.0 -3.8 [-3.8]
22908700000000.0 3373800000000000.0 955478000000.0 7123780000000.0 956329000000.0 252320000000.0 1559770000000.0 37850600000.0 10790100000.0 10797200000000.0 4324710000.0 63738200.0 2362270000.0 364880000000.0 207040000000.0 403954000000.0 120030000000.0 -3.78 [-3.78]
22908700000000.0 3192120000000000.0 944707000000.0 6752640000000.0 862990000000.0 256301000000.0 1481090000000.0 32583700000.0 11781100000.0 10259400000000.0 3516840000.0 49511100.0 2341330000.0 368025000000.0 194505000000.0 372104000000.0 103305000000.0 -3.76 [-3.76]
22908700000000.0 3021280000000000.0 934134000000.0 6400230000000.0 778058000000.0 260115000000.0 1405270000000.0 28041700000.0 12839500000.0 9735950000000.0 2857460000.0 38443900.0 2317780000.0 370082000000.0 182276000000.0 342195000000.0 88757500000.0 -3.74 [-3.74]
22908700000000.0 2860640000000000.0 923781000000.0 6065750000000.0 700850000000.0 263752000000.0 1332330000000.0 24127200000.0 13967100000.0 9227940000000.0 2319890000.0 29841500.0 2291930000.0 371080000000.0 170418000000.0 314208000000.0 76139100000.0 -3.72 [-3.72]
22908700000000.0 2709590000000000.0 913656000000.0 5748380000000.0 630736000000.0 267207000000.0 1262230000000.0 20754800000.0 15165300000.0 8736150000000.0 1882070000.0 23159000.0 2264030000.0 371060000000.0 158986000000.0 288104000000.0 65222400000.0 -3.7 [-3.7]
22908700000000.0 2567570000000000.0 903776000000.0 5447370000000.0 567135000000.0 270474000000.0 1194960000000.0 17851000000.0 16435600000.0 8261300000000.0 1525880000.0 17971300.0 2234380000.0 370073000000.0 148024000000.0 263835000000.0 55802000000.0 -3.68 [-3.68]
22908700000000.0 2434070000000000.0 894151000000.0 5161990000000.0 509508000000.0 273545000000.0 1130500000000.0 15351600000.0 17778800000.0 7803960000000.0 1236380000.0 13946000.0 2203220000.0 368179000000.0 137566000000.0 241337000000.0 47691900000.0 -3.66 [-3.66]
22908700000000.0 2308550000000000.0 884780000000.0 4891490000000.0 457351000000.0 276416000000.0 1068800000000.0 13201100000.0 19195500000.0 7364500000000.0 1001290000.0 10823700.0 2170790000.0 365447000000.0 127635000000.0 220538000000.0 40723800000.0 -3.64 [-3.64]
22908700000000.0 2190520000000000.0 875654000000.0 4635130000000.0 410196000000.0 279080000000.0 1009780000000.0 11350900000.0 20686500000.0 6943080000000.0 810512000.0 8402040.0 2137260000.0 361947000000.0 118242000000.0 201354000000.0 34747700000.0 -3.62 [-3.62]
22908700000000.0 2079520000000000.0 866767000000.0 4392200000000.0 367612000000.0 281534000000.0 953408000000.0 9759600000.0 22251600000.0 6539800000000.0 655805000.0 6524080.0 2102840000.0 357756000000.0 109391000000.0 183698000000.0 29630900000.0 -3.6 [-3.6]
22908700000000.0 1975110000000000.0 858102000000.0 4162010000000.0 329197000000.0 283772000000.0 899589000000.0 8390950000.0 23890900000.0 6154570000000.0 530418000.0 5067610.0 2067670000.0 352947000000.0 101080000000.0 167480000000.0 25255700000.0 -3.58 [-3.58]
22908700000000.0 1876850000000000.0 849644000000.0 3943890000000.0 294578000000.0 285791000000.0 848252000000.0 7213890000.0 25604100000.0 5787210000000.0 428845000.0 3937860.0 2031900000.0 347595000000.0 93298700000.0 152607000000.0 21518900000.0 -3.56 [-3.56]
22908700000000.0 1784090000000000.0 841348000000.0 3736620000000.0 263338000000.0 287581000000.0 799186000000.0 6199140000.0 27393600000.0 5436460000000.0 346432000.0 3059530.0 1995520000.0 341749000000.0 86013600000.0 138954000000.0 18323800000.0 -3.54 [-3.54]
22908700000000.0 1696990000000000.0 833246000000.0 3540760000000.0 235314000000.0 289148000000.0 752570000000.0 5328850000.0 29252600000.0 5103910000000.0 279891000.0 2379630.0 1958870000.0 335522000000.0 79245500000.0 126502000000.0 15606500000.0 -3.52 [-3.52]
