# %ECSV 1.0
# ---
# datatype:
# - {name: H, datatype: float64}
# - {name: H+, datatype: float64}
# - {name: C+, datatype: float64}
# - {name: C+2, datatype: float64}
# - {name: C+3, datatype: float64}
# - {name: N+, datatype: float64}
# - {name: N+2, datatype: float64}
# - {name: N+4, datatype: float64}
# - {name: O, datatype: float64}
# - {name: O+2, datatype: float64}
# - {name: O+5, datatype: float64}
# - {name: O+6, datatype: float64}
# - {name: P+, datatype: float64}
# - {name: Si+, datatype: float64}
# - {name: Si+2, datatype: float64}
# - {name: Si+3, datatype: float64}
# - {name: Si+4, datatype: float64}
# - {name: log_nH, datatype: float64}
# - {name: log_Te, datatype: float64}
# - {name: parameters, datatype: string, subtype: 'float64[1]'}
# schema: astropy-2.0
H H+ C+ C+2 C+3 N+ N+2 N+4 O O+2 O+5 O+6 P+ Si+ Si+2 Si+3 Si+4 log_nH log_Te parameters
45708800000000.0 2.18873e+18 2091900000.0 367396000000.0 1659510000000.0 149189000.0 55966600000.0 1767040000000.0 9557.12 143242000000.0 24132800000000.0 47910600000000.0 68774.9 1038930.0 58272300.0 326251000.0 44590900000.0 -5.0 4.576 [-5.0]
45708800000000.0 2.07089e+18 2278670000.0 389793000000.0 1693470000000.0 163474000.0 59861500000.0 1755750000000.0 10702.4 153966000000.0 23162300000000.0 43708900000000.0 81586.0 1244290.0 68156500.0 368958000.0 47738100000.0 -4.98 4.571 [-4.98]
45708800000000.0 1.95981e+18 2479300000.0 413020000000.0 1726010000000.0 179010000.0 63966900000.0 1741980000000.0 11985.8 165311000000.0 22184100000000.0 39803400000000.0 96611.5 1487180.0 79581700.0 416570000.0 51031100000.0 -4.96 4.566 [-4.96]
45708800000000.0 1.85505e+18 2694610000.0 437077000000.0 1757040000000.0 195888000.0 68287300000.0 1725760000000.0 13423.2 177288000000.0 21202200000000.0 36180300000000.0 114203.0 1773900.0 92766200.0 469559000.0 54470300000.0 -4.94 4.562 [-4.94]
45708800000000.0 1.75622e+18 2925450000.0 461962000000.0 1786500000000.0 214202000.0 72826100000.0 1707110000000.0 15032.2 189904000000.0 20220500000000.0 32825700000000.0 134764.0 2111660.0 107956000.0 528438000.0 58055200000.0 -4.92 4.557 [-4.92]
45708800000000.0 1.66295e+18 3172730000.0 487671000000.0 1814330000000.0 234053000.0 77586500000.0 1686080000000.0 16833.3 203168000000.0 19242900000000.0 29726400000000.0 158756.0 2508780.0 125426000.0 593748000.0 61784600000.0 -4.9 4.552 [-4.9]
45708800000000.0 1.57488e+18 3437220000.0 514189000000.0 1840470000000.0 255524000.0 82567300000.0 1662720000000.0 18846.2 217073000000.0 18273000000000.0 26868400000000.0 186695.0 2974710.0 145488000.0 666089000.0 65657200000.0 -4.88 4.548 [-4.88]
45708800000000.0 1.4917e+18 3719850000.0 541505000000.0 1864850000000.0 278720000.0 87768900000.0 1637090000000.0 21095.4 231620000000.0 17314400000000.0 24238700000000.0 219174.0 3520320.0 168486000.0 746081000.0 69670200000.0 -4.86 4.543 [-4.86]
45708800000000.0 1.41315e+18 4021820000.0 569615000000.0 1887420000000.0 303767000.0 93193500000.0 1609270000000.0 23611.0 246816000000.0 16370400000000.0 21824900000000.0 256887.0 4158000.0 194807000.0 834361000.0 73819200000.0 -4.84 4.539 [-4.84]
45708800000000.0 1.33893e+18 4343950000.0 598493000000.0 1908120000000.0 330756000.0 98835700000.0 1579320000000.0 26421.2 262646000000.0 15444400000000.0 19613700000000.0 300588.0 4901770.0 224883000.0 931643000.0 78100300000.0 -4.82 4.534 [-4.82]
45708800000000.0 1.26875e+18 4686970000.0 628108000000.0 1926910000000.0 359759000.0 104687000000.0 1547340000000.0 29555.1 279086000000.0 14538900000000.0 17592200000000.0 351118.0 5767500.0 259193000.0 1038700000.0 82508800000.0 -4.8 4.53 [-4.8]
45708800000000.0 1.20239e+18 5051810000.0 658430000000.0 1943740000000.0 390874000.0 110740000000.0 1513420000000.0 33049.0 296121000000.0 13656900000000.0 15748300000000.0 409437.0 6773150.0 298268000.0 1156320000.0 87038400000.0 -4.78 4.526 [-4.78]
45708800000000.0 1.13961e+18 5439370000.0 689425000000.0 1958550000000.0 424190000.0 116986000000.0 1477680000000.0 36942.1 313730000000.0 12800500000000.0 14070200000000.0 476620.0 7938960.0 342696000.0 1285350000.0 91681800000.0 -4.76 4.521 [-4.76]
45708800000000.0 1.0802e+18 5850500000.0 721051000000.0 1971320000000.0 459790000.0 123412000000.0 1440240000000.0 41277.8 331888000000.0 11971900000000.0 12546400000000.0 553868.0 9287690.0 393128000.0 1426660000.0 96430900000.0 -4.74 4.517 [-4.74]
45708800000000.0 1.02398e+18 6285990000.0 753262000000.0 1981990000000.0 497746000.0 130005000000.0 1401220000000.0 46103.7 350565000000.0 11172900000000.0 11166000000000.0 642510.0 10844800.0 450278000.0 1581170000.0 101276000000.0 -4.72 4.513 [-4.72]
45708800000000.0 9.70758e+17 6746650000.0 786005000000.0 1990520000000.0 538133000.0 136750000000.0 1360770000000.0 51473.8 369733000000.0 10405000000000.0 9918220000000.0 744035.0 12638700.0 514931000.0 1749860000.0 106207000000.0 -4.7 4.509 [-4.7]
45708800000000.0 9.20366e+17 7233220000.0 819222000000.0 1996890000000.0 581011000.0 143628000000.0 1319030000000.0 57447.7 389357000000.0 9669370000000.0 8792950000000.0 860084.0 14701100.0 587949000.0 1933710000.0 111213000000.0 -4.68 4.505 [-4.68]
45708800000000.0 8.72638e+17 7746240000.0 852845000000.0 2001050000000.0 626420000.0 150618000000.0 1276170000000.0 64089.3 409397000000.0 8966840000000.0 7780420000000.0 992448.0 17067200.0 670273000.0 2133800000.0 116280000000.0 -4.66 4.501 [-4.66]
45708800000000.0 8.2743e+17 8286380000.0 886802000000.0 2002970000000.0 674413000.0 157701000000.0 1232340000000.0 71474.8 429817000000.0 8298040000000.0 6871430000000.0 1143150.0 19776000.0 762928000.0 2351170000.0 121394000000.0 -4.64 4.497 [-4.64]
45708800000000.0 7.846e+17 8854080000.0 921012000000.0 2002630000000.0 725013000.0 164851000000.0 1187710000000.0 79685.5 450577000000.0 7663310000000.0 6057220000000.0 1314360.0 22870400.0 867028000.0 2586940000.0 126542000000.0 -4.62 4.493 [-4.62]
45708800000000.0 7.44021e+17 9449960000.0 955398000000.0 2000010000000.0 778261000.0 172047000000.0 1142470000000.0 88817.2 471638000000.0 7062730000000.0 5329590000000.0 1508510.0 26398000.0 983783000.0 2842220000.0 131706000000.0 -4.6 4.489 [-4.6]
45708800000000.0 7.05571e+17 10074200000.0 989865000000.0 1995090000000.0 834161000.0 179261000000.0 1096780000000.0 98972.8 492956000000.0 6496140000000.0 4680760000000.0 1728220.0 30410500.0 1114500000.0 3118170000.0 136870000000.0 -4.58 4.485 [-4.58]
45708800000000.0 6.69132e+17 10727200000.0 1024320000000.0 1987850000000.0 892722000.0 186469000000.0 1050830000000.0 110271.0 514488000000.0 5963150000000.0 4103480000000.0 1976360.0 34964900.0 1260580000.0 3415930000.0 142015000000.0 -4.56 4.481 [-4.56]
45708800000000.0 6.34603e+17 11409300000.0 1058660000000.0 1978280000000.0 953967000.0 193644000000.0 1004800000000.0 122850.0 536197000000.0 5463180000000.0 3591020000000.0 2256120.0 40123500.0 1423550000.0 3736610000.0 147122000000.0 -4.54 4.477 [-4.54]
45708800000000.0 6.01865e+17 12120300000.0 1092780000000.0 1966390000000.0 1017850000.0 200757000000.0 958832000000.0 136855.0 558032000000.0 4995370000000.0 3136910000000.0 2570790.0 45954600.0 1605040000.0 4081500000.0 152173000000.0 -4.52 4.473 [-4.52]
45708800000000.0 5.7085e+17 12859800000.0 1126550000000.0 1952170000000.0 1084330000.0 207778000000.0 913149000000.0 152448.0 579938000000.0 4559160000000.0 2735660000000.0 2923840.0 52526300.0 1806680000.0 4451490000.0 157143000000.0 -4.5 4.47 [-4.5]
45708800000000.0 5.41443e+17 13627900000.0 1159860000000.0 1935640000000.0 1153420000.0 214683000000.0 867876000000.0 169833.0 601888000000.0 4153160000000.0 2381600000000.0 3319480.0 59922300.0 2030400000.0 4847870000.0 162013000000.0 -4.48 4.466 [-4.48]
45708800000000.0 5.13568e+17 14424300000.0 1192590000000.0 1916800000000.0 1225080000.0 221444000000.0 823181000000.0 189224.0 623833000000.0 3776350000000.0 2069900000000.0 3761860.0 68225600.0 2278120000.0 5271630000.0 166760000000.0 -4.46 4.462 [-4.46]
45708800000000.0 4.87142e+17 15248100000.0 1224600000000.0 1895690000000.0 1299230000.0 228033000000.0 779211000000.0 210861.0 645724000000.0 3427510000000.0 1796020000000.0 4255400.0 77526100.0 2551860000.0 5723820000.0 171363000000.0 -4.44 4.458 [-4.44]
45708800000000.0 4.62093e+17 16099300000.0 1255790000000.0 1872340000000.0 1375900000.0 234428000000.0 736104000000.0 235034.0 667529000000.0 3105350000000.0 1555880000000.0 4805160.0 87922300.0 2853800000.0 6205230000.0 175797000000.0 -4.42 4.454 [-4.42]
45708800000000.0 4.38349e+17 16977900000.0 1286040000000.0 1846780000000.0 1455110000.0 240610000000.0 693979000000.0 262073.0 689212000000.0 2808480000000.0 1345700000000.0 5416660.0 99521100.0 3186250000.0 6716660000.0 180038000000.0 -4.4 4.45 [-4.4]
45708800000000.0 4.1584e+17 17879800000.0 1315120000000.0 1819080000000.0 1536530000.0 246536000000.0 652976000000.0 292275.0 710689000000.0 2535740000000.0 1162160000000.0 6093920.0 112416000.0 3551240000.0 7258930000.0 184063000000.0 -4.38 4.447 [-4.38]
45708800000000.0 3.94506e+17 18807500000.0 1343020000000.0 1789290000000.0 1620430000.0 252206000000.0 613172000000.0 326111.0 731964000000.0 2285570000000.0 1002120000000.0 6844270.0 126738000.0 3951500000.0 7832410000.0 187850000000.0 -4.36 4.443 [-4.36]
45708800000000.0 3.7428e+17 19757600000.0 1369540000000.0 1757470000000.0 1706590000.0 257588000000.0 574659000000.0 364004.0 752975000000.0 2056660000000.0 862819000000.0 7672910.0 142600000.0 4389360000.0 8437710000.0 191375000000.0 -4.34 4.439 [-4.34]
45708800000000.0 3.55107e+17 20728900000.0 1394550000000.0 1723710000000.0 1794970000.0 262663000000.0 537517000000.0 406471.0 773680000000.0 1847670000000.0 741811000000.0 8586060.0 160128000.0 4867290000.0 9074930000.0 194615000000.0 -4.32 4.435 [-4.32]
45708800000000.0 3.3693e+17 21720200000.0 1417950000000.0 1688100000000.0 1885570000.0 267420000000.0 501801000000.0 454105.0 794046000000.0 1657240000000.0 636854000000.0 9590430.0 179453000.0 5387920000.0 9744170000.0 197548000000.0 -4.3 4.432 [-4.3]
45708800000000.0 3.19698e+17 22729400000.0 1439600000000.0 1650730000000.0 1978310000.0 271839000000.0 467559000000.0 507564.0 814029000000.0 1484090000000.0 545977000000.0 10692600.0 200711000.0 5953760000.0 10445200000.0 200153000000.0 -4.28 4.428 [-4.28]
45708800000000.0 3.03362e+17 23754500000.0 1459380000000.0 1611720000000.0 2073150000.0 275909000000.0 434829000000.0 567588.0 833592000000.0 1326970000000.0 467425000000.0 11899100.0 224036000.0 6567310000.0 11177500000.0 202410000000.0 -4.26 4.424 [-4.26]
45708800000000.0 2.87877e+17 24793700000.0 1477190000000.0 1571170000000.0 2170070000.0 279618000000.0 403632000000.0 635026.0 852697000000.0 1184680000000.0 399633000000.0 13217100.0 249571000.0 7231060000.0 11940300000.0 204300000000.0 -4.24 4.421 [-4.24]
45708800000000.0 2.73189e+17 25845200000.0 1492940000000.0 1529200000000.0 2269070000.0 282960000000.0 373964000000.0 710865.0 871316000000.0 1056000000000.0 341193000000.0 14654100.0 277474000.0 7947680000.0 12732900000.0 205804000000.0 -4.22 4.417 [-4.22]
45708800000000.0 2.5927e+17 26904900000.0 1506520000000.0 1485990000000.0 2369970000.0 285919000000.0 345855000000.0 796090.0 889392000000.0 939960000000.0 290939000000.0 16214600.0 307850000.0 8718790000.0 13553400000.0 206908000000.0 -4.2 4.414 [-4.2]
45708800000000.0 2.46073e+17 27971000000.0 1517840000000.0 1441650000000.0 2472800000.0 288493000000.0 319280000000.0 891943.0 906901000000.0 835457000000.0 247766000000.0 17906000.0 340853000.0 9546720000.0 14400300000.0 207596000000.0 -4.18 4.41 [-4.18]
45708800000000.0 2.33565e+17 29038800000.0 1526820000000.0 1396360000000.0 2577370000.0 290673000000.0 294233000000.0 999698.0 923793000000.0 741556000000.0 210745000000.0 19731900.0 376586000.0 10432800000.0 15271400000.0 207857000000.0 -4.16 4.406 [-4.16]
45708800000000.0 2.21699e+17 30111400000.0 1533490000000.0 1350210000000.0 2684100000.0 292470000000.0 270650000000.0 1121110.0 940077000000.0 657208000000.0 179009000000.0 21703800.0 415270000.0 11380000000.0 16164400000.0 207680000000.0 -4.14 4.403 [-4.14]
45708800000000.0 2.10456e+17 31179000000.0 1537710000000.0 1303450000000.0 2792410000.0 293867000000.0 248547000000.0 1257570.0 955670000000.0 581720000000.0 151887000000.0 23818800.0 456899000.0 12387500000.0 17075900000.0 207060000000.0 -4.12 4.399 [-4.12]
45708800000000.0 1.99789e+17 32242000000.0 1539490000000.0 1256160000000.0 2902540000.0 294871000000.0 227845000000.0 1411220.0 970567000000.0 514158000000.0 128703000000.0 26084600.0 501664000.0 13457500000.0 18003200000.0 205987000000.0 -4.1 4.396 [-4.1]
45708800000000.0 1.89672e+17 33296500000.0 1538820000000.0 1208530000000.0 3014400000.0 295483000000.0 208512000000.0 1584150.0 984730000000.0 453827000000.0 108924000000.0 28502800.0 549631000.0 14589700000.0 18942300000.0 204460000000.0 -4.08 4.392 [-4.08]
45708800000000.0 1.80077e+17 34339700000.0 1535690000000.0 1160740000000.0 3127950000.0 295705000000.0 190499000000.0 1778770.0 998129000000.0 400039000000.0 92072600000.0 31074700.0 600873000.0 15783700000.0 19888900000.0 202480000000.0 -4.06 4.389 [-4.06]
45708800000000.0 1.70977e+17 35368600000.0 1530130000000.0 1112930000000.0 3243170000.0 295543000000.0 173753000000.0 1997770.0 1010740000000.0 352157000000.0 77734100000.0 33800300.0 655446000.0 17038700000.0 20838200000.0 200049000000.0 -4.04 4.386 [-4.04]
45708800000000.0 1.62339e+17 36380800000.0 1522170000000.0 1065230000000.0 3360090000.0 295000000000.0 158207000000.0 2244360.0 1022520000000.0 309567000000.0 65540500000.0 36679300.0 713421000.0 18353600000.0 21785500000.0 197170000000.0 -4.02 4.382 [-4.02]
45708800000000.0 1.54156e+17 37370600000.0 1511870000000.0 1017910000000.0 3478420000.0 294087000000.0 143839000000.0 2521390.0 1033450000000.0 271823000000.0 55205800000.0 39701700.0 774647000.0 19723700000.0 22724400000.0 193862000000.0 -4.0 4.379 [-4.0]
45708800000000.0 1.46387e+17 38337600000.0 1499260000000.0 971001000000.0 3598340000.0 292807000000.0 130556000000.0 2833150.0 1043500000000.0 238346000000.0 46437900000.0 42867900.0 839236000.0 21147700000.0 23650000000.0 190126000000.0 -3.98 4.375 [-3.98]
45708800000000.0 1.39015e+17 39278100000.0 1484440000000.0 924685000000.0 3719760000.0 291171000000.0 118311000000.0 3183680.0 1052650000000.0 208720000000.0 39014200000.0 46168000.0 907066000.0 22620500000.0 24555600000.0 185983000000.0 -3.96 4.372 [-3.96]
