H	H+	C+	C+2	C+3	N+	N+2	N+4	O	O+2	O+5	O+6	P+	Si+	Si+2	Si+3	Si+4
3.31131e+13	6.93548e+17	6.42728e+10	2.25280e+13	1.38975e+14	4.69234e+09	3.69355e+12	1.08567e+14	2.88796e+05	1.08767e+13	1.10031e+15	9.82941e+14	2.46954e+06	9.04500e+07	9.21791e+09	1.14064e+11	6.55508e+12
3.31131e+13	6.50734e+17	6.83429e+10	2.32451e+13	1.40180e+14	5.20252e+09	3.97335e+12	1.06010e+14	3.50902e+05	1.18866e+13	1.02899e+15	8.68215e+14	2.84700e+06	1.02181e+08	1.03922e+10	1.29524e+11	6.95286e+12
3.31131e+13	6.10223e+17	7.27950e+10	2.39688e+13	1.41215e+14	5.78033e+09	4.27224e+12	1.03267e+14	4.27752e+05	1.29718e+13	9.59194e+14	7.63793e+14	3.28451e+06	1.15248e+08	1.16891e+10	1.46937e+11	7.36216e+12
3.31131e+13	5.71889e+17	7.76990e+10	2.47040e+13	1.42072e+14	6.43674e+09	4.59114e+12	1.00341e+14	5.22932e+05	1.41319e+13	8.90992e+14	6.69349e+14	3.79314e+06	1.29833e+08	1.31197e+10	1.66528e+11	7.78176e+12
3.31131e+13	5.35567e+17	8.31303e+10	2.54554e+13	1.42740e+14	7.18450e+09	4.93099e+12	9.72319e+13	6.41042e+05	1.53683e+13	8.24588e+14	5.84102e+14	4.38592e+06	1.46145e+08	1.46957e+10	1.88567e+11	8.21066e+12
3.31131e+13	5.01116e+17	8.91864e+10	2.62297e+13	1.43208e+14	8.03886e+09	5.29263e+12	9.39420e+13	7.87845e+05	1.66809e+13	7.60154e+14	5.07388e+14	5.07908e+06	1.64460e+08	1.64315e+10	2.13356e+11	8.64751e+12
3.31131e+13	4.68417e+17	9.59926e+10	2.70372e+13	1.43462e+14	9.01796e+09	5.67681e+12	9.04734e+13	9.70563e+05	1.80682e+13	6.97867e+14	4.38607e+14	5.89310e+06	1.85161e+08	1.83462e+10	2.41226e+11	9.09060e+12
3.31131e+13	4.37247e+17	1.03690e+11	2.78864e+13	1.43487e+14	1.01442e+10	6.08456e+12	8.68189e+13	1.19877e+06	1.95293e+13	6.37757e+14	3.76996e+14	6.85192e+06	2.08662e+08	2.04603e+10	2.72662e+11	9.53931e+12
3.31131e+13	4.07432e+17	1.12490e+11	2.87939e+13	1.43257e+14	1.14459e+10	6.51686e+12	8.29714e+13	1.48484e+06	2.10614e+13	5.79885e+14	3.21906e+14	7.98804e+06	2.35619e+08	2.28060e+10	3.08218e+11	9.99229e+12
3.31131e+13	3.78853e+17	1.22690e+11	2.97857e+13	1.42746e+14	1.29583e+10	6.97441e+12	7.89279e+13	1.84470e+06	2.26580e+13	5.24353e+14	2.72842e+14	9.34556e+06	2.67059e+08	2.54328e+10	3.48515e+11	1.04474e+13
3.31131e+13	3.51403e+17	1.34691e+11	3.08966e+13	1.41912e+14	1.47234e+10	7.45723e+12	7.46860e+13	2.29882e+06	2.43085e+13	4.71271e+14	2.29338e+14	1.09841e+07	3.04549e+08	2.84175e+10	3.94265e+11	1.09014e+13
3.31131e+13	3.24859e+17	1.49065e+11	3.21729e+13	1.40697e+14	1.67979e+10	7.96550e+12	7.02263e+13	2.87581e+06	2.59991e+13	4.20577e+14	1.90820e+14	1.29866e+07	3.50428e+08	3.18770e+10	4.46551e+11	1.13522e+13
3.31131e+13	2.99007e+17	1.66673e+11	3.36832e+13	1.39017e+14	1.92554e+10	8.49841e+12	6.55257e+13	3.61498e+06	2.77077e+13	3.72214e+14	1.56791e+14	1.54759e+07	4.08582e+08	3.60045e+10	5.06780e+11	1.17963e+13
3.31131e+13	2.73513e+17	1.88892e+11	3.55315e+13	1.36739e+14	2.21990e+10	9.05371e+12	6.05374e+13	4.57465e+06	2.93982e+13	3.25968e+14	1.26734e+14	1.86463e+07	4.85705e+08	4.11288e+10	5.77131e+11	1.22299e+13
3.31131e+13	2.47900e+17	2.18089e+11	3.78845e+13	1.33632e+14	2.57799e+10	9.62568e+12	5.51822e+13	5.84672e+06	3.10073e+13	2.81467e+14	1.00119e+14	2.28333e+07	5.94386e+08	4.78450e+10	6.61148e+11	1.26473e+13
3.31131e+13	2.21380e+17	2.58774e+11	4.10264e+13	1.29268e+14	3.02342e+10	1.01986e+13	4.93173e+13	7.59268e+06	3.24121e+13	2.37981e+14	7.63472e+13	2.86958e+07	7.61118e+08	5.73152e+10	7.65336e+11	1.30372e+13
3.31130e+13	1.92165e+17	3.21709e+11	4.55274e+13	1.22640e+14	3.60054e+10	1.07248e+13	4.26081e+13	1.01714e+07	3.33264e+13	1.93530e+14	5.44942e+13	3.78776e+07	1.05583e+09	7.22183e+10	9.05206e+11	1.33739e+13
3.31131e+13	1.66303e+17	4.01472e+11	5.03828e+13	1.14785e+14	4.21522e+10	1.10770e+13	3.64872e+13	1.34990e+07	3.37125e+13	1.55092e+14	3.82470e+13	5.08005e+07	1.51106e+09	9.17120e+10	1.05919e+12	1.35414e+13
3.31131e+13	1.45810e+17	4.88230e+11	5.45946e+13	1.06916e+14	4.80117e+10	1.12589e+13	3.15443e+13	1.74526e+07	3.38719e+13	1.24537e+14	2.72846e+13	6.70963e+07	2.12046e+09	1.13189e+11	1.20817e+12	1.35319e+13
3.31131e+13	1.26346e+17	5.98278e+11	5.86570e+13	9.77152e+13	5.41286e+10	1.12324e+13	2.69447e+13	2.28246e+07	3.36399e+13	9.63603e+13	1.86161e+13	9.06687e+07	3.06140e+09	1.39321e+11	1.37557e+12	1.33359e+13
3.31131e+13	1.07967e+17	7.37424e+11	6.21129e+13	8.72071e+13	6.02984e+10	1.09472e+13	2.27557e+13	3.04496e+07	3.31336e+13	7.06963e+13	1.19573e+13	1.26366e+08	4.54410e+09	1.69870e+11	1.56057e+12	1.29036e+13
3.31130e+13	9.13006e+16	9.03203e+11	6.42978e+13	7.59818e+13	6.62966e+10	1.04078e+13	1.90750e+13	4.16044e+07	3.26666e+13	4.88916e+13	7.22089e+12	1.81162e+08	6.82286e+09	2.03040e+11	1.75235e+12	1.22131e+13
3.31131e+13	7.77938e+16	1.06879e+12	6.47799e+13	6.56717e+13	7.20595e+10	9.78167e+12	1.60496e+13	5.70006e+07	3.26301e+13	3.31540e+13	4.32294e+12	2.56411e+08	9.91020e+09	2.35097e+11	1.92235e+12	1.13689e+13
3.31131e+13	6.76218e+16	1.20950e+12	6.39685e+13	5.72201e+13	7.78206e+10	9.23709e+12	1.36323e+13	7.63824e+07	3.30059e+13	2.30567e+13	2.70201e+12	3.45637e+08	1.36146e+10	2.64348e+11	2.05450e+12	1.05184e+13
3.31131e+13	5.98513e+16	1.32250e+12	6.24443e+13	5.03983e+13	8.37699e+10	8.80192e+12	1.16659e+13	9.96161e+07	3.35598e+13	1.65927e+13	1.77344e+12	4.43762e+08	1.78583e+10	2.91338e+11	2.15319e+12	9.72053e+12
3.31131e+13	5.36714e+16	1.41279e+12	6.05510e+13	4.47726e+13	8.99695e+10	8.45052e+12	1.00310e+13	1.26944e+08	3.41341e+13	1.22819e+13	1.20948e+12	5.48798e+08	2.26638e+10	3.16749e+11	2.22628e+12	8.98232e+12
3.31131e+13	4.85677e+16	1.48530e+12	5.84569e+13	4.00145e+13	9.64275e+10	8.15468e+12	8.64941e+12	1.58881e+08	3.46540e+13	9.27987e+12	8.47841e+11	6.60234e+08	2.80936e+10	3.40949e+11	2.27960e+12	8.29677e+12
3.31131e+13	4.42389e+16	1.54348e+12	5.62556e+13	3.59171e+13	1.03136e+11	7.89579e+12	7.47115e+12	1.96043e+08	3.50874e+13	7.12007e+12	6.06513e+11	7.77685e+08	3.42074e+10	3.64055e+11	2.31678e+12	7.65783e+12
3.31131e+13	4.04976e+16	1.58985e+12	5.40060e+13	3.23446e+13	1.10082e+11	7.66207e+12	6.46101e+12	2.39109e+08	3.54215e+13	5.52819e+12	4.40684e+11	9.00681e+08	4.10579e+10	3.86076e+11	2.34027e+12	7.06109e+12
3.31131e+13	3.72274e+16	1.62637e+12	5.17548e+13	2.92084e+13	1.17244e+11	7.44685e+12	5.59393e+12	2.88714e+08	3.56527e+13	4.33563e+12	3.24413e+11	1.02838e+09	4.86724e+10	4.06948e+11	2.35183e+12	6.50465e+12
3.31131e+13	3.43399e+16	1.65469e+12	4.95315e+13	2.64369e+13	1.24600e+11	7.24502e+12	4.84819e+12	3.45588e+08	3.57831e+13	3.42912e+12	2.41435e+11	1.16001e+09	5.70793e+10	4.26614e+11	2.35289e+12	5.98601e+12
3.31131e+13	3.17625e+16	1.67602e+12	4.73472e+13	2.39693e+13	1.32142e+11	7.05168e+12	4.20426e+12	4.10722e+08	3.58176e+13	2.72980e+12	1.81191e+11	1.29501e+09	6.63276e+10	4.45010e+11	2.34454e+12	5.50147e+12
3.31131e+13	2.94456e+16	1.69138e+12	4.52141e+13	2.17622e+13	1.39856e+11	6.86415e+12	3.64733e+12	4.85115e+08	3.57613e+13	2.18484e+12	1.36926e+11	1.43250e+09	7.64462e+10	4.62058e+11	2.32769e+12	5.04896e+12
3.31131e+13	2.73544e+16	1.70173e+12	4.31455e+13	1.97834e+13	1.47719e+11	6.68113e+12	3.16566e+12	5.69720e+08	3.56201e+13	1.75723e+12	1.04124e+11	1.57142e+09	8.74397e+10	4.77687e+11	2.30318e+12	4.62732e+12
3.31131e+13	2.54551e+16	1.70771e+12	4.11429e+13	1.80018e+13	1.55720e+11	6.50070e+12	2.74812e+12	6.65817e+08	3.53997e+13	1.41877e+12	7.95707e+10	1.71091e+09	9.93359e+10	4.91822e+11	2.27166e+12	4.23424e+12
3.31131e+13	2.37262e+16	1.71014e+12	3.92149e+13	1.63953e+13	1.63825e+11	6.32263e+12	2.38638e+12	7.74521e+08	3.51060e+13	1.14969e+12	6.10914e+10	1.84989e+09	1.12118e+11	5.04422e+11	2.23387e+12	3.86884e+12
3.31131e+13	2.21460e+16	1.70956e+12	3.73620e+13	1.49427e+13	1.71968e+11	6.14607e+12	2.07262e+12	8.97278e+08	3.47442e+13	9.34494e+11	4.70865e+10	1.98743e+09	1.25783e+11	5.15427e+11	2.19041e+12	3.52940e+12
3.31131e+13	2.06986e+16	1.70649e+12	3.55863e+13	1.36274e+13	1.80178e+11	5.97082e+12	1.80050e+12	1.03536e+09	3.43200e+13	7.61710e+11	3.64219e+10	2.12254e+09	1.40300e+11	5.24794e+11	2.14189e+12	3.21475e+12
3.31131e+13	1.93687e+16	1.70136e+12	3.38871e+13	1.24339e+13	1.88438e+11	5.79659e+12	1.56431e+12	1.19032e+09	3.38390e+13	6.22354e+11	2.82586e+10	2.25438e+09	1.55646e+11	5.32501e+11	2.08886e+12	2.92341e+12
3.31131e+13	1.81432e+16	1.69444e+12	3.22614e+13	1.13489e+13	1.96733e+11	5.62308e+12	1.35914e+12	1.36389e+09	3.33050e+13	5.09487e+11	2.19799e+10	2.38211e+09	1.71782e+11	5.38487e+11	2.03183e+12	2.65389e+12
3.31131e+13	1.70117e+16	1.68608e+12	3.07083e+13	1.03613e+13	2.05045e+11	5.45040e+12	1.18089e+12	1.55782e+09	3.27232e+13	4.17802e+11	1.71339e+10	2.50500e+09	1.88655e+11	5.42746e+11	1.97132e+12	2.40502e+12
3.31131e+13	1.59651e+16	1.67654e+12	2.92258e+13	9.46121e+12	2.13358e+11	5.27868e+12	1.02600e+12	1.77399e+09	3.20981e+13	3.43120e+11	1.33819e+10	2.62237e+09	2.06198e+11	5.45266e+11	1.90782e+12	2.17559e+12
3.31131e+13	1.49948e+16	1.66598e+12	2.78106e+13	8.63991e+12	2.21660e+11	5.10791e+12	8.91335e+11	2.01455e+09	3.14336e+13	2.82105e+11	1.04671e+10	2.73362e+09	2.24342e+11	5.46031e+11	1.84178e+12	1.96434e+12
3.31131e+13	1.40932e+16	1.65452e+12	2.64594e+13	7.88962e+12	2.29939e+11	4.93819e+12	7.74194e+11	2.28177e+09	3.07335e+13	2.32134e+11	8.19658e+09	2.83821e+09	2.43006e+11	5.45042e+11	1.77362e+12	1.77009e+12
3.31131e+13	1.32542e+16	1.64230e+12	2.51695e+13	7.20359e+12	2.38183e+11	4.76969e+12	6.72277e+11	2.57811e+09	3.00012e+13	1.91126e+11	6.42394e+09	2.93572e+09	2.62096e+11	5.42309e+11	1.70376e+12	1.59178e+12
3.31131e+13	1.24727e+16	1.62947e+12	2.39392e+13	6.57623e+12	2.46376e+11	4.60274e+12	5.83657e+11	2.90595e+09	2.92412e+13	1.57441e+11	5.03845e+09	3.02576e+09	2.81491e+11	5.37869e+11	1.63266e+12	1.42849e+12
3.31131e+13	1.17435e+16	1.61609e+12	2.27651e+13	6.00206e+12	2.54510e+11	4.43747e+12	5.06566e+11	3.26810e+09	2.84564e+13	1.29723e+11	3.95348e+09	3.10804e+09	3.01079e+11	5.31754e+11	1.56069e+12	1.27919e+12
3.31131e+13	1.10619e+16	1.60219e+12	2.16443e+13	5.47623e+12	2.62577e+11	4.27400e+12	4.39485e+11	3.66763e+09	2.76499e+13	1.06881e+11	3.10251e+09	3.18233e+09	3.20741e+11	5.24006e+11	1.48821e+12	1.14290e+12
3.31131e+13	1.04240e+16	1.58780e+12	2.05740e+13	4.99457e+12	2.70566e+11	4.11251e+12	3.81120e+11	4.10774e+09	2.68247e+13	8.80410e+10	2.43446e+09	3.24842e+09	3.40345e+11	5.14683e+11	1.41558e+12	1.01875e+12
3.31131e+13	9.82661e+15	1.57300e+12	1.95526e+13	4.55333e+12	2.78466e+11	3.95329e+12	3.30362e+11	4.59152e+09	2.59844e+13	7.24987e+10	1.90989e+09	3.30628e+09	3.59739e+11	5.03875e+11	1.34317e+12	9.05947e+11
3.31131e+13	9.26796e+15	1.55811e+12	1.85813e+13	4.14882e+12	2.86272e+11	3.79705e+12	2.86217e+11	5.12293e+09	2.51402e+13	5.96741e+10	1.49800e+09	3.35625e+09	3.78868e+11	4.91875e+11	1.27193e+12	8.03268e+11
3.31131e+13	8.74322e+15	1.54292e+12	1.76535e+13	3.77747e+12	2.93982e+11	3.64328e+12	2.47776e+11	5.70619e+09	2.42869e+13	4.90709e+10	1.17387e+09	3.39820e+09	3.97550e+11	4.78598e+11	1.20152e+12	7.10160e+11
3.31131e+13	8.25064e+15	1.52746e+12	1.67684e+13	3.43735e+12	3.01572e+11	3.49236e+12	2.14389e+11	6.34417e+09	2.34267e+13	4.03225e+10	9.19316e+08	3.43208e+09	4.15569e+11	4.64128e+11	1.13220e+12	6.26245e+11
3.31131e+13	7.78772e+15	1.51174e+12	1.59235e+13	3.12576e+12	3.09035e+11	3.34436e+12	1.85392e+11	7.04102e+09	2.25621e+13	3.31037e+10	7.19380e+08	3.45807e+09	4.32784e+11	4.48589e+11	1.06424e+12	5.50800e+11
3.31131e+13	7.35259e+15	1.49583e+12	1.51177e+13	2.84042e+12	3.16361e+11	3.19953e+12	1.60227e+11	7.80066e+09	2.16961e+13	2.71515e+10	5.62462e+08	3.47642e+09	4.49043e+11	4.32131e+11	9.97904e+11	4.83188e+11
3.31131e+13	6.94342e+15	1.47977e+12	1.43493e+13	2.57924e+12	3.23536e+11	3.05801e+12	1.38401e+11	8.62711e+09	2.08316e+13	2.22472e+10	4.39393e+08	3.48742e+09	4.64208e+11	4.14905e+11	9.33452e+11	4.22786e+11
3.31131e+13	6.55846e+15	1.46360e+12	1.36166e+13	2.34023e+12	3.30553e+11	2.91993e+12	1.19478e+11	9.52475e+09	1.99710e+13	1.82087e+10	3.42927e+08	3.49139e+09	4.78157e+11	3.97062e+11	8.71083e+11	3.68983e+11
3.31131e+13	6.19627e+15	1.44739e+12	1.29185e+13	2.12164e+12	3.37399e+11	2.78545e+12	1.03086e+11	1.04976e+10	1.91173e+13	1.48872e+10	2.67397e+08	3.48872e+09	4.90775e+11	3.78768e+11	8.11002e+11	3.21223e+11
3.31131e+13	5.85551e+15	1.43120e+12	1.22538e+13	1.92185e+12	3.44062e+11	2.65471e+12	8.88982e+10	1.15495e+10	1.82731e+13	1.21585e+10	2.08325e+08	3.47985e+09	5.01967e+11	3.60187e+11	7.53378e+11	2.78972e+11
3.31131e+13	5.53490e+15	1.41507e+12	1.16210e+13	1.73938e+12	3.50529e+11	2.52783e+12	7.66264e+10	1.26844e+10	1.74409e+13	9.91933e+09	1.62171e+08	3.46521e+09	5.11655e+11	3.41475e+11	6.98343e+11	2.41716e+11
3.31131e+13	5.23328e+15	1.39908e+12	1.10191e+13	1.57284e+12	3.56790e+11	2.40490e+12	6.60199e+10	1.39062e+10	1.66230e+13	8.08419e+09	1.26149e+08	3.44527e+09	5.19789e+11	3.22787e+11	6.45999e+11	2.08974e+11
3.31131e+13	4.94953e+15	1.38328e+12	1.04468e+13	1.42098e+12	3.62833e+11	2.28600e+12	5.68591e+10	1.52182e+10	1.58216e+13	6.58204e+09	9.80640e+07	3.42049e+09	5.26337e+11	3.04264e+11	5.96416e+11	1.80293e+11
3.31131e+13	4.68264e+15	1.36770e+12	9.90303e+12	1.28261e+12	3.68646e+11	2.17120e+12	4.89525e+10	1.66239e+10	1.50388e+13	5.35401e+09	7.61896e+07	3.39136e+09	5.31290e+11	2.86037e+11	5.49633e+11	1.55248e+11
3.31131e+13	4.43165e+15	1.35239e+12	9.38657e+12	1.15667e+12	3.74220e+11	2.06051e+12	4.21328e+10	1.81261e+10	1.42764e+13	4.35130e+09	5.91679e+07	3.35834e+09	5.34664e+11	2.68224e+11	5.05660e+11	1.33445e+11
3.31131e+13	4.19563e+15	1.33740e+12	8.89632e+12	1.04215e+12	3.79543e+11	1.95398e+12	3.62542e+10	1.97275e+10	1.35358e+13	3.53355e+09	4.59337e+07	3.32186e+09	5.36493e+11	2.50924e+11	4.64476e+11	1.14520e+11
