H	H+	C+	C+2	C+3	N+	N+2	N+4	O	O+2	O+5	O+6	P+	Si+	Si+2	Si+3	Si+4
1.09647e+16	4.79289e+20	6.12068e+11	1.09996e+14	4.73235e+14	4.01010e+10	1.62649e+13	4.43967e+14	2.66358e+06	4.90125e+13	5.65120e+15	9.12965e+15	2.12873e+07	3.78908e+08	2.06390e+10	1.13913e+11	1.32980e+13
1.09647e+16	4.53718e+20	6.65018e+11	1.16335e+14	4.81470e+14	4.39055e+10	1.73614e+13	4.39179e+14	2.98684e+06	5.24911e+13	5.38319e+15	8.28695e+15	2.51549e+07	4.51165e+08	2.40235e+10	1.28242e+11	1.41799e+13
1.09648e+16	4.29598e+20	7.21810e+11	1.22886e+14	4.89251e+14	4.80377e+10	1.85129e+13	4.33768e+14	3.34969e+06	5.61506e+13	5.11722e+15	7.50889e+15	2.96780e+07	5.36160e+08	2.79170e+10	1.44137e+11	1.50977e+13
1.09648e+16	4.06828e+20	7.82616e+11	1.29644e+14	4.96553e+14	5.25163e+10	1.97192e+13	4.27746e+14	3.75629e+06	5.99878e+13	4.85413e+15	6.79201e+15	3.49571e+07	6.35937e+08	3.23887e+10	1.61745e+11	1.60512e+13
1.09648e+16	3.85322e+20	8.47630e+11	1.36606e+14	5.03362e+14	5.73614e+10	2.09800e+13	4.21133e+14	4.21149e+06	6.40019e+13	4.59485e+15	6.13257e+15	4.11067e+07	7.52830e+08	3.75162e+10	1.81219e+11	1.70398e+13
1.09648e+16	3.65007e+20	9.17081e+11	1.43766e+14	5.09659e+14	6.25967e+10	2.22954e+13	4.13951e+14	4.72099e+06	6.81927e+13	4.34022e+15	5.52734e+15	4.82591e+07	8.89500e+08	4.33855e+10	2.02719e+11	1.80626e+13
1.09647e+16	3.45804e+20	9.91127e+11	1.51116e+14	5.15422e+14	6.82396e+10	2.36635e+13	4.06215e+14	5.29057e+06	7.25548e+13	4.09105e+15	4.97282e+15	5.65599e+07	1.04897e+09	5.00934e+10	2.26425e+11	1.91188e+13
1.09647e+16	3.27649e+20	1.07001e+12	1.58648e+14	5.20630e+14	7.43136e+10	2.50836e+13	3.97948e+14	5.92734e+06	7.70872e+13	3.84803e+15	4.46583e+15	6.61804e+07	1.23467e+09	5.77452e+10	2.52508e+11	2.02064e+13
1.09648e+16	3.10481e+20	1.15389e+12	1.66354e+14	5.25284e+14	8.08355e+10	2.65536e+13	3.89185e+14	6.63808e+06	8.17826e+13	3.61181e+15	4.00335e+15	7.73008e+07	1.45046e+09	6.64620e+10	2.81181e+11	2.13249e+13
1.09648e+16	2.94241e+20	1.24297e+12	1.74223e+14	5.29360e+14	8.78267e+10	2.80715e+13	3.79953e+14	7.43131e+06	8.66374e+13	3.38297e+15	3.58231e+15	9.01360e+07	1.70071e+09	7.63736e+10	3.12638e+11	2.24722e+13
