H	H+	C+	C+2	C+3	N+	N+2	N+4	O	O+2	O+5	O+6	P+	Si+	Si+2	Si+3	Si+4
9.54990e+15	4.71797e+20	4.32613e+11	8.35788e+13	3.94540e+14	2.81031e+10	1.21676e+13	3.96498e+14	1.75791e+06	3.60031e+13	5.46148e+15	9.76805e+15	1.28786e+07	2.25438e+08	1.29827e+10	7.71571e+10	1.01467e+13
9.54991e+15	4.46493e+20	4.71188e+11	8.86309e+13	4.02418e+14	3.08241e+10	1.30173e+13	3.93495e+14	1.97221e+06	3.86621e+13	5.22554e+15	8.89969e+15	1.52746e+07	2.69570e+08	1.51642e+10	8.71477e+10	1.08526e+13
9.54990e+15	4.22625e+20	5.12614e+11	9.38656e+13	4.09938e+14	3.37842e+10	1.39123e+13	3.89926e+14	2.21260e+06	4.14690e+13	4.98941e+15	8.09440e+15	1.80852e+07	3.21698e+08	1.76825e+10	9.82713e+10	1.15904e+13
9.54990e+15	4.00102e+20	5.57064e+11	9.92816e+13	4.17078e+14	3.70010e+10	1.48535e+13	3.85796e+14	2.48224e+06	4.44261e+13	4.75393e+15	7.34916e+15	2.13776e+07	3.83146e+08	2.05844e+10	1.10633e+11	1.23597e+13
9.54992e+15	3.78853e+20	6.04726e+11	1.04881e+14	4.23832e+14	4.04940e+10	1.58421e+13	3.81128e+14	2.78458e+06	4.75363e+13	4.52017e+15	6.66097e+15	2.52267e+07	4.55443e+08	2.39234e+10	1.24350e+11	1.31607e+13
9.54990e+15	3.58790e+20	6.55771e+11	1.10658e+14	4.30178e+14	4.42812e+10	1.68781e+13	3.75927e+14	3.12352e+06	5.07994e+13	4.28885e+15	6.02652e+15	2.97202e+07	5.40346e+08	2.77593e+10	1.39548e+11	1.39931e+13
9.54991e+15	3.39841e+20	7.10368e+11	1.16611e+14	4.36103e+14	4.83802e+10	1.79614e+13	3.70210e+14	3.50305e+06	5.42146e+13	4.06082e+15	5.44280e+15	3.49560e+07	6.39844e+08	3.21583e+10	1.56358e+11	1.48563e+13
9.54990e+15	3.21940e+20	7.68710e+11	1.22738e+14	4.41593e+14	5.28110e+10	1.90922e+13	3.63995e+14	3.92793e+06	5.77816e+13	3.83680e+15	4.90687e+15	4.10465e+07	7.56213e+08	3.71946e+10	1.74919e+11	1.57494e+13
9.54991e+15	3.05018e+20	8.30953e+11	1.29031e+14	4.46631e+14	5.75903e+10	2.02694e+13	3.57299e+14	4.40314e+06	6.14975e+13	3.61748e+15	4.41570e+15	4.81176e+07	8.92049e+08	4.29516e+10	1.95386e+11	1.66719e+13
9.54990e+15	2.89019e+20	8.97268e+11	1.35483e+14	4.51202e+14	6.27351e+10	2.14919e+13	3.50140e+14	4.93408e+06	6.53587e+13	3.40347e+15	3.96659e+15	5.63105e+07	1.05026e+09	4.95205e+10	2.17912e+11	1.76224e+13
9.54991e+15	2.73889e+20	9.67846e+11	1.42089e+14	4.55295e+14	6.82656e+10	2.27584e+13	3.42543e+14	5.52735e+06	6.93629e+13	3.19536e+15	3.55674e+15	6.57883e+07	1.23420e+09	5.70041e+10	2.42668e+11	1.85997e+13
9.54990e+15	2.59575e+20	1.04283e+12	1.48839e+14	4.58897e+14	7.41955e+10	2.40668e+13	3.34531e+14	6.18949e+06	7.35044e+13	2.99366e+15	3.18340e+15	7.67289e+07	1.44758e+09	6.55157e+10	2.69836e+11	1.96024e+13
9.54990e+15	2.46031e+20	1.12242e+12	1.55724e+14	4.62000e+14	8.05450e+10	2.54152e+13	3.26135e+14	6.92856e+06	7.77792e+13	2.79878e+15	2.84415e+15	8.93374e+07	1.69464e+09	7.51804e+10	2.99598e+11	2.06287e+13
9.54990e+15	2.33211e+20	1.20674e+12	1.62734e+14	4.64591e+14	8.73263e+10	2.68006e+13	3.17383e+14	7.75272e+06	8.21805e+13	2.61108e+15	2.53643e+15	1.03837e+08	1.98010e+09	8.61362e+10	3.32155e+11	2.16769e+13
9.54991e+15	2.21075e+20	1.29596e+12	1.69857e+14	4.66662e+14	9.45555e+10	2.82204e+13	3.08310e+14	8.67160e+06	8.67022e+13	2.43088e+15	2.25788e+15	1.20481e+08	2.30922e+09	9.85344e+10	3.67710e+11	2.27445e+13
9.54991e+15	2.09582e+20	1.39021e+12	1.77078e+14	4.68203e+14	1.02246e+11	2.96708e+13	2.98949e+14	9.69574e+06	9.13367e+13	2.25840e+15	2.00626e+15	1.39548e+08	2.68791e+09	1.12541e+11	4.06476e+11	2.38293e+13
9.54990e+15	1.98699e+20	1.48962e+12	1.84383e+14	4.69208e+14	1.10408e+11	3.11481e+13	2.89334e+14	1.08368e+07	9.60745e+13	2.09387e+15	1.77949e+15	1.61348e+08	3.12271e+09	1.28337e+11	4.48676e+11	2.49285e+13
9.54991e+15	1.88391e+20	1.59434e+12	1.91758e+14	4.69671e+14	1.19055e+11	3.26482e+13	2.79503e+14	1.21081e+07	1.00907e+14	1.93743e+15	1.57549e+15	1.86227e+08	3.62091e+09	1.46122e+11	4.94536e+11	2.60392e+13
9.54992e+15	1.78627e+20	1.70448e+12	1.99186e+14	4.69587e+14	1.28198e+11	3.41670e+13	2.69497e+14	1.35246e+07	1.05827e+14	1.78911e+15	1.39238e+15	2.14565e+08	4.19056e+09	1.66110e+11	5.44288e+11	2.71583e+13
9.54991e+15	1.69376e+20	1.82007e+12	2.06645e+14	4.68950e+14	1.37838e+11	3.56986e+13	2.59351e+14	1.51020e+07	1.10819e+14	1.64887e+15	1.22836e+15	2.46770e+08	4.84044e+09	1.88536e+11	5.98185e+11	2.82824e+13
9.54991e+15	1.60611e+20	1.94126e+12	2.14120e+14	4.67759e+14	1.47988e+11	3.72390e+13	2.49106e+14	1.68598e+07	1.15878e+14	1.51666e+15	1.08178e+15	2.83310e+08	5.58036e+09	2.13653e+11	6.56457e+11	2.94079e+13
9.54991e+15	1.52306e+20	2.06813e+12	2.21589e+14	4.66013e+14	1.58654e+11	3.87827e+13	2.38801e+14	1.88192e+07	1.20993e+14	1.39236e+15	9.51050e+14	3.24691e+08	6.42105e+09	2.41734e+11	7.19350e+11	3.05310e+13
9.54992e+15	1.44438e+20	2.20072e+12	2.29030e+14	4.63709e+14	1.69838e+11	4.03241e+13	2.28474e+14	2.10037e+07	1.26153e+14	1.27581e+15	8.34666e+14	3.71458e+08	7.37414e+09	2.73073e+11	7.87112e+11	3.16475e+13
9.54991e+15	1.36979e+20	2.33896e+12	2.36416e+14	4.60849e+14	1.81535e+11	4.18567e+13	2.18163e+14	2.34392e+07	1.31345e+14	1.16682e+15	7.31235e+14	4.24199e+08	8.45224e+09	3.07983e+11	8.60000e+11	3.27533e+13
9.54991e+15	1.29912e+20	2.48298e+12	2.43730e+14	4.57436e+14	1.93755e+11	4.33761e+13	2.07907e+14	2.61569e+07	1.36561e+14	1.06516e+15	6.39535e+14	4.83584e+08	9.66930e+09	3.46802e+11	9.38242e+11	3.38439e+13
9.54991e+15	1.23213e+20	2.63268e+12	2.50941e+14	4.53475e+14	2.06491e+11	4.48759e+13	1.97741e+14	2.91902e+07	1.41789e+14	9.70586e+14	5.58380e+14	5.50311e+08	1.10402e+10	3.89890e+11	1.02209e+12	3.49150e+13
9.54991e+15	1.16865e+20	2.78807e+12	2.58027e+14	4.48970e+14	2.19746e+11	4.63506e+13	1.87701e+14	3.25785e+07	1.47017e+14	8.82815e+14	4.86671e+14	6.25158e+08	1.25811e+10	4.37625e+11	1.11175e+12	3.59615e+13
9.54991e+15	1.10848e+20	2.94907e+12	2.64960e+14	4.43931e+14	2.33515e+11	4.77946e+13	1.77819e+14	3.63647e+07	1.52236e+14	8.01557e+14	4.23442e+14	7.08941e+08	1.43093e+10	4.90408e+11	1.20745e+12	3.69786e+13
9.54991e+15	1.05145e+20	3.11557e+12	2.71713e+14	4.38368e+14	2.47793e+11	4.92023e+13	1.68125e+14	4.05978e+07	1.57432e+14	7.26504e+14	3.67808e+14	8.02547e+08	1.62432e+10	5.48657e+11	1.30937e+12	3.79613e+13
9.54992e+15	9.97401e+19	3.28749e+12	2.78260e+14	4.32293e+14	2.62578e+11	5.05685e+13	1.58647e+14	4.53340e+07	1.62595e+14	6.57344e+14	3.18954e+14	9.06940e+08	1.84027e+10	6.12818e+11	1.41771e+12	3.89047e+13
9.54991e+15	9.46165e+19	3.46458e+12	2.84571e+14	4.25719e+14	2.77859e+11	5.18876e+13	1.49411e+14	5.06344e+07	1.67712e+14	5.93755e+14	2.76129e+14	1.02311e+09	2.08086e+10	6.83349e+11	1.53262e+12	3.98037e+13
9.54992e+15	8.97610e+19	3.64683e+12	2.90622e+14	4.18663e+14	2.93641e+11	5.31557e+13	1.40439e+14	5.65726e+07	1.72774e+14	5.35424e+14	2.38658e+14	1.15218e+09	2.34836e+10	7.60735e+11	1.65422e+12	4.06536e+13
9.54991e+15	8.51581e+19	3.83385e+12	2.96382e+14	4.11141e+14	3.09905e+11	5.43667e+13	1.31749e+14	6.32263e+07	1.77767e+14	4.82025e+14	2.05941e+14	1.29525e+09	2.64509e+10	8.45463e+11	1.78263e+12	4.14492e+13
9.54991e+15	8.07956e+19	4.02559e+12	3.01830e+14	4.03180e+14	3.26653e+11	5.55169e+13	1.23359e+14	7.06881e+07	1.82683e+14	4.33251e+14	1.77423e+14	1.45358e+09	2.97354e+10	9.38049e+11	1.91790e+12	4.21859e+13
9.54991e+15	7.66603e+19	4.22168e+12	3.06939e+14	3.94799e+14	3.43870e+11	5.66018e+13	1.15282e+14	7.90584e+07	1.87509e+14	3.88789e+14	1.52614e+14	1.62839e+09	3.33626e+10	1.03900e+12	2.06006e+12	4.28587e+13
9.54991e+15	7.27408e+19	4.42189e+12	3.11683e+14	3.86021e+14	3.61561e+11	5.76184e+13	1.07531e+14	8.84551e+07	1.92235e+14	3.48344e+14	1.31069e+14	1.82106e+09	3.73598e+10	1.14884e+12	2.20907e+12	4.34633e+13
9.54991e+15	6.90252e+19	4.62572e+12	3.16034e+14	3.76870e+14	3.79703e+11	5.85628e+13	1.00113e+14	9.90040e+07	1.96850e+14	3.11623e+14	1.12393e+14	2.03286e+09	4.17539e+10	1.26809e+12	2.36488e+12	4.39952e+13
9.54991e+15	6.55033e+19	4.83299e+12	3.19975e+14	3.67379e+14	3.98305e+11	5.94327e+13	9.30341e+13	1.10855e+08	2.01345e+14	2.78351e+14	9.62358e+13	2.26527e+09	4.65738e+10	1.39727e+12	2.52734e+12	4.44504e+13
9.54991e+15	6.21625e+19	5.04264e+12	3.23468e+14	3.57570e+14	4.17309e+11	6.02233e+13	8.62964e+13	1.24162e+08	2.05704e+14	2.48253e+14	8.22784e+13	2.51940e+09	5.18455e+10	1.53685e+12	2.69637e+12	4.48246e+13
9.54992e+15	5.89966e+19	5.25532e+12	3.26521e+14	3.47484e+14	4.36790e+11	6.09358e+13	7.99020e+13	1.39130e+08	2.09925e+14	2.21085e+14	7.02482e+13	2.79730e+09	5.76027e+10	1.68735e+12	2.87150e+12	4.51143e+13
9.54991e+15	5.59951e+19	5.46997e+12	3.29104e+14	3.37150e+14	4.56697e+11	6.15670e+13	7.38494e+13	1.55955e+08	2.13995e+14	1.96606e+14	5.98929e+13	3.09995e+09	6.38716e+10	1.84922e+12	3.05253e+12	4.53166e+13
9.54992e+15	5.31501e+19	5.68634e+12	3.31209e+14	3.26606e+14	4.77041e+11	6.21165e+13	6.81355e+13	1.74874e+08	2.17909e+14	1.74589e+14	5.09946e+13	3.42885e+09	7.06823e+10	2.02288e+12	3.23902e+12	4.54291e+13
9.54991e+15	5.04532e+19	5.90398e+12	3.32823e+14	3.15883e+14	4.97822e+11	6.25834e+13	6.27545e+13	1.96152e+08	2.21658e+14	1.54821e+14	4.33600e+13	3.78543e+09	7.80638e+10	2.20873e+12	3.43047e+12	4.54493e+13
9.54991e+15	4.78953e+19	6.12193e+12	3.33931e+14	3.05022e+14	5.18997e+11	6.29654e+13	5.76991e+13	2.20077e+08	2.25230e+14	1.37100e+14	3.68188e+13	4.17046e+09	8.60389e+10	2.40702e+12	3.62643e+12	4.53752e+13
9.54991e+15	4.54698e+19	6.33983e+12	3.34527e+14	2.94055e+14	5.40579e+11	6.32631e+13	5.29610e+13	2.46983e+08	2.28619e+14	1.21242e+14	3.12261e+13	4.58527e+09	9.46344e+10	2.61803e+12	3.82617e+12	4.52054e+13
9.54992e+15	4.31699e+19	6.55719e+12	3.34612e+14	2.83021e+14	5.62565e+11	6.34767e+13	4.85308e+13	2.77240e+08	2.31819e+14	1.07074e+14	2.64510e+13	5.03081e+09	1.03874e+11	2.84191e+12	4.02897e+12	4.49392e+13
9.54991e+15	4.09885e+19	6.77340e+12	3.34183e+14	2.71954e+14	5.84946e+11	6.36064e+13	4.43977e+13	3.11262e+08	2.34821e+14	9.44362e+13	2.23790e+13	5.50776e+09	1.13776e+11	3.07871e+12	4.23397e+12	4.45762e+13
9.54991e+15	3.89195e+19	6.98781e+12	3.33242e+14	2.60891e+14	6.07711e+11	6.36526e+13	4.05503e+13	3.49513e+08	2.37620e+14	8.31804e+13	1.89112e+13	6.01658e+09	1.24357e+11	3.32835e+12	4.44026e+12	4.41166e+13
9.54991e+15	3.69570e+19	7.19990e+12	3.31796e+14	2.49866e+14	6.30861e+11	6.36165e+13	3.69765e+13	3.92513e+08	2.40208e+14	7.31707e+13	1.59617e+13	6.55757e+09	1.35631e+11	3.59068e+12	4.64681e+12	4.35614e+13
9.54991e+15	3.50951e+19	7.40903e+12	3.29853e+14	2.38915e+14	6.54380e+11	6.34990e+13	3.36640e+13	4.40837e+08	2.42580e+14	6.42824e+13	1.34561e+13	7.13053e+09	1.47602e+11	3.86531e+12	4.85254e+12	4.29119e+13
9.54991e+15	3.33287e+19	7.61460e+12	3.27423e+14	2.28069e+14	6.78264e+11	6.33017e+13	3.05998e+13	4.95129e+08	2.44731e+14	5.64013e+13	1.13303e+13	7.73503e+09	1.60273e+11	4.15176e+12	5.05624e+12	4.21705e+13
9.54991e+15	3.16526e+19	7.81601e+12	3.24518e+14	2.17358e+14	7.02506e+11	6.30262e+13	2.77712e+13	5.56112e+08	2.46655e+14	4.94233e+13	9.52873e+12	8.37023e+09	1.73638e+11	4.44935e+12	5.25667e+12	4.13398e+13
9.54991e+15	3.00620e+19	8.01269e+12	3.21156e+14	2.06811e+14	7.27098e+11	6.26744e+13	2.51650e+13	6.24586e+08	2.48347e+14	4.32535e+13	8.00392e+12	9.03487e+09	1.87685e+11	4.75722e+12	5.45248e+12	4.04233e+13
9.54991e+15	2.85524e+19	8.20407e+12	3.17354e+14	1.96456e+14	7.52031e+11	6.22484e+13	2.27686e+13	7.01440e+08	2.49802e+14	3.78058e+13	6.71488e+12	9.72724e+09	2.02393e+11	5.07429e+12	5.64229e+12	3.94251e+13
9.54992e+15	2.71196e+19	8.38973e+12	3.13136e+14	1.86318e+14	7.77305e+11	6.17507e+13	2.05691e+13	7.87667e+08	2.51018e+14	3.30023e+13	5.62651e+12	1.04453e+10	2.17735e+11	5.39932e+12	5.82464e+12	3.83501e+13
9.54992e+15	2.57594e+19	8.56908e+12	3.08524e+14	1.76421e+14	8.02906e+11	6.11835e+13	1.85541e+13	8.84370e+08	2.51988e+14	2.87724e+13	4.70858e+12	1.11864e+10	2.33671e+11	5.73079e+12	5.99809e+12	3.72035e+13
9.54992e+15	2.44681e+19	8.74184e+12	3.03544e+14	1.66784e+14	8.28836e+11	6.05498e+13	1.67115e+13	9.92768e+08	2.52711e+14	2.50526e+13	3.93541e+12	1.19478e+10	2.50157e+11	6.06707e+12	6.16114e+12	3.59915e+13
9.54992e+15	2.32429e+19	8.90833e+12	2.98237e+14	1.57428e+14	8.55139e+11	5.98540e+13	1.50300e+13	1.11418e+09	2.53188e+14	2.17865e+13	3.28518e+12	1.27273e+10	2.67153e+11	6.40652e+12	6.31214e+12	3.47215e+13
9.54992e+15	2.20785e+19	9.06645e+12	2.92597e+14	1.48363e+14	8.81706e+11	5.90954e+13	1.34974e+13	1.25018e+09	2.53406e+14	1.89209e+13	2.73854e+12	1.35184e+10	2.84559e+11	6.74651e+12	6.45010e+12	3.33988e+13
9.54992e+15	2.09729e+19	9.21686e+12	2.86671e+14	1.39605e+14	9.08597e+11	5.82794e+13	1.21035e+13	1.40239e+09	2.53369e+14	1.64108e+13	2.27979e+12	1.43187e+10	3.02322e+11	7.08513e+12	6.57339e+12	3.20320e+13
9.54992e+15	1.99229e+19	9.35924e+12	2.80486e+14	1.31163e+14	9.35806e+11	5.74089e+13	1.08377e+13	1.57265e+09	2.53075e+14	1.42149e+13	1.89529e+12	1.51238e+10	3.20358e+11	7.41994e+12	6.68076e+12	3.06290e+13
9.54992e+15	1.89255e+19	9.49341e+12	2.74074e+14	1.23047e+14	9.63334e+11	5.64872e+13	9.69036e+12	1.76297e+09	2.52522e+14	1.22963e+13	1.57342e+12	1.59292e+10	3.38578e+11	7.74844e+12	6.77102e+12	2.91982e+13
9.54992e+15	1.79783e+19	9.61941e+12	2.67466e+14	1.15263e+14	9.91198e+11	5.55180e+13	8.65208e+12	1.97559e+09	2.51710e+14	1.06224e+13	1.30436e+12	1.67308e+10	3.56892e+11	8.06814e+12	6.84310e+12	2.77481e+13
9.54992e+15	1.70785e+19	9.73710e+12	2.60692e+14	1.07814e+14	1.01940e+12	5.45047e+13	7.71403e+12	2.21299e+09	2.50639e+14	9.16373e+12	1.07973e+12	1.75237e+10	3.75198e+11	8.37639e+12	6.89615e+12	2.62874e+13
9.54992e+15	1.62238e+19	9.84645e+12	2.53781e+14	1.00702e+14	1.04795e+12	5.34506e+13	6.86796e+12	2.47785e+09	2.49309e+14	7.89437e+12	8.92448e+11	1.83034e+10	3.93394e+11	8.67059e+12	6.92949e+12	2.48246e+13
