WAVE FLUX ERROR
1132.8092041015625 0.0 0.021694866940379143
1132.839111328125 1.2857005596160889 0.17509756982326508
1132.8690185546875 1.0596230030059814 0.1590845137834549
1132.89892578125 1.165962815284729 0.16646863520145416
1132.9288330078125 0.994238555431366 0.15378715097904205
1132.958740234375 1.0302650928497314 0.15626399219036102
1132.9886474609375 1.158847451210022 0.1652844101190567
1133.0185546875 0.9212470650672913 0.1476350873708725
1133.0484619140625 0.8542870879173279 0.14214956760406494
1133.078369140625 0.8851650357246399 0.1445055603981018
1133.1082763671875 1.0791257619857788 0.15892435610294342
1133.13818359375 1.013465166091919 0.15394344925880432
1133.1680908203125 0.8826514482498169 0.1437382698059082
1133.197998046875 0.8496291041374207 0.1409142017364502
1133.2279052734375 1.0940228700637817 0.1591435670852661
1133.2578125 0.7972389459609985 0.13630670309066772
1133.2877197265625 0.9678033590316772 0.1495358645915985
1133.317626953125 1.0841048955917358 0.15783271193504333
1133.3475341796875 0.9934223890304565 0.1510748714208603
1133.37744140625 1.0807982683181763 0.1572314202785492
1133.4073486328125 0.9283474683761597 0.145839124917984
1133.437255859375 1.049487829208374 0.15459729731082916
1133.4671630859375 0.9460672736167908 0.1467808485031128
1133.4970703125 1.0565314292907715 0.15468381345272064
1133.5269775390625 0.9300733208656311 0.14519670605659485
1133.556884765625 0.9297017455101013 0.14498218894004822
1133.5867919921875 0.7821949124336243 0.13316936790943146
1133.61669921875 0.8714522123336792 0.14016136527061462
1133.6466064453125 1.0037699937820435 0.14992675185203552
1133.676513671875 1.130989909172058 0.15871921181678772
1133.7064208984375 1.0660004615783691 0.15401853621006012
1133.736328125 0.9768608808517456 0.14742720127105713
1133.7662353515625 1.0674796104431152 0.15375784039497375
1133.796142578125 1.0471158027648926 0.15212948620319366
1133.8260498046875 1.0441670417785645 0.15168792009353638
1133.85595703125 1.0392980575561523 0.15116676688194275
1133.8858642578125 0.8281304836273193 0.13520735502243042
1133.915771484375 0.5673667788505554 0.11256909370422363
1133.94580078125 0.9241841435432434 0.14225520193576813
1133.9757080078125 0.9910956621170044 0.14697906374931335
1134.005615234375 0.9028052091598511 0.14025744795799255
1134.0355224609375 0.6581680774688721 0.1201939657330513
1134.0654296875 0.61098313331604 0.11576847732067108
1134.0953369140625 0.5785778760910034 0.11257873475551605
1134.125244140625 0.3597598671913147 0.08968905359506607
1134.1551513671875 0.34785163402557373 0.08818592876195908
1134.18505859375 0.628107488155365 0.11667826771736145
1134.2149658203125 0.5422285795211792 0.10855868458747864
1134.244873046875 0.5187710523605347 0.10613831132650375
1134.2747802734375 0.6538816094398499 0.11846804618835449
1134.3046875 0.7493288516998291 0.12639182806015015
1134.3345947265625 0.42254623770713806 0.09583821892738342
1134.364501953125 0.3173929452896118 0.08357277512550354
1134.3944091796875 0.2937844395637512 0.0804634615778923
1134.42431640625 0.4017235338687897 0.093120276927948
1134.4542236328125 0.4417487382888794 0.0972926989197731
1134.484130859375 0.5719088912010193 0.10998155176639557
1134.5140380859375 0.57862389087677 0.11050284653902054
1134.5439453125 0.8158382177352905 0.13041050732135773
1134.5738525390625 0.8875422477722168 0.1357560157775879
1134.603759765625 1.0034931898117065 0.14401374757289886
1134.6336669921875 1.1453871726989746 0.15347985923290253
1134.66357421875 0.9392982721328735 0.13910441100597382
1134.6934814453125 1.1123912334442139 0.1509486883878708
1134.723388671875 1.0884134769439697 0.14918921887874603
1134.7532958984375 1.0169693231582642 0.1441383957862854
1134.783203125 0.7849915027618408 0.12685799598693848
1134.8131103515625 0.7723861336708069 0.12574799358844757
1134.843017578125 0.4711875021457672 0.09889943897724152
1134.8729248046875 0.30828696489334106 0.0807235985994339
1134.90283203125 0.32066798210144043 0.08213149756193161
1134.9327392578125 0.16725262999534607 0.06079142540693283
1134.962646484375 0.15612895786762238 0.058883167803287506
1134.9925537109375 0.18554674088954926 0.06359632313251495
1135.0224609375 0.15202663838863373 0.05810707062482834
1135.0523681640625 0.18262459337711334 0.06300057470798492
1135.082275390625 0.08120034635066986 0.04443328455090523
1135.1121826171875 0.10121285915374756 0.04858200252056122
1135.14208984375 0.10012445598840714 0.04827435314655304
1135.1719970703125 0.1324949711561203 0.05438897758722305
1135.201904296875 0.16799770295619965 0.06035752594470978
1135.2318115234375 0.2988443076610565 0.0785905122756958
1135.2618408203125 0.36730730533599854 0.08655995875597
1135.291748046875 0.5048186182975769 0.10067301243543625
1135.3216552734375 0.865364134311676 0.13062351942062378
1135.3515625 0.5038924813270569 0.10038463026285172
1135.3814697265625 0.8513345122337341 0.1293533444404602
1135.411376953125 0.8927997350692749 0.13229015469551086
1135.4412841796875 1.0184189081192017 0.14094454050064087
1135.47119140625 0.8739305138587952 0.13064108788967133
1135.5010986328125 0.9588894844055176 0.1390247493982315
1135.531005859375 0.801842212677002 0.08937167376279831
1135.5609130859375 0.6291118860244751 0.08436477184295654
1135.5908203125 0.4737038314342499 0.07421373575925827
1135.6207275390625 0.4397341310977936 0.07149986177682877
1135.650634765625 0.25160354375839233 0.055883266031742096
1135.6805419921875 0.37371519207954407 0.06045820936560631
1135.71044921875 0.2052636444568634 0.04604533687233925
1135.7403564453125 0.2908566892147064 0.05435154587030411
1135.770263671875 0.31283268332481384 0.05886976048350334
1135.8001708984375 0.3298169672489166 0.057896193116903305
1135.830078125 0.3331452012062073 0.0633019506931305
