H	H+	C+	C+2	C+3	N+	N+2	N+4	O	O+2	O+5	O+6	P+	Si+	Si+2	Si+3	Si+4	Fe+	Al+
1.04721e+18	1.42042e+22	4.25810e+14	9.09637e+16	1.24766e+17	3.03205e+13	1.45789e+16	7.33934e+15	4.00106e+10	4.06181e+17	3.46247e+16	3.96151e+16	5.47225e+11	4.71313e+13	2.09500e+15	5.17573e+15	1.67319e+16	3.66242e+10	8.31556e+12
1.04714e+18	1.34875e+22	4.35478e+14	8.90418e+16	1.17453e+17	3.13917e+13	1.44603e+16	7.02030e+15	4.25374e+10	3.89046e+17	3.21219e+16	3.52661e+16	5.69198e+11	4.91574e+13	2.13465e+15	5.06636e+15	1.57639e+16	3.89825e+10	8.68059e+12
1.04729e+18	1.28079e+22	4.45183e+14	8.71481e+16	1.10563e+17	3.24910e+13	1.43381e+16	6.70828e+15	4.52572e+10	3.72626e+17	2.97539e+16	3.13486e+16	5.91558e+11	5.11809e+13	2.17195e+15	4.95350e+15	1.48470e+16	4.14770e+10	9.05419e+12
1.04725e+18	1.21632e+22	4.54969e+14	8.52948e+16	1.04079e+17	3.36085e+13	1.42131e+16	6.40286e+15	4.81659e+10	3.56926e+17	2.75168e+16	2.78209e+16	6.14486e+11	5.32065e+13	2.20735e+15	4.83779e+15	1.39801e+16	4.41250e+10	9.43958e+12
1.04716e+18	1.15489e+22	4.64561e+14	8.34338e+16	9.79591e+16	3.47380e+13	1.40825e+16	6.10427e+15	5.12907e+10	3.41802e+17	2.54062e+16	2.46509e+16	6.37431e+11	5.51679e+13	2.23867e+15	4.71936e+15	1.31560e+16	4.69355e+10	9.83144e+12
1.04715e+18	1.09656e+22	4.74128e+14	8.15942e+16	9.21815e+16	3.58828e+13	1.39452e+16	5.81351e+15	5.46457e+10	3.27260e+17	2.34230e+16	2.18095e+16	6.60797e+11	5.71144e+13	2.26728e+15	4.59695e+15	1.23767e+16	4.98960e+10	1.02316e+13
1.04728e+18	1.04131e+22	4.83799e+14	7.98027e+16	8.67638e+16	3.70538e+13	1.38089e+16	5.52983e+15	5.82833e+10	3.13426e+17	2.15590e+16	1.92642e+16	6.84759e+11	5.90339e+13	2.29356e+15	4.47488e+15	1.16434e+16	5.30715e+10	1.06464e+13
1.04727e+18	9.88733e+21	4.93216e+14	7.80113e+16	8.16431e+16	3.82353e+13	1.36642e+16	5.25422e+15	6.21709e+10	3.00080e+17	1.98143e+16	1.69919e+16	7.08672e+11	6.08772e+13	2.31563e+15	4.34924e+15	1.09498e+16	5.63972e+10	1.10624e+13
1.04726e+18	9.38870e+21	5.02726e+14	7.62507e+16	7.68171e+16	3.94489e+13	1.35159e+16	4.98668e+15	6.63746e+10	2.87293e+17	1.81832e+16	1.49663e+16	7.33150e+11	6.26918e+13	2.33511e+15	4.22192e+15	1.02966e+16	5.99326e+10	1.14906e+13
1.04717e+18	8.91491e+21	5.12073e+14	7.45076e+16	7.22729e+16	4.06736e+13	1.33635e+16	4.72694e+15	7.08985e+10	2.75039e+17	1.66604e+16	1.31620e+16	7.57716e+11	6.44180e+13	2.35062e+15	4.09400e+15	9.68132e+15	6.36799e+10	1.19247e+13
