H	H+	C+	C+2	C+3	O+5	O+6	Si+	Si+2	Si+3
1.34896e+14	4.61067e+16	1.10493e+12	9.92597e+12	1.19926e+12	8.83295e+09	2.43105e+08	1.41467e+11	6.74560e+11	4.65378e+11
1.34896e+14	4.76371e+16	1.11379e+12	1.02335e+13	1.27790e+12	9.49297e+09	2.68709e+08	1.32224e+11	7.03008e+11	4.82025e+11
1.34896e+14	4.92232e+16	1.12321e+12	1.05514e+13	1.35950e+12	1.02054e+10	2.97193e+08	1.23798e+11	7.32836e+11	4.97755e+11
1.34896e+14	5.08674e+16	1.13335e+12	1.08808e+13	1.44329e+12	1.09755e+10	3.28913e+08	1.16259e+11	7.64541e+11	5.12086e+11
1.34896e+14	5.25724e+16	1.14449e+12	1.12232e+13	1.52828e+12	1.18090e+10	3.64268e+08	1.09649e+11	7.98701e+11	5.24493e+11
1.34896e+14	5.43415e+16	1.15702e+12	1.15803e+13	1.61323e+12	1.27116e+10	4.03704e+08	1.03988e+11	8.35940e+11	5.34429e+11
1.34896e+14	5.61783e+16	1.17151e+12	1.19542e+13	1.69667e+12	1.36895e+10	4.47716e+08	9.92797e+10	8.76878e+11	5.41385e+11
1.34896e+14	5.80875e+16	1.18875e+12	1.23469e+13	1.77699e+12	1.47485e+10	4.96862e+08	9.55106e+10	9.22061e+11	5.44950e+11
1.34896e+14	6.00751e+16	1.20977e+12	1.27609e+13	1.85253e+12	1.58948e+10	5.51773e+08	9.26570e+10	9.71913e+11	5.44867e+11
1.34896e+14	6.21493e+16	1.23589e+12	1.31986e+13	1.92175e+12	1.71343e+10	6.13171e+08	9.06882e+10	1.02668e+12	5.41091e+11
1.34896e+14	6.43212e+16	1.26881e+12	1.36628e+13	1.98339e+12	1.84728e+10	6.81903e+08	8.95707e+10	1.08643e+12	5.33815e+11
1.34896e+14	6.66060e+16	1.31062e+12	1.41562e+13	2.03659e+12	1.99165e+10	7.58982e+08	8.92720e+10	1.15106e+12	5.23469e+11
1.34896e+14	6.90251e+16	1.36392e+12	1.46822e+13	2.08111e+12	2.14723e+10	8.45654e+08	8.97642e+10	1.22036e+12	5.10682e+11
1.34896e+14	7.16075e+16	1.43190e+12	1.52449e+13	2.11732e+12	2.31485e+10	9.43494e+08	9.10255e+10	1.29415e+12	4.96220e+11
1.34896e+14	7.43936e+16	1.51842e+12	1.58498e+13	2.14634e+12	2.49565e+10	1.05455e+09	9.30419e+10	1.37235e+12	4.80927e+11
1.34896e+14	7.74387e+16	1.62817e+12	1.65046e+13	2.16999e+12	2.69127e+10	1.18157e+09	9.58075e+10	1.45518e+12	4.65659e+11
1.34896e+14	8.08217e+16	1.76683e+12	1.72214e+13	2.19097e+12	2.90460e+10	1.32853e+09	9.93219e+10	1.54326e+12	4.51274e+11
1.34896e+14	8.46266e+16	1.94135e+12	1.80126e+13	2.21159e+12	3.13729e+10	1.49958e+09	1.03602e+11	1.63752e+12	4.38401e+11
1.34896e+14	8.89935e+16	2.16023e+12	1.89014e+13	2.23597e+12	3.39513e+10	1.70219e+09	1.08662e+11	1.73976e+12	4.27820e+11
1.34896e+14	9.40889e+16	2.43401e+12	1.99161e+13	2.26812e+12	3.68420e+10	1.94566e+09	1.14530e+11	1.85228e+12	4.20147e+11
1.34896e+14	1.00130e+17	2.77588e+12	2.10946e+13	2.31270e+12	4.01278e+10	2.24294e+09	1.21241e+11	1.97818e+12	4.15984e+11
1.34896e+14	1.07380e+17	3.20243e+12	2.24830e+13	2.37431e+12	4.38936e+10	2.61019e+09	1.28842e+11	2.12111e+12	4.15838e+11
1.34896e+14	1.16178e+17	3.73438e+12	2.41418e+13	2.45861e+12	4.82530e+10	3.06978e+09	1.37373e+11	2.28554e+12	4.20301e+11
1.34896e+14	1.26940e+17	4.39743e+12	2.61452e+13	2.57180e+12	5.33258e+10	3.65025e+09	1.46862e+11	2.47651e+12	4.29974e+11
1.34896e+14	1.40173e+17	5.22266e+12	2.85840e+13	2.72092e+12	5.92362e+10	4.38777e+09	1.57306e+11	2.69950e+12	4.45511e+11
1.34896e+14	1.56485e+17	6.24635e+12	3.15684e+13	2.91411e+12	6.61055e+10	5.32735e+09	1.68645e+11	2.96015e+12	4.67637e+11
1.34896e+14	1.76612e+17	7.50915e+12	3.52337e+13	3.16113e+12	7.40252e+10	6.52017e+09	1.80747e+11	3.26412e+12	4.97202e+11
1.34896e+14	2.01425e+17	9.05311e+12	3.97451e+13	3.47380e+12	8.30699e+10	8.02564e+09	1.93392e+11	3.61668e+12	5.35200e+11
1.34896e+14	2.31950e+17	1.09169e+13	4.53052e+13	3.86657e+12	9.32845e+10	9.90837e+09	2.06262e+11	4.02232e+12	5.82838e+11
1.34896e+14	2.69379e+17	1.31288e+13	5.21635e+13	4.35763e+12	1.04688e+11	1.22357e+10	2.18961e+11	4.48454e+12	6.41644e+11
1.34896e+14	3.15099e+17	1.56983e+13	6.06278e+13	4.97007e+12	1.17283e+11	1.50751e+10	2.31039e+11	5.00560e+12	7.13629e+11
1.34896e+14	3.70709e+17	1.86073e+13	7.10748e+13	5.73310e+12	1.31071e+11	1.84924e+10	2.42035e+11	5.58639e+12	8.01512e+11
1.34896e+14	4.38044e+17	2.18040e+13	8.39590e+13	6.68362e+12	1.46075e+11	2.25517e+10	2.51517e+11	6.22631e+12	9.09027e+11
1.34896e+14	5.19158e+17	2.51994e+13	9.98075e+13	7.86797e+12	1.62346e+11	2.73149e+10	2.59096e+11	6.92267e+12	1.04127e+12
1.34896e+14	6.16339e+17	2.86730e+13	1.19214e+14	9.34429e+12	1.79988e+11	3.28472e+10	2.64462e+11	7.67046e+12	1.20517e+12
1.34896e+14	7.32303e+17	3.20926e+13	1.42854e+14	1.11904e+13	1.99250e+11	3.92396e+10	2.67343e+11	8.46080e+12	1.40992e+12
1.34896e+14	8.70072e+17	3.53227e+13	1.71438e+14	1.35091e+13	2.20564e+11	4.66245e+10	2.66387e+11	9.24059e+12	1.66031e+12
1.34896e+14	1.03311e+18	3.82444e+13	2.05701e+14	1.64443e+13	2.44377e+11	5.51537e+10	2.62890e+11	1.00343e+13	1.97785e+12
1.34896e+14	1.22536e+18	4.07634e+13	2.46363e+14	2.02045e+13	2.71466e+11	6.50724e+10	2.56889e+11	1.08244e+13	2.38199e+12
1.34896e+14	1.45090e+18	4.28010e+13	2.94004e+14	2.50950e+13	3.02831e+11	7.67109e+10	2.48402e+11	1.15856e+13	2.89535e+12
1.34896e+14	1.71503e+18	4.43213e+13	3.49184e+14	3.15942e+13	3.40019e+11	9.05884e+10	2.37544e+11	1.22899e+13	3.54395e+12
1.34896e+14	2.02360e+18	4.52999e+13	4.12197e+14	4.04074e+13	3.85103e+11	1.07430e+11	2.24415e+11	1.29012e+13	4.35376e+12
1.34896e+14	2.38312e+18	4.57119e+13	4.82868e+14	5.26061e+13	4.40959e+11	1.28272e+11	2.09121e+11	1.33749e+13	5.34590e+12
1.34895e+14	2.79991e+18	4.55158e+13	5.60131e+14	6.97185e+13	5.11448e+11	1.54548e+11	1.91762e+11	1.36567e+13	6.52740e+12
1.34895e+14	3.28059e+18	4.46653e+13	6.41767e+14	9.38631e+13	6.02230e+11	1.88405e+11	1.72503e+11	1.36865e+13	7.87994e+12
1.34896e+14	3.83223e+18	4.31328e+13	7.24065e+14	1.27781e+14	7.21201e+11	2.32935e+11	1.51688e+11	1.34104e+13	9.34859e+12
1.34896e+14	4.46109e+18	4.08776e+13	8.01360e+14	1.74654e+14	8.79223e+11	2.92578e+11	1.29830e+11	1.27881e+13	1.08304e+13
1.34896e+14	5.17316e+18	3.78779e+13	8.66105e+14	2.37488e+14	1.09095e+12	3.73673e+11	1.07711e+11	1.18159e+13	1.21802e+13
1.34896e+14	5.97548e+18	3.41615e+13	9.09409e+14	3.18105e+14	1.37592e+12	4.85296e+11	8.63446e+10	1.05429e+13	1.32380e+13
1.34896e+14	6.87557e+18	2.98230e+13	9.22172e+14	4.15399e+14	1.75943e+12	6.40361e+11	6.67948e+10	9.07134e+12	1.38719e+13
1.34896e+14	7.88018e+18	2.50420e+13	8.97172e+14	5.23376e+14	2.27378e+12	8.57336e+11	4.99178e+10	7.53404e+12	1.40191e+13
1.34896e+14	9.00411e+18	2.01087e+13	8.32605e+14	6.30631e+14	2.96365e+12	1.16433e+12	3.62547e+10	6.06667e+12	1.37159e+13
1.34896e+14	1.02649e+19	1.53887e+13	7.34642e+14	7.22627e+14	3.89156e+12	1.60442e+12	2.57060e+10	4.76590e+12	1.30657e+13
1.34896e+14	1.16826e+19	1.12146e+13	6.15913e+14	7.85620e+14	5.14928e+12	2.24474e+12	1.79211e+10	3.67879e+12	1.21993e+13
1.34896e+14	1.32807e+19	7.81004e+12	4.92336e+14	8.12131e+14	6.87846e+12	3.19083e+12	1.23704e+10	2.80964e+12	1.12384e+13
1.34896e+14	1.50853e+19	5.23184e+12	3.77828e+14	8.03093e+14	9.30742e+12	4.60926e+12	8.50687e+09	2.13629e+12	1.02755e+13
1.34896e+14	1.71220e+19	3.40169e+12	2.80886e+14	7.65973e+14	1.28074e+13	6.75405e+12	5.85765e+09	1.62533e+12	9.37002e+12
1.34896e+14	1.94185e+19	2.16686e+12	2.04184e+14	7.10842e+14	1.80075e+13	1.00120e+13	4.05496e+09	1.24233e+12	8.55505e+12
1.34895e+14	2.20073e+19	1.36348e+12	1.46348e+14	6.47049e+14	2.60029e+13	1.49662e+13	2.83125e+09	9.57175e+11	7.84570e+12
1.34895e+14	2.49240e+19	8.53342e+11	1.04153e+14	5.81567e+14	3.87175e+13	2.24731e+13	1.99873e+09	7.45257e+11	7.24586e+12
1.34896e+14	2.82080e+19	5.34011e+11	7.40014e+13	5.18764e+14	5.95862e+13	3.38026e+13	1.42931e+09	5.87555e+11	6.75329e+12
1.34896e+14	3.19090e+19	3.35635e+11	5.27184e+13	4.61067e+14	9.46670e+13	5.08588e+13	1.03729e+09	4.69984e+11	6.36365e+12
1.34896e+14	3.61065e+19	2.12624e+11	3.77882e+13	4.09722e+14	1.54652e+14	7.66544e+13	7.65228e+08	3.82129e+11	6.07375e+12
