H	H+	C+	C+2	C+3	N+	N+2	N+4	O	O+2	O+5	O+6	P+	Si+	Si+2	Si+3	Si+4
9.99997e+14	2.87314e+19	1.31037e+12	5.88096e+14	4.47604e+15	7.81136e+10	7.98765e+13	3.97652e+15	3.12497e+06	2.23117e+14	4.63638e+16	4.83694e+16	3.30886e+07	1.36672e+09	1.56721e+11	2.14297e+12	1.62692e+14
9.99997e+14	2.69788e+19	1.39165e+12	6.09753e+14	4.54002e+15	8.64069e+10	8.62987e+13	3.91163e+15	3.77038e+06	2.45703e+14	4.38164e+16	4.31248e+16	3.81680e+07	1.55388e+09	1.78060e+11	2.44485e+12	1.73699e+14
9.99998e+14	2.53269e+19	1.47984e+12	6.31589e+14	4.59874e+15	9.57704e+10	9.31977e+13	3.83982e+15	4.56591e+06	2.70212e+14	4.12897e+16	3.83377e+16	4.40550e+07	1.76333e+09	2.01831e+11	2.78544e+12	1.85126e+14
9.99996e+14	2.37687e+19	1.57592e+12	6.53653e+14	4.65209e+15	1.06366e+11	1.00608e+14	3.76125e+15	5.54865e+06	2.96768e+14	3.87926e+16	3.39746e+16	5.08870e+07	1.99758e+09	2.28256e+11	3.16940e+12	1.96964e+14
9.99999e+14	2.22993e+19	1.68119e+12	6.76050e+14	4.69987e+15	1.18387e+11	1.08556e+14	3.67609e+15	6.76455e+06	3.25441e+14	3.63346e+16	3.00123e+16	5.88374e+07	2.25989e+09	2.57586e+11	3.60161e+12	2.09188e+14
9.99999e+14	2.09082e+19	1.79636e+12	6.98687e+14	4.74179e+15	1.32029e+11	1.17064e+14	3.58406e+15	8.27146e+06	3.56271e+14	3.39197e+16	2.64173e+16	6.80749e+07	2.55210e+09	2.90002e+11	4.08920e+12	2.21812e+14
1.00000e+15	1.95949e+19	1.92384e+12	7.21865e+14	4.77749e+15	1.47580e+11	1.26161e+14	3.48557e+15	1.01402e+07	3.89310e+14	3.15608e+16	2.31722e+16	7.88730e+07	2.88000e+09	3.25862e+11	4.63710e+12	2.34771e+14
9.99998e+14	1.83494e+19	2.06509e+12	7.45599e+14	4.80681e+15	1.65338e+11	1.35884e+14	3.38047e+15	1.24655e+07	4.24650e+14	2.92593e+16	2.02416e+16	9.14921e+07	3.24710e+09	3.65438e+11	5.25465e+12	2.48074e+14
9.99998e+14	1.71695e+19	2.22297e+12	7.70199e+14	4.82938e+15	1.85677e+11	1.46265e+14	3.26909e+15	1.53603e+07	4.62304e+14	2.70241e+16	1.76069e+16	1.06313e+08	3.66094e+09	4.09164e+11	5.94925e+12	2.61664e+14
9.99998e+14	1.60501e+19	2.40051e+12	7.95905e+14	4.84458e+15	2.09032e+11	1.57322e+14	3.15138e+15	1.89702e+07	5.02231e+14	2.48615e+16	1.52449e+16	1.23773e+08	4.12976e+09	4.57532e+11	6.73101e+12	2.75510e+14
9.99998e+14	1.49835e+19	2.60150e+12	8.22997e+14	4.85184e+15	2.35968e+11	1.69097e+14	3.02722e+15	2.34896e+07	5.44446e+14	2.27715e+16	1.31289e+16	1.44424e+08	4.66369e+09	5.11138e+11	7.61352e+12	2.89594e+14
9.99995e+14	1.39646e+19	2.83142e+12	8.52005e+14	4.85045e+15	2.67166e+11	1.81627e+14	2.89647e+15	2.91649e+07	5.88894e+14	2.07572e+16	1.12383e+16	1.68990e+08	5.27873e+09	5.70916e+11	8.61195e+12	3.03879e+14
9.99994e+14	1.29896e+19	3.09774e+12	8.83674e+14	4.83946e+15	3.03465e+11	1.94936e+14	2.75912e+15	3.63119e+07	6.35389e+14	1.88242e+16	9.55562e+15	1.98446e+08	5.99753e+09	6.38105e+11	9.74356e+12	3.18305e+14
9.99994e+14	1.20551e+19	3.41038e+12	9.19012e+14	4.81766e+15	3.45860e+11	2.09028e+14	2.61516e+15	4.53349e+07	6.83666e+14	1.69762e+16	8.06433e+15	2.34092e+08	6.85526e+09	7.14693e+11	1.10281e+13	3.32791e+14
1.00000e+15	1.11542e+19	3.78307e+12	9.59223e+14	4.78314e+15	3.95637e+11	2.23895e+14	2.46414e+15	5.67917e+07	7.33315e+14	1.52127e+16	6.74560e+15	2.77708e+08	7.90333e+09	8.03622e+11	1.24946e+13	3.47281e+14
1.00000e+15	1.02784e+19	4.23773e+12	1.00647e+15	4.73388e+15	4.54724e+11	2.39640e+14	2.30518e+15	7.14900e+07	7.84117e+14	1.35269e+16	5.57890e+15	3.31967e+08	9.22646e+09	9.09808e+11	1.41870e+13	3.61712e+14
9.99997e+14	9.41897e+18	4.80573e+12	1.06334e+15	4.66512e+15	5.25260e+11	2.56094e+14	2.13722e+15	9.05089e+07	8.34726e+14	1.19168e+16	4.54884e+15	4.00892e+08	1.09626e+10	1.04083e+12	1.61572e+13	3.75987e+14
9.99994e+14	8.55960e+18	5.54390e+12	1.13459e+15	4.57046e+15	6.10996e+11	2.73247e+14	1.95768e+15	1.15655e+08	8.83854e+14	1.03670e+16	3.63492e+15	4.91448e+08	1.33716e+10	1.21086e+12	1.85062e+13	3.90020e+14
9.99993e+14	7.67731e+18	6.55640e+12	1.22810e+15	4.43802e+15	7.17499e+11	2.90829e+14	1.76224e+15	1.49981e+08	9.28687e+14	8.85480e+15	2.81788e+15	6.16832e+08	1.69813e+10	1.44666e+12	2.14056e+13	4.03614e+14
