H	H+	C+	C+2	C+3	N+	N+2	N+4	O	O+2	O+5	O+6	P+	Si+	Si+2	Si+3	Si+4	Fe+	Al+
3.63078e+13	4.40557e+17	1.30371e+11	3.09309e+13	1.49312e+14	1.28916e+10	6.80460e+12	8.76681e+13	1.68934e+06	2.17719e+13	6.29762e+14	3.68227e+14	8.95301e+06	2.63812e+08	2.40367e+10	3.02786e+11	1.01255e+13	3.33833e+05	2.77855e+07
3.63078e+13	4.10512e+17	1.41339e+11	3.19177e+13	1.48988e+14	1.45277e+10	7.27829e+12	8.36723e+13	2.09075e+06	2.34457e+13	5.71775e+14	3.14026e+14	1.04255e+07	2.97783e+08	2.67711e+10	3.42065e+11	1.05959e+13	4.14223e+05	3.10510e+07
3.63078e+13	3.81723e+17	1.54040e+11	3.29944e+13	1.48358e+14	1.64246e+10	7.77788e+12	7.94819e+13	2.59492e+06	2.51848e+13	5.16248e+14	2.65833e+14	1.21826e+07	3.37421e+08	2.98290e+10	3.86511e+11	1.10668e+13	5.14498e+05	3.44750e+07
3.63078e+13	3.54075e+17	1.68964e+11	3.41978e+13	1.47378e+14	1.86338e+10	8.30301e+12	7.50954e+13	3.23019e+06	2.69770e+13	4.63279e+14	2.23161e+14	1.43002e+07	3.84696e+08	3.32975e+10	4.36884e+11	1.15345e+13	6.39961e+05	3.80138e+07
3.63078e+13	3.27369e+17	1.86803e+11	3.55771e+13	1.45988e+14	2.12224e+10	8.85309e+12	7.04982e+13	4.03548e+06	2.88059e+13	4.12831e+14	1.85465e+14	1.68834e+07	4.42569e+08	3.73096e+10	4.94288e+11	1.19960e+13	7.97823e+05	4.16093e+07
3.63078e+13	3.01349e+17	2.08613e+11	3.72050e+13	1.44096e+14	2.42810e+10	9.42695e+12	6.56636e+13	5.06556e+06	3.06475e+13	3.64790e+14	1.52200e+14	2.00880e+07	5.15903e+08	4.20846e+10	5.60280e+11	1.24479e+13	9.98233e+05	4.52128e+07
3.63078e+13	2.75736e+17	2.36023e+11	3.91883e+13	1.41562e+14	2.79282e+10	1.00205e+13	6.05560e+13	6.39840e+06	3.24601e+13	3.19011e+14	1.22908e+14	2.41559e+07	6.13043e+08	4.79906e+10	6.36994e+11	1.28846e+13	1.25578e+06	4.88524e+07
3.63078e+13	2.50019e+17	2.71878e+11	4.17003e+13	1.38139e+14	3.23454e+10	1.06268e+13	5.50938e+13	8.15995e+06	3.41752e+13	2.75078e+14	9.70174e+13	2.95070e+07	7.49646e+08	5.56958e+10	7.28196e+11	1.32993e+13	1.59422e+06	5.27758e+07
3.63078e+13	2.23494e+17	3.21385e+11	4.50217e+13	1.33391e+14	3.77984e+10	1.12263e+13	4.91557e+13	1.05634e+07	3.56600e+13	2.32378e+14	7.39990e+13	3.69438e+07	9.57916e+08	6.64671e+10	8.40240e+11	1.36778e+13	2.05516e+06	5.79975e+07
3.63077e+13	1.94403e+17	3.96948e+11	4.97158e+13	1.26281e+14	4.47986e+10	1.17661e+13	4.24209e+13	1.40836e+07	3.66112e+13	1.89020e+14	5.29401e+13	4.84493e+07	1.32186e+09	8.32057e+10	9.88741e+11	1.39895e+13	2.73356e+06	6.80866e+07
