H	H+	C+	C+2	C+3	O+5	O+6	Si+	Si+2	Si+3
1.34896e+14	4.43392e+17	2.91526e+11	2.53512e+13	3.83652e+13	1.66487e+13	2.58749e+12	3.09888e+09	1.20797e+11	7.95159e+11
1.34896e+14	4.58235e+17	2.82077e+11	2.50989e+13	3.93895e+13	1.74462e+13	2.79857e+12	2.95014e+09	1.18197e+11	7.80455e+11
1.34896e+14	4.73617e+17	2.73309e+11	2.48744e+13	4.03939e+13	1.82824e+13	3.02733e+12	2.82305e+09	1.16086e+11	7.65191e+11
1.34896e+14	4.89561e+17	2.65357e+11	2.46924e+13	4.13714e+13	1.91612e+13	3.27550e+12	2.71936e+09	1.14566e+11	7.49310e+11
1.34896e+14	5.06090e+17	2.58383e+11	2.45693e+13	4.23150e+13	2.00862e+13	3.54492e+12	2.64103e+09	1.13744e+11	7.32744e+11
1.34896e+14	5.23229e+17	2.52567e+11	2.45228e+13	4.32171e+13	2.10600e+13	3.83745e+12	2.59035e+09	1.13724e+11	7.15445e+11
1.34896e+14	5.41003e+17	2.48117e+11	2.45714e+13	4.40707e+13	2.20839e+13	4.15496e+12	2.56974e+09	1.14596e+11	6.97359e+11
1.34896e+14	5.59439e+17	2.45261e+11	2.47335e+13	4.48692e+13	2.31580e+13	4.49921e+12	2.58183e+09	1.16438e+11	6.78446e+11
1.34896e+14	5.78570e+17	2.44257e+11	2.50269e+13	4.56068e+13	2.42800e+13	4.87183e+12	2.62943e+09	1.19301e+11	6.58699e+11
1.34896e+14	5.98427e+17	2.45398e+11	2.54679e+13	4.62793e+13	2.54453e+13	5.27420e+12	2.71546e+09	1.23207e+11	6.38126e+11
1.34896e+14	6.19049e+17	2.49023e+11	2.60704e+13	4.68837e+13	2.66468e+13	5.70737e+12	2.84294e+09	1.28138e+11	6.16767e+11
1.34896e+14	6.40479e+17	2.55528e+11	2.68451e+13	4.74193e+13	2.78743e+13	6.17202e+12	3.01480e+09	1.34039e+11	5.94698e+11
1.34896e+14	6.62766e+17	2.65393e+11	2.77994e+13	4.78874e+13	2.91146e+13	6.66833e+12	3.23375e+09	1.40810e+11	5.72029e+11
1.34896e+14	6.85969e+17	2.79193e+11	2.89363e+13	4.82913e+13	3.03518e+13	7.19597e+12	3.50184e+09	1.48317e+11	5.48898e+11
1.34896e+14	7.10158e+17	2.97624e+11	3.02554e+13	4.86369e+13	3.15681e+13	7.75420e+12	3.82017e+09	1.56391e+11	5.25478e+11
1.34896e+14	7.35487e+17	3.21483e+11	3.17516e+13	4.89346e+13	3.27515e+13	8.34411e+12	4.18737e+09	1.64820e+11	5.01929e+11
1.34896e+14	7.61933e+17	3.51825e+11	3.34199e+13	4.91896e+13	3.38690e+13	8.95990e+12	4.60298e+09	1.73455e+11	4.78522e+11
1.34896e+14	7.89703e+17	3.89729e+11	3.52496e+13	4.94168e+13	3.49115e+13	9.60281e+12	5.06114e+09	1.82071e+11	4.55427e+11
1.34896e+14	8.19004e+17	4.36426e+11	3.72293e+13	4.96313e+13	3.58698e+13	1.02738e+13	5.55343e+09	1.90466e+11	4.32826e+11
1.34896e+14	8.49971e+17	4.93341e+11	3.93493e+13	4.98460e+13	3.67271e+13	1.09702e+13	6.07066e+09	1.98508e+11	4.10937e+11
1.34896e+14	8.82901e+17	5.61900e+11	4.15984e+13	5.00795e+13	3.74849e+13	1.16948e+13	6.59878e+09	2.06050e+11	3.89909e+11
1.34896e+14	9.18119e+17	6.43608e+11	4.39683e+13	5.03503e+13	3.81473e+13	1.24510e+13	7.12185e+09	2.12993e+11	3.69880e+11
1.34896e+14	9.56010e+17	7.39987e+11	4.64539e+13	5.06784e+13	3.87239e+13	1.32433e+13	7.62242e+09	2.19278e+11	3.50966e+11
1.34896e+14	9.97044e+17	8.52532e+11	4.90538e+13	5.10849e+13	3.92305e+13	1.40786e+13	8.08208e+09	2.24881e+11	3.33252e+11
1.34896e+14	1.04179e+18	9.82675e+11	5.17714e+13	5.15928e+13	3.96879e+13	1.49659e+13	8.48278e+09	2.29811e+11	3.16799e+11
1.34896e+14	1.09091e+18	1.13175e+12	5.46149e+13	5.22260e+13	4.01210e+13	1.59166e+13	8.80792e+09	2.34100e+11	3.01644e+11
